Element# βxx' βyy' βzz' 
7.5300000e+02 4.7471799e-01 8.0055785e-01 6.8046486e+02 
7.5400000e+02 4.7837299e-01 7.9904405e-01 6.8046661e+02 
7.5500000e+02 4.8214697e-01 7.9759422e-01 6.8046657e+02 
7.5600000e+02 4.8604007e-01 7.9620819e-01 6.8046714e+02 
7.5700000e+02 4.9005193e-01 7.9488614e-01 6.8046771e+02 
7.5800000e+02 4.9418272e-01 7.9362827e-01 6.8046828e+02 
7.5900000e+02 4.9843237e-01 7.9243408e-01 6.8046942e+02 
7.6000000e+02 5.0280109e-01 7.9130377e-01 6.8046999e+02 
7.6100000e+02 5.0728855e-01 7.9023754e-01 6.8047057e+02 
7.6200000e+02 5.1189522e-01 7.8923528e-01 6.8047114e+02 
7.6300000e+02 5.1662080e-01 7.8829721e-01 6.8047228e+02 
7.6400000e+02 5.2146524e-01 7.8742286e-01 6.8047285e+02 
7.6500000e+02 5.2642848e-01 7.8661248e-01 6.8047342e+02 
7.6600000e+02 5.3151078e-01 7.8586597e-01 6.8047399e+02 
7.6700000e+02 5.3671208e-01 7.8518323e-01 6.8047456e+02 
7.6800000e+02 5.4203233e-01 7.8456488e-01 6.8047570e+02 
7.6900000e+02 5.4747150e-01 7.8401014e-01 6.8047627e+02 
7.7000000e+02 5.5302982e-01 7.8351964e-01 6.8047685e+02 
7.7100000e+02 5.5870664e-01 7.8309298e-01 6.8047742e+02 
7.7200000e+02 5.6450279e-01 7.8273010e-01 6.8047856e+02 
7.7300000e+02 5.7041760e-01 7.8243130e-01 6.8047913e+02 
7.7400000e+02 5.7645158e-01 7.8219655e-01 6.8047970e+02 
7.7500000e+02 5.8260435e-01 7.8202546e-01 6.8048027e+02 
7.7600000e+02 5.8887610e-01 7.8191838e-01 6.8048023e+02 
7.7700000e+02 5.9526673e-01 7.8187561e-01 6.8048198e+02 
7.7800000e+02 6.0177642e-01 7.8189648e-01 6.8048255e+02 
7.7900000e+02 6.0840503e-01 7.8198133e-01 6.8048313e+02 
7.8000000e+02 6.1515242e-01 7.8213016e-01 6.8048308e+02 
7.8100000e+02 6.2201903e-01 7.8234301e-01 6.8048484e+02 
7.8200000e+02 6.2900439e-01 7.8261954e-01 6.8048541e+02 
7.8300000e+02 6.3610891e-01 7.8296049e-01 6.8048598e+02 
7.8400000e+02 6.4333208e-01 7.8336485e-01 6.8048655e+02 
7.8500000e+02 6.5067430e-01 7.8383338e-01 6.8048651e+02 
7.8600000e+02 6.5813565e-01 7.8436612e-01 6.8048826e+02 
7.8700000e+02 6.6571554e-01 7.8496246e-01 6.8048883e+02 
7.8800000e+02 6.7341465e-01 7.8562281e-01 6.8048940e+02 
7.8900000e+02 6.8123269e-01 7.8634725e-01 6.8048936e+02 
7.9000000e+02 6.8916966e-01 7.8713552e-01 6.8049112e+02 
7.9100000e+02 6.9722555e-01 7.8798807e-01 6.8049169e+02 
7.9200000e+02 7.0540032e-01 7.8890397e-01 6.8049226e+02 
7.9300000e+02 7.1369427e-01 7.8988436e-01 6.8049221e+02 
7.9400000e+02 7.2210698e-01 7.9092832e-01 6.8049397e+02 
7.9500000e+02 7.3063838e-01 7.9203633e-01 6.8049454e+02 
7.9600000e+02 7.3928902e-01 7.9320851e-01 6.8049511e+02 
7.9700000e+02 7.4805877e-01 7.9444433e-01 6.8049507e+02 
7.9800000e+02 7.5694717e-01 7.9574426e-01 6.8049564e+02 
7.9900000e+02 7.6595470e-01 7.9710812e-01 6.8049740e+02 
8.0000000e+02 7.7508086e-01 7.9853608e-01 6.8049797e+02 
8.0100000e+02 7.8432612e-01 8.0002795e-01 6.8049792e+02 
8.0200000e+02 7.9369059e-01 8.0158356e-01 6.8049849e+02 
8.0300000e+02 8.0317369e-01 8.0320309e-01 6.8050025e+02 
8.0400000e+02 8.1277583e-01 8.0488674e-01 6.8050082e+02 
8.0500000e+02 8.2249709e-01 8.0663435e-01 6.8050078e+02 
8.0600000e+02 8.3233715e-01 8.0844578e-01 6.8050135e+02 
8.0700000e+02 8.4229604e-01 8.1032123e-01 6.8050311e+02 
8.0800000e+02 8.5237376e-01 8.1226057e-01 6.8050368e+02 
8.0900000e+02 8.6257064e-01 8.1426402e-01 6.8050363e+02 
8.1000000e+02 8.7288667e-01 8.1633112e-01 6.8050420e+02 
8.1100000e+02 8.8332106e-01 8.1846244e-01 6.8050477e+02 
8.1200000e+02 8.9387483e-01 8.2065787e-01 6.8050653e+02 
8.1300000e+02 9.0454752e-01 8.2291697e-01 6.8050649e+02 
8.1400000e+02 9.1533903e-01 8.2523997e-01 6.8050706e+02 
8.1500000e+02 9.2624959e-01 8.2762713e-01 6.8050763e+02 
8.1600000e+02 9.3727907e-01 8.3007802e-01 6.8050939e+02 
8.1700000e+02 9.4842728e-01 8.3259291e-01 6.8050934e+02 
8.1800000e+02 9.5969480e-01 8.3517170e-01 6.8050991e+02 
8.1900000e+02 9.7108104e-01 8.3781468e-01 6.8051048e+02 
8.2000000e+02 9.8258616e-01 8.4052143e-01 6.8051224e+02 
8.2100000e+02 9.9421031e-01 8.4329224e-01 6.8051220e+02 
8.2200000e+02 1.0059536e+00 8.4612668e-01 6.8051277e+02 
8.2300000e+02 1.0178154e+00 8.4902541e-01 6.8051334e+02 
8.2400000e+02 1.0297965e+00 8.5198802e-01 6.8051509e+02 
8.2500000e+02 1.0418966e+00 8.5501446e-01 6.8051505e+02 
8.2600000e+02 1.0541155e+00 8.5810505e-01 6.8051562e+02 
8.2700000e+02 1.0664531e+00 8.6125938e-01 6.8051619e+02 
8.2800000e+02 1.0789098e+00 8.6447777e-01 6.8051795e+02 
8.2900000e+02 1.0914857e+00 8.6776019e-01 6.8051790e+02 
8.3000000e+02 1.1041800e+00 8.7110660e-01 6.8051848e+02 
8.3100000e+02 1.1169939e+00 8.7451662e-01 6.8051905e+02 
8.3200000e+02 1.1299265e+00 8.7799094e-01 6.8051962e+02 
8.3300000e+02 1.1429777e+00 8.8152882e-01 6.8052076e+02 
8.3400000e+02 1.1561483e+00 8.8513096e-01 6.8052133e+02 
8.3500000e+02 1.1694375e+00 8.8879698e-01 6.8052190e+02 
8.3600000e+02 1.1828459e+00 8.9252687e-01 6.8052247e+02 
8.3700000e+02 1.1963730e+00 8.9632097e-01 6.8052361e+02 
8.3800000e+02 1.2100191e+00 9.0017892e-01 6.8052418e+02 
8.3900000e+02 1.2237845e+00 9.0410070e-01 6.8052476e+02 
8.4000000e+02 1.2376682e+00 9.0808631e-01 6.8052533e+02 
8.4100000e+02 1.2516713e+00 9.1213611e-01 6.8052647e+02 
8.4200000e+02 1.2657932e+00 9.1624974e-01 6.8052704e+02 
8.4300000e+02 1.2800341e+00 9.2042755e-01 6.8052761e+02 
8.4400000e+02 1.2943943e+00 9.2466881e-01 6.8052818e+02 
8.4500000e+02 1.3088730e+00 9.2897427e-01 6.8052932e+02 
8.4600000e+02 1.3234705e+00 9.3334392e-01 6.8052989e+02 
8.4700000e+02 1.3381874e+00 9.3777740e-01 6.8053046e+02 
8.4800000e+02 1.3530230e+00 9.4227472e-01 6.8053103e+02 
8.4900000e+02 1.3679775e+00 9.4683588e-01 6.8053218e+02 
8.5000000e+02 1.1945907e+00 9.6715964e-01 6.7202095e+02 
8.5100000e+02 1.1968580e+00 9.6839746e-01 6.7204367e+02 
8.5200000e+02 1.1993126e+00 9.6952474e-01 6.7206473e+02 
8.5300000e+02 1.1987808e+00 9.6972377e-01 6.7201091e+02 
8.5400000e+02 1.2014001e+00 9.7075348e-01 6.7201091e+02 
8.5500000e+02 1.2040236e+00 9.7178606e-01 6.7201091e+02 
8.5600000e+02 1.2040236e+00 9.7178606e-01 6.7201091e+02 
8.5700000e+02 1.2066522e+00 9.7282113e-01 6.7201091e+02 
8.5800000e+02 1.2092850e+00 9.7385868e-01 6.7201091e+02 
8.5900000e+02 1.2092850e+00 9.7385868e-01 6.7201091e+02 
8.6000000e+02 1.2145641e+00 9.7594128e-01 6.7201029e+02 
8.6100000e+02 1.2198615e+00 9.7803504e-01 6.7201029e+02 
8.6200000e+02 1.2251767e+00 9.8013883e-01 6.7201029e+02 
8.6300000e+02 1.2305102e+00 9.8225306e-01 6.7201148e+02 
8.6400000e+02 1.2358616e+00 9.8437775e-01 6.7201148e+02 
8.6500000e+02 1.2412315e+00 9.8651254e-01 6.7201148e+02 
8.6600000e+02 1.2466193e+00 9.8865825e-01 6.7201148e+02 
8.6700000e+02 1.2520252e+00 9.9081410e-01 6.7201148e+02 
8.6800000e+02 1.2574491e+00 9.9298054e-01 6.7201086e+02 
8.6900000e+02 1.2628912e+00 9.9515756e-01 6.7201086e+02 
8.7000000e+02 1.2683514e+00 9.9734483e-01 6.7201086e+02 
8.7100000e+02 1.2738294e+00 9.9954235e-01 6.7201086e+02 
8.7200000e+02 1.2793261e+00 1.0017505e+00 6.7201205e+02 
8.7300000e+02 1.2848402e+00 1.0039691e+00 6.7201205e+02 
8.7400000e+02 1.2903731e+00 1.0061983e+00 6.7201205e+02 
8.7500000e+02 1.2959238e+00 1.0084375e+00 6.7201205e+02 
8.7600000e+02 1.3014925e+00 1.0106875e+00 6.7201143e+02 
8.7700000e+02 1.3070792e+00 1.0129479e+00 6.7201143e+02 
8.7800000e+02 1.3126844e+00 1.0152184e+00 6.7201143e+02 
8.7900000e+02 1.3183072e+00 1.0174997e+00 6.7201143e+02 
8.8000000e+02 1.3239485e+00 1.0197912e+00 6.7201143e+02 
8.8100000e+02 1.3296075e+00 1.0220931e+00 6.7201262e+02 
8.8200000e+02 1.3352852e+00 1.0244057e+00 6.7201262e+02 
8.8300000e+02 1.3409806e+00 1.0267287e+00 6.7201200e+02 
8.8400000e+02 1.3466943e+00 1.0290620e+00 6.7201200e+02 
8.8500000e+02 1.3524258e+00 1.0314056e+00 6.7201200e+02 
8.8600000e+02 1.3581756e+00 1.0337597e+00 6.7201200e+02 
8.8700000e+02 1.3639434e+00 1.0361242e+00 6.7201200e+02 
8.8800000e+02 1.3697295e+00 1.0384994e+00 6.7201200e+02 
8.8900000e+02 1.3755336e+00 1.0408849e+00 6.7201200e+02 
8.9000000e+02 1.3813557e+00 1.0432808e+00 6.7201319e+02 
8.9100000e+02 1.3871959e+00 1.0456870e+00 6.7201257e+02 
8.9200000e+02 1.3930541e+00 1.0481037e+00 6.7201257e+02 
8.9300000e+02 1.3989305e+00 1.0505313e+00 6.7201257e+02 
8.9400000e+02 1.4048250e+00 1.0529689e+00 6.7201257e+02 
8.9500000e+02 1.4107377e+00 1.0554165e+00 6.7201257e+02 
8.9600000e+02 1.4166686e+00 1.0578752e+00 6.7201257e+02 
8.9700000e+02 1.4226173e+00 1.0603443e+00 6.7201257e+02 
8.9800000e+02 1.4285844e+00 1.0628237e+00 6.7201257e+02 
8.9900000e+02 1.4345692e+00 1.0653132e+00 6.7201314e+02 
9.0000000e+02 1.4405724e+00 1.0678133e+00 6.7201314e+02 
9.0100000e+02 1.4465936e+00 1.0703242e+00 6.7201314e+02 
9.0200000e+02 1.4526331e+00 1.0728452e+00 6.7201314e+02 
9.0300000e+02 1.4586907e+00 1.0753766e+00 6.7201314e+02 
9.0400000e+02 1.4647663e+00 1.0779188e+00 6.7201314e+02 
9.0500000e+02 1.4708599e+00 1.0804708e+00 6.7201314e+02 
9.0600000e+02 1.4769717e+00 1.0830337e+00 6.7201252e+02 
9.0700000e+02 1.4831015e+00 1.0856070e+00 6.7201252e+02 
9.0800000e+02 1.4892495e+00 1.0881907e+00 6.7201371e+02 
9.0900000e+02 1.4954152e+00 1.0907848e+00 6.7201371e+02 
9.1000000e+02 1.5015996e+00 1.0933891e+00 6.7201371e+02 
9.1100000e+02 1.5078018e+00 1.0960042e+00 6.7201371e+02 
9.1200000e+02 1.5140222e+00 1.0986295e+00 6.7201371e+02 
9.1300000e+02 1.5202605e+00 1.1012654e+00 6.7201371e+02 
9.1400000e+02 1.5265171e+00 1.1039118e+00 6.7201309e+02 
9.1500000e+02 1.5327916e+00 1.1065684e+00 6.7201309e+02 
9.1600000e+02 1.5390845e+00 1.1092353e+00 6.7201309e+02 
9.1700000e+02 1.5453954e+00 1.1119128e+00 6.7201428e+02 
9.1800000e+02 1.5517243e+00 1.1146011e+00 6.7201428e+02 
9.1900000e+02 1.5580711e+00 1.1172992e+00 6.7201428e+02 
9.2000000e+02 1.5644366e+00 1.1200081e+00 6.7201428e+02 
9.2100000e+02 1.5708195e+00 1.1227273e+00 6.7201366e+02 
9.2200000e+02 1.5772211e+00 1.1254569e+00 6.7201366e+02 
9.2300000e+02 1.5836404e+00 1.1281974e+00 6.7201366e+02 
9.2400000e+02 1.5900778e+00 1.1309479e+00 6.7201366e+02 
9.2500000e+02 1.5965333e+00 1.1337088e+00 6.7201366e+02 
9.2600000e+02 1.6030071e+00 1.1364802e+00 6.7201485e+02 
9.2700000e+02 1.6094992e+00 1.1392621e+00 6.7201485e+02 
9.2800000e+02 1.6160091e+00 1.1420542e+00 6.7201485e+02 
9.2900000e+02 1.6225372e+00 1.1448572e+00 6.7201423e+02 
9.3000000e+02 1.6290832e+00 1.1476700e+00 6.7201423e+02 
9.3100000e+02 1.6356476e+00 1.1504939e+00 6.7201423e+02 
9.3200000e+02 1.6422299e+00 1.1533279e+00 6.7201423e+02 
9.3300000e+02 1.6488301e+00 1.1561722e+00 6.7201423e+02 
9.3400000e+02 1.6554487e+00 1.1590272e+00 6.7201423e+02 
9.3500000e+02 1.6620853e+00 1.1618925e+00 6.7201542e+02 
9.3600000e+02 1.6687400e+00 1.1647681e+00 6.7201542e+02 
9.3700000e+02 1.6754127e+00 1.1676545e+00 6.7201480e+02 
9.3800000e+02 1.6821039e+00 1.1705508e+00 6.7201480e+02 
9.3900000e+02 1.6888127e+00 1.1734580e+00 6.7201480e+02 
9.4000000e+02 1.6955397e+00 1.1763752e+00 6.7201480e+02 
9.4100000e+02 1.7022853e+00 1.1793032e+00 6.7201480e+02 
9.4200000e+02 1.7090486e+00 1.1822417e+00 6.7201480e+02 
9.4300000e+02 1.7158301e+00 1.1851903e+00 6.7201480e+02 
9.4400000e+02 1.7226292e+00 1.1881495e+00 6.7201537e+02 
9.4500000e+02 1.7294467e+00 1.1911191e+00 6.7201537e+02 
9.4600000e+02 1.7362824e+00 1.1940994e+00 6.7201537e+02 
9.4700000e+02 1.7431364e+00 1.1970898e+00 6.7201537e+02 
9.4800000e+02 1.7500083e+00 1.2000904e+00 6.7201537e+02 
9.4900000e+02 1.7568985e+00 1.2031017e+00 6.7201537e+02 
9.5000000e+02 1.7638065e+00 1.2061236e+00 6.7201537e+02 
9.5100000e+02 1.7709696e+00 1.2089938e+00 6.7201537e+02 
9.5200000e+02 1.7786278e+00 1.2115499e+00 6.7201594e+02 
9.5300000e+02 1.7867842e+00 1.2137899e+00 6.7201594e+02 
9.5400000e+02 1.7954443e+00 1.2157131e+00 6.7201594e+02 
9.5500000e+02 1.8046122e+00 1.2173187e+00 6.7201594e+02 
9.5600000e+02 1.8142927e+00 1.2186051e+00 6.7201532e+02 
9.5700000e+02 1.8244913e+00 1.2195718e+00 6.7201651e+02 
9.5800000e+02 1.8352128e+00 1.2202186e+00 6.7201651e+02 
9.5900000e+02 1.8464643e+00 1.2205451e+00 6.7201589e+02 
9.6000000e+02 1.8582502e+00 1.2205512e+00 6.7201708e+02 
9.6100000e+02 1.8705782e+00 1.2202364e+00 6.7201708e+02 
9.6200000e+02 1.8834538e+00 1.2196014e+00 6.7201766e+02 
9.6300000e+02 1.8968850e+00 1.2186463e+00 6.7201766e+02 
9.6400000e+02 1.9108779e+00 1.2173716e+00 6.7201823e+02 
9.6500000e+02 1.9254408e+00 1.2157781e+00 6.7201823e+02 
9.6600000e+02 1.9405809e+00 1.2138666e+00 6.7201880e+02 
9.6700000e+02 1.9563071e+00 1.2116381e+00 6.7201880e+02 
9.6800000e+02 1.9726269e+00 1.2090936e+00 6.7201937e+02 
9.6900000e+02 1.9895497e+00 1.2062350e+00 6.7201875e+02 
9.7000000e+02 2.0070848e+00 1.2030633e+00 6.7201994e+02 
9.7100000e+02 2.0252409e+00 1.1995807e+00 6.7202051e+02 
9.7200000e+02 2.0440277e+00 1.1957886e+00 6.7201989e+02 
9.7300000e+02 2.0634562e+00 1.1916888e+00 6.7202108e+02 
9.7400000e+02 2.0835357e+00 1.1872843e+00 6.7202165e+02 
9.7500000e+02 2.1042775e+00 1.1825772e+00 6.7202222e+02 
9.7600000e+02 2.1256932e+00 1.1775698e+00 6.7202279e+02 
9.7700000e+02 2.1477932e+00 1.1722646e+00 6.7202217e+02 
9.7800000e+02 2.1705905e+00 1.1666648e+00 6.7202336e+02 
9.7900000e+02 2.1940962e+00 1.1607736e+00 6.7202393e+02 
9.8000000e+02 2.2183239e+00 1.1545936e+00 6.7202450e+02 
9.8100000e+02 2.2432860e+00 1.1481286e+00 6.7202507e+02 
9.8200000e+02 2.2689962e+00 1.1413815e+00 6.7202565e+02 
9.8300000e+02 2.2954678e+00 1.1343566e+00 6.7202622e+02 
9.8400000e+02 2.3227153e+00 1.1270573e+00 6.7202679e+02 
9.8500000e+02 2.3507529e+00 1.1194874e+00 6.7202736e+02 
9.8600000e+02 2.3795967e+00 1.1116514e+00 6.7202793e+02 
9.8700000e+02 2.4092610e+00 1.1035530e+00 6.7202907e+02 
9.8800000e+02 2.4397629e+00 1.0951967e+00 6.7202964e+02 
9.8900000e+02 2.4711177e+00 1.0865871e+00 6.7203021e+02 
9.9000000e+02 2.5033420e+00 1.0777286e+00 6.7203078e+02 
9.9100000e+02 2.5364545e+00 1.0686261e+00 6.7203192e+02 
9.9200000e+02 2.5704713e+00 1.0592847e+00 6.7203249e+02 
9.9300000e+02 2.6054120e+00 1.0497093e+00 6.7203363e+02 
9.9400000e+02 2.6412945e+00 1.0399044e+00 6.7203421e+02 
9.9500000e+02 2.6781386e+00 1.0298763e+00 6.7203535e+02 
9.9600000e+02 2.7159632e+00 1.0196293e+00 6.7203592e+02 
9.9700000e+02 2.7547896e+00 1.0091697e+00 6.7203706e+02 
9.9800000e+02 2.7946381e+00 9.9850298e-01 6.7203882e+02 
9.9900000e+02 2.8355296e+00 9.8763470e-01 6.7203996e+02 
1.0000000e+03 2.8774867e+00 9.7657034e-01 6.7204110e+02 
1.0010000e+03 2.9205318e+00 9.6531653e-01 6.7204225e+02 
1.0020000e+03 2.9646879e+00 9.5387882e-01 6.7204339e+02 
1.0030000e+03 3.0099791e+00 9.4226358e-01 6.7204453e+02 
1.0040000e+03 3.0564285e+00 9.3047724e-01 6.7204567e+02 
1.0050000e+03 3.1040620e+00 9.1852551e-01 6.7204681e+02 
1.0060000e+03 3.1529051e+00 9.0641492e-01 6.7204733e+02 
1.0070000e+03 3.2029835e+00 8.9415242e-01 6.7204966e+02 
1.0080000e+03 3.2543244e+00 8.8174426e-01 6.7205081e+02 
1.0090000e+03 3.3069552e+00 8.6919707e-01 6.7205252e+02 
1.0100000e+03 3.3609045e+00 8.5651756e-01 6.7205423e+02 
1.0110000e+03 3.4162000e+00 8.4371279e-01 6.7205656e+02 
1.0120000e+03 3.4728729e+00 8.3078952e-01 6.7205828e+02 
1.0130000e+03 3.5309529e+00 8.1775452e-01 6.7205999e+02 
1.0140000e+03 3.5904710e+00 8.0461494e-01 6.7206108e+02 
1.0150000e+03 3.6514588e+00 7.9137760e-01 6.7206398e+02 
1.0160000e+03 3.7139495e+00 7.7804966e-01 6.7206569e+02 
1.0170000e+03 3.7779768e+00 7.6463868e-01 6.7206798e+02 
1.0180000e+03 3.8435752e+00 7.5115148e-01 6.7207088e+02 
1.0190000e+03 3.9107790e+00 7.3759493e-01 6.7207316e+02 
1.0200000e+03 3.9796241e+00 7.2397723e-01 6.7207545e+02 
1.0210000e+03 4.1202055e+00 6.9696367e-01 6.7208058e+02 
1.0220000e+03 4.2632371e+00 6.7050876e-01 6.7208515e+02 
1.0230000e+03 4.4087152e+00 6.4461271e-01 6.7209029e+02 
1.0240000e+03 4.5566339e+00 6.1927518e-01 6.7209661e+02 
1.0250000e+03 4.7070109e+00 5.9449626e-01 6.7210175e+02 
1.0260000e+03 4.8598292e+00 5.7027607e-01 6.7210689e+02 
1.0270000e+03 5.0151069e+00 5.4661477e-01 6.7211321e+02 
1.0280000e+03 5.1728172e+00 5.2351166e-01 6.7211892e+02 
1.0290000e+03 5.3329878e+00 5.0096746e-01 6.7212463e+02 
1.0300000e+03 5.4956005e+00 4.7898198e-01 6.7213153e+02 
1.0310000e+03 5.6606649e+00 4.5755494e-01 6.7213723e+02 
1.0320000e+03 5.8281717e+00 4.3668650e-01 6.7214413e+02 
1.0330000e+03 5.9981309e+00 4.1637688e-01 6.7215041e+02 
1.0340000e+03 6.1705327e+00 3.9662584e-01 6.7215731e+02 
1.0350000e+03 6.3453874e+00 3.7743342e-01 6.7216359e+02 
1.0360000e+03 6.5226954e+00 3.5879979e-01 6.7217106e+02 
1.0370000e+03 6.7024362e+00 3.4072455e-01 6.7217733e+02 
1.0380000e+03 6.8846412e+00 3.2320827e-01 6.7218418e+02 
1.0390000e+03 7.0692897e+00 3.0625053e-01 6.7219165e+02 
1.0400000e+03 7.2563818e+00 2.8985127e-01 6.7219850e+02 
1.0410000e+03 7.4459173e+00 2.7401083e-01 6.7220654e+02 
1.0420000e+03 7.6379076e+00 2.5872881e-01 6.7221339e+02 
1.0430000e+03 7.8323531e+00 2.4400561e-01 6.7222143e+02 
1.0440000e+03 7.9289231e+00 2.3690108e-01 6.7222485e+02 
1.0450000e+03 8.0229276e+00 2.3002703e-01 6.7222828e+02 
1.0460000e+03 8.1142877e+00 2.2337843e-01 6.7223113e+02 
1.0470000e+03 8.2029260e+00 2.1694996e-01 6.7223398e+02 
1.0480000e+03 8.2887781e+00 2.1073638e-01 6.7223746e+02 
1.0490000e+03 8.3717813e+00 2.0473273e-01 6.7223974e+02 
1.0500000e+03 8.4518630e+00 1.9893450e-01 6.7224202e+02 
1.0510000e+03 8.5289636e+00 1.9333687e-01 6.7224431e+02 
1.0520000e+03 8.6030136e+00 1.8793547e-01 6.7224602e+02 
1.0530000e+03 8.6739572e+00 1.8272598e-01 6.7224773e+02 
1.0540000e+03 8.7417520e+00 1.7770435e-01 6.7224887e+02 
1.0550000e+03 8.8063219e+00 1.7286654e-01 6.7225120e+02 
1.0560000e+03 8.8676405e+00 1.6820864e-01 6.7225235e+02 
1.0570000e+03 8.9256351e+00 1.6372723e-01 6.7225230e+02 
1.0580000e+03 8.9802712e+00 1.5941850e-01 6.7225406e+02 
1.0590000e+03 9.0315041e+00 1.5527902e-01 6.7225463e+02 
1.0600000e+03 9.0793034e+00 1.5130572e-01 6.7225520e+02 
1.0610000e+03 9.1236040e+00 1.4749528e-01 6.7225577e+02 
1.0620000e+03 9.1644041e+00 1.4384460e-01 6.7225634e+02 
1.0630000e+03 9.2016424e+00 1.4035111e-01 6.7225634e+02 
1.0640000e+03 9.2353093e+00 1.3701168e-01 6.7225572e+02 
1.0650000e+03 9.2653723e+00 1.3382399e-01 6.7225691e+02 
1.0660000e+03 9.2918136e+00 1.3078523e-01 6.7225691e+02 
1.0670000e+03 9.3145927e+00 1.2789308e-01 6.7225691e+02 
1.0680000e+03 9.3337084e+00 1.2514529e-01 6.7225572e+02 
1.0690000e+03 9.3491369e+00 1.2253972e-01 6.7225572e+02 
1.0700000e+03 9.3608816e+00 1.2007415e-01 6.7225572e+02 
1.0710000e+03 9.3689106e+00 1.1774689e-01 6.7225572e+02 
1.0720000e+03 9.3732314e+00 1.1555580e-01 6.7225634e+02 
1.0730000e+03 9.3738417e+00 1.1349925e-01 6.7225634e+02 
1.0740000e+03 9.3707284e+00 1.1157575e-01 6.7225634e+02 
1.0750000e+03 9.3639185e+00 1.0978350e-01 6.7225634e+02 
1.0760000e+03 9.3533910e+00 1.0812126e-01 6.7225634e+02 
1.0770000e+03 9.3391647e+00 1.0658778e-01 6.7225572e+02 
1.0780000e+03 9.3212480e+00 1.0518172e-01 6.7225572e+02 
1.0790000e+03 9.2996640e+00 1.0390189e-01 6.7225691e+02 
1.0800000e+03 9.2744255e+00 1.0274752e-01 6.7225629e+02 
1.0810000e+03 9.2455475e+00 1.0171751e-01 6.7225686e+02 
1.0820000e+03 9.2130595e+00 1.0081107e-01 6.7225743e+02 
1.0830000e+03 9.1769810e+00 1.0002748e-01 6.7225919e+02 
1.0840000e+03 9.1373456e+00 9.9366085e-02 6.7225914e+02 
1.0850000e+03 9.0941769e+00 9.8826564e-02 6.7226091e+02 
1.0860000e+03 9.0475251e+00 9.8408185e-02 6.7226205e+02 
1.0870000e+03 8.9974058e+00 9.8110923e-02 6.7226257e+02 
1.0880000e+03 8.9438854e+00 9.7934234e-02 6.7226428e+02 
1.0890000e+03 8.8869834e+00 9.7878159e-02 6.7226599e+02 
1.0900000e+03 8.8267459e+00 9.7942720e-02 6.7226890e+02 
1.0910000e+03 8.7632329e+00 9.8127788e-02 6.7227118e+02 
1.0920000e+03 8.6964941e+00 9.8433706e-02 6.7227346e+02 
1.0930000e+03 8.6265694e+00 9.8860542e-02 6.7227632e+02 
1.0940000e+03 8.5535241e+00 9.9408705e-02 6.7227917e+02 
1.0950000e+03 8.4774256e+00 1.0007857e-01 6.7228321e+02 
1.0960000e+03 8.3983071e+00 1.0087073e-01 6.7228664e+02 
1.0970000e+03 8.3162513e+00 1.0178583e-01 6.7229063e+02 
1.0980000e+03 8.2313303e+00 1.0282463e-01 6.7229463e+02 
1.0990000e+03 8.1435830e+00 1.0398780e-01 6.7229981e+02 
1.1000000e+03 8.0531080e+00 1.0527645e-01 6.7230495e+02 
1.1010000e+03 7.9599592e+00 1.0669148e-01 6.7231071e+02 
1.1020000e+03 7.8642264e+00 1.0823397e-01 6.7231642e+02 
1.1030000e+03 7.7659665e+00 1.0990528e-01 6.7232212e+02 
1.1040000e+03 7.6652721e+00 1.1170666e-01 6.7232902e+02 
1.1050000e+03 7.5622142e+00 1.1363951e-01 6.7233587e+02 
1.1060000e+03 7.4568767e+00 1.1570547e-01 6.7234272e+02 
1.1070000e+03 7.3493443e+00 1.1790607e-01 6.7235133e+02 
1.1080000e+03 7.2397033e+00 1.2024307e-01 6.7235994e+02 
1.1090000e+03 7.1280406e+00 1.2271835e-01 6.7236912e+02 
1.1100000e+03 7.0144444e+00 1.2533389e-01 6.7237768e+02 
1.1110000e+03 6.8989932e+00 1.2809175e-01 6.7238800e+02 
1.1120000e+03 6.7817986e+00 1.3099410e-01 6.7239771e+02 
1.1130000e+03 6.6629511e+00 1.3404318e-01 6.7240979e+02 
1.1140000e+03 6.4257888e+00 1.4048203e-01 6.7243091e+02 
1.1150000e+03 6.1929341e+00 1.4730516e-01 6.7245441e+02 
1.1160000e+03 5.9643867e+00 1.5451262e-01 6.7247671e+02 
1.1170000e+03 5.7401361e+00 1.6210433e-01 6.7250078e+02 
1.1180000e+03 5.5201920e+00 1.7008015e-01 6.7252485e+02 
1.1190000e+03 5.3045444e+00 1.7844051e-01 6.7254830e+02 
1.1200000e+03 5.0932025e+00 1.8718505e-01 6.7257294e+02 
1.1210000e+03 4.8861567e+00 1.9631371e-01 6.7259696e+02 
1.1220000e+03 4.6834246e+00 2.0582691e-01 6.7262217e+02 
1.1230000e+03 4.4849879e+00 2.1572433e-01 6.7264676e+02 
1.1240000e+03 4.2908550e+00 2.2600584e-01 6.7267255e+02 
1.1250000e+03 4.1010220e+00 2.3667179e-01 6.7269952e+02 
1.1260000e+03 3.9154927e+00 2.4772211e-01 6.7272525e+02 
1.1270000e+03 3.7342663e+00 2.5915658e-01 6.7275160e+02 
1.1280000e+03 3.5573423e+00 2.7097544e-01 6.7277791e+02 
1.1290000e+03 3.3847201e+00 2.8317848e-01 6.7280602e+02 
