Element# βxx' βyy' βzz' 
3.7600000e+02 1.8567812e+00 1.6079702e+00 5.7912615e+02 
3.7700000e+02 1.8567812e+00 1.6079702e+00 5.7912615e+02 
3.7800000e+02 1.8238697e+00 1.6146292e+00 5.8562431e+02 
3.7900000e+02 1.8238697e+00 1.6146292e+00 5.8562431e+02 
3.8000000e+02 1.8238697e+00 1.6146292e+00 5.8562431e+02 
3.8100000e+02 1.7904025e+00 1.6213508e+00 5.9206207e+02 
3.8200000e+02 1.7904025e+00 1.6213508e+00 5.9206207e+02 
3.8300000e+02 1.7904025e+00 1.6213508e+00 5.9206207e+02 
3.8400000e+02 1.7564124e+00 1.6281358e+00 5.9843770e+02 
3.8500000e+02 1.7564124e+00 1.6281358e+00 5.9843770e+02 
3.8600000e+02 1.7564124e+00 1.6281358e+00 5.9843770e+02 
3.8700000e+02 1.7219334e+00 1.6349829e+00 6.0475026e+02 
3.8800000e+02 1.7219334e+00 1.6349829e+00 6.0475026e+02 
3.8900000e+02 1.7219334e+00 1.6349829e+00 6.0475026e+02 
3.9000000e+02 1.6869982e+00 1.6418929e+00 6.1099844e+02 
3.9100000e+02 1.6869982e+00 1.6418929e+00 6.1099844e+02 
3.9200000e+02 1.6869982e+00 1.6418929e+00 6.1099844e+02 
3.9300000e+02 1.6516432e+00 1.6488652e+00 6.1717878e+02 
3.9400000e+02 1.6516432e+00 1.6488652e+00 6.1717878e+02 
3.9500000e+02 1.6516432e+00 1.6488652e+00 6.1717878e+02 
3.9600000e+02 1.6159028e+00 1.6559017e+00 6.2329238e+02 
3.9700000e+02 1.6159028e+00 1.6559017e+00 6.2329238e+02 
3.9800000e+02 1.6159028e+00 1.6559017e+00 6.2329238e+02 
3.9900000e+02 1.5798122e+00 1.6629999e+00 6.2933610e+02 
4.0000000e+02 1.5798122e+00 1.6629999e+00 6.2933610e+02 
4.0100000e+02 1.5798122e+00 1.6629999e+00 6.2933610e+02 
4.0200000e+02 1.5434074e+00 1.6701603e+00 6.3530823e+02 
4.0300000e+02 1.5434074e+00 1.6701603e+00 6.3530823e+02 
4.0400000e+02 1.5434074e+00 1.6701603e+00 6.3530823e+02 
4.0500000e+02 1.5067238e+00 1.6773842e+00 6.4120944e+02 
4.0600000e+02 1.5067238e+00 1.6773842e+00 6.4120944e+02 
4.0700000e+02 1.5067238e+00 1.6773842e+00 6.4120944e+02 
4.0800000e+02 1.4697994e+00 1.6846714e+00 6.4703559e+02 
4.0900000e+02 1.4697994e+00 1.6846714e+00 6.4703559e+02 
4.1000000e+02 1.4697994e+00 1.6846714e+00 6.4703559e+02 
4.1100000e+02 1.4326685e+00 1.6920202e+00 6.5278678e+02 
4.1200000e+02 1.4326685e+00 1.6920202e+00 6.5278678e+02 
4.1300000e+02 1.4326685e+00 1.6920202e+00 6.5278678e+02 
4.1400000e+02 1.3953694e+00 1.6994318e+00 6.5846124e+02 
4.1500000e+02 1.3953694e+00 1.6994318e+00 6.5846124e+02 
4.1600000e+02 1.3953694e+00 1.6994318e+00 6.5846124e+02 
4.1700000e+02 1.3579393e+00 1.7069062e+00 6.6405845e+02 
4.1800000e+02 1.3579393e+00 1.7069062e+00 6.6405845e+02 
4.1900000e+02 1.3579393e+00 1.7069062e+00 6.6405845e+02 
4.2000000e+02 1.3204148e+00 1.7144436e+00 6.6957546e+02 
4.2100000e+02 1.3204148e+00 1.7144436e+00 6.6957546e+02 
4.2200000e+02 1.3204148e+00 1.7144436e+00 6.6957546e+02 
4.2300000e+02 1.2828324e+00 1.7220443e+00 6.7501237e+02 
4.2400000e+02 1.2828324e+00 1.7220443e+00 6.7501237e+02 
4.2500000e+02 1.2828324e+00 1.7220443e+00 6.7501237e+02 
4.2600000e+02 1.2452302e+00 1.7297066e+00 6.8036741e+02 
4.2700000e+02 1.2452302e+00 1.7297066e+00 6.8036741e+02 
4.2800000e+02 1.2452302e+00 1.7297066e+00 6.8036741e+02 
4.2900000e+02 1.2312817e+00 1.7187284e+00 6.8036737e+02 
4.3000000e+02 1.2174523e+00 1.7078139e+00 6.8036794e+02 
4.3100000e+02 1.2037417e+00 1.6969640e+00 6.8036851e+02 
4.3200000e+02 1.1901501e+00 1.6861773e+00 6.8036908e+02 
4.3300000e+02 1.1766776e+00 1.6754550e+00 6.8036965e+02 
4.3400000e+02 1.1633239e+00 1.6647964e+00 6.8036961e+02 
4.3500000e+02 1.1500892e+00 1.6542016e+00 6.8037137e+02 
4.3600000e+02 1.1369734e+00 1.6436710e+00 6.8037194e+02 
4.3700000e+02 1.1239762e+00 1.6332046e+00 6.8037251e+02 
4.3800000e+02 1.1110982e+00 1.6228017e+00 6.8037308e+02 
4.3900000e+02 1.0983394e+00 1.6124630e+00 6.8037303e+02 
4.4000000e+02 1.0856994e+00 1.6021881e+00 6.8037360e+02 
4.4100000e+02 1.0731781e+00 1.5919774e+00 6.8037536e+02 
4.4200000e+02 1.0607761e+00 1.5818305e+00 6.8037593e+02 
4.4300000e+02 1.0484929e+00 1.5717475e+00 6.8037650e+02 
4.4400000e+02 1.0363284e+00 1.5617282e+00 6.8037707e+02 
4.4500000e+02 1.0242830e+00 1.5517732e+00 6.8037703e+02 
4.4600000e+02 1.0123567e+00 1.5418822e+00 6.8037760e+02 
4.4700000e+02 1.0005493e+00 1.5320549e+00 6.8037936e+02 
4.4800000e+02 9.8886075e-01 1.5222916e+00 6.8037993e+02 
4.4900000e+02 9.7729132e-01 1.5125922e+00 6.8038050e+02 
4.5000000e+02 9.6584051e-01 1.5029571e+00 6.8038045e+02 
4.5100000e+02 9.5450891e-01 1.4933853e+00 6.8038103e+02 
4.5200000e+02 9.4329637e-01 1.4838781e+00 6.8038278e+02 
4.5300000e+02 9.3220234e-01 1.4744346e+00 6.8038335e+02 
4.5400000e+02 9.2122772e-01 1.4650550e+00 6.8038393e+02 
4.5500000e+02 9.1037158e-01 1.4557393e+00 6.8038388e+02 
4.5600000e+02 8.9963478e-01 1.4464878e+00 6.8038445e+02 
4.5700000e+02 8.8901670e-01 1.4373002e+00 6.8038502e+02 
4.5800000e+02 8.7851747e-01 1.4281764e+00 6.8038678e+02 
4.5900000e+02 8.6813750e-01 1.4191163e+00 6.8038735e+02 
4.6000000e+02 8.5787616e-01 1.4101204e+00 6.8038731e+02 
4.6100000e+02 8.4773384e-01 1.4011889e+00 6.8038788e+02 
4.6200000e+02 8.3771056e-01 1.3923208e+00 6.8038845e+02 
4.6300000e+02 8.2780633e-01 1.3835169e+00 6.8038902e+02 
4.6400000e+02 8.1802079e-01 1.3747767e+00 6.8039078e+02 
4.6500000e+02 8.0835425e-01 1.3661004e+00 6.8039073e+02 
4.6600000e+02 7.9880667e-01 1.3574885e+00 6.8039130e+02 
4.6700000e+02 7.8937798e-01 1.3489403e+00 6.8039187e+02 
4.6800000e+02 7.8006842e-01 1.3404557e+00 6.8039244e+02 
4.6900000e+02 7.7087790e-01 1.3320355e+00 6.8039301e+02 
4.7000000e+02 7.6542023e-01 1.3270140e+00 6.8039359e+02 
4.7100000e+02 7.6361084e-01 1.3253454e+00 6.8039359e+02 
4.7200000e+02 7.6180594e-01 1.3236792e+00 6.8039416e+02 
4.7300000e+02 7.6000588e-01 1.3220158e+00 6.8039416e+02 
4.7400000e+02 7.5821064e-01 1.3203543e+00 6.8039416e+02 
4.7500000e+02 7.5641988e-01 1.3186961e+00 6.8039416e+02 
4.7600000e+02 7.5463426e-01 1.3170403e+00 6.8039473e+02 
4.7700000e+02 7.5285309e-01 1.3153869e+00 6.8039473e+02 
4.7800000e+02 7.5107671e-01 1.3137358e+00 6.8039473e+02 
4.7900000e+02 7.4930511e-01 1.3120875e+00 6.8039473e+02 
4.8000000e+02 7.4753860e-01 1.3104420e+00 6.8039591e+02 
4.8100000e+02 7.4577652e-01 1.3087989e+00 6.8039530e+02 
4.8200000e+02 7.4401918e-01 1.3071582e+00 6.8039530e+02 
4.8300000e+02 7.4226659e-01 1.3055202e+00 6.8039530e+02 
4.8400000e+02 7.4051905e-01 1.3038846e+00 6.8039530e+02 
4.8500000e+02 7.3877589e-01 1.3022518e+00 6.8039587e+02 
4.8600000e+02 7.3703778e-01 1.3006214e+00 6.8039587e+02 
4.8700000e+02 7.3530437e-01 1.2989937e+00 6.8039587e+02 
4.8800000e+02 7.3357565e-01 1.2973684e+00 6.8039587e+02 
4.8900000e+02 7.3185160e-01 1.2957458e+00 6.8039644e+02 
4.9000000e+02 7.3013223e-01 1.2941256e+00 6.8039644e+02 
4.9100000e+02 7.2841785e-01 1.2925082e+00 6.8039644e+02 
4.9200000e+02 7.2670812e-01 1.2908931e+00 6.8039644e+02 
4.9300000e+02 7.2500337e-01 1.2892807e+00 6.8039701e+02 
4.9400000e+02 7.2330324e-01 1.2876707e+00 6.8039701e+02 
4.9500000e+02 7.2160774e-01 1.2860634e+00 6.8039701e+02 
4.9600000e+02 7.1991718e-01 1.2844589e+00 6.8039701e+02 
4.9700000e+02 7.1823122e-01 1.2828567e+00 6.8039758e+02 
4.9800000e+02 7.1654986e-01 1.2812569e+00 6.8039758e+02 
4.9900000e+02 7.1487373e-01 1.2796598e+00 6.8039758e+02 
5.0000000e+02 7.1320186e-01 1.2780654e+00 6.8039758e+02 
5.0100000e+02 7.1153520e-01 1.2764733e+00 6.8039697e+02 
5.0200000e+02 7.0987310e-01 1.2748840e+00 6.8039815e+02 
5.0300000e+02 7.0821554e-01 1.2732969e+00 6.8039815e+02 
5.0400000e+02 7.0656317e-01 1.2717126e+00 6.8039815e+02 
5.0500000e+02 7.0491533e-01 1.2701311e+00 6.8039815e+02 
5.0600000e+02 7.0327200e-01 1.2685518e+00 6.8039872e+02 
5.0700000e+02 7.0163383e-01 1.2669752e+00 6.8039872e+02 
5.0800000e+02 7.0000016e-01 1.2654010e+00 6.8039872e+02 
5.0900000e+02 6.9837163e-01 1.2638294e+00 6.8039872e+02 
5.1000000e+02 6.9674757e-01 1.2622606e+00 6.8039929e+02 
5.1100000e+02 6.9512798e-01 1.2606940e+00 6.8039929e+02 
5.1200000e+02 6.9351349e-01 1.2591302e+00 6.8039929e+02 
5.1300000e+02 6.9190377e-01 1.2575690e+00 6.8039929e+02 
5.1400000e+02 6.9029882e-01 1.2560102e+00 6.8039987e+02 
5.1500000e+02 6.8869862e-01 1.2544540e+00 6.8039987e+02 
5.1600000e+02 6.8710316e-01 1.2529005e+00 6.8039987e+02 
5.1700000e+02 6.8551242e-01 1.2513493e+00 6.8039987e+02 
5.1800000e+02 6.8392641e-01 1.2498012e+00 6.8039925e+02 
5.1900000e+02 6.8234511e-01 1.2482550e+00 6.8040044e+02 
5.2000000e+02 6.8076852e-01 1.2467118e+00 6.8040044e+02 
5.2100000e+02 6.7919693e-01 1.2451709e+00 6.8040044e+02 
5.2200000e+02 6.7763002e-01 1.2436327e+00 6.8039982e+02 
5.2300000e+02 6.7606778e-01 1.2420971e+00 6.8040101e+02 
5.2400000e+02 6.7451020e-01 1.2405638e+00 6.8040101e+02 
5.2500000e+02 6.7295759e-01 1.2390332e+00 6.8040101e+02 
5.2600000e+02 6.7140962e-01 1.2375052e+00 6.8040039e+02 
5.2700000e+02 6.6986659e-01 1.2359795e+00 6.8040158e+02 
5.2800000e+02 6.6832819e-01 1.2344568e+00 6.8040158e+02 
5.2900000e+02 6.6679439e-01 1.2329364e+00 6.8040158e+02 
5.3000000e+02 6.6526551e-01 1.2314187e+00 6.8040158e+02 
5.3100000e+02 6.6374154e-01 1.2299035e+00 6.8040215e+02 
5.3200000e+02 6.6222214e-01 1.2283907e+00 6.8040215e+02 
5.3300000e+02 6.6070731e-01 1.2268804e+00 6.8040215e+02 
5.3400000e+02 6.5919767e-01 1.2253732e+00 6.8040215e+02 
5.3500000e+02 6.5769258e-01 1.2238678e+00 6.8040153e+02 
5.3600000e+02 6.5619203e-01 1.2223655e+00 6.8040272e+02 
5.3700000e+02 6.5469663e-01 1.2208658e+00 6.8040272e+02 
5.3800000e+02 6.5320574e-01 1.2193683e+00 6.8040272e+02 
5.3900000e+02 6.5171968e-01 1.2178734e+00 6.8040210e+02 
5.4000000e+02 6.5023812e-01 1.2163812e+00 6.8040329e+02 
5.4100000e+02 6.4876167e-01 1.2148916e+00 6.8040329e+02 
5.4200000e+02 6.4729000e-01 1.2134046e+00 6.8040329e+02 
5.4300000e+02 6.4582281e-01 1.2119202e+00 6.8040267e+02 
5.4400000e+02 6.4436069e-01 1.2104380e+00 6.8040386e+02 
5.4500000e+02 6.4290302e-01 1.2089588e+00 6.8040386e+02 
5.4600000e+02 6.4145040e-01 1.2074818e+00 6.8040386e+02 
5.4700000e+02 6.4000221e-01 1.2060074e+00 6.8040325e+02 
5.4800000e+02 6.3855906e-01 1.2045356e+00 6.8040443e+02 
5.4900000e+02 6.3712062e-01 1.2030664e+00 6.8040443e+02 
5.5000000e+02 6.3568688e-01 1.2015998e+00 6.8040443e+02 
5.5100000e+02 6.3425784e-01 1.2001358e+00 6.8040382e+02 
5.5200000e+02 6.3283348e-01 1.1986744e+00 6.8040500e+02 
5.5300000e+02 6.3141410e-01 1.1972151e+00 6.8040500e+02 
5.5400000e+02 6.2999939e-01 1.1957588e+00 6.8040500e+02 
5.5500000e+02 6.2858932e-01 1.1943051e+00 6.8040500e+02 
5.5600000e+02 6.2718420e-01 1.1928536e+00 6.8040439e+02 
5.5700000e+02 6.2578372e-01 1.1914051e+00 6.8040557e+02 
5.5800000e+02 6.2438816e-01 1.1899587e+00 6.8040557e+02 
5.5900000e+02 6.2299720e-01 1.1885153e+00 6.8040557e+02 
5.6000000e+02 6.2161115e-01 1.1870740e+00 6.8040496e+02 
5.6100000e+02 6.2022969e-01 1.1856357e+00 6.8040614e+02 
5.6200000e+02 6.1885281e-01 1.1841996e+00 6.8040614e+02 
5.6300000e+02 6.1748110e-01 1.1827664e+00 6.8040614e+02 
5.6400000e+02 6.1611395e-01 1.1813354e+00 6.8040553e+02 
5.6500000e+02 6.1475165e-01 1.1799073e+00 6.8040672e+02 
5.6600000e+02 6.1339389e-01 1.1784813e+00 6.8040672e+02 
5.6700000e+02 6.1204095e-01 1.1770583e+00 6.8040672e+02 
5.6800000e+02 6.1069283e-01 1.1756379e+00 6.8040610e+02 
5.6900000e+02 6.0934951e-01 1.1742195e+00 6.8040729e+02 
5.7000000e+02 6.0801099e-01 1.1728041e+00 6.8040729e+02 
5.7100000e+02 6.0667725e-01 1.1713913e+00 6.8040729e+02 
5.7200000e+02 6.0534799e-01 1.1699810e+00 6.8040667e+02 
5.7300000e+02 6.0402379e-01 1.1685731e+00 6.8040667e+02 
5.7400000e+02 6.0270434e-01 1.1671678e+00 6.8040786e+02 
5.7500000e+02 6.0138933e-01 1.1657651e+00 6.8040786e+02 
5.7600000e+02 6.0007935e-01 1.1643652e+00 6.8040724e+02 
5.7700000e+02 5.9877409e-01 1.1629675e+00 6.8040724e+02 
5.7800000e+02 5.9747353e-01 1.1615726e+00 6.8040843e+02 
5.7900000e+02 5.9617798e-01 1.1601799e+00 6.8040843e+02 
5.8000000e+02 5.9488681e-01 1.1587901e+00 6.8040781e+02 
5.8100000e+02 5.9360061e-01 1.1574028e+00 6.8040781e+02 
5.8200000e+02 5.9231908e-01 1.1560179e+00 6.8040900e+02 
5.8300000e+02 5.9104221e-01 1.1546360e+00 6.8040900e+02 
5.8400000e+02 5.8977027e-01 1.1532562e+00 6.8040900e+02 
5.8500000e+02 5.8850326e-01 1.1518792e+00 6.8040838e+02 
5.8600000e+02 5.8724058e-01 1.1505043e+00 6.8040957e+02 
5.8700000e+02 5.8598310e-01 1.1491323e+00 6.8040957e+02 
5.8800000e+02 5.8472993e-01 1.1477632e+00 6.8040957e+02 
5.8900000e+02 5.8348193e-01 1.1463962e+00 6.8040895e+02 
5.9000000e+02 5.8223851e-01 1.1450321e+00 6.8040895e+02 
5.9100000e+02 5.8099966e-01 1.1436700e+00 6.8041014e+02 
5.9200000e+02 5.7976567e-01 1.1423107e+00 6.8041014e+02 
5.9300000e+02 5.7853651e-01 1.1409544e+00 6.8040953e+02 
5.9400000e+02 5.7731218e-01 1.1396001e+00 6.8040953e+02 
5.9500000e+02 5.7609267e-01 1.1382487e+00 6.8041071e+02 
5.9600000e+02 5.7487767e-01 1.1368997e+00 6.8041071e+02 
5.9700000e+02 5.7366747e-01 1.1355531e+00 6.8041010e+02 
5.9800000e+02 5.7246206e-01 1.1342095e+00 6.8041010e+02 
5.9900000e+02 5.7126171e-01 1.1328682e+00 6.8041128e+02 
6.0000000e+02 5.7006583e-01 1.1315294e+00 6.8041128e+02 
6.0100000e+02 5.6887470e-01 1.1301931e+00 6.8041067e+02 
6.0200000e+02 5.6768831e-01 1.1288596e+00 6.8041067e+02 
6.0300000e+02 5.6650666e-01 1.1275285e+00 6.8041185e+02 
6.0400000e+02 5.6532972e-01 1.1261999e+00 6.8041185e+02 
6.0500000e+02 5.6415778e-01 1.1248740e+00 6.8041124e+02 
6.0600000e+02 5.6299054e-01 1.1235506e+00 6.8041124e+02 
6.0700000e+02 5.6182799e-01 1.1222297e+00 6.8041242e+02 
6.0800000e+02 5.6067010e-01 1.1209115e+00 6.8041242e+02 
6.0900000e+02 5.5951718e-01 1.1195958e+00 6.8041181e+02 
6.1000000e+02 5.5836890e-01 1.1182824e+00 6.8041181e+02 
6.1100000e+02 5.5722527e-01 1.1169719e+00 6.8041181e+02 
6.1200000e+02 5.5608656e-01 1.1156638e+00 6.8041300e+02 
6.1300000e+02 5.5495247e-01 1.1143585e+00 6.8041300e+02 
6.1400000e+02 5.5382328e-01 1.1130556e+00 6.8041238e+02 
6.1500000e+02 5.5269868e-01 1.1117551e+00 6.8041238e+02 
6.1600000e+02 5.5157896e-01 1.1104574e+00 6.8041357e+02 
6.1700000e+02 5.5046411e-01 1.1091621e+00 6.8041357e+02 
6.1800000e+02 5.4935382e-01 1.1078695e+00 6.8041295e+02 
6.1900000e+02 5.4824837e-01 1.1065794e+00 6.8041295e+02 
6.2000000e+02 5.4714775e-01 1.1052916e+00 6.8041414e+02 
6.2100000e+02 5.4496068e-01 1.1027244e+00 6.8041352e+02 
6.2200000e+02 5.4279252e-01 1.1001671e+00 6.8041471e+02 
6.2300000e+02 5.4064345e-01 1.0976200e+00 6.8041409e+02 
6.2400000e+02 5.3851341e-01 1.0950832e+00 6.8041528e+02 
6.2500000e+02 5.3640228e-01 1.0925566e+00 6.8041466e+02 
6.2600000e+02 5.3431029e-01 1.0900402e+00 6.8041466e+02 
6.2700000e+02 5.3223732e-01 1.0875343e+00 6.8041523e+02 
6.2800000e+02 5.3018359e-01 1.0850382e+00 6.8041523e+02 
6.2900000e+02 5.2814871e-01 1.0825526e+00 6.8041580e+02 
6.3000000e+02 5.2613261e-01 1.0800771e+00 6.8041580e+02 
6.3100000e+02 5.2413576e-01 1.0776121e+00 6.8041699e+02 
6.3200000e+02 5.2215807e-01 1.0751571e+00 6.8041638e+02 
6.3300000e+02 5.2019945e-01 1.0727125e+00 6.8041756e+02 
6.3400000e+02 5.1825954e-01 1.0702779e+00 6.8041695e+02 
6.3500000e+02 5.1633881e-01 1.0678537e+00 6.8041813e+02 
6.3600000e+02 5.1443717e-01 1.0654397e+00 6.8041752e+02 
6.3700000e+02 5.1255454e-01 1.0630358e+00 6.8041870e+02 
6.3800000e+02 5.1069084e-01 1.0606424e+00 6.8041809e+02 
6.3900000e+02 5.0884652e-01 1.0582590e+00 6.8041928e+02 
6.4000000e+02 5.0702095e-01 1.0558862e+00 6.8041866e+02 
6.4100000e+02 5.0521432e-01 1.0535232e+00 6.8041985e+02 
6.4200000e+02 5.0342683e-01 1.0511704e+00 6.8041923e+02 
6.4300000e+02 5.0165839e-01 1.0488281e+00 6.8042042e+02 
6.4400000e+02 4.9990891e-01 1.0464960e+00 6.8041980e+02 
6.4500000e+02 4.9817859e-01 1.0441739e+00 6.8042099e+02 
6.4600000e+02 4.9646706e-01 1.0418624e+00 6.8042037e+02 
6.4700000e+02 4.9477479e-01 1.0395609e+00 6.8042037e+02 
6.4800000e+02 4.9310143e-01 1.0372698e+00 6.8042094e+02 
6.4900000e+02 4.9144717e-01 1.0349888e+00 6.8042094e+02 
6.5000000e+02 4.8981191e-01 1.0327181e+00 6.8042151e+02 
6.5100000e+02 4.8819586e-01 1.0304574e+00 6.8042151e+02 
6.5200000e+02 4.8659866e-01 1.0282070e+00 6.8042208e+02 
6.5300000e+02 4.8502050e-01 1.0259669e+00 6.8042208e+02 
6.5400000e+02 4.8346130e-01 1.0237370e+00 6.8042266e+02 
6.5500000e+02 4.8192125e-01 1.0215174e+00 6.8042266e+02 
6.5600000e+02 4.8040026e-01 1.0193081e+00 6.8042323e+02 
6.5700000e+02 4.7889827e-01 1.0171089e+00 6.8042323e+02 
6.5800000e+02 4.7741519e-01 1.0149203e+00 6.8042380e+02 
6.5900000e+02 4.7595121e-01 1.0127414e+00 6.8042380e+02 
6.6000000e+02 4.7450626e-01 1.0105731e+00 6.8042437e+02 
6.6100000e+02 4.7308052e-01 1.0084148e+00 6.8042437e+02 
6.6200000e+02 4.7167365e-01 1.0062666e+00 6.8042556e+02 
6.6300000e+02 4.7028558e-01 1.0041289e+00 6.8042494e+02 
6.6400000e+02 4.6891676e-01 1.0020015e+00 6.8042613e+02 
6.6500000e+02 4.6756711e-01 9.9988420e-01 6.8042551e+02 
6.6600000e+02 4.6623631e-01 9.9777720e-01 6.8042670e+02 
6.6700000e+02 4.6492454e-01 9.9568054e-01 6.8042608e+02 
6.6800000e+02 4.6363198e-01 9.9359379e-01 6.8042608e+02 
6.6900000e+02 4.6235832e-01 9.9151732e-01 6.8042665e+02 
6.7000000e+02 4.6110373e-01 9.8945110e-01 6.8042665e+02 
6.7100000e+02 4.5986814e-01 9.8739550e-01 6.8042722e+02 
6.7200000e+02 4.5865149e-01 9.8534972e-01 6.8042722e+02 
6.7300000e+02 4.5745398e-01 9.8331412e-01 6.8042779e+02 
6.7400000e+02 4.5627552e-01 9.8128905e-01 6.8042779e+02 
6.7500000e+02 4.5511606e-01 9.7927411e-01 6.8042836e+02 
6.7600000e+02 4.5397552e-01 9.7726927e-01 6.8042836e+02 
6.7700000e+02 4.5285410e-01 9.7527490e-01 6.8042894e+02 
6.7800000e+02 4.5175174e-01 9.7329057e-01 6.8042894e+02 
6.7900000e+02 4.5066837e-01 9.7131666e-01 6.8042951e+02 
6.8000000e+02 4.4960393e-01 9.6935275e-01 6.8042951e+02 
6.8100000e+02 4.4855887e-01 9.6739919e-01 6.8043008e+02 
6.8200000e+02 4.4753261e-01 9.6545598e-01 6.8043008e+02 
6.8300000e+02 4.4652535e-01 9.6352269e-01 6.8043065e+02 
6.8400000e+02 4.4553703e-01 9.6159968e-01 6.8043065e+02 
6.8500000e+02 4.4456785e-01 9.5968732e-01 6.8043122e+02 
6.8600000e+02 4.4361774e-01 9.5778480e-01 6.8043122e+02 
6.8700000e+02 4.4268666e-01 9.5589250e-01 6.8043179e+02 
6.8800000e+02 4.4177454e-01 9.5401076e-01 6.8043179e+02 
6.8900000e+02 4.4088159e-01 9.5213881e-01 6.8043236e+02 
6.9000000e+02 4.4000749e-01 9.5027736e-01 6.8043236e+02 
6.9100000e+02 4.4000749e-01 9.5027736e-01 6.8043236e+02 
6.9200000e+02 4.3957756e-01 9.4935053e-01 6.8043236e+02 
6.9300000e+02 4.3915245e-01 9.4842603e-01 6.8043174e+02 
6.9400000e+02 4.3873215e-01 9.4750424e-01 6.8043293e+02 
6.9500000e+02 4.3831666e-01 9.4658516e-01 6.8043293e+02 
6.9600000e+02 4.3790572e-01 9.4566841e-01 6.8043293e+02 
6.9700000e+02 4.3749957e-01 9.4475435e-01 6.8043232e+02 
6.9800000e+02 4.3709847e-01 9.4384262e-01 6.8043350e+02 
6.9900000e+02 4.3670190e-01 9.4293358e-01 6.8043350e+02 
7.0000000e+02 4.3631010e-01 9.4202724e-01 6.8043350e+02 
7.0100000e+02 4.3592307e-01 9.4112320e-01 6.8043289e+02 
7.0200000e+02 4.3554055e-01 9.4022223e-01 6.8043407e+02 
7.0300000e+02 4.3516304e-01 9.3932319e-01 6.8043407e+02 
7.0400000e+02 4.3479028e-01 9.3842720e-01 6.8043407e+02 
7.0500000e+02 4.3442228e-01 9.3753351e-01 6.8043407e+02 
7.0600000e+02 4.3405901e-01 9.3664249e-01 6.8043464e+02 
7.0700000e+02 4.3370047e-01 9.3575377e-01 6.8043464e+02 
7.0800000e+02 4.3334692e-01 9.3486771e-01 6.8043464e+02 
7.0900000e+02 4.3164940e-01 9.3047620e-01 6.8043522e+02 
7.1000000e+02 4.3007105e-01 9.2614865e-01 6.8043517e+02 
7.1100000e+02 4.2861151e-01 9.2188505e-01 6.8043693e+02 
7.1200000e+02 4.2727092e-01 9.1768539e-01 6.8043750e+02 
7.1300000e+02 4.2604952e-01 9.1354968e-01 6.8043807e+02 
7.1400000e+02 4.2494678e-01 9.0947792e-01 6.8043802e+02 
7.1500000e+02 4.2396302e-01 9.0547011e-01 6.8043860e+02 
7.1600000e+02 4.2309832e-01 9.0152589e-01 6.8044035e+02 
7.1700000e+02 4.2235232e-01 8.9764599e-01 6.8044092e+02 
7.1800000e+02 4.2172547e-01 8.9383006e-01 6.8044149e+02 
7.1900000e+02 4.2121750e-01 8.9007810e-01 6.8044145e+02 
7.2000000e+02 4.2082870e-01 8.8638977e-01 6.8044202e+02 
7.2100000e+02 4.2055840e-01 8.8276580e-01 6.8044378e+02 
7.2200000e+02 4.2040749e-01 8.7920548e-01 6.8044435e+02 
7.2300000e+02 4.2037516e-01 8.7570920e-01 6.8044492e+02 
7.2400000e+02 4.2046189e-01 8.7227698e-01 6.8044488e+02 
7.2500000e+02 4.2066771e-01 8.6890848e-01 6.8044663e+02 
7.2600000e+02 4.2099223e-01 8.6560409e-01 6.8044720e+02 
7.2700000e+02 4.2143581e-01 8.6236384e-01 6.8044777e+02 
7.2800000e+02 4.2199841e-01 8.5918741e-01 6.8044773e+02 
7.2900000e+02 4.2268000e-01 8.5607482e-01 6.8044830e+02 
7.3000000e+02 4.2348037e-01 8.5302614e-01 6.8045006e+02 
7.3100000e+02 4.2439960e-01 8.5004138e-01 6.8045063e+02 
7.3200000e+02 4.2543808e-01 8.4712062e-01 6.8045120e+02 
7.3300000e+02 4.2659524e-01 8.4426390e-01 6.8045116e+02 
7.3400000e+02 4.2787154e-01 8.4147126e-01 6.8045173e+02 
7.3500000e+02 4.2926650e-01 8.3874208e-01 6.8045348e+02 
7.3600000e+02 4.3078069e-01 8.3607747e-01 6.8045405e+02 
7.3700000e+02 4.3241372e-01 8.3347643e-01 6.8045401e+02 
7.3800000e+02 4.3416573e-01 8.3093941e-01 6.8045458e+02 
7.3900000e+02 4.3603640e-01 8.2846611e-01 6.8045515e+02 
7.4000000e+02 4.3802648e-01 8.2605699e-01 6.8045691e+02 
7.4100000e+02 4.4013520e-01 8.2371177e-01 6.8045686e+02 
7.4200000e+02 4.4236289e-01 8.2143055e-01 6.8045743e+02 
7.4300000e+02 4.4470963e-01 8.1921342e-01 6.8045801e+02 
7.4400000e+02 4.4717502e-01 8.1706014e-01 6.8045858e+02 
7.4500000e+02 4.4975973e-01 8.1497081e-01 6.8046033e+02 
7.4600000e+02 4.5246319e-01 8.1294521e-01 6.8046029e+02 
7.4700000e+02 4.5528559e-01 8.1098379e-01 6.8046086e+02 
7.4800000e+02 4.5822694e-01 8.0908635e-01 6.8046143e+02 
7.4900000e+02 4.6128724e-01 8.0725265e-01 6.8046319e+02 
7.5000000e+02 4.6446652e-01 8.0548319e-01 6.8046314e+02 
7.5100000e+02 4.6776486e-01 8.0377741e-01 6.8046371e+02 
7.5200000e+02 4.7118181e-01 8.0213546e-01 6.8046429e+02 
