Number_of_particle Mass(MeV) Beam_energy(MeV) Beam_Frequency(MHz) Beam_current(A) Beam_Charge
15673 11174.9 0.182629 749.48 2.89e-006 1
x(mm) x'(mrad) y(mm) y'(mrad) z(mm) z'(mrad) Phase(deg) Time(s) Energy(MeV) Loss
-7.77996022897502886861e-003	-2.90984316998398268375e-003	-1.03000173421079407876e-002	-8.39017520640313735347e-003	-1.87628232274789197298e-001	-1.65628443937748670578e-002	2.95371727790387126333e+001	1.09472140556148272731e-010	1.82623303872608722109e-001	0
-2.94414609082686462571e+000	-3.48339572465229307952e+000	3.72336403158083895093e+000	-8.45138989752605951367e+000	-8.73991130767416690706e-002	-1.10554947241325862706e-002	1.37587609138043376333e+001	5.09932209327423721790e-011	1.82625315529369891543e-001	0
3.15555902785909614394e+000	-1.00616209014337094629e+001	7.80268310260549480262e+000	6.24840026357695244030e+000	-1.07200514398925333959e-001	-8.44460373627953231335e-003	1.68758969153912516958e+001	6.25463960160210605410e-011	1.82626269203686297793e-001	0
6.47746907203746324910e+000	-6.73440208574939092045e+000	2.66447401296869257337e+000	1.03683212735645433611e+001	-1.63350810075996277781e-001	5.75212106923572719097e-003	2.57145447577984782583e+001	9.53074190770663962214e-011	1.82631454807781756777e-001	0
7.58922608225894457235e+000	7.67734862947654406184e+000	-4.25629393506273334680e+000	1.05025360324375292009e+001	-1.63307128864459527584e-001	6.28245788902859203517e-003	2.57076039161236735708e+001	9.52819342544808209483e-011	1.82631648522877276797e-001	0
1.41783694858950837236e+000	1.02874066875297991430e+001	-6.49209861952289646325e+000	3.98656837278529785351e+000	-1.87121148960783911797e-001	-1.21161701827077195048e-002	2.94566101874859782583e+001	1.09176279997873476327e-010	1.82624928099178851504e-001	0
-5.50630692735957616435e+000	5.31613763505410830135e+000	-1.24608288827761692907e+000	-9.31621417766884363232e+000	-1.65791835647893903705e-001	-6.48643435852136462927e-003	2.60990261878521891958e+001	9.67316409286311626603e-011	1.82626984459423602480e-001	0
2.36588596022975883315e+000	-1.09030270754377873743e+001	6.07774610322490627112e+000	2.50440970630869008673e+000	-1.29705149525022433998e-001	-2.93725315714254975319e-003	2.04184288825543376333e+001	7.56767790815726479481e-011	1.82628280860447467226e-001	0
2.95843203208697280715e+000	-2.66633874653089320006e+000	-3.99408018742126058598e-001	9.10652633392735921802e+000	-1.81420137855809016081e-001	4.29981228080578148365e-002	2.85587773170025798208e+001	1.05850013652180035842e-010	1.82645059567951739687e-001	0
-2.65344306238638916184e+000	-1.08620730965416463221e+001	7.23044405382648402991e+000	-1.62090121666416786539e+000	-1.75061231025380847903e-001	1.46862657857127487659e-002	2.75579438056500407583e+001	1.02139891165169399437e-010	1.82634718162083209414e-001	0
-1.47460707806694046873e+000	9.69839917579483667964e+000	-7.37789861235245769677e+000	-4.30392688503936149402e+000	-9.33113834300337841032e-002	-3.67156644642818719149e-003	1.46895336951764079458e+001	5.44427489223830826804e-011	1.82628012639545977969e-001	0
5.77851101412725931539e+000	2.67547631719898904024e+000	-2.59772111970409413928e+000	1.08168899976603647417e+001	-6.46260878831407536982e-002	-1.13410605990793555975e-002	1.01740279044659587271e+001	3.77062452463760963839e-011	1.82625211221241534609e-001	0
3.30099086865139446090e+000	1.02220902414042917883e+001	-6.17116066935881679711e+000	7.35613116630837104992e+000	-1.47778227151490582081e-001	1.57061458594398573041e-002	2.32631974067242595083e+001	8.62215585409042803578e-011	1.82635090691113055605e-001	0
2.13514892972362479995e+000	-1.05971984370629819239e+001	5.83586998906508380713e+000	1.85466378097906448019e+000	-9.92024134440606941698e-002	3.71236160390253644437e-003	1.56168904151471110708e+001	5.78798849148731528602e-011	1.82630709749722064394e-001	0
-3.09559800074147739579e+000	-4.77360531604099591618e+000	2.70825688418522814160e+000	-9.93851088351086175976e+000	-1.83105838991820646378e-001	2.80670865322463214397e-002	2.88241028632672282583e+001	1.06833539413013750300e-010	1.82639605742954791445e-001	0
-6.96207726717638486491e+000	-5.72664493611264546757e+000	3.82349284988418558484e+000	-1.07971129975326398664e+001	-1.54219519649984149190e-001	-4.56906082035857252777e-003	2.42772545661480876333e+001	8.99797467459872821338e-011	1.82627684813999713320e-001	0
5.63318185164881235494e+000	-3.24892176231551443877e+000	4.62948984173688460331e-001	1.06384485923640390581e+001	-9.45157199432168637632e-002	-4.85462669530534185469e-003	1.48791260566266032583e+001	5.51454220850944140808e-011	1.82627580505871356387e-001	0
-3.34839503624188461472e+000	1.22118497461993662512e+001	-7.76746386039480274377e+000	-5.63649675241187431141e+000	-1.71415263216828761550e-001	-1.20345785035169683397e-002	2.69839978065045329458e+001	1.00012644869389416294e-010	1.82624957901501239199e-001	0
1.54348400543731911760e+000	1.35781409413535563147e+001	-9.14612860727533494298e+000	1.38613087692782022131e+000	-1.72240920696992261263e-001	-8.77096499607432633638e-003	2.71139149512799235708e+001	1.00494377578668175625e-010	1.82626149994396747012e-001	0
4.92934785439920908345e+000	-9.81842929413724263554e+000	5.13727514695897991004e+000	6.35923510053679130749e+000	-1.46212288277808410975e-001	7.05756701790960505605e-003	2.30168003882916423208e+001	8.53079091764063876669e-011	1.82631931644939959902e-001	0
-8.20564296439933293925e+000	1.38878146207933289569e-001	-1.42044288880601210501e+000	-1.15925071797378400618e+001	-1.83144554362285716387e-001	-1.50942173604562412947e-003	2.88304428901226970083e+001	1.06856125512670968328e-010	1.82628802401089251894e-001	0
-6.55217705637859815226e+000	1.30606507500451507475e+000	2.71335971016067434292e-001	-1.17479635438926557356e+001	-1.14095706371869637374e-001	-1.23609406728064641356e-002	1.79612908210309001333e+001	6.65694120400665664972e-011	1.82624838692211688418e-001	0
-4.98642916203188413249e+000	1.03453051493484942114e+001	-7.25551770377382343469e+000	-8.11316427207068002758e+000	-1.21564498008580740285e-001	-1.98672551050549373031e-002	1.91369728889019938833e+001	7.09270964465285977541e-011	1.82622096878552020449e-001	0
4.53175088047338014974e+000	8.28200655141663233394e+000	-5.63933869201168125329e+000	8.89924000585004293384e+000	-1.04318861381386268627e-001	2.89645799966820050031e-003	1.64223122443707438833e+001	6.08650885789974002849e-011	1.82630411726498187441e-001	0
5.57841216801953798665e+000	-9.12180187097001393681e+000	4.08680335309878284278e+000	9.56100057446881734791e+000	-8.23527216973042597292e-002	-8.11824156699003651738e-003	1.29646153296978923208e+001	4.80488921242016972657e-011	1.82626388412975848574e-001	0
-7.37949092284488195048e+000	-5.52952725356626828557e+000	3.37283400510028341657e+000	-1.11165082118518689924e+001	-1.59708447504442019316e-001	-2.77407229987147729844e-003	2.51412472571881266958e+001	9.31822752661392969687e-011	1.82628340465092242617e-001	0
