#ele Pos(m) X_aper(m) Y_aper(m) x(m) xp(rad) y(m) yp(rad) p(rad) W(MeV)
422 1.22 0.0118 0.05 -0.0123146 -0.017425 0.00865502 0.00019732 57.7001 0.182629
422 1.22 0.0118 0.05 0.0118591 0.0120514 -0.00198154 0.007645 -24.0002 0.182625
422 1.22 0.0118 0.05 -0.0116457 -0.0168029 0.00845843 0.000883992 56.5302 0.182625
422 1.22 0.0118 0.05 -0.0120985 -0.0118657 0.00159994 -0.00802586 23.9128 0.182625
422 1.22 0.0118 0.05 -0.0129921 -0.0174028 0.00774468 -0.00110318 54.818 0.182627
422 1.22 0.0118 0.05 -0.0138919 -0.0169756 0.00599617 -0.00398165 48.34 0.182628
422 1.22 0.0118 0.05 0.0126363 0.0178834 -0.00801105 0.00138145 -56.157 0.18263
422 1.22 0.0118 0.05 -0.0129967 -0.0158115 0.00640684 -0.00368339 44.8705 0.182626
422 1.22 0.0118 0.05 -0.0119072 -0.0103415 0.000377225 -0.00950896 15.06 0.182624
422 1.22 0.0118 0.05 -0.011696 -0.0171754 0.00875838 0.00112355 58.7041 0.182631
422 1.22 0.0118 0.05 -0.012243 -0.0121447 0.0023021 -0.00750697 25.1457 0.182626
422 1.22 0.0118 0.05 -0.0130399 -0.016318 0.0065639 -0.00289187 47.9089 0.182624
422 1.22 0.0118 0.05 -0.0132117 -0.0132929 0.00236515 -0.00813341 28.0724 0.182628
422 1.22 0.0118 0.05 -0.0121964 -0.0168562 0.00759843 -0.000593463 54.5411 0.18264
422 1.22 0.0118 0.05 -0.0123484 -0.0123078 0.00293682 -0.00694028 25.6681 0.182626
422 1.22 0.0118 0.05 -0.0127154 -0.0124016 0.00245647 -0.00785013 24.634 0.182624
422 1.22 0.0118 0.05 0.0128964 0.0124399 -0.00153183 0.00897395 -22.2297 0.182628
422 1.22 0.0118 0.05 -0.0121868 -0.0173692 0.00856236 0.000360559 57.9964 0.182633
422 1.22 0.0118 0.05 -0.0120325 -0.0113121 0.00201114 -0.00790872 20.5683 0.182628
422 1.22 0.0118 0.05 -0.0129151 -0.0144937 0.00505717 -0.0051382 36.8037 0.182624
422 1.22 0.0118 0.05 -0.0123979 -0.0164818 0.0074992 -0.00129219 51.2386 0.182641
422 1.22 0.0118 0.05 -0.0119261 -0.0139652 0.00552319 -0.00425073 37.6151 0.182637
422 1.22 0.0118 0.05 -0.0119773 -0.00994872 -0.000400692 -0.0107256 12.4382 0.182629
422 1.22 0.0118 0.05 -0.0125236 -0.0135194 0.00428387 -0.0056981 32.314 0.182625
422 1.22 0.0118 0.05 -0.0126208 -0.0161901 0.00647121 -0.00225309 48.4527 0.182635
422 1.22 0.0118 0.05 0.0122027 0.0149544 -0.00535595 0.00425143 -40.1381 0.182623
422 1.22 0.0118 0.05 -0.0140742 -0.0158979 0.00412929 -0.0061462 40.7267 0.182623
422 1.22 0.0118 0.05 -0.0127211 -0.0178082 0.00839603 -2.81308e-005 58.5176 0.182627
422 1.22 0.0118 0.05 -0.0128006 -0.0166343 0.0073872 -0.00188768 50.9475 0.182625
422 1.22 0.0118 0.05 -0.012195 -0.0166722 0.00731873 -0.000552957 53.3284 0.182628
422 1.22 0.0118 0.05 0.0126297 0.0120346 -0.0010762 0.00932728 -20.8262 0.182626
422 1.22 0.0118 0.05 -0.0132165 -0.0151992 0.00424677 -0.00548786 39.997 0.182623
422 1.22 0.0118 0.05 -0.0135426 -0.0147333 0.00403633 -0.00654786 35.6633 0.182625
422 1.22 0.0118 0.05 0.0125639 0.0117333 -0.001243 0.00909215 -19.4243 0.182649
422 1.22 0.0118 0.05 -0.0125546 -0.0130403 0.00359853 -0.0065405 29.242 0.182622
422 1.22 0.0118 0.05 -0.0129721 -0.0147477 0.00415808 -0.00532301 38.2044 0.182628
422 1.22 0.0118 0.05 -0.0127647 -0.0158504 0.00583213 -0.00335957 45.5362 0.182642
422 1.22 0.0118 0.05 -0.0120045 -0.0103588 0.000321363 -0.009728 14.6665 0.18264
422 1.22 0.0118 0.05 -0.0120246 -0.0121426 0.00207313 -0.00727436 25.7878 0.182627
422 1.22 0.0118 0.05 0.0119085 0.0111713 -0.00135856 0.0085604 -18.4993 0.182627
422 1.22 0.0118 0.05 -0.0132972 -0.0166143 0.00650815 -0.00300433 48.4604 0.182628
422 1.22 0.0118 0.05 -0.0121697 -0.013444 0.00305951 -0.00598063 33.5553 0.182626
422 1.22 0.0118 0.05 -0.0127216 -0.0132818 0.00287866 -0.00690762 30.1745 0.182625
422 1.22 0.0118 0.05 -0.0120252 -0.0165618 0.00711199 -0.000439701 53.4351 0.18263
422 1.22 0.0118 0.05 -0.0129167 -0.0129448 0.00273615 -0.00777022 27.0015 0.182648
422 1.22 0.0118 0.05 -0.0126774 -0.0123391 0.0019958 -0.00815328 24.392 0.182625
422 1.22 0.0118 0.05 -0.0119139 -0.0166629 0.00809906 -3.6529e-005 54.3921 0.182635
422 1.22 0.0118 0.05 0.012625 0.01267 -0.00279574 0.00756792 -24.7521 0.182624
422 1.22 0.0118 0.05 -0.012463 -0.0117895 0.00112132 -0.00892211 22.1003 0.182624
422 1.22 0.0118 0.05 0.0127662 0.0133876 -0.00284842 0.00752117 -28.4403 0.182623
422 1.22 0.0118 0.05 0.0119361 0.0160105 -0.00700061 0.00215005 -47.7432 0.182629
422 1.22 0.0118 0.05 -0.0125692 -0.0135589 0.00323394 -0.00627728 32.2799 0.182624
422 1.22 0.0118 0.05 0.0122373 0.0149788 -0.00490406 0.00439756 -40.59 0.182646
422 1.22 0.0118 0.05 0.0122493 0.0120011 -0.00170747 0.00832177 -22.2117 0.182624
422 1.22 0.0118 0.05 0.0124468 0.013002 -0.0032708 0.00686894 -27.4759 0.182626
422 1.22 0.0118 0.05 -0.0117322 -0.0156798 0.00740521 -0.00104854 49.112 0.182625
422 1.22 0.0118 0.05 -0.0130808 -0.014089 0.00418676 -0.00612267 33.4088 0.182629
422 1.22 0.0118 0.05 -0.0132526 -0.0145519 0.00441566 -0.00590787 35.9905 0.182625
422 1.22 0.0118 0.05 -0.0133908 -0.0161524 0.00614036 -0.00371909 45.4337 0.182626
422 1.22 0.0118 0.05 -0.0134633 -0.0173532 0.0068903 -0.00253388 52.3501 0.182645
422 1.22 0.0118 0.05 -0.0127395 -0.0163363 0.00716417 -0.00242387 49.194 0.182627
422 1.22 0.0118 0.05 -0.0117211 -0.0168307 0.0079694 0.00077176 56.5929 0.182626
422 1.22 0.0118 0.05 -0.0125968 -0.012486 0.0023624 -0.00771219 25.4634 0.18263
422 1.22 0.0118 0.05 -0.0120281 -0.011292 0.00161692 -0.00826796 20.614 0.182623
422 1.22 0.0118 0.05 -0.0129778 -0.0154044 0.00505484 -0.00422073 42.4136 0.182627
422 1.22 0.0118 0.05 0.0125999 0.0144364 -0.00410537 0.00588534 -35.6444 0.182626
422 1.22 0.0118 0.05 0.0119019 0.0133633 -0.00439666 0.00557625 -31.8802 0.182625
422 1.22 0.0118 0.05 -0.0138704 -0.0150625 0.00405418 -0.00680124 36.6213 0.182629
422 1.22 0.0118 0.05 -0.0134244 -0.0185255 0.00872989 -0.000242044 60.2556 0.182624
422 1.22 0.0118 0.05 -0.013604 -0.0164251 0.00578167 -0.00412525 45.9628 0.182624
422 1.22 0.0118 0.05 -0.0122008 -0.0152467 0.00664122 -0.0029018 44.5538 0.182632
422 1.22 0.0118 0.05 -0.0133438 -0.015585 0.0055577 -0.00474509 41.8944 0.182627
422 1.22 0.0118 0.05 -0.0132415 -0.0158435 0.00604509 -0.00404574 43.9968 0.182634
422 1.22 0.0118 0.05 -0.0127024 -0.015063 0.0047847 -0.00454799 41.091 0.182648
422 1.22 0.0118 0.05 -0.0119963 -0.0110343 0.00176117 -0.00820431 19.2693 0.182625
422 1.22 0.0118 0.05 0.0127677 0.0134936 -0.00295158 0.00732007 -29.0357 0.182625
422 1.22 0.0118 0.05 0.0124677 0.012278 -0.00245429 0.00800184 -22.78 0.182624
422 1.22 0.0118 0.05 -0.0122256 -0.0118737 0.00285443 -0.00734481 23.3648 0.182623
422 1.22 0.0118 0.05 -0.0123373 -0.0125571 0.00332592 -0.00662278 26.9874 0.182638
422 1.22 0.0118 0.05 -0.0122822 -0.0172103 0.00780038 -1.59718e-005 56.2608 0.182637
422 1.22 0.0118 0.05 -0.0116941 -0.0162298 0.00785844 -0.000249999 53.0298 0.182623
422 1.22 0.0118 0.05 0.0128434 0.0130063 -0.00210079 0.0082819 -25.9876 0.182641
422 1.22 0.0118 0.05 -0.0132114 -0.0135401 0.00253677 -0.00779578 29.7419 0.182625
422 1.22 0.0118 0.05 -0.0135873 -0.0164095 0.00581959 -0.00389085 46.1204 0.182632
422 1.22 0.0118 0.05 -0.0123713 -0.0127811 0.00249227 -0.00712258 28.3156 0.182625
422 1.22 0.0118 0.05 0.0120454 0.0163955 -0.00654676 0.00215834 -49.5064 0.182624
422 1.22 0.0118 0.05 0.0127583 0.0135001 -0.00301587 0.00722597 -29.4206 0.182634
422 1.22 0.0118 0.05 -0.0123912 -0.0163858 0.00709367 -0.00129547 50.8592 0.182628
422 1.22 0.0118 0.05 -0.0132621 -0.0150148 0.00451386 -0.00561866 38.6413 0.182627
422 1.22 0.0118 0.05 0.0122737 0.0144543 -0.00432636 0.00511639 -36.8823 0.182626
422 1.22 0.0118 0.05 -0.0133613 -0.0149206 0.00493792 -0.00559014 37.8062 0.182624
422 1.22 0.0118 0.05 -0.0125003 -0.0171721 0.00796757 -0.000578532 55.4923 0.182626
422 1.22 0.0118 0.05 0.0119993 0.0108693 -0.000833381 0.00933734 -16.1428 0.182625
422 1.22 0.0118 0.05 -0.0127923 -0.0174287 0.00811491 -0.000317921 55.9183 0.182628
422 1.22 0.0118 0.05 -0.0136111 -0.0194769 0.00972856 0.001235 65.2207 0.182624
422 1.22 0.0118 0.05 0.0131046 0.0125957 -0.0017121 0.00908907 -22.1437 0.182629
422 1.22 0.0118 0.05 -0.0127462 -0.0137988 0.00333166 -0.00642378 32.7645 0.18265
422 1.22 0.0118 0.05 -0.0122084 -0.0132242 0.00459812 -0.00559608 32.0058 0.182626
422 1.22 0.0118 0.05 -0.0124639 -0.0130284 0.00318811 -0.00662583 29.5054 0.182625
422 1.22 0.0118 0.05 -0.0119955 -0.0162871 0.00690473 -0.000903924 51.9555 0.182625
422 1.22 0.0118 0.05 -0.0122266 -0.0167983 0.00761284 -0.000552274 54.1902 0.182626
422 1.22 0.0118 0.05 -0.0133045 -0.0173547 0.00737813 -0.00187476 53.1894 0.182624
422 1.22 0.0118 0.05 0.0120837 0.0126496 -0.0024098 0.00706835 -26.8971 0.182627
422 1.22 0.0118 0.05 -0.013192 -0.0126187 0.00188456 -0.00898807 23.8835 0.18263
422 1.22 0.0118 0.05 0.0118064 0.0134958 -0.00489322 0.00486312 -33.3074 0.18263
422 1.22 0.0118 0.05 -0.0126547 -0.0162005 0.00647839 -0.00231658 48.587 0.182626
422 1.22 0.0118 0.05 -0.0123539 -0.018328 0.00965145 0.00147797 63.1339 0.182626
422 1.22 0.0118 0.05 0.0124739 0.0110532 -0.00120959 0.00956436 -15.4395 0.182624
422 1.22 0.0118 0.05 -0.0121859 -0.0131864 0.00427595 -0.00561452 31.7649 0.182624
422 1.22 0.0118 0.05 -0.0122392 -0.0165325 0.00771244 -0.000718747 52.3276 0.182626
422 1.22 0.0118 0.05 -0.0123621 -0.0159589 0.00718949 -0.00217779 48.3419 0.182629
422 1.22 0.0118 0.05 -0.0118962 -0.0160802 0.00700999 -0.000983642 51.1264 0.182625
422 1.22 0.0118 0.05 -0.0127688 -0.0175985 0.00812632 -0.000453979 57.1499 0.182626
422 1.22 0.0118 0.05 -0.012528 -0.0183519 0.00918649 0.00141103 62.6941 0.182628
422 1.22 0.0118 0.05 -0.0118633 -0.0163215 0.00711456 -0.000513466 52.7501 0.182624
422 1.22 0.0118 0.05 -0.0123822 -0.0173312 0.00838689 -0.000232806 56.6636 0.182629
422 1.22 0.0118 0.05 -0.0126497 -0.0137662 0.0037687 -0.00593301 33.1948 0.182629
422 1.22 0.0118 0.05 -0.0134333 -0.0155745 0.00442222 -0.00542104 40.9975 0.182644
422 1.22 0.0118 0.05 0.0129658 0.0130793 -0.00238888 0.00812558 -25.5896 0.182626
422 1.22 0.0118 0.05 0.012721 0.0143317 -0.0046557 0.0058984 -34.4152 0.182624
422 1.22 0.0118 0.05 0.0120855 0.0114973 -0.00236929 0.00766019 -19.7148 0.182626
422 1.22 0.0118 0.05 -0.0132617 -0.0154638 0.00505229 -0.00469949 41.4202 0.182623
422 1.22 0.0118 0.05 -0.0130291 -0.013382 0.00319668 -0.007 29.1157 0.182637
422 1.22 0.0118 0.05 0.0120091 0.0138784 -0.00392759 0.0054958 -34.5953 0.182626
422 1.22 0.0118 0.05 0.0131379 0.012715 -0.00194819 0.00894171 -22.6217 0.182626
422 1.22 0.0118 0.05 -0.0125584 -0.0155489 0.00547883 -0.00332224 44.6778 0.182642
422 1.22 0.0118 0.05 -0.0121617 -0.0136296 0.00502218 -0.00486166 34.3253 0.18263
422 1.22 0.0118 0.05 -0.0120761 -0.0118566 0.00278873 -0.00715667 24.0615 0.182627
422 1.22 0.0118 0.05 -0.0133232 -0.0180551 0.00828085 -0.00074842 57.3973 0.182623
422 1.22 0.0118 0.05 -0.0138402 -0.0142583 0.00332137 -0.00782924 31.8029 0.182625
422 1.22 0.0118 0.05 0.0119437 0.0146519 -0.00516664 0.00392102 -39.9235 0.182644
422 1.22 0.0118 0.05 -0.0122521 -0.0147666 0.00596081 -0.00353495 40.8677 0.182642
422 1.22 0.0118 0.05 -0.0132572 -0.0151802 0.00468897 -0.00534706 39.6033 0.182631
422 1.22 0.0118 0.05 -0.012793 -0.0171371 0.00753518 -0.00105724 53.7834 0.182628
422 1.22 0.0118 0.05 0.0119918 0.0134193 -0.00481578 0.00527492 -31.9493 0.182625
422 1.22 0.0118 0.05 -0.012023 -0.0168065 0.00781603 -0.000108897 54.6513 0.182639
422 1.22 0.0118 0.05 0.0118007 0.0157285 -0.00691015 0.00231876 -46.8192 0.182646
422 1.22 0.0118 0.05 0.0122324 0.0151271 -0.00601125 0.0038299 -41.0831 0.18263
422 1.22 0.0118 0.05 -0.0130659 -0.0177113 0.00777922 -0.000879373 56.4656 0.182626
422 1.22 0.0118 0.05 -0.0116518 -0.0163222 0.00820009 0.00042301 53.5577 0.182623
422 1.22 0.0118 0.05 0.0128258 0.0155225 -0.00525658 0.00465072 -41.265 0.182624
422 1.22 0.0118 0.05 0.0118982 0.0118308 -0.00261763 0.00708166 -22.5087 0.182627
422 1.22 0.0118 0.05 -0.0122628 -0.0167294 0.00775729 -0.000780999 53.5359 0.182639
422 1.22 0.0118 0.05 0.0125562 0.0147338 -0.00499974 0.00491276 -37.7136 0.182629
422 1.22 0.0118 0.05 -0.0121355 -0.0154193 0.00657897 -0.00252708 45.8355 0.182637
422 1.22 0.0118 0.05 0.0120801 0.010832 -0.000636117 0.00956105 -15.745 0.182622
422 1.22 0.0118 0.05 -0.0135225 -0.01525 0.00420496 -0.0058372 39.0746 0.18263
422 1.22 0.0118 0.05 0.0127793 0.0139391 -0.004032 0.00655284 -31.5162 0.182625
422 1.22 0.0118 0.05 -0.0130472 -0.0147518 0.00476799 -0.00511188 37.8589 0.182624
422 1.22 0.0118 0.05 -0.012859 -0.0173507 0.00778878 -0.00116593 55.0594 0.182628
422 1.22 0.0118 0.05 -0.0129183 -0.0175338 0.00816176 -0.000719506 55.7407 0.182626
422 1.22 0.0118 0.05 -0.0121576 -0.0163499 0.00682091 -0.00120219 51.2 0.182646
422 1.22 0.0118 0.05 -0.0129592 -0.0158894 0.0054001 -0.00349436 45.1553 0.182633
422 1.22 0.0118 0.05 -0.0125427 -0.0141069 0.00465838 -0.00518409 35.8097 0.182626
422 1.22 0.0118 0.05 -0.0135092 -0.0161025 0.00618953 -0.00412372 44.3374 0.18263
422 1.22 0.0118 0.05 0.012853 0.0156978 -0.00558764 0.00454862 -42.1616 0.182627
422 1.22 0.0118 0.05 0.0131046 0.0139458 -0.00352046 0.00721843 -30.2057 0.182626
422 1.22 0.0118 0.05 -0.0124268 -0.0117186 0.0012785 -0.00885254 21.5123 0.182624
422 1.22 0.0118 0.05 -0.0130711 -0.0135067 0.00348678 -0.00698737 29.7903 0.182632
422 1.22 0.0118 0.05 0.0123785 0.0123664 -0.00296962 0.00745673 -23.9562 0.182626
422 1.22 0.0118 0.05 -0.0123525 -0.0173628 0.00833281 0.000183017 57.156 0.182623
422 1.22 0.0118 0.05 -0.0125331 -0.0117715 0.00204336 -0.00841017 21.5348 0.182626
422 1.22 0.0118 0.05 -0.0118303 -0.0165948 0.00842987 4.30153e-005 54.7412 0.182625
422 1.22 0.0118 0.05 -0.011952 -0.0129449 0.00458378 -0.00567677 31.1106 0.182634
422 1.22 0.0118 0.05 -0.0129673 -0.0148364 0.00544098 -0.00492791 39.068 0.182621
422 1.22 0.0118 0.05 0.0118737 0.0149774 -0.00622616 0.00351322 -41.811 0.182632
422 1.22 0.0118 0.05 -0.0124679 -0.014969 0.00575876 -0.00376261 41.4235 0.182634
422 1.22 0.0118 0.05 -0.0119856 -0.0106837 0.000839623 -0.00902085 16.9003 0.182626
422 1.22 0.0118 0.05 -0.0140287 -0.0182682 0.00758088 -0.00209777 56.0507 0.182623
422 1.22 0.0118 0.05 0.0128536 0.015017 -0.00479143 0.00534679 -37.8846 0.18263
422 1.22 0.0118 0.05 0.0118171 0.0160666 -0.00714157 0.0017064 -48.9127 0.182641
422 1.22 0.0118 0.05 -0.0140825 -0.0186609 0.0081133 -0.00159101 58.14 0.182632
422 1.22 0.0118 0.05 -0.0121908 -0.0133219 0.00449148 -0.00523653 32.6972 0.182623
422 1.22 0.0118 0.05 -0.012924 -0.0172727 0.00765091 -0.00139086 53.8683 0.182643
422 1.22 0.0118 0.05 0.013196 0.0168523 -0.00618173 0.00386453 -47.6568 0.182625
422 1.22 0.0118 0.05 -0.0124862 -0.0119623 0.0014289 -0.00864738 22.8279 0.182627
422 1.22 0.0118 0.05 -0.0121795 -0.00954466 -0.0010383 -0.0114973 8.88432 0.182638
422 1.22 0.0118 0.05 0.0126955 0.0147016 -0.00510999 0.00540898 -36.9152 0.182629
422 1.22 0.0118 0.05 0.0119875 0.0153837 -0.00598231 0.00332972 -43.7244 0.182634
422 1.22 0.0118 0.05 -0.0122278 -0.0137423 0.00384059 -0.0053326 34.8227 0.182625
422 1.22 0.0118 0.05 0.0122805 0.0156285 -0.00614648 0.00346144 -44.1891 0.182628
422 1.22 0.0118 0.05 -0.012879 -0.0145041 0.00489261 -0.0050478 37.0096 0.182632
422 1.22 0.0118 0.05 0.0126149 0.0152466 -0.00569271 0.00456802 -40.2673 0.182625
422 1.22 0.0118 0.05 -0.0122521 -0.0177694 0.00840714 0.00099561 60.3175 0.182625
422 1.22 0.0118 0.05 -0.0121971 -0.0122961 0.00262684 -0.00711402 25.956 0.182634
422 1.22 0.0118 0.05 -0.0121912 -0.0101404 -0.000360871 -0.0106657 12.8589 0.182628
422 1.22 0.0118 0.05 0.0125929 0.0129417 -0.0032235 0.00723928 -26.6575 0.182631
422 1.22 0.0118 0.05 -0.0123854 -0.0118185 0.00230432 -0.00804145 22.3413 0.182633
422 1.22 0.0118 0.05 0.0122916 0.0122783 -0.00205458 0.00792098 -23.6118 0.182633
422 1.22 0.0118 0.05 0.0123837 0.0124625 -0.00231202 0.00760134 -24.5886 0.182635
422 1.22 0.0118 0.05 0.0130054 0.0141411 -0.0037512 0.00676237 -32.5173 0.182646
422 1.22 0.0118 0.05 -0.011963 -0.0163572 0.00690702 -0.000705131 52.3642 0.182632
422 1.22 0.0118 0.05 0.012864 0.0121218 -0.00168358 0.00890449 -20.7151 0.182643
422 1.22 0.0118 0.05 -0.0125154 -0.0119248 0.00241562 -0.00796463 22.4927 0.182625
422 1.22 0.0118 0.05 0.0121499 0.0124519 -0.00319953 0.00716423 -25.1057 0.182625
422 1.22 0.0118 0.05 0.0122252 0.0118013 -0.0023186 0.00809415 -20.9408 0.182627
422 1.22 0.0118 0.05 -0.0123593 -0.0124561 0.00232929 -0.00738565 26.644 0.182626
422 1.22 0.0118 0.05 -0.0133407 -0.0156804 0.00574229 -0.00434305 42.3353 0.182627
422 1.22 0.0118 0.05 -0.0135642 -0.0139291 0.00287206 -0.00782047 30.5824 0.182627
422 1.22 0.0118 0.05 0.0122152 0.0121792 -0.00234711 0.00754292 -23.4773 0.182629
422 1.22 0.0118 0.05 -0.0139367 -0.014818 0.00401252 -0.00722029 34.4992 0.182641
422 1.22 0.0118 0.05 0.0118589 0.0129629 -0.00330253 0.00607095 -29.7214 0.182625
422 1.22 0.0118 0.05 -0.0121707 -0.0106247 0.000822308 -0.00954799 15.7231 0.182625
422 1.22 0.0118 0.05 0.0117898 0.0122243 -0.00360879 0.00636954 -25.6433 0.182631
422 1.22 0.0118 0.05 0.012276 0.0126645 -0.00239285 0.00734128 -26.2538 0.182626
422 1.22 0.0118 0.05 0.0120878 0.0131089 -0.00422136 0.00618194 -29.3142 0.182623
422 1.22 0.0118 0.05 0.0126296 0.0145084 -0.00470789 0.00531579 -35.6412 0.182622
422 1.22 0.0118 0.05 -0.0126426 -0.0132971 0.00404688 -0.00638387 30.5996 0.182624
422 1.22 0.0118 0.05 -0.0121265 -0.0150125 0.00650285 -0.00307948 43.0172 0.18264
422 1.22 0.0118 0.05 -0.012397 -0.0173126 0.0083425 -6.45476e-005 56.6793 0.18263
422 1.22 0.0118 0.05 -0.013232 -0.0160871 0.00564948 -0.00386919 45.6738 0.182624
422 1.22 0.0118 0.05 -0.0135623 -0.0161116 0.0051243 -0.00467274 44.1324 0.182645
422 1.22 0.0118 0.05 0.0119675 0.0153152 -0.00569125 0.00343993 -43.6058 0.182628
422 1.22 0.0118 0.05 -0.0125751 -0.0174729 0.00818337 -0.000205725 56.8544 0.182627
422 1.22 0.0118 0.05 -0.0117478 -0.0128957 0.00481891 -0.00507617 31.2969 0.182647
422 1.22 0.0118 0.05 -0.0120653 -0.0151412 0.00669919 -0.00239953 44.4687 0.182623
422 1.22 0.0118 0.05 0.0118657 0.013592 -0.00504581 0.00494369 -33.2698 0.182626
422 1.22 0.0118 0.05 0.0126231 0.014645 -0.00479218 0.00528793 -36.9333 0.182635
422 1.22 0.0118 0.05 -0.0130748 -0.0163743 0.00621005 -0.00299335 47.9456 0.182626
422 1.22 0.0118 0.05 -0.0129988 -0.0142814 0.00431235 -0.0059432 35.1404 0.182632
422 1.22 0.0118 0.05 -0.0126257 -0.0120138 0.00174734 -0.00854908 22.6303 0.182623
422 1.22 0.0118 0.05 0.012016 0.0170146 -0.00756966 0.00110587 -53.4028 0.182626
422 1.22 0.0118 0.05 0.012134 0.0133089 -0.00328506 0.00628455 -30.7898 0.182631
422 1.22 0.0118 0.05 0.0126097 0.0149214 -0.00514785 0.00476005 -38.4617 0.182639
422 1.22 0.0118 0.05 -0.014226 -0.016671 0.0049389 -0.00530056 44.9096 0.182625
422 1.22 0.0118 0.05 0.012104 0.0134716 -0.00339297 0.00609186 -31.7578 0.182629
422 1.22 0.0118 0.05 -0.0122561 -0.0126176 0.00364528 -0.00633557 27.9671 0.182624
422 1.22 0.0118 0.05 -0.0134646 -0.0153559 0.00445877 -0.00550971 39.8198 0.182623
422 1.22 0.0118 0.05 -0.0122291 -0.0115775 0.00133156 -0.00850589 21.7323 0.182625
422 1.22 0.0118 0.05 -0.01198 -0.012929 0.00266133 -0.00627206 30.9636 0.182624
422 1.22 0.0118 0.05 0.0117709 0.0143579 -0.00565308 0.00412454 -38.7209 0.182637
422 1.22 0.0118 0.05 -0.0121407 -0.0134964 0.00331734 -0.00569218 33.9951 0.182625
422 1.22 0.0118 0.05 -0.0136304 -0.0138348 0.002556 -0.00813653 29.837 0.182623
422 1.22 0.0118 0.05 0.012502 0.0124655 -0.0026497 0.00757162 -24.0672 0.182628
422 1.22 0.0118 0.05 0.0128495 0.0155191 -0.00520677 0.00487526 -40.9711 0.182628
422 1.22 0.0118 0.05 0.0122168 0.0109738 -0.00074298 0.00926355 -16.0024 0.182636
422 1.22 0.0118 0.05 0.0133642 0.016888 -0.00581761 0.00413478 -47.2816 0.182627
422 1.22 0.0118 0.05 -0.0122094 -0.0112461 0.00106127 -0.00899461 19.4445 0.182629
422 1.22 0.0118 0.05 -0.0120841 -0.0158263 0.00609747 -0.00208302 48.2236 0.182651
422 1.22 0.0118 0.05 0.0118714 0.0109664 -0.00115184 0.00872134 -17.166 0.182625
422 1.22 0.0118 0.05 0.0123609 0.012351 -0.0026671 0.00763316 -23.9755 0.182632
422 1.22 0.0118 0.05 -0.0120096 -0.0163087 0.0075925 -0.000977057 51.8106 0.182643
422 1.22 0.0118 0.05 0.0118439 0.0155522 -0.00610951 0.0027325 -45.7976 0.182642
422 1.22 0.0118 0.05 0.011858 0.0113429 -0.00230032 0.00800799 -19.7051 0.182628
422 1.22 0.0118 0.05 -0.0129616 -0.0148112 0.00513729 -0.00480692 38.6018 0.182624
422 1.22 0.0118 0.05 0.0120501 0.0125913 -0.00359718 0.00666262 -26.7309 0.182627
422 1.22 0.0118 0.05 -0.0139335 -0.0194305 0.00915964 -0.000295715 63.2719 0.182644
422 1.22 0.0118 0.05 0.0117907 0.0161032 -0.00720133 0.00191212 -48.7453 0.182624
422 1.22 0.0118 0.05 -0.0120216 -0.0170356 0.00832824 0.000512309 56.421 0.182626
422 1.22 0.0118 0.05 -0.012023 -0.0110325 0.00177986 -0.00828624 19.1666 0.182628
422 1.22 0.0118 0.05 -0.0132336 -0.01592 0.00537344 -0.00411871 44.6931 0.182622
422 1.22 0.0118 0.05 -0.0144001 -0.016518 0.00512872 -0.00554784 43.2995 0.182631
422 1.22 0.0118 0.05 -0.0127332 -0.0141206 0.00373912 -0.00583201 35.4825 0.182625
422 1.22 0.0118 0.05 0.0125397 0.012552 -0.00273231 0.00758634 -24.5491 0.182646
423 1.221 0.0118 0.05 0.011809 0.00953398 -0.000389147 0.00837093 -8.99273 0.182623
423 1.221 0.0118 0.05 -0.0118031 -0.00969325 -0.000410181 -0.0103411 11.6838 0.182626
424 1.222 0.0118 0.05 0.0118041 0.0086702 0.00153967 0.0100255 -3.6871 0.182624
425 1.222 0.0118 0.05 0.0117508 0.00775684 0.00479299 0.0136014 1.93944 0.18263
425 1.222 0.0118 0.05 0.0117232 0.0147578 -0.00602572 0.00312348 -41.1837 0.182628
425 1.222 0.0118 0.05 0.011796 0.0120858 -0.0024478 0.00699136 -24.5007 0.182629
1237 2.9281 0.042 0.042 -0.0368124 -0.0403846 -0.0202807 -0.0227837 10.9432 0.182642
1240 2.9341 0.042 0.042 -0.0372535 -0.0364673 -0.0194119 -0.0212621 0.814557 0.182625
1244 2.9421 0.042 0.042 -0.0376926 -0.0293937 -0.0185301 -0.0147326 11.5771 0.182631
1244 2.9421 0.042 0.042 -0.0377689 -0.0298821 -0.0184375 -0.016449 6.65656 0.182627
1249 2.9521 0.042 0.042 -0.0378696 -0.0217897 -0.0181802 -0.0106805 14.5338 0.182625
1249 2.9521 0.042 0.042 -0.0389751 -0.0228267 -0.0156917 -0.011267 -1.78057 0.182627
1250 2.9541 0.042 0.042 0.0386174 0.0201714 0.0165449 0.00905077 3.20161 0.182631
1251 2.9561 0.042 0.042 -0.039768 -0.0192036 -0.0135641 -0.00762969 5.81867 0.182627
1252 2.9581 0.042 0.042 -0.0392472 -0.0185056 -0.0150127 -0.00894245 1.10642 0.182626
1254 2.9621 0.042 0.042 -0.0388525 -0.0137926 -0.0159597 -0.00579499 14.7194 0.182628
1255 2.9641 0.042 0.042 -0.03986 -0.0130916 -0.0132753 -0.00644734 -3.51825 0.182627
