#ele Pos(m) X_aper(m) Y_aper(m) x(m) xp(rad) y(m) yp(rad) p(rad) W(MeV)
422 1.22 0.0118 0.05 0.0134594 0.0113053 0.00249856 0.0119005 -12.888 0.182628
422 1.22 0.0118 0.05 -0.0134938 -0.0146064 0.0047675 -0.00453027 35.1214 0.182625
422 1.22 0.0118 0.05 -0.017172 -0.0199583 0.00601344 -0.00399076 53.5472 0.182622
422 1.22 0.0118 0.05 -0.0147181 -0.0165199 0.00563762 -0.00375035 42.1705 0.182627
422 1.22 0.0118 0.05 0.0127909 0.0175442 -0.00888256 -0.000925374 -53.8696 0.18264
422 1.22 0.0118 0.05 0.0134934 0.0161082 -0.00622458 0.00287167 -41.8528 0.182625
422 1.22 0.0118 0.05 -0.0150236 -0.014797 0.0015792 -0.00830604 29.6355 0.182654
422 1.22 0.0118 0.05 0.0124433 0.00954572 0.00350095 0.01242 -6.16237 0.182631
422 1.22 0.0118 0.05 0.0148441 0.018354 -0.00679008 0.00264242 -49.7158 0.182625
422 1.22 0.0118 0.05 -0.0157714 -0.0191654 0.00636458 -0.00243585 54.2464 0.182625
422 1.22 0.0118 0.05 -0.0169555 -0.0183004 0.00370877 -0.00661491 43.8049 0.182624
422 1.22 0.0118 0.05 -0.0126185 -0.0110879 0.00128289 -0.00737887 16.6864 0.182624
422 1.22 0.0118 0.05 -0.0145407 -0.0183682 0.00786573 -0.000537964 54.1935 0.182626
422 1.22 0.0118 0.05 -0.0135718 -0.0129254 0.00208011 -0.00678063 24.3675 0.182625
422 1.22 0.0118 0.05 -0.0141859 -0.0203896 0.0111022 0.00410537 68.7388 0.182625
422 1.22 0.0118 0.05 0.0118538 0.00783144 0.00371117 0.0123146 1.69596 0.182626
422 1.22 0.0118 0.05 -0.0144277 -0.0177747 0.00596529 -0.00191828 51.0694 0.182633
422 1.22 0.0118 0.05 -0.0125927 -0.0190657 0.011357 0.00540603 67.0097 0.182636
422 1.22 0.0118 0.05 0.0153129 0.0175305 -0.00539972 0.00471248 -43.2573 0.182637
422 1.22 0.0118 0.05 0.0138575 0.018248 -0.00765115 0.000574444 -53.2621 0.182627
422 1.22 0.0118 0.05 0.0134546 0.0188794 -0.00926635 -0.00132134 -59.3191 0.182647
422 1.22 0.0118 0.05 -0.0145417 -0.0141093 0.00224514 -0.00743354 27.6865 0.182624
422 1.22 0.0118 0.05 0.0126952 0.0123479 -0.00231522 0.00629604 -22.6278 0.182626
422 1.22 0.0118 0.05 -0.0155118 -0.0154068 0.00181389 -0.00814638 31.8984 0.182627
422 1.22 0.0118 0.05 0.0119821 0.0151418 -0.00470858 0.00226598 -42.5337 0.182629
422 1.22 0.0118 0.05 -0.0144416 -0.0199472 0.00991324 0.00268044 64.76 0.182631
422 1.22 0.0118 0.05 0.0146161 0.0160112 -0.00447327 0.00543619 -36.5273 0.182627
422 1.22 0.0118 0.05 0.0131752 0.0208165 -0.012135 -0.00504095 -71.6319 0.182642
422 1.22 0.0118 0.05 0.0122538 0.0130819 -0.00154445 0.00636109 -28.9046 0.182624
422 1.22 0.0118 0.05 0.0135947 0.0122823 0.00127274 0.0106525 -18.4172 0.182632
422 1.22 0.0118 0.05 0.0147185 0.0153191 -0.00184459 0.00780558 -31.8245 0.182623
422 1.22 0.0118 0.05 -0.0154941 -0.0148354 0.000520419 -0.00964664 28.1693 0.182624
422 1.22 0.0118 0.05 -0.0135681 -0.01212 0.00115984 -0.00794147 19.4099 0.182626
422 1.22 0.0118 0.05 0.0144974 0.0138978 -0.00138647 0.00851527 -24.71 0.182639
422 1.22 0.0118 0.05 -0.0120415 -0.00957661 0.00010823 -0.00878745 9.90129 0.182625
422 1.22 0.0118 0.05 -0.0149923 -0.017631 0.00472871 -0.00370522 47.9291 0.182624
422 1.22 0.0118 0.05 -0.0121951 -0.00851444 -0.00404128 -0.0126043 2.85854 0.182626
422 1.22 0.0118 0.05 -0.0120757 -0.0173425 0.0101323 0.00350716 58.2185 0.182626
422 1.22 0.0118 0.05 -0.0164476 -0.0185967 0.00510011 -0.00484308 48.0453 0.182627
422 1.22 0.0118 0.05 -0.0136888 -0.018758 0.00893706 0.00223437 60.606 0.182624
422 1.22 0.0118 0.05 0.0122303 0.00954374 0.000455215 0.00918799 -7.63183 0.18265
422 1.22 0.0118 0.05 0.0118015 0.0175564 -0.00930686 -0.00270708 -57.6017 0.182626
422 1.22 0.0118 0.05 -0.0122795 -0.0155279 0.00789776 -0.000275715 45.5274 0.182639
422 1.22 0.0118 0.05 0.0127412 0.00963568 0.00325304 0.0123857 -5.66605 0.182629
422 1.22 0.0118 0.05 -0.0132682 -0.0118663 0.00155164 -0.00749004 18.7823 0.18263
422 1.22 0.0118 0.05 -0.0136829 -0.0192972 0.00983186 0.00340467 63.8706 0.182626
422 1.22 0.0118 0.05 -0.0126449 -0.0147541 0.00635397 -0.00258524 39.709 0.182628
422 1.22 0.0118 0.05 -0.0120561 -0.0104079 -0.00204441 -0.0105764 14.9864 0.182636
422 1.22 0.0118 0.05 -0.013816 -0.0129715 0.00180883 -0.00733296 23.4257 0.182626
422 1.22 0.0118 0.05 0.0123067 0.0135075 -0.00462399 0.00411468 -30.9939 0.182625
422 1.22 0.0118 0.05 -0.0152599 -0.0138545 -0.00023396 -0.0106387 23.0665 0.182624
422 1.22 0.0118 0.05 0.0134648 0.0189305 -0.00844772 -0.000888012 -58.9637 0.182631
422 1.22 0.0118 0.05 0.0122487 0.0121477 -0.00316936 0.00556947 -23.1734 0.182626
422 1.22 0.0118 0.05 -0.0145221 -0.0148999 0.00304296 -0.00631446 32.5569 0.182627
422 1.22 0.0118 0.05 -0.0121871 -0.00914218 -0.000909993 -0.00953213 6.71015 0.182625
422 1.22 0.0118 0.05 0.0122404 0.0096962 0.00300837 0.011689 -8.26044 0.182637
422 1.22 0.0118 0.05 0.0137075 0.0195498 -0.00910713 -0.00135952 -62.1013 0.182637
422 1.22 0.0118 0.05 -0.0139438 -0.0116729 -0.00113807 -0.0107792 15.1817 0.182625
422 1.22 0.0118 0.05 -0.0120039 -0.0161202 0.00852519 0.000895532 50.7145 0.182623
422 1.22 0.0118 0.05 0.0127913 0.018123 -0.00956644 -0.00194141 -57.3058 0.182638
422 1.22 0.0118 0.05 -0.0159946 -0.0154015 0.0010791 -0.00923576 29.3384 0.182641
422 1.22 0.0118 0.05 -0.0149713 -0.0151042 0.00129817 -0.00819733 32.1588 0.182628
422 1.22 0.0118 0.05 -0.0118996 -0.0189123 0.0122233 0.00696792 68.8578 0.182627
422 1.22 0.0118 0.05 -0.011968 -0.00907049 -0.000531317 -0.00905423 6.89278 0.182642
422 1.22 0.0118 0.05 0.0140165 0.0135856 -3.22126e-005 0.00940676 -24.401 0.182624
422 1.22 0.0118 0.05 -0.0148397 -0.016938 0.00617696 -0.00306219 44.107 0.182626
422 1.22 0.0118 0.05 -0.0124894 -0.0173401 0.0096009 0.00233735 56.6474 0.182624
422 1.22 0.0118 0.05 0.0129055 0.0137038 -0.00145028 0.00685339 -29.7654 0.182624
422 1.22 0.0118 0.05 -0.0157135 -0.0171342 0.00463399 -0.0049796 41.8237 0.182628
422 1.22 0.0118 0.05 -0.0163219 -0.0148328 -0.000101083 -0.0109699 24.6448 0.182631
422 1.22 0.0118 0.05 -0.0167259 -0.0182646 0.00336403 -0.00650836 44.7405 0.182625
422 1.22 0.0118 0.05 -0.013714 -0.0136449 0.00305724 -0.00630163 28.1246 0.182642
422 1.22 0.0118 0.05 0.0130499 0.0191952 -0.00955392 -0.00238581 -62.1181 0.182625
422 1.22 0.0118 0.05 -0.0137573 -0.0191118 0.00943674 0.00278536 62.4004 0.182632
422 1.22 0.0118 0.05 -0.0127825 -0.017853 0.00878955 0.00247587 58.2665 0.182637
422 1.22 0.0118 0.05 0.0120344 0.0110355 -0.00237425 0.00603725 -17.4054 0.182626
422 1.22 0.0118 0.05 -0.0137608 -0.011532 -0.00185956 -0.0112903 15.1887 0.182625
422 1.22 0.0118 0.05 0.0132543 0.0175885 -0.00673364 0.000725368 -51.9262 0.182628
422 1.22 0.0118 0.05 0.0142572 0.0159908 -0.00350506 0.00540444 -38.3443 0.182639
422 1.22 0.0118 0.05 0.0140625 0.0125771 -0.000123565 0.00896262 -18.5155 0.182647
422 1.22 0.0118 0.05 0.0134252 0.0177446 -0.00828649 0.000384868 -52.1349 0.182628
422 1.22 0.0118 0.05 -0.0153629 -0.0167915 0.0029092 -0.00666014 40.7046 0.182646
422 1.22 0.0118 0.05 0.015362 0.0187221 -0.00678325 0.00281179 -49.9651 0.182628
422 1.22 0.0118 0.05 0.0141579 0.0134941 0.000330548 0.00986069 -23.3169 0.182626
422 1.22 0.0118 0.05 0.0120756 0.0107768 -0.00169355 0.00759797 -15.2695 0.182627
422 1.22 0.0118 0.05 0.0143375 0.0132447 0.000472928 0.0103412 -21.2164 0.182628
422 1.22 0.0118 0.05 0.0143661 0.018655 -0.00775317 0.00102373 -53.5875 0.182628
422 1.22 0.0118 0.05 0.0166345 0.017484 -0.00284688 0.00816508 -37.2004 0.182624
422 1.22 0.0118 0.05 -0.0168682 -0.0211661 0.00808465 -0.00101244 62.3915 0.182624
422 1.22 0.0118 0.05 -0.0156309 -0.0162277 0.00370817 -0.0064491 36.4988 0.182623
422 1.22 0.0118 0.05 -0.015234 -0.0159303 0.00271078 -0.00696139 35.8934 0.182649
422 1.22 0.0118 0.05 0.0130457 0.0113241 0.00121237 0.0103292 -14.679 0.18263
422 1.22 0.0118 0.05 -0.0163941 -0.0170992 0.00246736 -0.0077621 38.647 0.182625
422 1.22 0.0118 0.05 0.0136704 0.0150354 -0.00481746 0.00474109 -34.5209 0.182626
422 1.22 0.0118 0.05 -0.0137137 -0.0192345 0.00972463 0.00299408 63.2577 0.182628
422 1.22 0.0118 0.05 -0.0141688 -0.0199841 0.0103228 0.0034343 66.0685 0.182629
422 1.22 0.0118 0.05 0.0127703 0.013474 -0.00146743 0.00688662 -28.8561 0.182624
422 1.22 0.0118 0.05 -0.0149323 -0.018819 0.00770142 -0.000807128 55.2909 0.182632
422 1.22 0.0118 0.05 -0.0126951 -0.011183 0.00195473 -0.00667412 16.8306 0.182631
422 1.22 0.0118 0.05 0.0119935 0.00868761 0.00142502 0.0101416 -3.17383 0.182634
422 1.22 0.0118 0.05 0.0127704 0.00967982 0.00279125 0.0119341 -5.60912 0.182628
422 1.22 0.0118 0.05 -0.0139507 -0.0194912 0.00996158 0.0031027 63.9383 0.182627
422 1.22 0.0118 0.05 -0.0141727 -0.0139972 0.0031115 -0.00635563 28.3318 0.182625
422 1.22 0.0118 0.05 0.0126547 0.0120231 -0.00265327 0.0064478 -20.5781 0.18263
422 1.22 0.0118 0.05 -0.0138696 -0.0115793 -0.000299993 -0.00916061 14.8378 0.182628
422 1.22 0.0118 0.05 -0.0118693 -0.0121996 0.000684 -0.00687222 26.5698 0.182635
422 1.22 0.0118 0.05 -0.0123209 -0.0106923 0.00164755 -0.00715365 15.6516 0.182625
422 1.22 0.0118 0.05 -0.0120917 -0.0110245 0.00240628 -0.00622221 18.6152 0.182636
422 1.22 0.0118 0.05 -0.0124355 -0.00950637 -0.00181769 -0.0101149 7.90973 0.182633
422 1.22 0.0118 0.05 -0.0121299 -0.0084666 -0.00329269 -0.0118348 2.53822 0.182635
422 1.22 0.0118 0.05 0.0119135 0.00775147 0.00539606 0.0144814 2.6796 0.182625
422 1.22 0.0118 0.05 -0.0153279 -0.0143799 2.16622e-005 -0.00999256 26.0682 0.182628
422 1.22 0.0118 0.05 0.0116778 0.0165428 -0.00904477 -0.00152557 -52.0263 0.182627
422 1.22 0.0118 0.05 -0.0166434 -0.0176799 0.00304556 -0.00726083 41.225 0.182626
422 1.22 0.0118 0.05 -0.0172943 -0.0206599 0.00674757 -0.00306211 57.4938 0.182625
422 1.22 0.0118 0.05 -0.0152514 -0.0173928 0.00584572 -0.00344824 45.2541 0.182623
422 1.22 0.0118 0.05 -0.0137103 -0.0154308 0.00306172 -0.00490311 39.498 0.182624
422 1.22 0.0118 0.05 0.0152429 0.0173658 -0.00470952 0.00488014 -42.4045 0.182628
422 1.22 0.0118 0.05 0.0145688 0.0183743 -0.00742984 0.00187163 -51.1097 0.182627
422 1.22 0.0118 0.05 0.0126495 0.018038 -0.0094656 -0.00170313 -57.1935 0.182642
422 1.22 0.0118 0.05 -0.0134748 -0.0113385 -0.00121759 -0.0102379 14.9249 0.182624
422 1.22 0.0118 0.05 0.0125773 0.0135277 -0.00452066 0.00448543 -30.049 0.182631
422 1.22 0.0118 0.05 -0.0124173 -0.0110235 0.00177931 -0.00703938 17.2043 0.182627
422 1.22 0.0118 0.05 0.0132219 0.0161569 -0.00473012 0.00313569 -43.5593 0.182629
422 1.22 0.0118 0.05 -0.0134293 -0.0187189 0.00931372 0.00275929 61.3154 0.182628
422 1.22 0.0118 0.05 -0.0118053 -0.0169358 0.0102694 0.00329081 56.8018 0.182627
422 1.22 0.0118 0.05 0.0141834 0.013878 -0.000598754 0.00902988 -25.4286 0.182624
422 1.22 0.0118 0.05 -0.0123991 -0.0157576 0.00552793 -0.000976326 46.7903 0.182624
422 1.22 0.0118 0.05 -0.0130087 -0.0124852 0.00322841 -0.00581171 23.8987 0.182633
422 1.22 0.0118 0.05 0.0124595 0.0119409 0.000325046 0.00881817 -21.0319 0.182625
422 1.22 0.0118 0.05 -0.0130821 -0.0188891 0.010308 0.00398769 63.9476 0.182625
422 1.22 0.0118 0.05 0.0129488 0.0108064 0.00198883 0.0109615 -11.8634 0.182629
422 1.22 0.0118 0.05 -0.0169154 -0.0198455 0.00600179 -0.00366375 53.8263 0.182628
422 1.22 0.0118 0.05 0.0121674 0.00858297 0.00353107 0.0118963 -1.39444 0.182623
422 1.22 0.0118 0.05 0.0119566 0.0154905 -0.00754839 0.000399642 -44.7301 0.182626
422 1.22 0.0118 0.05 0.0136864 0.0107437 0.00205188 0.0116102 -8.50677 0.182625
422 1.22 0.0118 0.05 0.0136379 0.0142348 -0.00388098 0.00539704 -29.805 0.182623
422 1.22 0.0118 0.05 -0.0155514 -0.0195853 0.00801833 -0.000532637 57.9165 0.182626
422 1.22 0.0118 0.05 -0.0133002 -0.0152113 0.00349126 -0.00409346 39.7851 0.18263
422 1.22 0.0118 0.05 0.0154986 0.0198623 -0.00731014 0.00185814 -56.3481 0.182627
422 1.22 0.0118 0.05 0.013457 0.0165372 -0.00701991 0.00220158 -44.8142 0.182627
422 1.22 0.0118 0.05 0.0120913 0.0174661 -0.00822328 -0.00158324 -56.0783 0.182631
422 1.22 0.0118 0.05 -0.0178565 -0.020141 0.00462753 -0.00584364 51.5327 0.182638
422 1.22 0.0118 0.05 -0.0140891 -0.0196022 0.00980199 0.00267363 63.9811 0.182628
422 1.22 0.0118 0.05 0.0158519 0.0191209 -0.00616947 0.00368741 -50.2939 0.182624
422 1.22 0.0118 0.05 0.0137954 0.0168514 -0.00682631 0.00206815 -45.1284 0.182633
422 1.22 0.0118 0.05 -0.0144348 -0.0138519 0.00202063 -0.00762203 26.2654 0.18264
422 1.22 0.0118 0.05 -0.014823 -0.015126 0.00297627 -0.00659513 33.0358 0.182625
422 1.22 0.0118 0.05 -0.0140655 -0.0165403 0.00654453 -0.00230391 44.9943 0.182628
422 1.22 0.0118 0.05 -0.0130802 -0.0183737 0.0101517 0.00252505 60.427 0.182643
422 1.22 0.0118 0.05 -0.0152062 -0.0212306 0.0109079 0.00330267 69.7044 0.182634
422 1.22 0.0118 0.05 -0.0153067 -0.0178573 0.00661478 -0.00277093 47.6455 0.182637
422 1.22 0.0118 0.05 -0.0157165 -0.0174048 0.00425184 -0.00520025 43.0823 0.182644
422 1.22 0.0118 0.05 -0.0168862 -0.01968 0.00554551 -0.00417186 53.0301 0.182624
422 1.22 0.0118 0.05 -0.0141346 -0.0171095 0.00515437 -0.00252541 48.0876 0.182625
422 1.22 0.0118 0.05 0.0128442 0.0107144 0.00222798 0.0112197 -11.6689 0.18263
422 1.22 0.0118 0.05 -0.0126738 -0.0112209 0.00164266 -0.00708864 17.2834 0.182627
422 1.22 0.0118 0.05 0.012292 0.016772 -0.00844588 -0.000573848 -50.7123 0.182626
422 1.22 0.0118 0.05 -0.0138185 -0.0189271 0.00918165 0.00200351 60.7403 0.182626
422 1.22 0.0118 0.05 -0.0120965 -0.0180856 0.0106996 0.00478486 62.6053 0.182641
422 1.22 0.0118 0.05 -0.013653 -0.0191836 0.0106382 0.00318149 63.0828 0.182626
422 1.22 0.0118 0.05 0.0131745 0.019328 -0.0103898 -0.00256447 -62.4882 0.182625
422 1.22 0.0118 0.05 -0.0149493 -0.0195146 0.00808242 0.000329138 59.8622 0.182627
422 1.22 0.0118 0.05 0.012094 0.00820545 0.00370054 0.0126754 0.227882 0.182635
422 1.22 0.0118 0.05 0.0119834 0.0170395 -0.00895988 -0.00168375 -53.6459 0.182625
422 1.22 0.0118 0.05 0.0148169 0.0177878 -0.0063942 0.0030581 -46.4965 0.182623
422 1.22 0.0118 0.05 0.0152987 0.0154634 -0.00203319 0.00810119 -30.7205 0.182629
422 1.22 0.0118 0.05 -0.0150332 -0.0165734 0.00343133 -0.00547377 40.8303 0.182627
422 1.22 0.0118 0.05 0.0134304 0.0113807 0.00113352 0.0105302 -13.3765 0.182626
422 1.22 0.0118 0.05 0.01274 0.0100246 0.000958837 0.0102058 -7.9187 0.182626
422 1.22 0.0118 0.05 -0.0170712 -0.0203742 0.00626279 -0.00319948 56.3739 0.182622
422 1.22 0.0118 0.05 -0.0130333 -0.016412 0.00577953 -0.00107358 48.2776 0.182625
422 1.22 0.0118 0.05 0.0139879 0.0189063 -0.00734895 0.000576744 -56.7861 0.182625
422 1.22 0.0118 0.05 -0.0129304 -0.0165503 0.0060374 -0.000685823 49.6023 0.182626
422 1.22 0.0118 0.05 -0.0152449 -0.0149546 0.000926896 -0.00877672 29.9817 0.182631
422 1.22 0.0118 0.05 0.0141169 0.018311 -0.0075947 0.000926524 -52.9961 0.182641
422 1.22 0.0118 0.05 0.0144821 0.0135427 0.000698007 0.0103379 -22.5712 0.182645
422 1.22 0.0118 0.05 -0.0132259 -0.0144444 0.00512265 -0.00397033 35.0827 0.182625
422 1.22 0.0118 0.05 0.0117964 0.00821197 0.00270221 0.0108107 -1.26331 0.182649
422 1.22 0.0118 0.05 -0.0153009 -0.0165627 0.00472808 -0.0048146 39.6639 0.182626
422 1.22 0.0118 0.05 -0.012303 -0.0156487 0.00812092 -5.82246e-005 46.471 0.182624
422 1.22 0.0118 0.05 -0.0139586 -0.0154712 0.00306846 -0.00527008 38.3973 0.182626
422 1.22 0.0118 0.05 0.0121507 0.018413 -0.00981913 -0.00318201 -61.448 0.182625
422 1.22 0.0118 0.05 0.0121135 0.0100695 -0.000647662 0.00821297 -10.9476 0.182627
422 1.22 0.0118 0.05 0.0118494 0.0128261 -0.00171287 0.00574819 -28.9922 0.182638
422 1.22 0.0118 0.05 -0.0129625 -0.0117999 0.0017932 -0.00704096 19.9163 0.182629
422 1.22 0.0118 0.05 -0.0128626 -0.0182595 0.0103154 0.00308117 60.7752 0.182624
422 1.22 0.0118 0.05 0.013823 0.0190037 -0.00827849 -0.000518766 -57.8687 0.182627
422 1.22 0.0118 0.05 -0.0117683 -0.0174081 0.00930485 0.00428784 60.0406 0.182627
422 1.22 0.0118 0.05 -0.0122257 -0.0177873 0.0105069 0.00375267 60.339 0.18263
422 1.22 0.0118 0.05 -0.014148 -0.0141494 0.00110024 -0.00814281 29.3593 0.182644
422 1.22 0.0118 0.05 0.0120739 0.0133115 -0.00517839 0.00395377 -31.041 0.182625
422 1.22 0.0118 0.05 -0.0153373 -0.0154826 0.0022877 -0.00751643 32.9887 0.182627
422 1.22 0.0118 0.05 -0.0150682 -0.0203488 0.00992225 0.00175803 64.2067 0.182651
422 1.22 0.0118 0.05 0.0121502 0.0103058 -0.000852357 0.00773729 -12.1315 0.182626
422 1.22 0.0118 0.05 0.0134098 0.0142891 -0.00405047 0.00494155 -31.252 0.18263
422 1.22 0.0118 0.05 0.0132057 0.00997885 0.00372958 0.013242 -5.82499 0.182627
422 1.22 0.0118 0.05 -0.0134144 -0.0101954 -0.00243635 -0.0117467 7.96926 0.182625
422 1.22 0.0118 0.05 -0.015182 -0.0156057 0.00265988 -0.00687491 34.4278 0.182629
422 1.22 0.0118 0.05 -0.0122839 -0.0131185 0.00476146 -0.0041538 30.7763 0.182633
422 1.22 0.0118 0.05 0.0128619 0.00997952 0.00255929 0.011688 -6.97681 0.182626
422 1.22 0.0118 0.05 0.0150339 0.016408 -0.00276088 0.0069174 -37.1697 0.182623
422 1.22 0.0118 0.05 -0.013991 -0.0184241 0.00896869 0.00095373 57.1618 0.182625
422 1.22 0.0118 0.05 0.0128342 0.0114448 0.00147575 0.0103403 -16.3249 0.182626
422 1.22 0.0118 0.05 -0.0145697 -0.0192244 0.00906789 0.000751482 59.4166 0.182632
422 1.22 0.0118 0.05 -0.0135249 -0.0121914 0.00140429 -0.00783483 19.8562 0.182631
422 1.22 0.0118 0.05 -0.0120203 -0.0142618 0.00371517 -0.0028986 38.8669 0.182626
422 1.22 0.0118 0.05 -0.0147164 -0.0186079 0.00752324 -0.000752769 55.0277 0.182626
422 1.22 0.0118 0.05 0.0150277 0.0139086 -0.00050855 0.00973537 -22.2868 0.182644
422 1.22 0.0118 0.05 0.0142916 0.0162598 -0.0039616 0.00506139 -39.7719 0.182632
422 1.22 0.0118 0.05 0.0138677 0.0173403 -0.00741961 0.0018204 -47.9798 0.182628
422 1.22 0.0118 0.05 0.012352 0.0151203 -0.00689009 0.00140068 -40.7515 0.182626
422 1.22 0.0118 0.05 -0.016381 -0.0181055 0.004213 -0.00556954 45.2576 0.182625
422 1.22 0.0118 0.05 -0.0121395 -0.00869656 -0.00170243 -0.00983044 4.17058 0.182629
422 1.22 0.0118 0.05 -0.0174089 -0.0208926 0.00777909 -0.00236119 58.2764 0.182628
422 1.22 0.0118 0.05 -0.0152462 -0.0144261 0.000565052 -0.00957124 26.5647 0.182628
422 1.22 0.0118 0.05 0.0121424 0.018782 -0.0107248 -0.00388187 -63.5295 0.182625
422 1.22 0.0118 0.05 -0.0126826 -0.00986159 -0.000851806 -0.00975026 8.95099 0.182624
422 1.22 0.0118 0.05 0.0123291 0.0129025 -0.00414408 0.00498646 -27.2485 0.182632
422 1.22 0.0118 0.05 0.0117872 0.00798266 0.00499331 0.0140147 0.92381 0.182623
422 1.22 0.0118 0.05 0.0134518 0.0137812 -0.00331858 0.00566283 -27.9673 0.182626
422 1.22 0.0118 0.05 0.0128776 0.0167517 -0.00790473 0.000566237 -48.6707 0.182642
422 1.22 0.0118 0.05 0.0147359 0.0143628 -0.000927929 0.00891168 -26.0429 0.182625
422 1.22 0.0118 0.05 0.0150693 0.0143497 -0.00115536 0.00903871 -24.8443 0.182629
422 1.22 0.0118 0.05 0.0139424 0.0169565 -0.00530967 0.00304954 -45.4246 0.18263
422 1.22 0.0118 0.05 -0.0124247 -0.0129989 0.00461976 -0.00464822 29.4525 0.182625
422 1.22 0.0118 0.05 -0.0160261 -0.0170985 0.00287299 -0.00683753 40.3548 0.182624
422 1.22 0.0118 0.05 -0.0165236 -0.017663 0.0040809 -0.0062016 41.5412 0.182625
422 1.22 0.0118 0.05 -0.0119576 -0.0184151 0.0109245 0.00609556 65.5346 0.182624
422 1.22 0.0118 0.05 0.0121256 0.0121048 -0.00347177 0.00521299 -23.3716 0.182633
422 1.22 0.0118 0.05 0.0127595 0.0191402 -0.0102486 -0.00295661 -63.3612 0.182627
422 1.22 0.0118 0.05 -0.0136149 -0.0116261 -5.14696e-005 -0.00940856 16.2977 0.182626
422 1.22 0.0118 0.05 0.0125892 0.0187521 -0.00950552 -0.00292561 -61.3598 0.182625
422 1.22 0.0118 0.05 0.0138721 0.0176862 -0.00740233 0.00157052 -49.9856 0.182626
422 1.22 0.0118 0.05 0.0135175 0.0138511 -0.0034291 0.00680058 -28.0356 0.182625
422 1.22 0.0118 0.05 0.0131141 0.0141291 -0.00194683 0.00635147 -31.6926 0.182628
422 1.22 0.0118 0.05 0.0145438 0.0153863 -0.00216849 0.00715652 -33.5041 0.182632
422 1.22 0.0118 0.05 -0.0118497 -0.00867302 -0.00122948 -0.0101484 4.90826 0.182628
422 1.22 0.0118 0.05 -0.0143879 -0.0199406 0.00975701 0.0026614 64.877 0.182627
422 1.22 0.0118 0.05 -0.0153134 -0.0163809 0.00412191 -0.00561338 38.4303 0.182652
422 1.22 0.0118 0.05 -0.0131287 -0.018659 0.00934703 0.00339885 62.1778 0.182628
422 1.22 0.0118 0.05 -0.0172573 -0.0170983 0.00160133 -0.00952985 35.3583 0.182627
422 1.22 0.0118 0.05 -0.0175312 -0.0191186 0.00414819 -0.00639324 46.6191 0.182633
422 1.22 0.0118 0.05 0.0122048 0.0160717 -0.00807134 -2.9196e-005 -47.0094 0.182625
422 1.22 0.0118 0.05 -0.0145787 -0.0147103 0.00329609 -0.00633548 31.1293 0.182644
422 1.22 0.0118 0.05 -0.0151035 -0.0164743 0.00431726 -0.00518883 39.5688 0.182654
422 1.22 0.0118 0.05 -0.0165969 -0.0210619 0.00879785 -0.000400797 62.9497 0.182624
422 1.22 0.0118 0.05 -0.0162465 -0.0212092 0.0089 0.00061043 65.0524 0.182642
422 1.22 0.0118 0.05 -0.0165593 -0.018554 0.00482604 -0.00487396 46.9421 0.182627
422 1.22 0.0118 0.05 0.0120609 0.00942608 0.000353663 0.00889362 -7.33082 0.182629
422 1.22 0.0118 0.05 -0.0145379 -0.0139386 0.00223719 -0.00747321 26.6212 0.182624
422 1.22 0.0118 0.05 -0.012365 -0.0120464 -2.33233e-005 -0.00815543 23.7944 0.182641
422 1.22 0.0118 0.05 -0.0122682 -0.0187908 0.0115378 0.00521871 66.8431 0.182623
422 1.22 0.0118 0.05 -0.0142534 -0.0144716 0.00322387 -0.00629649 31.2602 0.182629
422 1.22 0.0118 0.05 -0.0120203 -0.00902257 -0.000666846 -0.00945014 6.39296 0.182624
422 1.22 0.0118 0.05 0.0153667 0.0179163 -0.00507297 0.00452486 -45.1663 0.182625
422 1.22 0.0118 0.05 -0.0144059 -0.0162838 0.0058853 -0.00332528 41.9487 0.182627
422 1.22 0.0118 0.05 -0.0156776 -0.0158613 0.00308038 -0.00702267 34.1143 0.182626
422 1.22 0.0118 0.05 -0.0141818 -0.0183625 0.00738777 -0.000181762 55.59 0.182648
422 1.22 0.0118 0.05 0.0119845 0.0162419 -0.00774535 6.43815e-005 -49.0101 0.182628
422 1.22 0.0118 0.05 -0.0167771 -0.0196837 0.00642783 -0.00323978 53.512 0.182625
422 1.22 0.0118 0.05 -0.0126106 -0.0112807 0.00170902 -0.00733409 17.9672 0.182631
422 1.22 0.0118 0.05 -0.0140618 -0.0142059 0.0013289 -0.00760008 30.1719 0.182627
422 1.22 0.0118 0.05 -0.0130193 -0.0111692 0.00092687 -0.00818624 15.3994 0.182632
422 1.22 0.0118 0.05 -0.0128444 -0.0154481 0.00530261 -0.00405927 43.0508 0.182634
422 1.22 0.0118 0.05 0.0122897 0.013567 -0.00433683 0.00596166 -31.6767 0.182629
422 1.22 0.0118 0.05 -0.0129373 -0.0118634 0.00175524 -0.00907392 20.5474 0.182624
422 1.22 0.0118 0.05 -0.0136634 -0.0149823 0.00426707 -0.00633879 36.7883 0.182623
422 1.22 0.0118 0.05 -0.0127029 -0.0127208 0.00288702 -0.00736363 26.6299 0.182628
422 1.22 0.0118 0.05 0.0130022 0.0154809 -0.00522638 0.00500783 -40.1198 0.182626
422 1.22 0.0118 0.05 0.012567 0.0150799 -0.00495061 0.00473686 -39.3309 0.182622
422 1.22 0.0118 0.05 -0.0120977 -0.0135931 0.00486265 -0.0050575 34.8502 0.182624
