# X[mm] xp[rad] Y[mm] yp[rad]
1.9674259495e+00 -1.6331192257e+01 -7.6894027875e-01 8.1281553676e+00
-2.5652961438e+00 4.6838500777e+01 2.1275140758e-01 -4.5217622395e+00
4.3610024023e+00 -4.5542898457e+01 -4.9685134314e+00 8.1337172872e+01
2.8522747816e+00 -9.7000709378e+01 -1.8581845450e+00 7.9632596585e+01
-3.1720140353e+00 7.4674658970e+01 2.0080086379e+00 -6.1374459898e+01
-2.6192968336e+00 8.6713200740e+01 1.7744254208e+00 -8.4748000559e+01
1.8584679174e+00 -4.3584208787e+01 -3.0300186153e-01 2.1557424798e+01
-2.9585347577e+00 6.3701239860e+01 1.6763730965e+00 -4.4504869918e+01
-6.8949171354e-01 -3.0156335282e+00 4.5872711755e-03 9.8407777128e+00
-2.6941904713e+00 4.3293364079e+01 1.8563082804e-01 -1.1896184128e+01
4.1400973830e+00 -6.6490222647e+01 -2.5017676705e+00 5.7622222393e+01
-2.6414633615e+00 5.1024099653e+01 1.4583345067e+00 -7.3200751592e+01
-2.2409274775e-01 2.2801445699e+01 -8.2299750090e-01 7.3507995192e+00
-2.6327315974e+00 3.6340018621e+01 1.0543533520e+00 -3.0560371737e+01
-1.2113373526e+00 2.6941955931e+01 5.5445364954e-01 -1.3318816405e+01
2.5373951874e+00 -8.9126616929e+01 -1.5864476030e+00 6.4434242923e+01
2.3196238711e+00 -7.2019982189e+01 -1.4563050104e+00 5.7686545942e+01
8.3467079690e-02 5.0347156988e+00 6.6900815282e-01 -1.7686977127e+01
5.7339559866e-01 -4.7675737821e+01 -2.2841594947e-02 1.2914131400e+01
4.6318908380e-01 -2.0518282874e+01 1.1171033174e+00 -1.3299402728e+01
-1.2900296012e+00 2.7729635160e+00 1.3777895562e+00 -3.4478110839e+01
3.9793771026e+00 -4.7168306446e+01 -2.0555430621e+00 3.6942000946e+01
-3.0859610138e+00 6.2538344401e+01 1.5074939153e+00 -5.4095591021e+01
3.2954934527e+00 -4.0323151363e+01 -1.2640523380e+00 1.7748495240e+01
-1.8209486966e+00 4.4359512881e+01 1.1272354052e+00 -2.6695451822e+01
-3.1399138890e+00 6.0502331471e+01 1.4435867418e+00 -4.4131298484e+01
-8.2776671031e-01 5.0565761186e+00 1.0390322494e+00 -2.2500274182e+01
4.0196837888e+00 -7.0692392446e+01 -3.7396215074e+00 8.3742047706e+01
4.4092931085e+00 -6.2040661584e+01 -1.7829180329e+00 3.5045505553e+01
-3.0002901102e+00 6.6034287268e+01 1.8761880302e+00 -5.1792904025e+01
-2.1934313396e+00 5.4076569998e+01 2.7031317118e-01 -1.1162213214e+01
-3.7335994215e-01 4.8381134459e-01 -5.0245301066e-01 2.0238127736e+01
1.2051679902e+00 -5.9567546125e+00 -2.0576519897e+00 3.1466391798e+01
2.3864148299e+00 -4.6827037875e+01 7.0105737962e-01 -8.5305511615e+00
-2.9350296475e+00 5.0548435936e+01 8.7082755825e-01 -2.7193343771e+01
3.2104496985e+00 -5.4324170666e+01 -1.4027107549e+00 3.7707538034e+01
6.4689736537e-01 -5.5415325320e+00 -9.4062654638e-01 1.5690788993e+01
2.5905541962e+00 -2.2877960217e+01 -1.4016540148e+00 1.9344427875e+01
-7.7198928787e-01 -2.0955179115e+01 6.6587022837e-01 -7.8154548607e+00
3.9534399453e+00 -3.9398897148e+01 -3.3211437650e+00 5.2754014820e+01
2.0403256454e+00 -4.6959300597e+01 -4.4603146983e-01 2.4504766300e+01
8.4043860242e-01 -2.1779417134e+00 1.1770132350e-01 -7.1842007242e+00
2.4086801051e+00 -9.2295464132e+01 -1.4691733694e+00 6.5672648723e+01
3.0269730398e+00 -9.1800289574e+01 -2.0330938904e+00 8.0447177054e+01
3.7549037025e-01 -2.4190528112e+01 -6.5208245875e-01 2.5842488399e+01
-1.7770136077e+00 1.8170546894e+01 6.5738099414e-01 -1.1078188224e+01
-2.8728200853e+00 5.6347537604e+01 1.3545754377e+00 -3.6929499317e+01
3.2141207721e+00 -6.5966412225e+01 -1.4020642831e+00 4.4303096653e+01
3.5733787931e+00 -3.7134995043e+01 -3.0235750212e+00 5.1538513240e+01
4.1279345376e+00 -4.9571519519e+01 -2.6720040913e+00 4.9144010593e+01
3.3580987578e+00 -5.1294467409e+01 -3.2674847863e+00 6.4182445173e+01
-1.8687869650e+00 1.5004476557e+01 6.7472148687e-01 -1.3857314347e+01
-2.7563937546e+00 7.2359731815e+01 1.9405532760e+00 -6.0680224957e+01
7.6859202612e-01 3.9151387413e+00 -1.9692788312e+00 2.8168690303e+01
2.8653708973e+00 -5.6168760300e+01 -6.6981819624e-01 2.6250877967e+01
-2.5751369158e+00 9.2113089464e+01 1.4872587657e+00 -9.6916287046e+01
-4.5721213562e-02 -1.2218937834e+01 -4.3137122454e-01 2.0527924436e+01
-2.7783581071e+00 4.2346747742e+01 7.8683405001e-01 -2.3488247866e+01
-1.3547304046e-02 -1.4874314583e+01 -3.4952578277e-01 1.9237070932e+01
-2.9453916449e+00 1.0249774271e+02 1.9451872861e+00 -8.6022776373e+01
5.6348536105e-02 2.3060162090e+00 -2.1844007475e+00 2.5147808152e+01
3.9802051605e+00 -5.3565415479e+01 -2.4968234617e+00 5.0728479963e+01
3.6043265910e+00 -4.4778648125e+01 -1.2244042917e+00 2.2820472679e+01
-2.0372333909e-01 -3.3530062988e+01 5.5043350375e-01 -4.0925933198e+00
-1.9266651016e+00 3.2775060125e+01 4.8296100228e-01 -1.7583901666e+01
-2.4195269632e+00 6.3664721215e+01 1.4486787084e+00 -8.7522772421e+01
-2.8023209309e-01 -2.0026278633e+01 6.4923087689e-01 -9.4826467664e+00
1.3057896450e+00 -5.8792062432e+00 -5.8211246522e-01 4.2009647353e+00
1.1077598362e+00 -4.4785795543e+01 -7.2275106979e-01 3.2524300533e+01
2.1334771338e+00 -7.2413726435e+00 -4.1811424911e+00 5.7888167071e+01
-3.2374444696e+00 7.1000903118e+01 1.7330854453e+00 -5.7432438193e+01
-2.7919620799e-01 -4.0929964176e+00 4.2193988704e-01 2.5101657711e+00
-2.4885427237e+00 7.7761201562e+01 1.6387267143e+00 -8.8945993921e+01
-2.2729870019e+00 2.5572649726e+01 9.8943482874e-01 -2.5403307841e+01
2.8275520085e+00 -2.7778457703e+01 -1.0783688850e+00 1.5590851048e+01
-1.3983201735e+00 1.6575057487e+01 1.5852187565e-01 3.4055846195e+00
3.3881970148e+00 -4.6673498690e+01 -1.5184967836e+00 3.4015424310e+01
-2.9672260337e+00 5.9977586906e+01 1.5980676341e+00 -4.4085609869e+01
-2.9743435815e+00 8.8838275743e+01 1.8715421730e+00 -8.4065693953e+01
-1.6002886755e-01 -3.8120586902e+01 5.0260895068e-01 -1.5933682656e+00
1.2238866459e-01 2.9664925083e+00 -3.3702627843e+00 4.1434408487e+01
-1.1084533373e+00 2.9764253478e+01 -6.7199045708e-02 -2.6189159040e+00
-3.2145093493e-01 -1.2763318980e+01 -3.2711757622e-02 1.1738783134e+01
3.3507661483e+00 -6.4117184334e+01 -1.3870119568e+00 4.1493167900e+01
-3.1895925093e+00 7.5900210601e+01 1.6966356332e+00 -6.3966403651e+01
-2.4623651996e+00 5.8105810416e+01 1.8310111374e+00 -5.2833971833e+01
-2.9888974493e+00 9.3590565259e+01 2.0376609729e+00 -7.4757084525e+01
1.3014705082e+00 4.5135018909e+00 -3.1201093966e+00 4.0992467287e+01
2.1451197444e+00 -5.9814209124e+01 -1.2204275274e+00 3.7026729592e+01
1.5424101918e+00 -5.7786387181e+00 -1.2449925307e+00 1.4055362574e+01
3.5597408093e+00 -6.4454904977e+01 -1.5653299028e+00 4.3822738241e+01
3.7854197897e+00 -9.2510352611e+01 -2.7058906051e+00 8.9069287405e+01
-2.5449562291e+00 3.4853343492e+01 1.2033252049e+00 -3.5831000789e+01
1.7708914049e+00 -3.5949797218e+01 4.8269892604e-01 2.3885981282e-01
-9.5598061624e-01 -9.7409980082e+00 4.4916672152e-01 -2.5718509200e+00
4.2161042513e+00 -4.2621592645e+01 -4.9259292190e+00 7.9891211150e+01
-1.2609496168e+00 -7.2560044187e+00 1.1384634646e+00 -2.5740370142e+01
-2.9725792566e+00 5.3339493282e+01 8.0836325919e-01 -2.5920670635e+01
1.9781640446e+00 -4.7321775333e+01 -3.6519492425e-01 2.3475460066e+01
2.0706248129e+00 -9.3101190317e+01 -1.1552169420e+00 6.1197482714e+01
3.8341067316e+00 -5.0256053411e+01 -1.5247937029e+00 3.0107440700e+01
7.9802861544e-01 3.8361031634e+00 -6.4180694909e-01 5.0696318893e+00
-1.0127649208e+00 2.6259182832e+00 2.1945461586e-01 3.4719321528e+00
2.6755795407e+00 -6.0691216112e+01 -1.1396301495e+00 4.1368671009e+01
-1.6781573999e+00 1.1513162592e+01 6.2994816243e-01 -1.0724648100e+01
-2.8773663834e-01 -1.2210360713e+01 -9.8444480991e-02 1.3302797880e+01
7.5330228254e-01 -4.2273577755e+00 2.5752027199e-01 -9.9531330114e+00
-1.9708438010e+00 3.0138550943e+01 -1.1107009713e+00 1.1049794134e+01
2.0246897191e+00 -7.6910879695e+00 -2.9395954232e+00 4.0571973644e+01
-7.3288359435e-01 2.2422884024e+01 -3.1991570639e-01 2.2015896249e+00
3.8976419143e+00 -4.5586798020e+01 -2.1488648572e+00 3.9511680459e+01
-2.5849611733e+00 3.4389590188e+01 1.1517421825e+00 -3.4259287764e+01
-2.9198294671e+00 4.9896419466e+01 1.1466559511e+00 -3.5377578840e+01
9.5473875963e-01 -3.0414490492e+01 6.7239222254e-01 -9.0765471139e-01
2.2245724617e+00 -7.1879313634e+01 -1.3672189794e+00 5.6254401478e+01
3.7805129607e+00 -4.8417525755e+01 -1.4211643333e+00 2.7752853586e+01
-2.1069714083e+00 3.4459324693e+01 3.1233713131e-01 -3.5775062909e+00
-7.0696752021e-01 2.2647542356e+01 7.8058457657e-01 -1.9524252938e+01
7.9729870530e-01 -4.5709866097e+01 -3.2200462389e-02 1.1188166312e+01
-2.9987365567e+00 5.1728944376e+01 1.2170580286e+00 -3.8532096376e+01
-3.9429055923e-01 -1.4264415491e+00 6.5814354747e-01 -1.2614557246e+01
2.0647978918e+00 -4.5199136593e+01 -2.8496590874e-01 2.0038354487e+01
3.6545404249e+00 -4.1426242129e+01 -2.0113130774e+00 3.6752114692e+01
-2.8114820973e+00 7.9537135935e+01 1.5606998817e+00 -8.4210302386e+01
-3.1258977734e+00 7.5032832329e+01 1.9247264653e+00 -6.5406704071e+01
-3.0917935594e+00 7.8207527809e+01 1.9207655664e+00 -5.1527784756e+01
-3.1130692293e+00 9.9696905998e+01 2.0584757378e+00 -7.4680801247e+01
-1.2184316240e-01 2.3027225744e+01 -1.5736961389e+00 1.8021569796e+01
4.4159460282e-01 -4.6874853062e+01 -1.1677185589e-01 1.7992083683e+01
4.1465105707e+00 -8.4320277513e+01 -3.0482621529e+00 8.5537121741e+01
-2.8220838708e+00 4.8292781916e+01 5.7204485861e-01 -2.0381161818e+01
-2.6133788472e+00 3.6994295504e+01 1.1569268910e+00 -3.4604563956e+01
-2.3947308024e+00 3.8666385721e+01 5.1227564998e-01 -1.0696033328e+01
3.2603222164e+00 -2.9609393851e+01 -2.4820759749e+00 3.7864425479e+01
-2.0567396821e+00 2.1363700188e+01 7.2842108215e-01 -1.6073633407e+01
-2.2384769222e+00 5.0124074265e+01 1.4753506157e+00 -3.5649317674e+01
-1.3127763815e+00 1.0647343079e+01 3.2703810559e-01 2.1499236797e-01
2.8144522681e+00 -8.7135233496e+01 -1.7927789108e+00 6.4017292740e+01
-1.4867401406e+00 2.8355657513e+01 2.3851039930e-02 -9.4972576910e+00
-3.2579763014e+00 9.7684787005e+01 2.1017576972e+00 -7.1766649373e+01
3.5734159507e+00 -6.1984536758e+01 -1.8560327378e+00 4.8451205464e+01
-5.1131533133e-01 2.7589352342e+01 -1.3220103532e+00 1.4836575982e+01
-2.6987372090e+00 4.3433025534e+01 3.9956493875e-01 -1.2169213254e+01
1.1073417255e+00 -2.9106236186e+00 -2.2153019490e+00 3.2931234720e+01
3.2664892860e+00 -1.0315910893e+02 -2.3742120082e+00 9.5082004834e+01
4.1421496391e+00 -4.6599034103e+01 -3.6121167781e+00 6.2284187646e+01
-3.2143022467e+00 8.1802952541e+01 1.7685608765e+00 -4.7525941633e+01
2.9559714720e+00 -8.7540750111e+01 -1.9674630999e+00 6.7488654265e+01
-1.7034482732e+00 -1.3089413860e+00 1.3382944548e+00 -3.6368118992e+01
-2.8187012002e+00 8.8785648014e+01 1.6249056163e+00 -8.9091624035e+01
1.4258750197e+00 -4.9207305531e+01 -4.8243481655e-01 3.0693659620e+01
-3.2490649704e+00 6.7076812422e+01 1.5264421451e+00 -5.0066725117e+01
-1.0763215877e+00 3.0240851045e+01 5.9002183584e-01 -1.6551173677e+01
5.6928998545e-01 1.3235160336e+01 -1.9723860334e+00 2.4163653295e+01
1.0551057995e-01 -3.3918599661e+01 4.3503332205e-01 -1.7464046887e+00
6.0048475689e-01 -7.7092733696e-01 4.0909923581e-01 -1.2225108143e+01
-2.6676542664e+00 4.5471547614e+01 2.4717065000e-01 -6.8270853215e+00
-2.8935620315e+00 5.1727692099e+01 1.4261691169e+00 -4.7388177620e+01
-2.0722324958e+00 4.9164293427e+01 6.4460095361e-01 -1.7215240120e+01
-1.3023077411e+00 3.8443938416e+01 -4.2095749140e-01 1.1495819679e+00
-1.3516823086e+00 7.5785336010e+00 8.7469779889e-01 -1.5914871875e+01
-2.6468065981e+00 1.0093302932e+02 1.7048329725e+00 -9.4852418491e+01
-2.4634726059e+00 3.7682068102e+01 -2.6698901454e-02 -7.1000252531e+00
-3.2998433511e+00 7.4326244873e+01 1.7236494101e+00 -5.7329599248e+01
3.0832765289e+00 -2.2151374284e+01 -4.5329716849e+00 6.6101330416e+01
-2.2046596776e+00 2.8713830661e+01 5.5405996855e-01 -1.1855167554e+01
-2.7733166693e+00 4.3670527819e+01 1.0724695900e+00 -3.2512169629e+01
-2.0721533417e-01 1.0053026148e+01 -1.9869358995e+00 2.0499063780e+01
-2.3144598502e+00 5.1122348272e+01 1.6766193698e+00 -4.0603524611e+01
2.6153574525e+00 -9.1674179733e+01 -1.6827242492e+00 6.9763917840e+01
2.1738640993e+00 -3.0104968681e+01 1.0260100548e-01 4.2010196802e+00
2.2334019018e+00 -7.2451921230e+01 -1.2048171155e+00 4.3554461042e+01
-2.6767979955e+00 4.4515792506e+01 1.5349102878e+00 -5.6434773521e+01
4.0763071658e+00 -8.2414893908e+01 -2.7548579738e+00 7.7796183240e+01
7.2938396126e-01 9.7773623163e+00 -2.5731394119e+00 3.4183091260e+01
-2.4920056996e+00 5.2502166694e+01 1.5673398937e+00 -7.7403485724e+01
-7.3427417532e-02 -3.4201355316e+01 1.0416706455e-01 9.4248546825e+00
2.6092005342e+00 -8.4197721734e+01 -1.7603920656e+00 6.9365536302e+01
7.1234137709e-01 -2.5741556584e+01 1.3221222903e+00 -1.9650836815e+01
-9.2975784340e-01 1.7050987146e+01 -4.6671930364e-01 -1.0823823044e+00
-1.7384434830e+00 4.5635306295e+01 6.2276583596e-02 -6.6940207826e+00
-2.0596615889e-01 9.4854237428e+00 -1.5360707994e+00 1.4245102496e+01
-2.8004268056e+00 4.5570931198e+01 1.2440236363e+00 -3.8515209028e+01
-3.1261100305e+00 5.6295627197e+01 9.2982833482e-01 -2.9198197935e+01
2.7142095570e+00 -5.5268530148e+01 -6.2177643997e-01 2.6281609764e+01
-3.0807787272e+00 9.2170170774e+01 2.0149336148e+00 -7.0903652650e+01
-2.7476639879e+00 4.0198136687e+01 1.1706061079e+00 -3.5958818649e+01
-2.0423880675e+00 4.9193640255e+01 9.2788077977e-01 -2.3258275357e+01
1.0051809306e+00 -6.0521467531e+01 -3.3298241308e-01 2.4661928202e+01
2.1037668068e+00 -6.6803308861e+01 -1.1499520835e+00 4.9339851156e+01
2.6546225732e+00 -5.6912734488e+01 -1.0494390748e+00 3.7815702616e+01
-2.8500179577e+00 4.8003127572e+01 1.0297408221e+00 -3.1202346362e+01
-2.4917065681e+00 3.9134662386e+01 -1.1531409929e-02 -8.1958896894e+00
3.4012297347e+00 -4.9831699538e+01 -1.6199145819e+00 3.7691124538e+01
3.4797905374e+00 -4.3906825888e+01 -1.2051266733e+00 1.8310960465e+01
3.4510366389e+00 -3.6669133783e+01 -1.8152638122e+00 2.9641433617e+01
-1.3304733758e+00 -4.6994895278e+00 1.2148752013e+00 -2.8496862791e+01
3.3429211455e+00 -5.7100896591e+01 -3.0143866157e+00 6.3170253992e+01
1.1951231881e+00 -5.7661394250e+01 -3.9231067557e-01 2.2877724507e+01
9.1389196989e-01 3.4260875167e+00 -7.2531019172e-01 6.7063728144e+00
3.9367628193e-01 -5.0355906417e+01 5.9682602979e-02 1.3447215876e+01
-2.9703116458e+00 8.9223870039e+01 1.9253946960e+00 -8.3153576237e+01
2.1949638944e+00 -1.7101229148e+01 -9.4393263718e-01 1.2795039753e+01
3.4049659878e+00 -4.6878481391e+01 -5.7909745798e-01 1.1898245927e+01
1.8965331285e+00 -5.5394351737e+00 -2.7870433459e+00 3.7755966221e+01
-2.5536380011e+00 4.2685754122e+01 1.5464862978e+00 -6.7845798896e+01
-3.2377378049e+00 6.3505102318e+01 1.3753019035e+00 -4.5055164108e+01
1.8275628049e+00 -6.5916642197e+01 -1.0581561081e+00 4.6092454829e+01
3.6259608632e+00 -8.5963480451e+01 -2.5358266218e+00 8.1912498275e+01
4.2957993407e+00 -7.9879726181e+01 -3.2880363259e+00 8.5345036753e+01
-2.7954296475e+00 6.6794850555e+01 1.1982524122e+00 -3.0020467620e+01
-8.2521422257e-01 -9.2887221850e+00 1.0750742413e+00 -2.2655500129e+01
-2.1463056365e+00 2.2694569442e+01 9.2702421935e-01 -2.2907450038e+01
2.5706202273e+00 -4.4842388712e+01 -3.2335893809e-01 1.6339250053e+01
1.5700282004e+00 -3.5798248003e+00 -1.7701769568e+00 2.2551491839e+01
-3.0293374529e+00 5.3341829133e+01 5.2862689600e-01 -1.7002892587e+01
-2.6137819106e+00 4.8344011364e+01 1.2407272202e+00 -3.4010396920e+01
1.5572481174e+00 -4.1871609397e+01 -7.2162015129e-01 2.1387546410e+01
2.8257942993e+00 -3.6478150694e+01 -7.9671563489e-01 1.9766021377e+01
-1.6190985709e+00 5.1435510684e+00 8.7725487711e-01 -1.8522556936e+01
-2.7718689556e+00 4.6079978046e+01 -6.0464428930e-01 6.6662217201e+00
-3.0504749558e+00 9.5024612025e+01 1.9708863351e+00 -8.3033424684e+01
2.1206261926e+00 -1.4929518519e+01 -1.1715317667e+00 1.4607149245e+01
5.1090868504e-01 -2.9770269728e+01 -4.7071822778e-01 2.3636170736e+01
-1.2229597609e+00 1.9587368471e+01 -2.2501631770e+00 2.7633967604e+01
2.7199866592e+00 -5.0850203070e+01 -6.0517647925e-01 2.3694588037e+01
-2.5300582278e+00 5.3274583413e+01 1.6052797985e+00 -7.4447718306e+01
-2.5004458836e+00 4.2647332306e+01 1.5125113558e+00 -7.3964813929e+01
4.6957386234e+00 -6.5858350817e+01 -4.0925769240e+00 8.2401442086e+01
-1.0513444443e+00 1.7086680331e+01 9.3767700040e-01 -2.0279882444e+01
-3.0019168834e+00 6.1224582079e+01 1.4504095593e+00 -3.9332855390e+01
1.8019458939e+00 -5.0384370793e+01 -5.0145531906e-01 2.9543819972e+01
-1.8855463319e+00 1.9759571636e+01 6.2014417429e-01 -1.0765215071e+01
1.7864821608e+00 -5.8612350978e+01 -1.1524432684e+00 4.7931248094e+01
4.3490891421e+00 -5.9362109434e+01 -3.4892920566e+00 6.9652140851e+01
1.4333535656e+00 -6.6661263334e+01 -6.0728242119e-01 3.1377874607e+01
-2.4239553166e+00 7.5816785854e+01 1.3564395517e+00 -9.4325583918e+01
-7.1595894878e-01 1.6450414722e+01 3.1452849948e-01 -7.6182827347e+00
4.7016103966e+00 -5.9364952683e+01 -3.2188130688e+00 5.9738245233e+01
-2.0157888566e+00 5.0682883306e+01 3.5705477060e-02 -7.0239232833e+00
3.0333895409e+00 -3.3114232194e+01 -9.9699994389e-01 1.6164360926e+01
-2.7847725307e+00 4.3160952530e+01 1.1924590320e+00 -3.7295989629e+01
1.5551386075e+00 -5.2185322773e+01 -9.5174358258e-01 4.1638315624e+01
-2.8767976366e+00 6.7773461197e+01 1.9091506218e+00 -4.9676926767e+01
-2.1190765331e+00 3.4997359688e+01 -6.9046492905e-01 2.3184215837e+00
1.4126142981e+00 -1.0696911252e+01 -2.0561980960e+00 3.2403657148e+01
3.1881089804e+00 -4.3839807044e+01 -6.3096454263e-01 9.6789224781e+00
-1.2521198329e+00 9.6655666259e+00 1.0807016244e-01 4.5502829008e+00
-3.0042082596e+00 7.3832166719e+01 1.5861279459e+00 -4.0896865920e+01
3.1280816973e+00 -4.7524406728e+01 -3.0242866220e+00 5.8995458731e+01
3.0985008935e-01 -1.9105545638e+01 1.9727221752e-01 8.4995524207e+00
1.8059148271e+00 -6.3451870278e+01 -1.0989119200e+00 4.7362623842e+01
4.4131374148e+00 -5.3992573310e+01 -2.5727977315e+00 4.5406805342e+01
-2.4970305730e-01 2.3799659762e+01 -1.2033939261e+00 1.2162008236e+01
-2.7023850183e+00 4.1881698002e+01 8.9011618896e-01 -2.5031361520e+01
2.5637749526e+00 -9.1399712050e+01 -1.6401672265e+00 7.1266362176e+01
-3.1446159199e+00 8.1516024651e+01 1.9974074721e+00 -7.1856246995e+01
-8.6597401909e-01 1.6481211845e+01 -8.7632096275e-01 5.0681501262e+00
2.8841746392e+00 -3.6846512922e+01 -3.1029155727e+00 5.4775499993e+01
3.2193055707e-01 1.3184698881e+01 -7.3249663891e-01 6.3289217118e+00
-7.7146078129e-01 -5.6091508693e+00 1.0552368481e+00 -2.2071323513e+01
2.7845418813e+00 -2.9416197751e+01 -9.8273321328e-01 1.3249065041e+01
-2.0350683731e+00 3.1776656959e+01 3.3672787245e-01 -3.7870252327e+00
-3.0579556885e+00 7.5345216768e+01 1.7407995266e+00 -4.4524102330e+01
2.4052723352e+00 -7.4319088719e+01 -1.3739011753e+00 4.7443175981e+01
3.2136221845e+00 -9.7753029010e+01 -2.2549262106e+00 8.2756212036e+01
-2.4576824237e+00 5.8382152993e+01 1.8374780641e+00 -6.8171415876e+01
-3.1315381655e+00 6.5551783609e+01 1.6938718627e+00 -4.8767500470e+01
2.4644374626e+00 -5.4628917619e+01 -3.8334951334e-01 2.2494052859e+01
-1.6373277630e+00 3.5535596106e+01 9.8613487757e-01 -2.3075575242e+01
-3.0028284247e+00 7.9253319833e+01 1.8874410778e+00 -5.4652747639e+01
3.8242082822e+00 -6.8441704959e+01 -3.5036922731e+00 7.8522707812e+01
-2.2542207761e+00 4.4479775200e+01 2.4014381341e-01 -2.0596559084e+00
4.1604248687e+00 -6.0320266613e+01 -3.0683474175e+00 6.4446911737e+01
-2.6563402346e+00 3.8249394511e+01 9.7790660150e-01 -2.8054468748e+01
1.8490807402e-01 -4.0909177259e+01 2.8941655864e-02 1.3479304383e+01
2.8789908744e+00 -4.3191697908e+01 -5.1421223885e-01 5.8490673541e+00
-1.1367190532e+00 2.6390238526e+00 2.6584347098e-01 9.4159208965e-01
-2.5890209488e+00 5.7280966677e+01 1.5211108897e+00 -7.7760434638e+01
2.3693864873e+00 -5.3856811109e+01 -8.0948943915e-01 3.3493946225e+01
-1.5881339576e+00 3.1782971229e+01 2.6945251050e-01 -1.3540534879e+01
3.0012428916e+00 -3.1910514632e+01 -1.1008432354e+00 1.6824521765e+01
-2.2470613462e+00 2.2939243488e+01 1.5453152696e+00 -5.5770977413e+01
-2.8304808269e+00 4.5991143588e+01 1.0223699844e+00 -3.0643831763e+01
-2.3587122022e+00 5.6868230462e+01 5.0630046733e-01 -1.5608874790e+01
1.9422057493e+00 -1.6367712833e+01 -1.1317029726e+00 1.3782861727e+01
4.0592786081e+00 -4.6183920653e+01 -2.5147761000e+00 4.3988579187e+01
-2.1358208932e+00 2.7381391242e+01 2.3176579836e-01 -1.0298619896e+01
1.9963946921e+00 -6.6269873123e+01 -1.3199698132e+00 5.2113939211e+01
1.9497358879e+00 -1.6399739484e+01 -5.5903158376e-01 5.3730247397e+00
-1.7744073407e+00 2.8003297140e+01 -1.3041598164e+00 1.3150903855e+01
-2.3336934797e+00 4.9642087717e+01 4.8398659053e-01 -7.3288708563e+00
1.8165601233e+00 -5.8565276226e+01 -8.7500125616e-01 4.1702631144e+01
3.4000671077e+00 -4.3408955972e+01 -8.7018542098e-01 1.5997563150e+01
-1.4312429049e+00 7.7977565472e+00 3.6951938808e-01 -2.9582237223e+00
-2.9679113203e+00 7.1138489421e+01 2.0989266962e+00 -5.9745398144e+01
-6.3048624391e-01 -2.7415623733e+01 7.6001767201e-01 -1.0345329024e+01
-2.8684048632e+00 4.9004540201e+01 1.3463297930e+00 -4.4848991775e+01
3.2786249837e+00 -2.9954573359e+01 -2.6195179147e+00 4.0460109213e+01
-2.4885584421e+00 8.0137947833e+01 1.5946473067e+00 -8.9775839946e+01
4.6566829017e+00 -7.7426317808e+01 -3.8418292307e+00 8.9613845157e+01
2.2542689534e+00 -2.0694116892e+01 -3.0400750209e+00 4.8365004606e+01
-1.8813767993e+00 2.5923440699e+01 -6.8007823928e-01 5.6303244155e+00
2.5905360947e+00 -2.2233771038e+01 -1.7152179298e+00 2.2654888468e+01
4.7229778965e-01 -4.6686277372e+01 7.5417869126e-03 1.5730852918e+01
5.1517324368e-01 -3.2122868862e+01 1.8333988032e-01 2.3455100269e+00
-3.0747538182e-01 -3.2824812667e+01 5.8434714050e-01 -4.6978827386e+00
3.8820443610e+00 -3.4756092968e+01 -5.0113625728e+00 7.7568891978e+01
5.1947541758e-01 -2.3648714352e+01 -8.5684470990e-01 3.1125454974e+01
5.3761199088e-01 -2.1007741616e+01 1.4946972725e-01 1.0216131819e+01
-3.1746405555e+00 6.4843549578e+01 1.5696844894e+00 -5.0800890076e+01
2.1783212852e+00 -2.1818268604e+01 -6.8025401413e-01 6.8004980389e+00
4.0583805355e+00 -5.0231627308e+01 -2.0929340605e+00 3.9728904036e+01
-1.1813529556e+00 9.0098156889e-01 4.1070822953e-01 -2.8801163080e+00
1.7099163290e+00 -7.4616130564e+01 -8.5096451595e-01 4.2581071529e+01
2.9814468826e+00 -1.0095041212e+02 -2.0011841502e+00 8.2697779848e+01
-2.7098373849e+00 5.1535934378e+01 1.2500833392e+00 -3.4094817621e+01
-2.4130139110e+00 5.2641069043e+01 1.7556732101e+00 -6.9985364134e+01
5.3517741871e-01 -2.3369539428e+01 2.1100876790e-01 1.0791187827e+01
2.9108491305e+00 -3.8917163770e+01 -3.6453167799e-01 5.0971982682e+00
-2.4983495526e+00 6.4431990164e+01 1.3222866653e+00 -8.8414747990e+01
1.0559454705e+00 -4.9149189862e+00 -1.8811105951e+00 2.8977879165e+01
-5.8171994093e-01 4.5868512778e+00 6.8381850768e-01 -3.8342858703e+00
-2.6483324782e+00 4.4381072067e+01 -2.3641797079e-01 -5.3012240242e+00
4.2567288926e+00 -5.5457710206e+01 -3.0506052071e+00 5.8743438284e+01
-2.2635677143e+00 5.0448792675e+01 1.4966459198e+00 -3.6132465189e+01
2.6099809523e+00 -2.6867154361e+01 -3.4476109005e+00 5.6353783034e+01
1.1286656219e+00 -3.7528037907e+01 -5.8657550290e-01 3.0273419516e+01
3.8108178933e+00 -6.8283232507e+01 -3.4008589580e+00 7.6108418212e+01
-3.1656764372e+00 8.9842175750e+01 1.9887870256e+00 -6.2424612783e+01
-2.7295787826e+00 4.4911839613e+01 9.4586683789e-02 -7.3517733602e+00
1.6380564232e-01 -1.8616241623e+01 -5.4283982225e-01 2.3344008342e+01
