# X[mm] xp[rad] Y[mm] yp[rad]
2.2560749315e+00 -1.7745141578e+01 -1.2584561924e+00 1.6417676079e+01
-2.7836185643e+00 4.2511114865e+01 1.2083735424e+00 -3.8228237789e+01
2.8933910099e+00 -2.5127699050e+01 -1.9971460066e+00 3.0599773932e+01
-2.8891270143e+00 5.9854337200e+01 1.5748901464e+00 -4.1459342300e+01
3.0641777611e+00 -3.7029555619e+01 -7.6845522899e-01 1.1898501749e+01
-2.2677137937e+00 2.7675316553e+01 7.1346561847e-01 -1.7087174827e+01
3.8718359121e+00 -9.4139496772e+01 -3.2032715697e+00 9.6556149070e+01
1.4489303399e-01 -3.4004441405e+01 -4.0111584048e-02 1.4499508403e+01
-2.5258965438e+00 3.5512871672e+01 9.8548839130e-01 -2.7148237889e+01
4.2751606047e+00 -5.7865974541e+01 -2.8743710798e+00 5.7367096207e+01
-2.9017459237e+00 9.0431125039e+01 1.8350154818e+00 -8.6896505675e+01
1.3244115040e+00 -3.1798537151e+01 9.4038372898e-01 -1.0254981462e+01
6.0841481348e-01 -1.9949698997e+01 9.0287280665e-01 -7.9328484399e+00
-1.4158449786e+00 9.8940740664e+00 1.9265119527e-01 1.1442136082e+00
-3.1072376989e+00 9.0849874669e+01 2.1389724330e+00 -7.5861606137e+01
1.0134626828e+00 -5.2292335564e+01 -1.7903057460e-01 1.5879400145e+01
-1.6703973358e+00 1.6854186121e+01 6.7659161569e-01 -1.1669887888e+01
-2.6582847374e+00 6.4262143060e+01 1.6841501238e+00 -4.5146821849e+01
-2.4599655761e+00 3.6131551786e+01 7.4135833736e-01 -1.7796363813e+01
-3.1144650160e+00 6.7692214649e+01 1.7501990145e+00 -4.7462919726e+01
1.8071081495e+00 -4.9721520047e+01 -5.3418540907e-01 3.0201800027e+01
-6.3101997466e-01 2.6279838669e+01 -3.3438929739e-02 -5.1436978080e+00
-1.8331631922e+00 1.3263822620e+01 1.5408422492e+00 -4.5602724650e+01
3.3335225109e+00 -4.8930999801e+01 -4.3526048889e-01 8.0407485636e+00
-1.1874036014e+00 7.3105951231e+00 2.3281950858e-01 2.3687974728e+00
-2.2276760170e+00 2.1726386129e+01 1.4845910280e+00 -4.8347782014e+01
-3.2104240899e+00 6.7513290603e+01 1.6744750332e+00 -5.1584507634e+01
-2.2390483559e-01 -1.5568713728e+01 3.2456255810e-01 3.5973477125e+00
3.0442348672e+00 -8.8111308738e+01 -1.9960356483e+00 7.5363590901e+01
-3.1499852167e+00 9.3270466216e+01 2.0960269304e+00 -7.7205732566e+01
-1.7850195114e+00 3.9853852776e+01 1.1003729114e+00 -2.5971399299e+01
1.0531645266e+00 -1.7942790550e+01 1.2763280007e+00 -2.0302009434e+01
-3.5293451272e-01 -5.9051253005e+00 -4.1362994917e-01 1.8648334910e+01
-2.9723560319e+00 7.9458604174e+01 1.9557559108e+00 -5.9046700226e+01
1.6025609990e+00 -4.7724737980e+01 -7.0530755001e-01 2.3255585468e+01
-3.1824687483e+00 6.0838958097e+01 1.3016296678e+00 -4.1070869453e+01
2.9600205010e+00 -4.7132166260e+01 -7.6271855233e-01 2.3220871292e+01
-2.8845291241e+00 6.1310343767e+01 4.9109278875e-01 -1.1869098754e+01
3.2331187885e+00 -2.4672297230e+01 -4.0715870742e+00 5.9556348019e+01
-3.0537492310e+00 7.3960474079e+01 1.5255395844e+00 -3.8829041689e+01
1.7221074832e+00 -5.6809510741e+01 -1.1204916258e+00 4.5632049114e+01
-2.7949740798e+00 4.3172326864e+01 1.1308313182e+00 -3.4946447528e+01
3.4485753731e-01 -1.7876249086e+01 -6.4388015551e-01 2.6376239478e+01
-3.0428739360e+00 7.3083228395e+01 2.0445581188e+00 -5.6770756194e+01
-2.6066093348e+00 4.3393096723e+01 4.3727164922e-02 -1.0299128082e+01
4.3151341045e+00 -5.0106184059e+01 -5.1876418457e+00 9.0152943001e+01
2.5383669271e+00 -6.1494714307e+01 -1.0376655036e+00 3.7750562367e+01
2.2407007977e-01 -4.3911942984e+01 2.4452399509e-01 5.8879142775e+00
-2.6641329486e+00 7.7589860375e+01 1.9062780895e+00 -7.6160032483e+01
1.2984611639e-01 1.1899604312e+01 -1.3127815573e+00 1.8195314677e+01
3.6593804766e+00 -5.9265190311e+01 -1.6762343338e+00 4.1965952563e+01
-1.7517674727e+00 1.3030157159e+01 1.5603890738e+00 -4.5239708963e+01
3.5361646731e+00 -4.2161520348e+01 -2.5725550276e+00 4.3721507478e+01
-1.5831497184e+00 1.9091119902e+01 1.4888874499e+00 -3.8158400832e+01
2.2110730020e+00 -6.2338550139e+01 -1.1982100070e+00 4.7831997296e+01
-2.6315367923e+00 5.2614825948e+01 1.3665998715e+00 -3.5708116625e+01
1.0038370251e+00 -2.5265259594e+01 1.1903194430e+00 -1.7777906924e+01
-2.9101886747e+00 5.6365647258e+01 1.5677911306e+00 -5.4224503224e+01
3.3617340619e+00 -3.9652076924e+01 -1.8523554067e+00 3.5961065520e+01
-2.6541336657e+00 4.1904415480e+01 4.2869598945e-01 -1.6525714978e+01
3.5591232434e+00 -5.9762430834e+01 -1.8586499021e+00 4.6957761077e+01
-1.8800679994e+00 2.9875841019e+01 -1.2261211131e+00 1.2477293467e+01
3.0339882448e+00 -3.1292268460e+01 -1.5857385639e+00 2.2139951120e+01
1.6474520380e+00 -6.6059888796e+00 -2.9798077488e+00 4.3157808768e+01
7.5975149390e-01 -1.7066322548e+01 -3.9921604075e-01 9.7326709615e+00
4.3827566939e+00 -6.1505005918e+01 -4.9464843867e+00 9.6545722672e+01
1.1747579093e+00 -7.1350268640e+00 -2.4559709845e-01 -1.4484348824e+00
-2.8101120904e+00 4.5318417004e+01 1.3525861656e+00 -4.4311823744e+01
-2.6399428439e+00 3.8669935880e+01 1.2242140999e+00 -3.6975523266e+01
3.3481375374e+00 -6.1021860344e+01 -1.9418746628e+00 4.6171011571e+01
2.8202931243e+00 -2.2835375108e+01 -2.0514729741e+00 3.0721202939e+01
-3.1463052597e+00 6.3175263133e+01 1.5621023672e+00 -4.9846755217e+01
-3.0144295739e+00 5.3909544145e+01 1.2603244311e+00 -3.9552610966e+01
8.9300002862e-01 -2.8303230162e+01 8.3567431099e-01 -5.6800615936e+00
2.5016039845e+00 -6.1285689335e+01 -1.1913638468e+00 4.4727592969e+01
2.2799472464e+00 -1.1464837717e+01 -2.7059204126e+00 3.7581168940e+01
2.3863482928e-02 9.3647434360e+00 5.5518923999e-01 -1.5163883245e+01
-6.5198400362e-01 -3.4791178062e+00 9.8114247720e-01 -1.9934820173e+01
-2.8053423653e+00 4.5353875086e+01 1.1974903879e+00 -3.8345742787e+01
3.5369803604e+00 -4.9882458072e+01 -9.1087277010e-01 1.4060701332e+01
-2.9108467540e+00 5.1631420691e+01 1.3826268380e+00 -4.6207137446e+01
4.2616328548e+00 -6.1160068439e+01 -2.9316669621e+00 5.7139249668e+01
-2.8708021326e+00 1.0051975727e+02 1.9269310193e+00 -8.6377308490e+01
3.8314880146e+00 -9.4504111850e+01 -2.8745291248e+00 9.5184763998e+01
-1.8903279814e+00 4.8530906874e+01 2.2237337895e-01 -9.8677652006e+00
-3.0109703624e+00 9.3649135757e+01 1.9955212709e+00 -7.3296365612e+01
1.9438976557e+00 -5.9459316847e+01 -8.9068105615e-01 4.1869885703e+01
-2.3882230286e+00 4.2482900315e+01 6.2707631980e-01 -2.0982355537e+01
-2.4278604815e+00 3.2068901644e+01 8.2122092426e-01 -2.0786464357e+01
-2.7273003899e+00 5.4690521030e+01 1.4405163133e+00 -4.2729097878e+01
-2.5008457462e+00 3.5179943420e+01 1.5412123922e+00 -5.6539875924e+01
-4.2084710476e-01 1.5542486787e+01 8.1128071567e-01 -2.0253661253e+01
-2.4612754342e+00 4.4375489395e+01 4.5071276932e-01 -8.7268815527e+00
3.4676147914e+00 -4.1739019227e+01 -1.5533463687e+00 3.1171503158e+01
1.2618911877e+00 -6.2283191614e+01 -5.1222606053e-01 2.8241536241e+01
-2.3117479081e+00 2.9166373039e+01 5.3691064484e-01 -1.5787897571e+01
-2.4624612693e+00 7.2548868269e+01 1.6076364205e+00 -8.6674553689e+01
4.1064791926e+00 -4.5419313124e+01 -5.2443819224e+00 8.9028352802e+01
2.7666923702e+00 -9.7614487982e+01 -1.8350855571e+00 7.7156501225e+01
4.8404069228e+00 -5.8591631870e+01 -4.4392507446e+00 7.8190889878e+01
2.7884570165e+00 -9.8503814361e+01 -1.8577920598e+00 7.8710451696e+01
3.3056013279e+00 -9.1441072169e+01 -2.4295823176e+00 8.0379482159e+01
-7.7164735852e-01 2.2936221594e+01 -1.4753679946e-01 -6.9734179567e-01
6.7641000648e-03 -4.2373698239e+01 3.6162290650e-01 3.1961095717e+00
2.1107517270e+00 -6.7025324100e+01 -1.2368829752e+00 5.0297834140e+01
1.3194240329e+00 3.5429587616e+00 -2.5202160519e+00 3.2413611148e+01
4.2923567319e+00 -5.2936365425e+01 -5.0664667561e+00 9.0653864939e+01
-1.6701954583e+00 3.9394869266e+00 1.0575223803e+00 -2.4469867356e+01
-3.1902058564e+00 7.1336791130e+01 1.6024930022e+00 -5.9684568677e+01
-2.9956593213e+00 6.0749105378e+01 1.6570802209e+00 -4.6169648518e+01
3.3811477523e+00 -3.4294166597e+01 -2.0346464939e+00 3.3165579857e+01
1.3046027110e+00 -3.1422799848e+00 -9.1794418687e-01 9.4859335623e+00
-4.2365457260e-01 -1.1204881178e+01 -2.0242712139e-02 1.0644401115e+01
-1.9353198584e+00 3.3440662470e+01 5.5645944805e-02 -1.0231184044e+01
3.4607426949e+00 -6.9746992637e+01 -1.7577846280e+00 5.2479423495e+01
-2.8273118210e+00 6.5741354649e+01 1.7384129540e+00 -4.3557412223e+01
-2.4829059646e+00 4.3762794222e+01 1.0265955334e+00 -2.9144162057e+01
1.6496782529e+00 -4.1075702052e+01 -8.4893139401e-01 2.3243655429e+01
3.7758987674e+00 -4.2055581943e+01 -2.3128849804e+00 4.1778761986e+01
-2.5953438367e+00 3.6694224097e+01 8.8877253523e-01 -2.4573435469e+01
1.8912488154e+00 -1.1052978029e+01 -1.3459978704e+00 1.6858562790e+01
-2.5758340960e+00 7.2443689954e+01 1.5545481762e+00 -8.5319945906e+01
-5.8484216798e-01 1.1326087239e+00 -2.7861908872e-01 1.5758717938e+01
-1.9868519939e+00 1.4950158851e+01 1.1673510642e+00 -3.0192475289e+01
2.2978028668e+00 -3.5302887101e+01 -1.6715017512e-02 7.9498199049e+00
-2.8398652710e+00 4.4622016488e+01 8.4006307266e-01 -2.5330973460e+01
-3.0832016474e+00 7.6916290445e+01 1.7382662297e+00 -4.5913855152e+01
4.7744413117e-01 -4.2057726287e+01 -2.3843558820e-01 2.0248340675e+01
-3.2155947426e+00 6.0997191031e+01 1.1944082663e+00 -3.5644936080e+01
2.8228727477e+00 -5.1768220275e+01 -7.1803674415e-01 2.5889649774e+01
-3.2089290123e+00 9.2423391449e+01 2.1124907496e+00 -7.1184294712e+01
-1.8113014214e+00 2.9605170524e+01 -6.9483131558e-01 2.5199848093e+00
-4.6167724830e-01 1.2875473299e+01 3.1625989997e-02 -2.1082480648e+00
-1.4447425587e+00 2.1427396385e+01 -1.5773340518e+00 2.0613468440e+01
-2.4178803300e+00 3.1374790966e+01 5.9246440342e-01 -1.7622612200e+01
3.4578174308e+00 -5.5307909227e+01 -1.3789841351e+00 3.5697872155e+01
2.7933474491e+00 -9.2109007886e+01 -1.8056124319e+00 6.8088795625e+01
1.8820944558e+00 -7.7839303618e+01 -9.8069962988e-01 4.4842376184e+01
-1.1465327848e+00 3.1293662229e+01 8.9914914876e-01 -2.1916640376e+01
-1.3795240240e+00 -8.4962124973e+00 1.1501813824e+00 -2.6588846535e+01
3.3694033266e+00 -4.0529645373e+01 -1.2139554115e+00 1.8495789772e+01
2.5260094401e+00 -2.1711663456e+01 -1.2785860477e+00 1.7851134475e+01
-2.5456619528e+00 3.4771776885e+01 1.3564505390e+00 -4.3575770685e+01
-2.5452253263e+00 7.8249394245e+01 1.3779167322e+00 -9.2199657549e+01
-1.9633232224e+00 3.2201442012e+01 -7.9422509205e-01 4.0844336408e+00
3.4113215112e+00 -3.9401578441e+01 -1.8274558854e+00 3.5168834143e+01
2.6166038520e+00 -7.7040007140e+01 -1.4661294379e+00 5.7820916151e+01
-2.4879493987e+00 4.3211534014e+01 5.5319008540e-01 -1.9677481145e+01
7.6472643087e-01 1.0752766795e+01 -2.2158308461e+00 2.7674972201e+01
-1.7873635544e+00 1.8048261466e+01 5.4932535900e-01 -8.7958154495e+00
-1.7567667805e+00 1.6792585941e+01 5.0938575556e-01 -7.1086846924e+00
-3.2165942343e+00 6.6478022715e+01 1.5393786987e+00 -4.9663890592e+01
-3.0800189804e+00 6.7981861858e+01 1.7508893909e+00 -6.0726570134e+01
-2.7711768058e+00 4.2319941045e+01 1.1395685303e+00 -3.4990170068e+01
-3.1939194079e+00 8.5669379103e+01 1.9389664441e+00 -5.6569457627e+01
-1.2365712906e+00 1.4874009798e+01 6.3619225031e-02 6.1427311973e+00
1.8684325015e+00 -5.0061857382e+00 -3.4516724472e+00 4.7671293210e+01
-2.4589168144e+00 1.0180264502e+02 1.5817154965e+00 -9.6966779236e+01
3.0644984902e+00 -2.5425984425e+01 -2.5349521653e+00 3.8264569188e+01
-1.9844065645e+00 3.5194573696e+01 1.7017775642e+00 -4.8444793825e+01
2.2383659632e+00 -8.6866419256e+01 -1.3605191558e+00 5.8554859227e+01
2.0577808881e+00 -5.8245732692e+01 -1.1181546518e+00 4.5785674249e+01
3.9865240014e-02 -2.1371138355e+01 5.7627115290e-01 -8.0227436393e+00
-2.8337977686e+00 4.5204400510e+01 1.1100141503e+00 -3.3975202643e+01
-2.6873695511e+00 4.9710823348e+01 1.3755577766e+00 -4.2382602314e+01
7.3043746178e-01 -1.5424842585e+00 1.6401881773e-01 -8.2360838434e+00
4.3704720490e+00 -8.5692327964e+01 -3.5025697642e+00 9.4618091760e+01
1.6693220576e+00 -2.7086865870e+01 6.9939639130e-01 -6.8878760604e+00
1.7521689392e+00 -4.3370019384e+01 -6.3559689904e-01 2.2220801090e+01
-1.4293835255e+00 3.4995436598e+01 8.2938680862e-01 -2.1404083382e+01
4.0407369468e+00 -5.8113056683e+01 -1.1832766405e+00 2.3522905029e+01
-1.2547462372e+00 3.8602112641e+01 -6.0762820284e-01 3.7091312744e+00
-2.7560098129e+00 4.3741235956e+01 6.2862631298e-01 -1.8186275270e+01
2.0034766963e+00 -1.3017878130e+01 -3.2438431193e+00 4.8454157072e+01
-7.4270226814e-01 1.2692136479e+01 -2.9295124217e+00 3.8620281244e+01
6.9000177795e-01 -6.0003220850e+01 -1.0443188860e-01 2.0083134025e+01
-1.9695206739e+00 3.3906322409e+01 1.9977495746e-01 -1.2685384626e+01
-2.5882690561e+00 1.0184976882e+02 1.6862213949e+00 -9.3569988303e+01
2.6829092110e+00 -5.6141093497e+01 -8.2641201142e-01 3.1984053834e+01
-2.1288638991e+00 4.7586563835e+01 1.3880610679e+00 -3.3354711679e+01
-1.3976367096e+00 1.0358391229e+01 4.3890828294e-01 -2.9819578553e+00
-2.5188774942e+00 3.4659544685e+01 1.3114845750e+00 -4.0237321271e+01
2.2251799807e+00 -5.7330821480e+01 -1.0230112484e+00 4.1176538627e+01
3.1658239636e+00 -2.8708692470e+01 -2.1062620355e+00 3.2111299549e+01
4.3338730650e+00 -7.2354701902e+01 -4.3133809587e+00 9.5519371213e+01
-2.6506687478e+00 3.7672467665e+01 1.0012703551e+00 -2.8402508470e+01
-1.1687119195e+00 3.6320587142e+01 -2.4528140711e-01 -2.6196852680e+00
-3.3201984538e+00 6.4525672664e+01 1.1948078202e+00 -3.6879938972e+01
-1.1280658110e+00 3.7334713016e+01 -7.8446344416e-01 6.0449348132e+00
-1.1284637880e+00 6.9289823451e-01 8.6538678118e-01 -1.4670023832e+01
-2.3431913455e+00 5.3394400022e+01 1.8897050322e+00 -6.2242093795e+01
-2.2957504157e+00 3.9244691225e+01 5.1742080443e-01 -1.8846980499e+01
-2.4992326642e+00 4.3250007526e+01 1.6044369437e+00 -6.8571921592e+01
3.8210846427e+00 -9.1592859840e+01 -2.8037507322e+00 9.1060419232e+01
4.3606707032e+00 -5.9704220007e+01 -3.4748016650e+00 6.9342141475e+01
-2.6110843001e+00 5.8847060080e+01 1.4673627060e+00 -8.0172501675e+01
-2.7623573173e+00 4.6902175468e+01 1.4800737205e+00 -5.3531071624e+01
3.5317228103e+00 -3.2536727773e+01 -2.9789641558e+00 4.6045437498e+01
-2.5113835368e+00 6.0078190080e+01 1.0070143292e+00 -2.5213614215e+01
1.2753342529e+00 -6.2435069779e+01 -6.3259796201e-01 3.4145674364e+01
-3.0507503205e+00 5.3736387296e+01 8.4457126478e-01 -2.6973450345e+01
2.2705374672e+00 -5.0853811949e+01 -2.9811767404e-01 2.0958528203e+01
1.9694636010e+00 -6.0802985750e+01 -9.2346646410e-01 4.2532621239e+01
-2.0594554159e+00 4.4577594459e+01 1.4024575681e+00 -3.4079629463e+01
-2.2856604856e+00 3.1428883759e+01 5.3964677033e-01 -1.1402663038e+01
2.2088290552e-01 1.4223021433e+01 -1.7878499905e+00 2.3365404597e+01
-2.5383572478e+00 3.5756057818e+01 8.5586774651e-01 -2.2839539477e+01
-2.7161243945e+00 5.6420842908e+01 1.4884689509e+00 -3.8295076305e+01
2.9142051035e+00 -5.0224007832e+01 -9.7936040218e-01 2.9735115704e+01
-3.1932406144e+00 6.4403482650e+01 1.5668625979e+00 -4.7975648404e+01
-2.3472983596e+00 2.7351618398e+01 1.2002535179e+00 -3.4295999746e+01
-1.3823143742e+00 2.9129462797e+01 1.5402283169e+00 -3.6278917174e+01
3.3410556885e+00 -6.1603524164e+01 -1.8363999029e+00 4.5421145787e+01
-1.7825788010e+00 4.6892995285e+01 4.9240711158e-02 -7.2673097254e+00
-5.8276351930e-01 -2.0657448497e+01 3.4108145194e-01 1.3965487402e+00
-3.0046350960e+00 9.1511536571e+01 1.9680803266e+00 -8.0917696393e+01
-1.4867513590e+00 3.5510827997e+01 1.1166227556e+00 -2.6974618610e+01
-2.7173115569e+00 5.0092575102e+01 1.6941207844e-01 -4.6443964567e+00
-1.6016675236e+00 3.4211153361e+01 4.0304406392e-01 -1.4676146018e+01
-1.0780039003e+00 -9.7712543586e+00 6.8448592329e-01 -1.0094472607e+01
-2.1126719270e+00 4.2225099822e+01 9.2725961362e-01 -2.4096822949e+01
-2.5463188397e+00 3.4542535090e+01 1.0386251018e+00 -2.9290603727e+01
-2.3802716791e+00 4.6762287810e+01 1.7365367933e+00 -6.9078469654e+01
-2.4727557613e+00 9.4791865948e+01 1.6029964895e+00 -9.4510153830e+01
1.6095800550e+00 -7.5948185929e+00 -2.9032978741e+00 4.3024048677e+01
1.7955616925e+00 -7.8501976068e+01 -9.0961145096e-01 4.4122986229e+01
-2.5127096242e+00 5.5518462187e+01 1.5007580413e+00 -3.7120911303e+01
-3.0231818983e+00 5.9794886981e+01 1.3143355844e+00 -3.6328358327e+01
1.9398794592e+00 -2.2570104636e+01 -2.3341329212e+00 3.9626492921e+01
2.9562873084e+00 -2.4703776127e+01 -2.2352280993e+00 3.3642432420e+01
-2.3891255293e+00 3.2814635134e+01 3.7176790259e-01 -1.3373194047e+01
-1.3803667256e+00 2.3597700430e+01 -1.8896785622e+00 2.0824828518e+01
1.6419104731e+00 -6.2120427961e+00 -1.3062146005e+00 1.6725824597e+01
-9.1828391222e-01 -1.4819506773e+01 6.6256932346e-01 -8.1452160824e+00
4.0066623462e+00 -5.0788936461e+01 -2.1201546930e+00 4.1250954416e+01
-1.8032955537e+00 4.1867206654e+01 1.1817745316e+00 -2.8380613607e+01
-1.6346403414e+00 1.4668398899e+01 4.7467090326e-01 -5.8433842933e+00
-2.7566123020e+00 1.0165238423e+02 1.7046318565e+00 -9.4409169791e+01
3.2828428388e+00 -7.9916787671e+01 -2.3397263242e+00 6.6797863767e+01
8.3911789946e-01 -2.7786933328e+01 1.0088151934e-01 1.2996572439e+01
-2.3833720286e+00 5.6592515865e+01 7.4069064869e-01 -1.9758818658e+01
-2.8228449701e+00 7.6252700283e+01 1.5607696988e+00 -8.1896617153e+01
2.6864705962e+00 -9.1005760134e+01 -1.7189958686e+00 7.2762104660e+01
1.3866588179e+00 -9.4762869557e+00 -4.5145297987e-01 2.1541470413e+00
1.2887145827e+00 -4.8190082847e+01 -8.9930072211e-01 3.7523557925e+01
4.4047183847e+00 -5.1563435793e+01 -2.9573268432e+00 5.0504822163e+01
-2.3043618659e+00 2.6604204148e+01 1.1605021391e+00 -3.2091615057e+01
-2.6172583567e+00 5.5940642680e+01 1.6465856107e+00 -4.1389765256e+01
2.9942068507e+00 -4.0987881073e+01 -2.6074446680e-01 5.9939285549e+00
-1.5512810617e+00 9.9960521834e-01 1.3452304160e+00 -3.5020792635e+01
-3.0869992298e+00 8.3878815720e+01 2.1401574151e+00 -7.3060106774e+01
-1.6169991087e+00 1.8560457804e+01 1.5477136050e+00 -4.0962183760e+01
-2.0957299396e+00 4.1665994410e+01 7.3639923640e-01 -2.1946985479e+01
3.8409857723e+00 -3.7777233604e+01 -4.2721838083e+00 6.8376449332e+01
1.4697688549e-01 -2.4232196629e+01 -2.4855912940e-01 1.8548293486e+01
-3.0726506367e+00 9.8648816854e+01 2.0708718053e+00 -7.9426116011e+01
1.7485507357e+00 -6.6055522428e+01 -7.6192754587e-01 3.2201709827e+01
1.9436211605e+00 -2.2962879415e+01 -5.1417239682e-01 4.4460927140e+00
-1.8156745726e-01 2.3890139679e+01 -1.9981390378e+00 2.4602406831e+01
7.4557131502e-02 -2.6486623059e+01 -5.7579562999e-02 1.4961784441e+01
3.8941334370e+00 -5.5910295373e+01 -2.2895693434e+00 4.9174866320e+01
-2.9337044049e+00 5.1070433285e+01 1.3348434246e+00 -4.5328414688e+01
-2.5687703651e+00 6.1547999372e+01 1.0138448783e+00 -2.5540215775e+01
-1.6280329857e+00 -9.4528266745e-02 1.1914423896e+00 -2.9338789926e+01
3.3811220644e+00 -4.9449180491e+01 -4.2001771028e-01 8.3054186607e+00
-4.4223933124e-01 -6.2106277158e+00 -2.4659258211e-01 1.5359806904e+01
3.7051096601e+00 -8.3108038398e+01 -2.9152973529e+00 8.0445063511e+01
3.8265028936e+00 -4.9103839123e+01 -2.1787352642e+00 4.3536813428e+01
-2.2485622981e+00 3.1907673605e+01 5.6545869096e-01 -1.1523688053e+01
2.4565525105e+00 -3.1913063473e+01 -4.2160223389e-01 3.2090381247e+00
1.7983504347e+00 -7.9030658876e+01 -9.0862454225e-01 4.4621879707e+01
3.8442358572e+00 -8.8564682334e+01 -2.7025143233e+00 8.5596568576e+01
8.2813035149e-01 -5.5298527529e+01 -3.0794020397e-01 2.3566804348e+01
3.5914222471e+00 -4.6062448309e+01 -1.9465727944e+00 3.9736725334e+01
2.7641235674e+00 -2.7422456246e+01 -1.2257503823e+00 1.6912725541e+01
-7.6031779357e-01 -2.1618750792e+01 8.3645719993e-01 -1.3547067865e+01
3.3605162121e+00 -3.4643573507e+01 -1.6411828819e+00 2.5950107627e+01
-3.0348658670e+00 8.9523563823e+01 2.0102708217e+00 -6.9618281634e+01
-2.9881690439e+00 5.3209543652e+01 8.2313630304e-01 -2.6347966649e+01
4.2086242325e+00 -4.3730690718e+01 -4.6696677104e+00 7.6738689970e+01
-2.9913007050e+00 7.3697589826e+01 1.6250438190e+00 -4.2539031209e+01
1.4566223932e+00 -5.1506679821e+01 -9.7869472729e-01 4.0693597213e+01
-2.4444982716e+00 3.3871503737e+01 3.8447503742e-01 -1.3703928672e+01
-1.2781478975e-01 1.6861582779e+01 -2.7075084335e-01 -1.9369740553e+00
4.8432623926e-01 -3.2959996373e+01 -3.5095631321e-01 2.2469265259e+01
-2.7674854815e+00 4.6468867204e+01 -4.6499853323e-01 4.7808850435e+00
5.8641327838e-01 -5.2127396921e+01 -1.3408783039e-02 1.4305088907e+01
-3.1024725185e+00 9.5978823231e+01 2.1071395287e+00 -7.6050120369e+01
-9.6802026671e-01 3.4816103069e+01 -8.7911479860e-01 7.8888120809e+00
1.4830010090e+00 -4.1998102880e+01 -6.6211208902e-01 2.0425497603e+01
-2.7314888217e-01 3.2816492125e-01 4.5264129927e-01 -8.3326889089e+00
2.4534947577e+00 -3.6027673479e+01 -2.4532529446e-01 5.8437493992e-01
-2.3862840534e+00 8.9613716552e+01 1.5161149973e+00 -9.6191919071e+01
2.3226555263e-02 1.2244639051e+01 2.7528111809e-01 -1.0234858730e+01
1.8332486578e+00 -1.3545234452e+01 -7.3923022908e-01 7.9375061999e+00
-3.0648756003e+00 8.4561978541e+01 1.7453225349e+00 -7.8530809139e+01
-2.7457015493e+00 4.6793741529e+01 1.4928773094e+00 -4.9573671398e+01
3.5022866677e+00 -4.1316371812e+01 -1.7646143894e+00 3.4414917731e+01
-2.4183063938e+00 3.3375388296e+01 7.1697705415e-01 -1.7942272830e+01
2.1139171615e+00 -7.7050497615e+00 -3.8968077860e+00 5.3865253765e+01
2.8819692792e+00 -4.4790225909e+01 1.3619730051e-01 5.3474382831e-01
1.0818396125e+00 -4.1322108226e+01 -5.1480793772e-01 2.9910004035e+01
-3.2089737875e+00 7.3701339706e+01 1.8015119373e+00 -6.2133468481e+01
-2.6569600712e+00 5.7410574868e+01 1.8334900538e+00 -4.6538019961e+01
4.5727651677e+00 -5.9342038239e+01 -4.4310439461e+00 8.4237674667e+01
1.7489516396e+00 -3.4081796397e+01 5.1928853126e-01 -9.2199552569e-01
-1.5545428523e+00 1.3942233461e+01 2.7853281814e-01 -1.1975993947e+00
4.2759654566e+00 -5.3433385422e+01 -2.1866881290e+00 3.9662062467e+01
1.3167254216e+00 -7.1034228612e+01 -5.7526685691e-01 3.5401460238e+01
-2.3910339804e+00 2.9876604638e+01 9.7429716855e-01 -2.5987927931e+01
3.8785601451e+00 -6.5134922874e+01 -2.1863478814e+00 5.4027708167e+01
2.0452477849e+00 -1.1236850069e+01 -1.5755432535e+00 2.1466459378e+01
1.8903292027e+00 -4.1833186526e+00 -3.7905483642e+00 5.1672063631e+01
2.2610328136e+00 -6.7035495206e+01 -1.5223332135e+00 5.6993959860e+01
-2.1946165515e+00 3.7937958820e+01 3.7748637847e-01 -1.5565923966e+01
1.4038728794e+00 -4.4888192363e+01 -4.1913850711e-01 2.7652413424e+01
-2.3626070984e+00 4.7942561640e+01 1.2445968163e+00 -3.2002119710e+01
-2.4675922974e+00 7.0966728960e+01 1.3672177049e+00 -9.1223073241e+01
9.5065035433e-01 -3.4274170265e+01 -2.7520202001e-01 2.0085501888e+01
1.5116285862e+00 -2.8040996875e+01 7.3237686880e-01 -6.5004347855e+00
-6.9235880665e-01 -2.7597487471e+00 9.4897932403e-01 -1.9410800281e+01
-2.6487395027e+00 3.8282560582e+01 1.1514617370e+00 -3.4330454893e+01
4.1710386411e+00 -4.8577415229e+01 -2.8099083923e+00 4.9559597096e+01
2.4800326722e+00 -1.3926431394e+01 -4.2028047526e+00 6.0160009295e+01
1.0653292288e+00 -7.4401392306e+00 -1.6777591023e+00 2.7097229432e+01
-7.6593457999e-01 2.3016292346e+01 9.7675578980e-01 -2.3155451373e+01
-1.7429907662e+00 1.8641782506e+00 1.2713072944e+00 -3.3454872769e+01
-3.2326176903e+00 7.2830693424e+01 1.8549097738e+00 -5.4976275060e+01
-1.5480848469e+00 1.0915940479e+01 6.1083467069e-01 -8.1842374700e+00
1.3114315962e+00 -1.6292409574e+00 -1.1485549191e+00 1.3576503688e+01
-2.8869745861e+00 4.6940735559e+01 9.2832726596e-01 -2.7731460017e+01
1.5880614417e+00 -3.6272470984e+01 3.2818518512e-01 5.6030381542e+00
