# x[mm] y[mm]
-1.0735275926e+01 5.4860295671e+00
-5.4497234262e+00 -3.0107928422e+00
-6.8783837482e+00 1.7058847145e+00
-2.5125878015e+00 4.2082596965e+00
8.7274494805e+00 -2.8686669363e+00
-1.7234747577e+00 9.5568646397e+00
1.7883450986e+00 -5.3599144710e+00
-1.6875376282e+00 9.6491971464e+00
4.2485557934e+00 2.2681224140e+00
1.0354411837e+01 -5.9395556721e+00
-7.8288149181e+00 7.3979871815e+00
-4.7222208982e+00 -7.4215348073e-01
-1.6577444542e+00 -1.0967301960e+00
-1.6891451496e+00 1.1341126691e+01
-1.0712492214e+01 -3.5760967211e+00
1.0807863198e+01 -3.6290942793e-01
1.1222740183e+01 2.3994305710e+00
-7.2516226908e+00 5.0286743780e+00
9.1236607271e-01 -5.5972695577e+00
6.1541286279e+00 -1.0449964527e+01
7.9198456761e+00 -1.0405013862e+01
-4.2625275375e+00 5.1251622467e-01
-7.1851437873e+00 9.9599330564e+00
8.0785972626e+00 -1.0647232793e+01
9.5569858840e+00 4.5835392120e+00
1.1717995322e+01 2.4057880062e+00
-2.1970109166e+00 5.6433376099e+00
2.6711502644e+00 -1.3132840228e+00
-3.3724958468e+00 2.2511852038e+00
-3.9561986904e+00 -9.4691080359e+00
4.0788943973e+00 -1.9574339810e+00
6.7993880098e+00 8.3749401755e+00
8.1554705259e+00 -1.1373151640e+01
-9.5195186966e+00 -3.2529368513e+00
-8.0926375067e+00 -6.4911315889e+00
-6.7957093510e+00 9.9515126645e+00
2.2124684609e-01 -4.4871284190e+00
7.0088050335e-01 -7.1132631079e+00
3.6679538489e+00 -1.2228488701e+01
-7.2623469382e+00 2.2423724634e+00
9.7890060146e+00 -2.0710709049e+00
9.9917389863e+00 3.0785500555e+00
8.7391344961e+00 -7.5991682426e+00
2.7660914027e+00 -1.4599118931e+00
-1.4444211711e+00 -6.7939961633e+00
-8.6090063955e+00 8.2877282891e+00
7.2398964705e+00 8.2014415803e+00
8.4003664721e+00 -2.6083393424e+00
8.0655968987e-01 -9.8548562554e-01
-3.3983542350e+00 4.4211386278e+00
-2.1865551182e+00 7.7081212754e+00
6.0863829992e+00 5.2169542368e+00
-4.7580006532e+00 1.0001266654e+01
-1.1655640929e+01 4.0265421002e-01
-4.7903084235e+00 5.7971062596e-01
4.3938115887e+00 1.3592924484e+00
-6.4595247348e+00 -4.0745017148e+00
-9.7090149385e-01 -3.3830738748e+00
9.5255228654e+00 -1.1561542689e+01
-7.2810926828e+00 1.0134564312e+01
9.0524533205e+00 -1.0848426691e+01
7.6792531103e+00 7.4285835921e+00
6.0563914986e+00 -3.9444428790e+00
-5.9926544449e-01 -1.9467146845e+00
-2.4229983999e+00 3.0401139864e+00
-2.7406658716e+00 -1.0907776034e+01
7.7636101256e+00 2.6240167151e+00
-2.3049901140e+00 -3.1193808868e+00
-6.1484231846e+00 1.3189300233e+00
1.1602526453e+01 1.5180595777e+00
4.7845592543e-01 -1.0518849328e+01
-9.1712068635e+00 9.3888414892e+00
4.9227510915e+00 -8.8645116040e+00
-2.8250985797e+00 -4.2298387093e-01
-8.0574054820e+00 2.7610884196e+00
-6.6397860174e-01 -1.0561268576e+01
-3.3741249088e+00 3.2441418703e-01
-3.0598141898e-01 -9.3503601831e+00
7.8028229853e+00 1.8098779897e+00
-4.5371178965e+00 1.2249338368e+01
5.2633597802e-01 -2.0151638636e+00
-6.7630354433e+00 -8.6335167346e+00
1.2436454809e+00 1.0787067298e+01
1.0350582954e+01 -9.6659245110e+00
-9.0138349309e+00 1.0668978836e+01
3.4741852461e+00 -1.4019349088e+00
1.2389446311e+00 -1.1038456802e+00
1.0419848091e+01 -4.0409861785e+00
-1.7563680326e+00 -3.7414722555e+00
-4.4417217215e+00 -2.6851209878e+00
-1.1195730102e+01 -1.5377421548e+00
9.3088961263e+00 2.2369610592e+00
-1.8196871373e+00 -7.9657188152e+00
5.3792843484e+00 -1.0831743158e+01
-2.3424740228e+00 8.4416002304e+00
7.8812194374e+00 -1.0032450884e+01
-6.6063989773e+00 1.0458840503e+01
1.1311224304e+01 -5.2084008021e+00
-4.9948609112e+00 2.0120608368e+00
-7.8495825175e+00 1.0995061924e+01
8.6171823065e+00 -2.5776710930e+00
8.0035596174e+00 -1.0537437257e+01
-3.0519555592e+00 -6.3206223446e+00
8.5280617634e+00 2.5609696432e+00
-5.7098562568e+00 7.2857855729e+00
2.2347426629e+00 -7.8763069679e+00
6.1981103386e+00 4.2102170399e+00
3.5952963774e+00 -7.1861738973e+00
4.0228220907e+00 1.1365893734e+00
6.4064248056e+00 -5.0501789172e+00
8.2408301854e+00 -3.6711581592e+00
-9.0197577103e+00 5.1552338525e+00
-1.1308813162e+01 9.5595591701e+00
9.8921183348e+00 3.7842608950e+00
-1.0174089992e+01 -2.7364507505e+00
2.5451930066e+00 6.1548280045e+00
4.0228519422e-02 -1.2064960858e+00
1.7520835410e+00 -4.2368991760e+00
-2.9699110090e+00 -4.9774193169e+00
7.4365827223e+00 4.1988036501e+00
-1.6449475539e+00 2.3698893477e+00
2.8553771433e+00 -3.7699919158e+00
2.5501426133e+00 -1.7926980948e+00
-9.5056518344e+00 -3.7820619588e+00
-4.7575622536e+00 5.9399576352e+00
-1.1146144058e+01 1.8528191372e+00
-8.9727544179e+00 -5.8640173674e+00
8.3441924621e+00 -1.0183517021e+01
-9.6068515656e+00 3.4849463104e+00
4.4073372530e+00 1.3506775162e+00
5.1250436835e+00 8.6447029411e+00
-9.9807120878e+00 -2.7072178517e+00
-4.9573747124e+00 1.0091120256e+01
-8.0318204262e+00 -2.0851799511e+00
-2.9391639530e+00 8.2486337516e+00
1.0557565898e+01 -3.1588928319e+00
-8.3586606588e+00 9.3615285930e+00
-1.0477472655e+01 6.8441456998e+00
-1.7867921450e+00 -7.8975683973e+00
2.9899834889e+00 -4.2428222081e+00
4.0015901127e-02 3.5745600311e-01
6.2868936249e+00 -1.1411851930e+01
1.0335709460e+01 -8.1484744610e+00
5.9895646908e+00 -8.4272702800e+00
-6.7185627800e+00 -6.5725338590e+00
4.0650452494e-01 -2.3947046989e-03
5.4708827586e+00 2.4369673039e+00
-2.8125441185e+00 1.0844746286e+01
-1.1683764720e+01 1.3504304345e+00
4.3083059106e+00 8.2001413385e+00
-2.4011205206e+00 3.7742800630e-01
-8.4948323163e+00 9.4920479086e+00
-1.0114895714e+01 4.8749004136e+00
-8.9399747717e+00 2.6101651843e+00
3.9725760378e+00 7.3888846654e+00
-2.1600799648e+00 7.3812030725e-01
-1.8326775450e+00 -1.0067012690e+01
1.1420188915e+01 -7.1282735932e+00
5.1704905499e+00 -1.0382483992e+01
2.2065510853e+00 1.3416903148e+00
-1.1316223535e+00 5.2028854498e+00
-3.2347432207e+00 8.5691302390e+00
-4.1993996593e+00 1.0769919796e+01
3.5699887767e-01 7.7538812337e+00
6.9903018606e+00 -2.6705093494e+00
6.1624706264e-01 1.0953070125e+01
6.7571690685e-01 1.0382561024e+01
-9.0470990985e+00 -3.6318559349e+00
9.8852442476e+00 3.8588024228e+00
-3.3014185875e+00 7.4923761160e+00
5.6167773568e+00 -8.3550340497e+00
6.4728755411e+00 -5.7736641607e+00
4.9095169819e+00 -4.9047829347e+00
-9.8999007269e+00 9.6831775325e+00
-3.0527268759e+00 1.0691938953e+01
9.8719721754e+00 -2.9876176241e+00
1.5882671565e+00 2.8100422657e+00
-1.4221091093e+00 -8.1561343056e+00
-1.0264268820e+01 -1.8258168978e+00
-1.7220809245e+00 1.4484631591e+00
-8.3046299693e+00 -4.4998084103e+00
2.4347032803e+00 -2.0730141030e+00
-1.8185970079e+00 1.5493124611e+00
7.6925865381e-01 7.1617707372e+00
1.1058963545e+01 -1.0965383351e+01
3.5846427028e+00 -4.6797343585e-01
-1.1479612548e+01 8.9270628960e+00
9.3654377573e+00 -1.0752626578e+01
4.0211651028e+00 -7.3674990177e+00
-2.6316447305e-01 4.5472126166e-01
-2.2460253377e-02 2.0582810304e+00
6.0199795403e+00 -4.3520073370e+00
6.3086973765e+00 -1.1008308276e+01
7.6355236695e+00 -8.7703739559e+00
-3.6860443738e-01 7.6759467864e+00
7.9980607803e-01 -6.8655800261e+00
7.3496997627e+00 9.1232997104e+00
7.5395345987e+00 1.6689654979e+00
-4.7710281926e+00 1.5441510127e+00
-9.9428262337e+00 -4.2246241310e+00
1.0401862516e+01 -2.4491574065e-01
4.3439894282e+00 -9.3955345034e+00
7.2063020996e-01 9.8299527894e+00
-1.2861862871e+00 -6.6754232418e+00
-1.0692524873e+01 1.0958589501e+01
-5.2249606184e+00 -7.0697722287e+00
8.7986004577e+00 -9.0333446004e+00
-1.0855012562e+01 8.0945713109e+00
-6.1712120110e+00 4.4051024084e+00
6.9741929795e-01 -4.7406508448e+00
1.0887505469e+00 4.0604691477e+00
6.9154489488e+00 -1.0000402138e+01
-1.8925919430e+00 6.2886623604e+00
1.0810509237e+01 -6.2530685441e+00
1.0577425569e+01 -1.1056448486e+01
-4.3712930548e+00 -7.2247113884e+00
8.2857262260e+00 -1.4429084445e+00
-1.0126085292e+01 9.2929834415e+00
1.0471393257e+01 4.0270909350e+00
9.4806653802e+00 -8.5323821903e+00
-7.9504153458e+00 -6.9731033557e+00
-8.7809963580e+00 9.6849842625e+00
2.6714785016e+00 6.0300258835e-02
-2.2756618643e+00 3.5846732274e+00
6.6858504955e+00 -1.0695135566e+01
-8.5821395725e+00 -2.2670816929e+00
-1.0306318725e+01 -1.9316397515e+00
-9.5073772401e-01 -6.1358213684e+00
-3.2229480510e+00 5.5516004855e+00
1.4293526114e+00 -1.1560454927e+01
-3.3637545640e+00 -4.0090053250e+00
9.3888591237e-01 -3.2196054950e+00
-6.2147288117e+00 1.5703151453e+00
8.5525369105e+00 4.8505463488e+00
-8.5130804478e+00 1.0282311495e+00
-9.9193137734e+00 1.1618052374e+01
-2.5856193154e+00 -6.4548019814e+00
1.0171645038e+01 -3.5634840253e+00
-1.0701490153e+01 3.6362114632e+00
-7.9856216870e+00 1.0846976024e+01
-4.9144569083e+00 -3.3931057510e+00
4.8457160239e+00 -6.1593691905e+00
-3.0532728726e+00 -1.6409104709e+00
-1.1540557662e+01 5.5478508006e+00
-4.4036143012e+00 9.1262043632e-01
-2.5598446782e+00 1.0799014304e+01
1.0845114566e+01 2.1768844797e+00
6.6087840435e+00 8.3698491733e+00
1.2677883907e+00 -1.9428520082e+00
4.9942935929e+00 -5.4763729417e+00
-9.6134823262e+00 6.7934505929e+00
-6.9164191558e+00 5.0305121568e+00
-4.0539863519e+00 6.7718786657e+00
-8.3593902358e-01 -8.6766957604e+00
7.1269563288e+00 -9.9738389408e+00
-7.2550633835e+00 -5.5836316292e+00
9.3226248846e+00 4.1009221896e+00
-3.5995495621e+00 -4.6811826349e-01
-4.2209832683e+00 9.0706621661e-01
4.6753740926e+00 -1.8787865621e+00
7.3889901965e+00 3.1824326972e-01
7.8686250188e+00 -1.0071596911e+01
-3.7016722634e+00 5.9622753751e+00
1.5341424696e+00 4.4902619467e+00
3.2173641818e+00 -5.3295339058e+00
-5.6147196939e+00 -1.3158886981e-01
-1.0433922298e+00 -1.0857025538e+01
-2.7006028313e+00 3.9728686531e+00
1.1292316089e+01 -1.8388586623e+00
-6.1364125919e-01 -2.1938943710e+00
-4.0824001729e+00 -9.5187658445e+00
-6.6722821288e+00 -4.6907237415e+00
-2.3335218205e+00 5.3476954742e+00
6.8986224225e+00 -2.7661902505e+00
-9.7443988726e-01 1.0393248729e+01
-1.7446753190e-01 -9.7929176987e+00
9.0776976832e+00 -3.1981712571e+00
-6.7316666184e+00 -1.0608413733e+00
-4.5171210821e+00 1.6589044145e+00
6.7974866685e+00 -8.4268095825e+00
7.7717643032e+00 6.9974797572e+00
-9.2856838102e+00 2.9688756232e+00
7.0984855779e+00 -4.0071259812e+00
-6.6545516084e+00 7.3142033742e+00
7.3091454507e+00 5.2580029032e+00
5.8978347394e-01 -8.2344787364e+00
5.3943269021e-02 6.5204109850e+00
-7.0280920043e+00 1.4440477452e+00
5.4549555295e+00 -9.0048934152e+00
-7.1363585302e+00 -2.1190667535e+00
-1.0749390889e+01 1.1815551309e+01
9.1658547396e+00 -3.3287295327e+00
9.5821719822e+00 -8.9063099842e+00
-7.2027617362e+00 2.6432867060e-01
-7.2856136271e+00 2.7255662623e+00
-1.1585879633e+00 -8.4242365920e+00
-1.3256383621e+00 -3.6518170647e-01
4.6424668772e+00 5.0922003760e+00
-3.1692823603e+00 -3.4861616419e+00
9.9083929710e+00 -1.7567200606e+00
-1.9111656788e+00 -7.4841251682e-02
4.4807480332e+00 -8.4827033254e+00
6.4070988429e+00 -1.2619632980e+01
-5.3053278345e+00 1.1509938039e+01
4.4490916469e+00 -9.6317646150e+00
-2.2376368883e+00 8.5106510989e+00
3.8405661779e+00 4.2696885570e-01
5.3873692991e+00 5.1348062995e+00
-2.0997395254e+00 7.6826317041e-01
-5.3317499434e-01 9.7850030529e+00
3.2250477812e+00 -5.1306809593e+00
-6.5768585441e-01 9.9286801237e+00
-7.2887588667e+00 -7.7989347019e+00
2.5791173466e+00 -4.9765714277e+00
-2.6028080032e+00 -8.9284333997e+00
-2.7302309106e+00 2.1673375703e+00
-1.0016386997e+01 8.2967436050e+00
-5.0407380875e+00 -5.8820209038e+00
-4.6708017887e+00 2.5794013840e+00
-3.5771858300e+00 8.8459444455e+00
-7.5045754706e+00 -7.0073327758e+00
-9.6156810279e+00 1.0913163188e+01
1.0971127858e+01 2.0555171034e+00
-1.0109375136e+01 -3.5732342788e+00
8.8027923033e+00 -9.9513340146e+00
7.0159609111e+00 7.1073328051e+00
-2.1672763898e+00 -3.7449094633e+00
-1.6372100673e+00 3.7606764576e-01
-2.4108806405e+00 -2.4175822736e+00
3.7157156356e+00 -8.7802681335e-01
-1.1535878822e+01 8.0023676869e+00
1.0362756461e+01 -1.1243661461e+01
-7.1455458638e-01 1.1157124176e+00
-3.0661623105e+00 3.3438548086e+00
-5.5563969146e+00 5.2327072962e+00
1.7505022633e+00 7.1040285136e+00
-9.8847203310e+00 -3.4951615066e-03
1.1295010247e+01 -2.1064245320e+00
-3.6529337618e+00 -6.2791001555e+00
-9.0835802536e+00 1.0529768702e+01
1.2246204280e+00 -1.1549046183e+01
9.1550406647e+00 3.0515186860e+00
1.1267681686e+01 3.4713190830e+00
3.1629196313e+00 -7.5783526526e+00
5.9239693179e-01 8.6254281922e+00
2.2781755301e+00 -5.1105382944e+00
9.4174626945e+00 6.4772727023e+00
7.7668422095e-01 -7.5210070108e+00
-4.2154654692e+00 6.4736015172e+00
1.8104695231e+00 -3.2424053593e+00
-2.1823572600e+00 5.2290487122e+00
-5.4939319286e+00 -6.4533609525e+00
1.1205720311e+01 -5.0003637710e+00
1.9359726953e+00 9.1569524556e+00
5.0331155379e+00 -9.3001434729e+00
-6.9810630325e+00 8.1963428300e+00
-6.0351344098e-01 -5.6672466100e+00
1.0397995928e+01 -8.5597191946e-01
4.0392149240e+00 -1.6035074350e+00
-9.0743597932e+00 3.8857653708e+00
2.1271677502e+00 -3.5235178611e+00
-4.6639007333e+00 -1.7090018141e+00
2.3537735334e+00 -1.7947192612e+00
-4.4389231217e-01 -7.6960599374e+00
-5.1715759453e+00 -6.4526948557e+00
-7.9049450342e+00 2.7787144165e+00
4.8740719652e+00 1.5505113349e+00
-7.9443408157e+00 1.1318254048e+01
-1.3504133842e+00 1.9590693851e+00
6.2528248113e+00 -8.6460243334e+00
-4.4696866342e-01 -5.6061708909e+00
-2.5164115028e+00 -1.0506882688e+01
-2.6830526729e+00 6.6609565908e+00
3.9622908999e+00 -8.9307089784e+00
-1.0953734934e+01 6.0955846860e-01
8.2919890099e+00 -3.9693156393e+00
5.9673684324e+00 -1.1710494888e+00
-1.0241037738e+01 -2.6885442548e+00
-3.2132589065e-01 7.9769082050e+00
7.6949141399e+00 -1.1944466919e+01
2.9211394718e+00 6.6993300988e+00
-1.1622272328e+01 -3.1841112395e+00
-1.1143587726e+01 -2.9938657061e+00
-2.4666683627e+00 -2.9343446652e+00
7.5999971703e+00 3.7756125405e+00
8.1336283405e+00 -1.1926068052e+01
1.1779929522e+01 2.0175218451e+00
-1.0679503800e+00 1.2455047064e+00
7.9595642696e+00 1.4273434217e-01
6.9576682039e+00 -1.0053240095e+01
7.7196546356e+00 -1.0236921907e+00
-5.5510395569e+00 2.4244464239e+00
6.4149491643e+00 8.2808309010e+00
-1.8817183766e+00 9.4143000053e+00
-5.6269548449e+00 -5.0110085682e+00
-4.4314673226e+00 9.6225621308e+00
7.9021316749e+00 -9.7644802761e+00
-1.0436027813e+00 -6.2707481456e+00
4.2255403463e+00 5.4466057084e+00
-7.7715369276e+00 -4.4071917311e+00
-6.3310261964e+00 2.5228237425e+00
-4.1746960561e+00 -1.8928692854e+00
-7.4030541647e+00 7.2038816113e+00
8.7934049667e+00 -1.1857861267e+01
-3.3009027652e+00 1.0005111466e+01
-1.5950783777e+00 4.4047348868e-01
-3.5566209703e+00 1.4625351841e+00
-7.7628621030e+00 1.2983903614e+00
5.5131916959e+00 -1.2197822519e+00
-9.9056618437e+00 1.0429735093e+01
8.6341168569e+00 4.5156392622e+00
-4.2643324900e+00 9.2277400996e+00
1.5984742158e+00 -1.0322429800e+01
-5.1791334309e+00 -6.3697341644e+00
-1.4874875166e-01 -1.0411350222e+01
7.1626722119e+00 1.9607598138e+00
1.0888988923e+01 -4.5941944968e+00
5.7438259032e+00 -2.6322374447e+00
-1.4950445946e+00 1.1489439942e+01
-4.1255994927e+00 -8.3759928253e+00
9.5855437965e+00 -1.1028792241e+01
-1.0175807953e+01 1.0042225517e+01
-9.5833112681e+00 -5.8485950538e-01
-3.2137809023e+00 1.2337038997e+01
-9.5760044688e+00 -3.6581089088e+00
5.5677604832e+00 7.1440562661e+00
1.0927816876e+01 3.5993345118e+00
1.0670498842e+01 3.0315753891e+00
-8.8154297657e+00 -4.1899318752e+00
-3.2424615630e-02 3.0628172321e+00
-4.1103433277e+00 1.1645921156e+01
8.9288611903e-01 -7.9748253087e+00
6.2710123435e+00 -9.7417235757e+00
-9.7109655598e+00 2.9196227443e+00
-2.3548187911e+00 1.1237467742e+01
-4.8018243040e+00 -5.5324047227e+00
3.2926698315e-01 1.0933581229e+01
1.8725762147e+00 -2.5445298600e+00
-1.7755032395e+00 -7.1046232331e+00
7.9911806221e+00 2.9381554666e+00
2.0586612455e-01 4.6630345750e+00
-1.0639354113e+01 1.0621335206e+01
6.8283304312e+00 -6.1217555493e+00
-8.2587167289e+00 -7.2065005620e+00
-9.9031861172e+00 8.1640894796e-01
7.4619723876e+00 5.0350012536e+00
-1.0719184038e+01 3.7442743863e-01
-4.1973331062e+00 2.1562264719e+00
1.0791013819e+00 -7.2674450521e+00
5.6567287079e-01 3.9169752047e+00
-2.1255878507e+00 -1.1419070190e+01
2.0746910256e+00 -4.4803576564e+00
1.6735417024e+00 -2.9810507092e-01
2.7860810552e+00 3.1674783210e+00
-9.1711173318e+00 1.1162313437e+01
1.8162371871e+00 -9.9656294854e-01
8.2244531308e+00 -1.0483419502e+01
1.5737471550e-01 -3.7075179239e+00
1.1155474307e+00 8.2177725985e-01
1.4776999057e+00 -1.1369626438e+01
8.8570522285e+00 5.7885405625e+00
-4.2844841806e+00 7.1834287973e+00
3.2090089247e+00 -1.0055054027e+01
1.0888453591e+01 -3.4729281449e-01
-1.0311829948e+01 2.1586218867e+00
-9.6687063230e+00 1.8962803568e-01
7.3207694796e+00 4.9654579013e+00
-4.2072990313e+00 1.5433174157e+00
8.8569271827e-01 -6.8092834463e-01
-6.4305908065e+00 2.8476532834e+00
1.1334082451e+01 -9.7161971047e+00
7.4630452637e+00 -7.3021972059e+00
-2.9585091881e+00 7.1597416596e+00
-1.0673715937e+00 -7.0935308706e+00
1.0767663140e+01 -3.4087043145e+00
-1.0425985165e+01 1.3757546310e+00
1.0976062413e+01 3.0511310752e+00
9.8390306570e+00 -8.7621169752e+00
-3.2641147235e+00 4.7397121687e+00
2.1374538220e+00 -1.7681540019e+00
-9.1972651518e+00 6.1246514753e+00
-1.9178303466e+00 1.8491011866e+00
6.7176219719e+00 5.2347288000e+00
-2.4454221529e+00 3.2554986355e+00
-5.5816454998e+00 6.7211264902e+00
-7.5266815157e-01 -6.9020659023e+00
-4.2261886484e+00 1.2444725298e-01
1.0594018205e+01 5.8466297275e+00
3.9723726432e+00 7.8472662615e-01
2.7541104700e+00 -1.2762106136e+00
-4.0928256530e+00 1.1660812829e+01
-1.1995097820e+00 1.2306273234e+00
-2.2415776755e+00 -1.0574511556e+01
-9.9507043137e+00 1.0786622737e+01
-2.1441709045e+00 -3.4790461120e+00
-2.5920905143e+00 2.3503629988e+00
-5.3165196151e+00 -5.4916475323e+00
-5.3811104962e-01 3.0781073504e+00
-7.2727321865e+00 -5.1362776906e+00
-8.0526627407e-01 -2.4659008552e+00
-1.1210466970e+01 -1.7550017134e-01
-1.5576208215e+00 7.7271615331e+00
1.6252052359e+00 -8.0566632663e-01
-5.7511879915e+00 -7.9315383156e+00
-1.1038243614e+01 1.2279261780e+01
1.0564535257e+01 -9.9565449400e+00
-9.2107989266e+00 1.0604660390e+01
-7.2478732354e+00 6.0225502960e+00
-6.5563321206e+00 8.1407157210e+00
7.4417372607e+00 -1.1930906572e+01
6.6252593660e+00 -9.3527028487e+00
-1.1210240378e+01 -1.7923563161e+00
9.0615575966e+00 1.5374233852e+00
-9.5457847118e+00 1.0691317113e+01
1.3991464768e+00 -9.2118690357e+00
-1.6796161600e-01 5.9554359796e+00
2.8495441443e+00 -4.5658644611e+00
-6.5470186614e-01 -1.4232895394e+00
1.3672933821e+00 -1.0629634816e+01
4.6739537121e+00 -5.5957126884e+00
8.4259513654e+00 -7.6679178158e+00
9.9005424511e+00 -4.5793899126e+00
6.3014660839e+00 1.2968758241e+00
-7.1172641198e+00 5.3654920821e+00
-5.0178440585e+00 -9.5807516222e+00
-4.6977159343e+00 1.2065797869e+01
1.0001649471e+01 8.6380984549e-02
-3.9893169570e+00 9.7693311601e-01
-6.7824379652e+00 1.1073691416e+01
6.5928886506e+00 -5.1239561011e+00
-7.8179305017e+00 3.0298479776e+00
3.1173309789e+00 5.8100234977e+00
3.2034940888e+00 -2.8062823784e+00
4.4302946698e+00 -3.1667099670e+00
-1.8710585448e+00 2.3230271795e+00
2.4582522782e+00 -2.5273795259e+00
-8.6989197116e+00 1.1140916069e+01
1.0262365553e+01 -2.9848586387e+00
-3.3051912579e+00 7.5789115917e+00
6.1169811786e+00 -7.4916680065e+00
8.9563001730e+00 -1.0151167701e+01
-7.5061725601e+00 1.0921294941e+01
7.2510546023e+00 4.3010483625e+00
2.9136397603e-01 -7.6704280154e+00
1.1466080338e+01 -9.4285220193e+00
-6.5619710022e+00 2.6292743805e-01
-1.0729254793e+01 -1.7511277833e+00
7.3705430651e+00 4.6180698889e+00
5.1144109487e-01 4.0896757963e-01
3.0049339021e+00 -2.0198648284e+00
-9.0353831881e+00 -2.8079421149e+00
-2.6656129900e+00 8.2991835446e+00
2.3035580302e+00 -7.4067522451e+00
-5.6362382997e+00 -7.5271872749e+00
1.0099127032e+01 -4.7389207343e+00
5.5313493784e-01 -2.6655133353e+00
-6.5733818921e+00 -2.1394427019e+00
-4.3071768935e+00 -5.8303601407e+00
1.1121063802e+01 -3.4791954254e+00
9.5809173845e+00 -7.1293603986e+00
-9.0191047973e+00 2.4795327689e+00
5.2366959644e+00 6.5645324345e+00
-1.8262448906e+00 1.1463746723e+01
8.7294613478e+00 -1.0252409795e+01
4.5075441860e+00 6.4169973991e+00
-9.8545376764e-01 4.4101724587e+00
1.1378838280e+01 -3.0164137864e-01
-8.7630289895e+00 -7.0828303733e+00
1.9430481737e+00 -2.5475309984e-01
9.0281236466e+00 1.2744842469e+00
-1.7972423611e+00 2.1053592993e+00
-5.1507211336e+00 -7.3307720144e+00
5.5073895958e+00 -9.4339299627e+00
1.0017137858e+01 2.2335305008e+00
8.3410790461e+00 1.7411954514e+00
9.4156805203e+00 -1.0612768322e+01
-3.8237978834e+00 1.6828509745e+00
-1.0736081777e+01 -5.4984602948e+00
7.0729751602e+00 4.2221049312e+00
1.9587828132e-01 -7.9231086821e+00
-8.4169487617e+00 1.2162726966e+01
-7.8898518308e+00 9.2699305577e+00
-8.6806095074e+00 4.6438542431e+00
2.9266084582e+00 -8.4901464460e-01
1.5833530278e+00 -9.0614541416e+00
9.3215086130e+00 -2.8769964530e+00
3.4746537656e+00 -5.3163042204e+00
-1.6991245748e+00 2.5282804509e+00
7.3421662959e-01 -4.6691494669e+00
-5.5172041244e+00 8.3696304852e+00
-1.3143972766e-01 -4.2257334770e+00
-6.0695639084e+00 1.1888810139e+01
7.0364675541e+00 5.2713146470e+00
3.8919099607e+00 -7.7551345710e+00
-1.5140347173e+00 -1.0630297588e+01
-9.6830210642e-01 7.8836076506e+00
8.9311226868e+00 -1.1511819724e+01
4.7265548079e-01 -9.4561873359e+00
-2.4971423428e+00 7.9332490767e+00
7.7675083522e+00 -1.1714951084e+01
-5.8490766580e+00 9.5808342945e-02
1.1380202150e+01 -6.5422200948e+00
9.6366301422e+00 -3.0302329325e+00
-5.7435656990e+00 7.8944282910e+00
3.9201416095e+00 -9.9107701574e+00
6.3693487086e+00 -2.1359147645e+00
-2.9315299773e+00 -4.8933604957e+00
8.1218910898e+00 3.0019865128e+00
-1.0269677866e+01 8.6218142569e+00
-1.0110708036e+01 -2.8915617336e+00
9.0570463055e+00 3.4258154872e+00
-9.0553697192e-01 1.6481629006e-01
-2.1547710215e+00 1.0255378055e+00
7.2175749168e+00 -5.0625820710e+00
6.1921164953e+00 -9.6395277712e+00
-1.9390221927e+00 -8.3278036714e+00
8.5598871876e+00 -9.5250060885e+00
-7.0500301364e+00 1.0693855261e+01
-5.1698133200e+00 1.1510393647e+01
1.8165326557e+00 -1.8054960863e-01
9.3823876661e+00 6.9053777493e+00
-3.9087811175e+00 -4.8210944050e+00
-4.1591363570e+00 1.5578132103e+00
2.6470094026e+00 -8.1034585960e+00
1.3532261663e+00 -1.1868510284e+01
1.5245930069e+00 -1.1000651583e+01
-8.3766663623e+00 4.4739050278e+00
-9.9904543422e+00 1.1893489577e+01
-3.5448297280e+00 -1.9930793616e+00
-5.4773133313e+00 2.4730940348e+00
8.5870857044e+00 3.4547219834e+00
1.7854801805e-01 -2.2899132544e+00
-2.9747901307e+00 6.2046831329e+00
-1.2842358136e+00 -6.3588437909e+00
3.1980368943e+00 6.1522610336e+00
1.0750089469e+01 -3.3212152273e+00
-1.2246685469e-01 8.1510725579e+00
4.7250720571e+00 -1.8396938607e+00
6.2131340570e+00 -4.2186063650e+00
-8.9026672784e+00 7.6905023021e+00
2.8333812133e+00 -1.2383909794e+00
-8.0193085539e+00 -4.4576177505e+00
-8.0441466122e+00 1.2942324869e+01
1.0459224162e+01 -2.4514924615e+00
-7.7789211738e+00 1.1018766362e+01
8.9949036800e+00 5.3519769310e+00
-8.3994187349e+00 -4.2707763483e+00
2.3897478749e+00 -6.3515347765e+00
-3.4984626611e+00 1.5694177979e+00
1.8359938563e+00 -1.1977831943e+01
3.5539707571e+00 -1.5482143211e+00
1.0365983008e+01 4.0968871667e-01
9.2300501988e+00 3.3469059019e+00
7.8442406288e-01 3.0328831813e-01
-7.5761021952e+00 8.4949892602e+00
-2.0362649578e+00 -8.8515898847e+00
3.7705741805e+00 -1.6038004738e+00
7.1314252448e+00 -1.0201130032e+01
8.8746960974e+00 4.7553133517e+00
2.5954762772e+00 -9.9946121341e+00
1.2903733000e+00 -1.7022633330e+00
-7.6755722702e+00 -7.5241420009e+00
1.1519164149e+01 -5.4569118665e-01
-9.5188831165e+00 7.8994619268e+00
1.0424627377e+01 -2.4673684417e+00
