# X[mm] xp[mrad] Y[mm] yp[mrad]
-3.9057059211e-01 8.4664246607e+01 -4.1370901612e-01 -1.1231855735e+02
-2.0768384520e-01 5.3755344064e-01 3.6491813905e-01 1.2180547024e+01
-7.5592757539e-01 -2.4737064463e+01 3.6570097152e-01 3.0589210494e+01
3.5585486499e-01 1.0411867281e+02 -7.0215649566e-01 -9.8109525027e+01
-6.5717516649e-01 -1.3051765938e+02 6.5619213476e-01 1.0907641407e+02
5.9851193955e-01 1.1927986212e+02 -6.5574314021e-01 -1.0692276814e+02
-1.4163686280e+00 -3.4488242270e+00 -5.3856944381e-03 -6.0073377367e+01
-7.4215732984e-01 2.2803542435e+01 1.3715235276e-01 -1.6573914805e+01
-1.0627725218e-01 -1.0145857967e+02 7.0421935829e-01 9.7374931635e+01
-6.1196859755e-01 -1.0540658300e+02 6.8104248447e-01 9.6743093040e+01
6.2645185142e-01 1.0616655472e+02 -6.9194202171e-01 -9.9534439620e+01
-6.1019474446e-01 5.5008138443e+01 -1.3923915091e-01 -2.5018749300e+01
7.7646495090e-01 1.0017163011e+01 -2.6260439589e-01 1.5170890594e+01
-8.6622023277e-01 1.3880303229e+01 -9.6719585523e-02 -6.0464265785e+01
-1.0263690057e+00 5.8762372647e+01 -3.1796736509e-01 -1.0211412675e+02
-2.1754156272e-01 1.0213227404e+02 -6.4591687882e-01 -1.0853000316e+02
1.2033230608e+00 -3.4176236554e+01 1.2080821589e-01 6.0002959724e+01
9.3226439479e-01 5.4061505161e+01 -3.9005554163e-01 -3.6165539880e+01
-1.2837376157e+00 2.1901310609e+01 -5.7097824346e-02 -4.7757851421e+01
-4.5041351231e-01 -1.1008285468e+02 7.4530442492e-01 1.0315420122e+02
9.3844536505e-01 -2.1926350950e+00 -1.6730004767e-01 8.3935298998e+00
7.2710032754e-02 9.6240758450e+01 -6.9421722833e-01 -9.3397647020e+01
1.3868621380e+00 3.8863050785e+01 -1.4533174798e-01 1.5520592193e+01
6.0455371171e-01 1.6866007248e+01 -4.1637306748e-02 1.9624400078e+01
1.1220841455e+00 -4.5125130465e+01 2.3101308939e-01 6.4249063558e+01
-1.0847921180e+00 4.7162732835e+01 -2.4441289989e-01 -6.1759088405e+01
-1.2148164985e+00 4.5966771501e+01 -2.5922004577e-01 -9.0460000662e+01
-1.1100740365e+00 -5.2336750555e+01 3.8944474407e-01 2.6499799132e+01
-3.9011791550e-02 9.2794998677e+01 -1.3118958314e-02 -1.9608629124e+01
-1.3289772166e+00 -8.5979971096e+01 4.2994106934e-01 4.0556168268e+01
-4.6595937183e-01 3.1554296791e+01 -2.8426397449e-01 -9.7861506932e+00
-2.2430065094e-01 -5.3478241344e+01 2.3178751494e-01 4.5053252164e+01
-5.6564317671e-01 -1.0705918786e+02 7.3738335784e-01 1.0015459142e+02
4.2793940287e-01 5.3446205875e+01 -3.6621343662e-01 -2.2029297628e+01
9.3930388296e-01 7.1289603075e+01 -4.9236350960e-01 -5.2473830255e+01
5.3872405289e-02 -2.2123243896e+01 2.2690915059e-01 -3.2122200409e+01
-4.3989230638e-01 -6.8457464819e+01 5.0370920763e-01 3.7403154530e+01
-1.0951950943e+00 4.5117907998e+01 -2.1159064310e-01 -5.8503914030e+01
-1.1210283830e+00 4.7602373095e+01 -2.6494542169e-01 -7.9798945420e+01
9.3040784815e-02 -1.0085237560e+02 6.7041379185e-01 9.4842284350e+01
-5.3107435423e-01 -1.1177982550e+02 7.1602117776e-01 1.0468604272e+02
8.4251664088e-01 -7.8839120555e+01 4.8650915023e-01 1.0132897082e+02
-6.2070600657e-02 8.4766050090e+01 -4.9750262070e-01 -5.4698890815e+01
7.9447645561e-01 1.2540532041e+02 -6.4317129294e-01 -1.0239477973e+02
2.1949710630e-01 -5.0304511846e+01 2.5593206670e-01 7.0289329416e+01
-3.8507277090e-01 -1.0766995486e+02 7.1293657205e-01 1.0592548913e+02
4.7451572012e-01 1.1137406495e+02 -6.9860318567e-01 -1.0054616053e+02
1.0329173885e-01 8.9701016010e+01 -6.5970896769e-01 -8.0048787093e+01
6.1639480089e-01 3.8424742180e+01 -4.3447479005e-01 -4.3616772829e+01
2.5055402410e-01 -7.8307027571e+01 2.0518331534e-01 9.6858312445e+00
-1.4516508676e+00 -6.9436603679e+01 2.9261094659e-01 6.3270531033e+00
-7.7915708891e-01 5.0670484470e+01 -2.6379668782e-01 -9.4441813842e+01
-3.2823884363e-01 5.0359830918e+01 -1.9354519237e-01 -2.5563075228e+00
-8.5440745462e-01 2.3175562941e+00 2.0435327214e-01 -2.0740631115e+01
1.4100781517e+00 2.8752138984e+01 -1.1318757356e-01 2.5554712871e+01
9.8976927024e-01 -2.0328059922e+01 7.6107981211e-03 2.5446855263e+01
-1.0905292228e+00 4.3945950624e+01 -1.8524031253e-01 -5.2580663997e+01
1.0924252886e+00 6.1723894885e+01 -2.3261848400e-01 -6.7874739939e+00
-6.8877894406e-01 -8.7691163885e+01 6.1622417035e-01 8.3824596843e+01
-1.8073131368e-03 -9.3491232741e+01 4.5520316480e-01 1.0283268412e+02
-7.7648902273e-01 -8.5365397546e+01 5.9326806091e-01 7.3216296293e+01
4.6052574834e-01 1.1213883576e+02 -7.2939258207e-01 -1.0133518743e+02
-2.8848070706e-01 6.8799246216e+01 -3.0850224586e-01 -5.3390718734e+01
-6.6346100260e-01 -3.8532270936e+01 3.8693780560e-01 1.0680435412e+01
1.8311778678e-01 -5.3219908519e+01 4.4148201430e-01 2.8772284021e+01
-1.3973054513e+00 1.9088959433e+01 -1.3446314117e-01 -8.1680339813e+01
1.3595384957e+00 -4.3444964699e+01 3.1500358331e-01 1.1264514289e+02
-7.9586518793e-01 3.2114585531e+01 6.3357766750e-02 -1.8573877666e+01
-1.2367703913e+00 2.3542951820e+01 -9.5980454418e-02 -5.3267181156e+01
1.2103082686e+00 -5.2610269824e+01 3.2923209675e-01 8.8550329954e+01
9.2317605463e-01 -3.2794424609e+01 2.2896543226e-01 9.0543206241e+01
2.3399532743e-01 -5.8888594583e+01 7.1990457271e-02 -4.0427338402e+00
-9.4073891129e-02 -8.0160978173e+01 5.3151973452e-01 4.9230492655e+01
-1.6250162385e-01 -1.0727900460e+02 7.0895415787e-01 1.0250820806e+02
4.4687426561e-01 1.1248761038e+02 -7.0512958619e-01 -1.0018030361e+02
-1.0308747114e+00 -6.8090216748e+01 4.4198185467e-01 4.1395038318e+01
1.1240843174e-01 1.7796352542e+01 -2.5759408284e-01 4.7309263257e+01
-7.5974646096e-01 8.2260262685e+01 -4.6803314946e-01 -1.0700152652e+02
-1.2368820972e+00 4.1977927446e+01 -2.5732703150e-01 -8.8536299697e+01
5.2458790973e-01 -8.9224234819e+01 5.7541466093e-01 1.0243536217e+02
-4.3962053521e-01 -6.8442549033e+01 2.9132861261e-01 4.8698313382e+01
1.4770929727e-01 -5.0983084949e+01 2.4717540673e-01 6.6610960091e+01
5.2008548736e-01 -4.6888272101e+01 9.5242824168e-02 1.1952386123e+01
-2.7869667401e-01 6.2680131355e+01 -2.9777940229e-01 -8.4310812112e+01
1.2232628392e+00 1.7411047304e+01 -1.4281027462e-01 1.5408614566e+01
-7.3343342266e-01 1.9953519747e+01 1.6353468151e-01 -6.3281848545e+00
1.2260628761e+00 1.6804509786e+01 -1.1587218855e-01 1.5277866509e+01
4.1170058032e-01 7.3017460675e+01 -4.9856384070e-01 -3.6933888200e+01
-5.9281697682e-01 8.1950484817e+01 -5.2842843746e-01 -9.9125916480e+01
8.0103401008e-01 -6.0787443408e+01 4.2427420428e-01 7.3564413961e+01
-2.5547752884e-01 -6.8173323488e+01 5.8513469303e-01 4.4717354538e+01
-2.7390553179e-01 -3.7381169429e+01 4.6849206927e-01 1.7332927542e+01
1.4234506917e+00 3.9535538238e+01 -1.2359891273e-01 2.1535274999e+01
-6.3974909570e-01 -1.1548590212e+02 7.3184747589e-01 1.0371765450e+02
1.4589891155e-01 1.0486055913e+02 -7.0660589993e-01 -1.0478640653e+02
4.9015002569e-01 1.1415971103e+02 -7.1963062926e-01 -1.0892016726e+02
4.8649965660e-01 -6.7978236958e+01 5.0014777428e-01 6.7872499054e+01
-7.4660685641e-01 1.5113454589e+01 1.1861852152e-01 1.4694128559e+00
-1.2752163128e+00 2.8939473983e-01 -3.5935706794e-02 -6.4050012246e+01
-1.2225518764e+00 4.2572878550e+01 -2.5124632106e-01 -7.4779362223e+01
1.1005413026e-01 -8.8553754663e+01 2.2964542544e-02 1.9541811606e+01
1.1893910820e+00 -3.7760032750e+01 1.7862169544e-01 6.6694440452e+01
-1.2606585390e+00 4.3564138263e+01 -2.2661057322e-01 -7.5590273013e+01
6.9105688477e-01 1.1451308125e+02 -5.1930624617e-01 -8.6903735779e+01
4.8114880213e-01 1.2107862714e+02 -6.9827477225e-01 -1.1188694832e+02
7.2808453731e-01 -2.6669549819e+01 -3.3170093204e-02 1.1326707763e+01
-2.3741659332e-01 5.5548443482e+01 1.1629715667e-01 -8.6762052454e+00
3.4170836054e-01 -5.3794399302e+01 -9.2048008872e-02 1.7225361369e+01
-1.2588881004e+00 -8.4650174642e+01 3.8040794490e-01 3.2785356696e+01
-3.7863955788e-01 1.0361873072e+00 4.2295121853e-01 -3.6675872684e+01
1.1632184253e+00 1.0443020932e+02 -5.1777180503e-01 -6.1194759955e+01
-1.3630993311e+00 2.1679946117e+01 -1.4544640657e-01 -8.1652619996e+01
-6.0040327835e-01 -9.9745024203e+01 7.1168073940e-01 9.4503182301e+01
-9.2924284744e-01 -1.0845462816e+02 5.1959396046e-01 7.3430529894e+01
1.1901271608e+00 -3.6846223237e+01 1.7452581876e-01 6.2388744385e+01
-5.6683551168e-01 -2.6145018035e+01 7.7840251780e-02 -6.2804412821e+00
-9.4849996396e-01 -1.2596318967e+00 1.8939174018e-01 1.0484574778e+00
-1.5305131256e+00 -1.9211383272e+01 8.6078061975e-02 -3.7744912150e+01
3.6711469773e-01 -1.8790471569e+01 -2.7115550505e-01 7.0686096894e+01
-8.2370563279e-02 9.8845405699e+01 -6.4921139162e-01 -9.2405504622e+01
5.5745078832e-01 1.0556666862e+02 -6.5629751881e-01 -9.6712452492e+01
-8.2950225579e-01 6.8031468232e+01 -4.2436005868e-01 -8.1537831215e+01
-1.6057151662e-01 1.6397566032e+01 -7.6600310865e-02 -2.7091045003e+01
-9.4364723741e-01 -2.4784990530e+01 3.2565742233e-01 2.0650105285e+01
9.5715287934e-01 -2.9504811289e+01 2.2143990488e-01 8.8318083973e+01
1.1350946176e+00 1.1007097129e+02 -5.0641776242e-01 -6.4026977092e+01
-1.6129483888e-01 8.7314778664e+01 -6.0269078911e-01 -7.8748469521e+01
-1.2157357766e-01 6.4703040354e+01 -1.3611514015e-01 1.0567605834e+01
5.5107824884e-01 -4.8360389941e+01 7.5907597991e-02 2.1200646554e+01
9.9732587769e-01 -5.0206546270e+00 -1.1289389925e-01 1.5259768791e+01
7.9645828099e-01 7.2442916722e+01 -5.3484016255e-01 -6.1641279421e+01
1.2298519821e+00 -1.0439987964e+01 3.6067584511e-02 4.4689819521e+01
-1.4308358964e-01 -1.1259090500e+02 7.1585259859e-01 1.1219496341e+02
-5.8265538296e-02 -7.0052975315e+01 4.9404708465e-01 4.1898202128e+01
2.7923653450e-01 6.9518308303e+01 -4.3585681805e-01 -3.7771908717e+01
-6.6207536140e-01 -6.7476657665e+01 5.4880372355e-01 6.7072012548e+01
-4.3978853466e-01 -3.1376728735e+01 1.1102046282e-01 5.6474178378e+00
-1.3691843460e+00 3.7595499050e+01 -2.1949231291e-01 -9.3602298677e+01
1.1992508234e+00 -3.4404291118e+01 2.0607380215e-01 6.9395091261e+01
-1.2915589189e+00 4.1254652709e+01 -1.9783720302e-01 -8.6951853601e+01
1.0390024584e+00 1.0960154684e+02 -5.0406954662e-01 -6.8641074976e+01
-3.5617917574e-01 6.6682761139e+01 -4.9170371511e-01 -5.5074642588e+01
-2.5209524174e-01 -1.8843771550e+01 6.2462317455e-02 3.4236024767e+00
3.4612975235e-01 -5.9379172236e+01 2.0126937560e-01 9.8306856050e+00
-1.4412857882e+00 -7.6023735599e+01 3.7726290457e-01 2.2641147173e+01
5.0846463309e-01 8.4559334814e+01 -6.5399933241e-01 -7.7508238199e+01
-4.1874845287e-01 -3.9888154625e+01 1.5541817341e-01 1.9013584716e+01
1.0656697613e-02 -7.5973922584e+01 5.7117828047e-01 5.6736593931e+01
3.6364695103e-01 1.1681101198e+02 -6.6901321671e-01 -1.1067458853e+02
-1.3448312530e+00 -5.0795818779e+01 2.0835874660e-01 -1.0133092103e+01
1.0576458688e+00 -5.9642539288e+01 3.8930369413e-01 8.7266156977e+01
-1.0827049409e+00 3.4388761002e+01 -1.0030478881e-01 -4.0708401650e+01
-1.5258306874e-02 3.0919053089e+01 -1.9568922455e-01 3.9646660540e+01
1.8104897737e-01 -8.6043918659e+01 5.9846562726e-01 7.4978382026e+01
-1.3800902465e+00 -4.8517381774e+01 2.8324564328e-01 5.5646381840e+00
1.1668272095e-01 -6.0795981866e+01 -1.2201566261e-01 1.5755815553e+01
-1.2251128264e+00 -3.1755136438e+01 2.3960759952e-01 5.2258017589e+00
3.1213553903e-01 8.1498252815e+01 -3.6640733068e-01 -7.2290640481e+01
1.5002146347e+00 2.5632806127e+01 -8.1349007166e-03 5.1688246467e+01
-3.7579468214e-01 -1.4022824045e+00 3.7241421018e-01 2.8595602641e+00
-1.1930982853e+00 -1.0286185670e+02 5.1322736387e-01 6.1414339208e+01
1.3999048283e+00 6.6010205377e+01 -2.9212472088e-01 -6.7235905628e+00
-1.1038002620e+00 6.0203553741e+01 -3.4556035016e-01 -9.9676152289e+01
1.2343997346e+00 -4.5711126004e+01 3.0895461604e-01 8.7474620125e+01
-1.9747296928e-01 8.3806915710e+01 -8.7014150343e-02 -1.2624960142e+01
-2.6935255950e-01 -2.9453828658e+01 4.5648428185e-01 -1.3954965403e+01
-3.3417507340e-01 9.5769872973e+01 -6.2063207545e-01 -9.8633922751e+01
-5.7021965899e-01 -4.4584293755e+01 3.8438447603e-01 1.6350665699e+01
-4.9923524368e-01 -5.6301027076e+01 5.6833652524e-01 4.6683230497e+01
-3.9103929316e-01 -1.1510683347e+02 7.4340759179e-01 1.0810173232e+02
4.7352369114e-01 1.0388786598e+02 -7.1926637016e-01 -8.9992025789e+01
-1.0424340170e+00 -6.0634212679e+01 2.5713117925e-01 1.2286754417e+01
-1.3361201597e+00 1.2869730568e+01 -2.8474481032e-02 -5.0279726244e+01
1.0900702041e+00 -5.1722732082e-01 -1.2719208653e-01 1.7720746151e+01
-1.1751773762e+00 4.7715716237e+01 -2.6218505001e-01 -7.3117762760e+01
1.2518065533e+00 -2.1993575231e+01 1.4959320325e-01 6.4314886768e+01
-5.4469926193e-01 7.5550919605e+01 -3.8067028750e-01 -1.0991470023e+02
1.0645598276e-01 -6.2767826184e+01 5.1846802812e-01 4.6141201577e+01
1.2946265865e+00 -3.4283082794e+01 2.3690722249e-01 7.6023480360e+01
-1.4923086317e-01 8.6082723567e+01 -6.2634013743e-01 -8.2214377870e+01
-1.2469399132e+00 3.5507709752e+01 -2.1183420914e-01 -7.7227168972e+01
-9.0726783904e-01 -4.1458524875e+01 4.1533973926e-01 3.5209996751e+01
5.0477037601e-01 9.2030859925e+01 -6.7443798256e-01 -8.4247526880e+01
8.4221330763e-01 -5.2116483987e+01 2.6163262747e-01 4.8487625325e+01
-1.0080111564e+00 1.2664548143e+01 6.6485157289e-02 -1.4055006637e+01
6.7441956165e-01 6.4833576023e+01 -5.2837214124e-01 -6.4599508942e+01
-8.8334812478e-01 -8.9942985320e+00 9.3600262705e-03 -3.9040213631e+01
2.3535372865e-01 6.1484690429e+01 -3.7307524863e-01 -3.4686911012e+01
-5.8700273174e-01 6.2854456957e+01 -2.0825362050e-01 -5.3596114549e+01
-3.0338189682e-01 8.2609115915e+01 -5.6586573040e-01 -7.6872281544e+01
4.9013977766e-01 -8.0788382097e+01 5.4921890526e-01 8.5038900362e+01
1.0586660518e+00 -6.8544107785e+01 4.4958293314e-01 1.1027527342e+02
6.3114032435e-01 1.0825891217e+02 -6.2154826178e-01 -9.4461149999e+01
-5.3478665397e-01 -1.1298595184e+02 7.2889264273e-01 9.7569649398e+01
8.1152721878e-01 5.9300721047e+01 -2.3564836618e-01 -1.9300761875e+01
-1.5402657974e-01 -7.6643360458e+00 2.6926529669e-02 -1.5539441294e+00
-5.6480544952e-01 -1.0991236805e+00 1.2282598683e-01 -1.4827361506e+01
-7.3673793376e-01 -3.0972891681e+01 3.8536408390e-01 3.6133174395e+01
6.8603303772e-01 8.0832086453e+01 -5.9500454414e-01 -7.4974967333e+01
4.0472204212e-01 -7.0454252334e+00 -3.1833358523e-01 8.1609983056e+00
-4.7369284845e-01 5.4109045213e+01 -7.9403912270e-02 -1.3512683871e+01
-2.0651372726e-01 1.2277603026e+01 -5.6553223071e-02 -2.5292082545e+01
-6.4624465186e-01 -1.0275482043e+02 6.5746685412e-01 9.2591479688e+01
7.5039713710e-01 -3.9955374615e+01 1.8856965815e-02 3.7487530139e+01
4.4400590306e-02 -1.0679663165e+02 6.8873568643e-01 1.0651051823e+02
-8.7129112656e-01 -1.1026028700e+02 5.7544842192e-01 8.3748454373e+01
-1.1860340087e+00 5.1704321592e+01 -2.9486957758e-01 -7.7703249790e+01
2.6672740570e-01 -9.1614508643e+01 6.1277184825e-01 9.0854962586e+01
1.4352421940e-01 1.0929634306e+02 -1.2236727685e-01 -1.7754180896e+01
1.1692248135e+00 9.3117503672e+01 -4.2503495522e-01 -4.3803140229e+01
-5.3000311041e-01 -1.0267501606e+02 7.0601227871e-01 9.8323800313e+01
1.2325281795e+00 -1.6724403714e+01 7.3016231354e-02 4.5574010551e+01
-4.4794240087e-01 -8.9524814045e+01 6.7971822581e-01 7.9054985576e+01
1.0503149464e+00 -1.1505916475e+01 -6.2636134973e-02 2.2447129616e+01
-2.1601159200e-01 1.0007432686e+02 -6.5286010527e-01 -1.0015162426e+02
1.0921206322e+00 -2.1898913391e+01 2.0385700401e-01 8.6773912335e+01
7.0644136525e-01 -8.0625124329e+01 5.2576045219e-01 1.0022978382e+02
-1.0263494398e+00 -6.0588572341e+01 2.3878122462e-01 1.1477226515e+01
-5.4221589624e-01 4.6831295095e+01 -3.6743458790e-02 -1.6278815533e+01
4.5109892390e-02 2.5199460802e+00 -6.6695803685e-03 -3.1972639859e-02
-1.3905433394e+00 1.1390626157e+01 -7.1338007956e-02 -6.1798926276e+01
-9.2683761909e-01 5.1591659907e+01 -2.9220473277e-01 -1.0251424638e+02
-1.0087203938e+00 4.6238726503e+01 -1.7677335609e-01 -5.1047333263e+01
-9.6012137357e-01 -8.7170196953e+01 5.4588010306e-01 6.5296631612e+01
1.1744931073e-01 3.3479806675e+01 -4.1240842594e-01 -2.0317043673e+00
4.6265773683e-01 5.2883872093e+01 -5.3827716557e-01 -5.9006496359e+01
1.3500706833e+00 1.7842952428e+01 -5.3981136203e-02 2.9089369730e+01
-3.6978813544e-02 -1.0857309945e+02 7.4248527447e-01 1.1370142936e+02
1.0954669093e+00 8.4904760282e+01 -3.6060053670e-01 -3.5374929133e+01
-8.0253167828e-02 -5.0817801995e+01 4.6207005133e-01 2.0108240570e+01
1.0971216897e+00 -5.6062916319e+01 3.0630255583e-01 7.8781504925e+01
4.4717211654e-01 -9.0403922998e+01 5.8477506089e-01 9.5491910362e+01
2.3133965129e-01 -6.5758222451e+01 3.4661954570e-01 8.6974206779e+01
1.0283511192e+00 6.4386181418e+01 -4.1948362556e-01 -3.9053451435e+01
7.4020454703e-02 -1.5451553346e+01 6.9436723351e-02 2.0775324071e+01
-1.3092963470e+00 -7.0281432922e+01 2.9202161984e-01 1.1555225204e+01
-7.8959147221e-01 6.7499969482e+01 -3.4712206851e-01 -1.1169431195e+02
-1.2840316666e+00 1.7964201186e+01 -2.9239819993e-02 -4.6481856988e+01
8.6036629595e-02 6.0623128875e+01 1.2824322195e-01 -3.4052999720e+00
7.3760163001e-01 1.5412235643e+01 -3.0215310141e-01 7.9231434438e+00
1.0948956035e+00 -8.0427823591e+00 -8.5566155410e-02 2.6330876662e+01
1.3278049351e+00 9.5976109498e+00 -9.7223958930e-03 4.3424041668e+01
1.0325844628e+00 2.5445777907e+01 -2.4436598056e-01 -6.8003602986e+00
-2.7471319370e-01 4.7677774165e+01 -2.2010941799e-01 -6.7702399861e+01
1.4117842265e+00 5.9823475456e+01 -2.5748018124e-01 -9.2394992287e-01
1.3310998304e+00 5.9199179813e+01 -2.2642915620e-01 -7.2063979817e-01
-6.3429512719e-01 -9.9157817645e+01 6.7543230944e-01 8.8736028626e+01
6.6297049762e-01 1.0815192614e+02 -6.8815630286e-01 -9.5882715325e+01
9.3878085388e-01 -2.3941393058e+01 1.1080492491e-02 2.4587307028e+01
-9.9398301930e-01 4.5160010948e+01 -1.9322495882e-01 -4.7481126800e+01
-6.9549638557e-01 5.8638825286e+01 -1.4542302396e-01 -5.3905532690e+01
-5.7557136915e-01 6.5988245065e+01 -2.0706958915e-01 -3.5180135049e+01
1.0944774336e+00 -5.9207802921e+01 3.8340638712e-01 9.5541106024e+01
1.3371666214e+00 2.0635385501e+01 -7.8358023587e-02 3.2449213871e+01
-1.9487695521e-01 9.2806289420e+01 -6.4304937585e-01 -9.4570060309e+01
4.3377859409e-01 4.1207784709e+01 -3.1907138235e-01 -1.3425511614e+01
-1.0979606828e+00 -3.3333468496e+01 2.9765614180e-01 1.7963093918e+01
-4.2355232766e-01 -1.0723588919e+02 7.2327015229e-01 9.9737592804e+01
3.0095662293e-01 8.7635446142e+00 -3.8412595430e-01 1.3787621905e+01
-7.5161853730e-01 -9.9069738020e+01 7.0486654158e-01 8.1427622168e+01
-2.8512500962e-01 6.3670250466e+01 -4.2285894355e-02 -5.8956236597e+00
1.7883668075e-01 -7.2040210500e+01 1.7993158698e-01 -7.9599069478e-01
9.7152815456e-01 2.4558595343e+01 -2.7669708104e-01 -1.2115619732e+01
-1.2822123002e+00 4.7120574496e+01 -2.6594070439e-01 -1.0966750488e+02
-1.3363794908e-01 -1.9011184925e+01 2.8607797424e-01 -4.1820113252e+01
9.7604157723e-01 -7.1774618694e+01 4.6811587865e-01 1.1205213110e+02
-1.2625628816e+00 4.5961434588e+01 -2.5504274968e-01 -9.0279583370e+01
-8.9905952701e-01 -5.7348264446e+00 -1.5429646079e-02 -4.3271145827e+01
5.4639699266e-02 1.2645477029e+00 1.4396914887e-03 3.1656420755e+00
3.4783500359e-01 -1.9481943699e+01 -2.2736671401e-01 -1.2809446707e+01
-4.8451113935e-01 6.9279851800e+01 -2.6908583345e-01 -4.8745713603e+01
-1.3197243879e+00 2.1695577782e+01 -1.5293457659e-01 -6.0581909893e+01
-9.9445343578e-01 5.3722156418e+01 -3.4699697759e-01 -7.0994844234e+01
1.0230275436e+00 1.7028792462e+01 -2.3248169714e-01 -9.0221017286e-01
-9.2683362010e-01 2.1768530714e-01 2.1401024706e-01 7.2409005757e-01
1.2617397956e+00 1.1182602014e+02 -5.4331525231e-01 -6.6218301120e+01
3.9226460864e-01 8.8044154444e+01 -6.7036835276e-01 -7.3297668555e+01
2.8708426847e-01 5.8749881880e+00 -3.2477611166e-01 4.9493109256e+01
-7.0650842695e-01 -1.0989711864e+02 6.8971371255e-01 9.6281630030e+01
1.5957308887e-01 1.0320134195e+02 -6.9573333762e-01 -1.0049078750e+02
-1.1671433972e+00 2.2808467654e+01 -2.7830549388e-02 -3.5954423924e+01
1.2823250440e+00 5.0983614117e+01 -2.6786950381e-01 -4.4785123739e+00
-9.2472218967e-01 -2.4845023910e+01 3.1497740683e-01 1.8468163421e+01
1.2602962758e+00 -5.4356583293e+01 3.4558240274e-01 1.0462122803e+02
-1.0085592261e+00 -7.4352819944e+01 4.8995780307e-01 5.1480072425e+01
-1.0247775792e+00 5.8158771461e+01 -3.5357776213e-01 -8.2965254352e+01
9.0589223039e-01 -5.1243699458e+01 3.2965927582e-01 1.0951403563e+02
4.8842534977e-01 -6.7313387201e+01 2.7242930241e-01 5.1204048349e+01
-6.9786372680e-01 -7.8010986336e+00 3.3522772507e-01 5.4279457162e-02
6.1840368785e-01 4.2020100989e+01 -4.0845325857e-01 -1.0208776725e+01
-1.1759310648e+00 4.1081707755e+01 -2.4169247072e-01 -6.3720944620e+01
8.2365555867e-01 -1.5625297386e+01 -9.8461808158e-02 9.6547315210e+00
-6.3115014481e-01 8.6162904983e+01 -5.3582185997e-01 -1.0291093500e+02
-1.2948547339e+00 4.2402929796e+01 -2.5656563357e-01 -1.0539008959e+02
-1.0154798653e+00 -6.4601477925e+01 4.4008418515e-01 4.3929645830e+01
-6.2290108535e-03 9.1568356844e+01 -6.3919260385e-01 -7.7661288506e+01
1.0449282265e+00 -5.9320227048e+01 3.8180990423e-01 9.8422802206e+01
6.7178952488e-01 1.1588873956e+02 -6.6370072482e-01 -9.9691443969e+01
-9.5289152599e-01 6.8013827790e+01 -4.0004867704e-01 -8.8921493811e+01
-9.9269554477e-01 -1.0866635739e+02 5.2885658044e-01 7.2280726121e+01
1.1057943673e+00 -5.6635174322e+01 3.5111882775e-01 8.2710354730e+01
-4.7739541828e-02 -2.9964223322e+01 2.4372041370e-01 -3.6228497526e+01
5.0511967027e-01 -3.5547138406e+01 -1.1444326657e-01 9.1385303674e+00
-1.2955111517e+00 7.7849458630e+00 -7.7736462750e-02 -6.8377883269e+01
-4.7600224759e-01 -9.4695166117e+01 7.0271477936e-01 8.4333300037e+01
-3.5696349635e-01 -1.0465993435e+02 4.8297735475e-01 9.6117464797e+01
-8.5630147781e-01 -1.5969101459e+01 2.9493110533e-01 1.6729475808e+01
7.0552024623e-01 -3.7710535852e+01 1.5655107100e-02 2.0615204831e+01
-1.4731161166e+00 -3.5362792088e+01 1.8052937267e-01 -1.5707461717e+01
-5.4349895867e-01 -5.4953595299e+01 2.1959019852e-01 2.8273801163e+01
-4.8608445748e-01 2.3491298371e+01 2.0720469121e-01 3.9936723770e+00
1.3775034773e-01 -4.6617471471e+01 2.2184721416e-01 5.9942285515e+01
7.1526416736e-01 1.0628397576e+02 -4.8256268973e-01 -7.7444207674e+01
-5.0530667594e-02 -9.2759854544e+01 6.5623778378e-01 8.0591420507e+01
1.3560071462e+00 -3.7086409044e+01 2.7511122563e-01 9.9489962194e+01
-9.0773751992e-01 -3.8338265740e+01 3.6348383194e-01 2.9849076160e+01
-2.7821904362e-01 9.4866908708e+01 -6.1124398187e-01 -9.6229879935e+01
2.8141219759e-01 -9.5895204941e+01 6.2504634379e-01 1.0228681723e+02
1.2853292689e+00 -9.2253859086e+00 1.5643573867e-01 8.4565835081e+01
-5.6708676949e-01 -4.4097354168e+01 4.7985589439e-01 5.5043961550e+01
-7.3687963550e-01 6.9806038110e+00 -6.9706853174e-02 -5.0647556317e+01
-3.5171385260e-01 -5.5029293471e+01 5.2371419303e-01 2.9172356526e+01
5.7274726524e-01 -7.2641930727e+01 4.1462947958e-01 1.1402465429e+02
1.8656892816e-01 1.8048548064e+01 -2.8490922513e-01 5.0704240192e+01
1.3600441187e+00 2.4696619343e+01 -1.1180159087e-01 2.7299411246e+01
4.6343595932e-01 1.1078207790e+02 -7.1457605710e-01 -1.0539025045e+02
1.1554395278e+00 1.0129881938e+02 -4.9060470165e-01 -5.9464215728e+01
-1.3964706651e-01 4.1604478321e+01 -3.7858748785e-01 -7.0415589374e+00
-6.6519403739e-01 5.1369182978e+01 -1.2174764233e-01 -3.8894475941e+01
7.5718644752e-01 -4.5702943300e+01 2.8821780955e-01 9.7096534501e+01
5.8196791303e-01 -6.2040960730e+01 2.1038810419e-01 5.9874341846e+01
8.7122031485e-01 -2.9659501055e+01 -4.7539034406e-02 3.0737588091e+01
