# X[mm] xp[rad] Y[mm] yp[rad]
3.7043507980e+00 -3.5257126856e+01 -4.5154630700e+00 7.7774991306e+01
2.2266616871e+00 -2.2854895967e+01 -5.9015841713e-01 8.5480846338e+00
1.8276392665e+00 -6.6539942981e+01 -7.8866809890e-01 2.8386747965e+01
-1.4537684721e+00 3.2701072097e+01 1.0573832605e-02 -6.9163279467e+00
-6.9022737031e-01 -3.0323264817e+01 5.0002439260e-01 -7.8456831038e+00
1.6666688216e+00 -6.9327676909e+01 -1.4638890913e+00 6.2277185174e+01
-2.7379938070e+00 8.0003974091e+01 2.2077040467e+00 -8.3787822722e+01
-1.0365515465e+00 1.3533958475e+01 -2.0064416087e+00 2.7415807003e+01
-1.0748028945e+00 1.1319779800e+01 1.4874231252e-01 2.8789306605e+00
3.6952583871e+00 -5.3657154617e+01 -3.2517453856e+00 7.3316961596e+01
1.5881481384e+00 -7.0413368257e+01 -7.1566298892e-01 2.9711667547e+01
2.6821959354e+00 -1.4907081272e+01 -3.2071462896e+00 4.8096142851e+01
-2.7008055339e+00 5.6099179807e+01 1.4965310208e+00 -4.4317024313e+01
1.9513234055e+00 -8.3353439279e+01 -1.8802512538e+00 7.8716548780e+01
1.0093654516e+00 -1.9813482779e+01 1.0607237862e+00 -1.2207931731e+01
-2.0203402284e+00 9.0768852126e+01 1.6880021665e+00 -9.6431445947e+01
-1.2294537157e+00 2.2109298873e+01 7.1962101071e-01 -1.6070291682e+01
-1.4624906095e+00 2.0183394373e+01 -1.4730342243e+00 1.9258030546e+01
3.5442745749e+00 -4.5961773831e+01 -5.0521423009e+00 9.3693561760e+01
-2.2471062284e+00 2.2825646898e+01 1.3456226259e+00 -7.4542935343e+01
-2.5982680289e+00 9.9362039891e+01 2.2783678352e+00 -8.3877906891e+01
2.8498277805e+00 -1.6884228645e+01 -3.6033122813e+00 5.5266103927e+01
2.1982191084e+00 -9.0249819384e+00 -2.3983275680e+00 3.3846703446e+01
2.6996037199e+00 -4.1007289250e+01 -7.2595253123e-02 7.5985829603e+00
4.0077508844e+00 -4.2605933597e+01 -4.9001473044e+00 8.7357444446e+01
-2.5543962409e+00 6.6365520433e+01 1.8693495703e+00 -4.1977459212e+01
-5.4152949213e-01 3.2301093657e+01 -1.6899831665e+00 2.2052812896e+01
-1.7224841724e+00 2.6686199990e+01 3.1846415808e-01 -3.2938484162e+00
-1.2439816507e+00 -4.3332047080e+00 1.4487087060e+00 -4.1981234852e+01
5.1541347983e-01 -6.7881173324e-01 -9.1661642201e-01 1.2663428136e+01
1.8740847017e+00 -1.0041490708e+02 -1.6181767444e+00 8.5997554131e+01
-2.4011208360e+00 6.9793663477e+01 2.5017593211e+00 -6.8379564633e+01
-1.0342286618e+00 -2.3835905168e+01 7.9726850108e-01 -1.8659114537e+01
4.1141052202e+00 -6.9260712682e+01 -7.5418980984e-01 1.4491256664e+01
-2.2188439674e+00 5.9721574037e+01 2.0450937050e+00 -4.7797079675e+01
3.4757200640e+00 -4.4163550951e+01 -3.5011907821e+00 7.2120633312e+01
3.9935763644e+00 -4.5071173525e+01 -4.1912193724e+00 8.0120526804e+01
-1.9933963986e+00 1.6641973364e+01 9.7134785798e-01 -2.6281431943e+01
3.8649021059e+00 -5.3929217533e+01 -3.8876640977e+00 8.3463077526e+01
-1.2917555161e+00 1.7783446012e+01 -1.8198224088e+00 2.3683353374e+01
-1.2788757683e+00 -2.0896480069e+00 4.6240057443e-01 -8.2000672252e+00
1.3317122155e+00 3.2332796826e+00 -2.0285139920e+00 2.8180904266e+01
3.1428161900e+00 -8.8827439385e+01 -2.5930769569e+00 9.8090015982e+01
1.8860210606e+00 -7.6124017312e+01 -1.6098567498e+00 7.1965773803e+01
2.1627048031e+00 -8.3285496024e+01 -1.9540003944e+00 8.4836789775e+01
3.2267664778e+00 -3.2755905435e+01 -5.3125673313e+00 8.9801932780e+01
-7.3048058664e-01 5.1631226122e-01 -2.8165485837e-01 1.2094259412e+01
3.1349052950e+00 -3.3118117655e+01 -4.9786866531e+00 8.4422601946e+01
-2.1005630508e+00 6.1386410105e+01 1.9162221844e+00 -7.5960732819e+01
-7.8711474513e-01 1.0564512594e+01 9.3113842794e-01 -9.6759258078e+00
2.0871482625e-01 -9.9294578902e+00 1.5247242142e+00 -2.5287722095e+01
1.9079132632e+00 -8.1747069905e+01 -1.7751523676e+00 7.0332129544e+01
1.7568523509e+00 -1.1091214038e+01 -8.2088650068e-01 1.1499522705e+01
-1.6031562489e+00 -3.7127568272e+00 9.2403247948e-01 -2.4861069543e+01
-3.1766836595e-01 -2.9437866739e+01 -2.1559326928e-02 9.0034179916e+00
-2.4712840673e+00 9.1757355401e+01 2.2233465396e+00 -9.4350622966e+01
7.5762403041e-02 -6.2858979697e+01 -3.3190585668e-02 1.5843014574e+01
-2.6030952958e+00 8.2957944032e+01 1.7827746375e+00 -9.5448001575e+01
-1.8533711397e+00 5.0279110165e+01 3.3725176093e-01 -9.0951476407e+00
2.6963055194e+00 -2.1906845647e+01 -5.0689144865e+00 8.1260172522e+01
2.0038854306e+00 -9.4790121353e+01 -1.8273492673e+00 8.6697505076e+01
-1.6982733118e-01 4.9614156044e+00 4.7934617510e-02 -1.1608908199e+00
-3.6584174736e+00 9.6362704446e+01 3.4130566298e-01 -1.6185580071e+01
-2.8074562955e+00 5.6777909855e+01 1.8798482161e+00 -6.4340930073e+01
-7.0889398944e-01 2.0143446765e+01 -2.9680304496e-01 3.7222713695e-01
-2.6109068573e+00 9.9462296766e+01 2.2370386898e+00 -8.6205146928e+01
-2.2173034464e+00 1.7448009888e+01 1.3651540265e+00 -5.4240021542e+01
1.2926301712e+00 -2.2967929393e+00 -6.6727131384e-01 9.1362093706e+00
4.9464322877e-01 -1.4889912160e+01 1.0298759085e+00 -9.9314767771e+00
-2.4268210392e+00 6.5676394427e+01 1.1951339990e+00 -3.1170389920e+01
-9.6840974536e-01 1.3178601868e+01 3.2809354395e-01 3.6164699366e+00
-2.7140810115e+00 5.5081313144e+01 1.1474900676e+00 -3.1349386235e+01
-1.6104769947e+00 3.1818820315e+01 5.8904541918e-01 -1.8017977456e+01
-2.5332430822e-01 5.6666437719e-01 5.0279378026e-01 -9.5922983542e+00
1.9695610447e+00 -5.9907893351e+01 -1.5147131223e+00 5.6181449082e+01
1.9238085001e+00 -1.0223454478e+02 -1.5734367111e+00 8.1522413472e+01
1.6337764098e+00 -3.9924016312e+00 -1.3919399598e+00 2.0127660851e+01
3.4228889259e+00 -3.6407863377e+01 -2.8266543584e+00 4.3876081412e+01
7.9988658623e-01 5.9774516985e+00 -3.0262599378e+00 4.4126405224e+01
-2.8517096873e+00 7.6426804157e+01 1.9848250454e+00 -4.5248682871e+01
-2.6351412406e+00 4.9893957665e+01 1.5923000377e+00 -4.5505252033e+01
1.9518617994e+00 -1.0817939596e+02 -1.6459554910e+00 9.1425809852e+01
2.3253132907e+00 -1.0492266317e+01 -3.3404046801e+00 4.9342876246e+01
3.7857084298e-01 -1.4225346126e+00 -2.7118391787e+00 3.1290405449e+01
-1.1909307066e+00 -7.9167940006e+00 1.3503220376e+00 -3.7885998870e+01
4.1940641423e+00 -5.8474914359e+01 -4.2121653261e+00 9.1215758685e+01
2.4827205778e+00 -4.6824519799e+01 -2.3035285179e+00 4.6457715657e+01
3.4034371812e+00 -5.1122635988e+01 -4.4034123634e+00 8.5719774798e+01
-2.5093591806e+00 4.3096113406e+01 1.3305054012e+00 -4.2161162889e+01
-2.4822741842e+00 3.5766542366e+01 1.7234033966e+00 -6.0687326235e+01
-6.0428267483e-01 -3.1506481398e+01 4.3570915548e-01 -4.3416429137e+00
-2.6714114180e+00 9.8959801093e+01 2.2546520348e+00 -8.8657286005e+01
4.7490530095e-01 1.3344225517e+01 -1.1714755699e+00 1.4356870135e+01
2.4149506587e+00 -2.2891603437e+01 -1.0158560622e+00 1.6097676593e+01
4.1961844280e-01 -3.3390887648e+01 -8.4117995582e-01 2.8983823305e+01
-2.8997536584e+00 8.8397946901e+01 2.0975909139e+00 -5.7221133741e+01
-2.5809571556e+00 4.2526917182e+01 1.6641354006e+00 -6.9843500112e+01
-2.5245221238e+00 3.9925021511e+01 -7.6314463930e-01 7.7179216606e+00
3.7122659824e+00 -3.7232456399e+01 -4.0130347768e+00 7.2964615498e+01
-2.0004802689e+00 2.2965706810e+01 1.5166252172e+00 -7.2524103387e+01
-1.2333865587e+00 -2.0957463084e+01 9.6973828731e-01 -2.5830557819e+01
2.7610435229e+00 -5.5191126619e+01 6.4983672664e-01 -6.2763276502e+00
-5.3249769905e-01 -2.4358110601e+01 1.3311424771e-01 4.0653385184e+00
2.0853239007e-01 1.4072719813e+01 -6.2042228048e-02 -1.6578241563e+00
-1.8782400085e+00 3.3817803461e+01 2.5808861620e-01 -1.3576355716e+01
-2.2738490542e+00 2.3173231948e+01 1.5178174304e+00 -5.7115570540e+01
1.8769596974e+00 -4.5398561322e+01 -7.3972853016e-01 2.4621089919e+01
-1.9894661842e+00 3.7029744094e+00 1.3355975017e+00 -5.1480087997e+01
1.5372594462e+00 -4.0604148406e+01 -3.7356190166e-01 1.7071325643e+01
1.5579798808e-01 -3.3210823396e+01 -5.0745730973e-01 2.1023453659e+01
-2.7912228921e+00 1.0380642281e+02 2.3528441522e+00 -8.2737772208e+01
1.8746991016e+00 -8.1728241006e+01 -1.7524425089e+00 7.5927930672e+01
-2.4023375770e+00 9.7544419880e+01 2.0621193595e+00 -1.0023820738e+02
-2.3884924845e+00 3.6996308930e+01 -6.6657068396e-01 5.7819271018e+00
2.1948720685e-01 -1.2337672116e+01 3.8787120159e-01 4.9123840543e+00
-6.5095477742e-01 6.9600527023e+00 8.9996704892e-01 -8.2924047324e+00
-2.2971832647e+00 2.5069604052e+01 1.5359205620e+00 -5.0919363170e+01
1.4372594709e+00 -7.0041264558e+01 -1.3226373605e+00 5.3190586304e+01
4.1971594744e+00 -4.4257744508e+01 -5.3103587548e+00 9.5169923574e+01
4.6135523057e+00 -5.2935727927e+01 -4.7686158607e+00 9.0309669334e+01
-2.6905861332e+00 9.3668629471e+01 2.3344849337e+00 -8.8199000373e+01
1.5304661227e-01 -3.8776287353e+00 -1.8962576100e-02 1.2201142387e+00
1.0763291744e+00 -5.8877087029e+01 -9.5600688290e-01 3.8374773336e+01
1.2315917661e+00 -2.4616443048e+01 1.4720588737e+00 -2.3276778047e+01
-4.4353128766e-01 -2.3915522830e+00 1.8074431738e-01 7.0658609144e+00
2.2217875820e+00 -1.3357321073e+01 -4.6997876817e+00 7.2621001507e+01
3.5626826402e+00 -6.2750004946e+01 -2.7817752181e+00 7.1312617121e+01
-1.6630295580e+00 -6.4493863469e+00 1.2671970258e+00 -4.2314076490e+01
-2.2495623115e+00 2.0676622976e+01 1.4072636704e+00 -5.3708480316e+01
-2.8465653603e-01 1.0012453694e+01 -1.7933898296e-01 9.3238131971e-01
3.1389550138e+00 -3.0623551899e+01 -2.1686114587e+00 3.7069617188e+01
-8.4943131947e-01 -1.0769507734e+01 1.4536157012e-01 1.9273699904e+00
6.9842322749e-01 -2.3486504503e+01 -2.4989215069e-02 1.4122392282e+01
-2.2401546723e+00 1.0552159743e+02 1.8349037995e+00 -9.2080626569e+01
-2.6571331368e+00 5.9033643291e+01 2.0301269428e+00 -5.5361655584e+01
-2.1438463181e+00 2.5840599690e+01 1.3163669626e+00 -8.1895497283e+01
-2.0335549858e+00 5.4793976834e+01 6.1463242305e-01 -1.3914649454e+01
6.3589444558e-01 -2.4557815912e+00 -9.2727839959e-01 7.0493618567e+00
-2.3564272787e+00 3.4248980492e+01 1.4690050083e+00 -7.2123309327e+01
3.1776217702e+00 -6.7888599211e+01 -2.0560930422e+00 6.3125382520e+01
1.0675084354e+00 -6.3550246389e+01 -1.0267074067e+00 4.3003519495e+01
2.2672072191e+00 -2.6399902829e+01 -1.2377348354e+00 2.8342033520e+01
3.6708947006e-01 -5.7375493810e+01 -3.3964394330e-01 2.1500011424e+01
-1.1317216867e+00 2.9881259545e-01 7.2213050276e-01 -1.1041505852e+01
6.0918408221e-01 -9.1881927600e+00 -7.7317524797e-01 1.4318255500e+01
-1.5867139077e+00 1.6491315286e+01 2.5720518386e-01 -2.8333236551e+00
-2.4490039749e+00 9.4842831485e+01 2.0757543035e+00 -1.0001631702e+02
-1.9059413061e+00 3.6141955304e+01 1.0789418623e+00 -2.7723515152e+01
-1.1266370266e+00 4.0054213859e+01 -9.7285995032e-01 1.1789475578e+01
-1.9597917943e+00 6.0840213642e+01 1.5535043639e+00 -9.2501424120e+01
-2.3297521477e+00 2.1002955566e+01 1.3036715681e+00 -4.7006317360e+01
4.1841109360e+00 -4.5255467802e+01 -5.1333682713e+00 9.3057631354e+01
9.3039034066e-01 -6.6841830867e+01 -7.9097125513e-01 3.8597327372e+01
-1.5707872339e+00 2.2288478261e+01 4.2747615389e-01 -3.4329213158e+00
-2.6824480117e-04 -3.2776660299e+01 -3.6099115144e-01 1.6808765847e+01
-2.1772100276e+00 5.9028929653e+01 1.9698935289e+00 -6.1112237530e+01
4.1263311531e+00 -5.2583380787e+01 -4.6143718387e+00 9.4056958205e+01
2.7528225957e+00 -8.7624958011e+01 -2.3649099181e+00 9.4797288375e+01
-2.6252609693e+00 8.3233329770e+01 2.4496635817e+00 -7.7210509338e+01
4.0787829183e+00 -5.9227912481e+01 -3.8762992941e+00 8.6195066752e+01
-2.4822586508e+00 3.2049923405e+01 1.3356003378e+00 -6.7680115843e+01
2.0286235770e+00 -4.9590533731e+01 -7.3472034502e-01 3.1883112489e+01
2.6981713173e+00 -3.4615266189e+01 -4.4379114835e-01 8.4759811590e+00
2.4528396348e+00 -9.5765715181e+01 -1.8787781316e+00 7.3392916006e+01
3.4581123938e+00 -4.4936142551e+01 -2.7793811944e+00 4.7605040614e+01
-8.3211210822e-01 -6.5019175651e+00 1.3865722440e+00 -3.2383917200e+01
6.2629332038e-01 -5.9824737157e+01 -1.1164469105e-01 1.3707111214e+01
-1.3424028381e+00 9.3886780985e-01 4.2700218450e-01 -6.9375540366e+00
-2.4874974718e+00 5.3390669861e+01 3.6380093409e-01 -4.6323569701e+00
3.8092770500e+00 -4.8936907196e+01 -3.8977922717e+00 8.0250889828e+01
-2.4364004193e+00 3.3810315524e+01 1.6821862028e+00 -5.6403480553e+01
2.2355537112e+00 -5.1404894259e+01 -1.3472417653e+00 4.4822751826e+01
-2.7861968657e+00 7.3251840344e+01 1.3639864492e+00 -3.0626001336e+01
-1.5286939015e+00 3.5215999891e+01 1.0942716771e+00 -2.4594559067e+01
2.9388120860e+00 -4.5787541936e+01 -2.3489748470e-01 1.0813915989e+01
1.7053866166e+00 -1.6981027386e+00 -2.2539735366e+00 3.2025638440e+01
-2.5904666477e+00 8.4438633282e+01 2.1419604155e+00 -9.1616662575e+01
-2.5690889784e+00 5.4520306269e+01 1.7789578644e+00 -8.0147152040e+01
-3.0532447478e+00 6.5073084282e+01 1.5389467261e+00 -5.4217897618e+01
1.2475433349e+00 1.1496220303e+00 -9.4666738297e-01 1.3742890810e+01
-2.2308761115e+00 4.3794089187e+01 1.4304948405e+00 -3.7430677699e+01
1.8478843046e-01 2.0074697316e+01 -1.4764078529e+00 1.8942937236e+01
-1.9420745875e+00 2.6264360236e+01 1.6153397604e+00 -6.7458066560e+01
1.7621216334e+00 -7.9941340316e-01 -3.3546877389e+00 4.8180824197e+01
-2.2877508725e+00 6.9269871120e+01 1.9714943877e+00 -6.5736774724e+01
-2.1419876228e+00 1.7728181627e+01 1.4434716002e+00 -5.3409338584e+01
1.1861419521e+00 -4.0618657719e+01 -6.6585010956e-01 3.1823009373e+01
2.4249813662e+00 -9.2709886332e+01 -2.0284204037e+00 9.6093506226e+01
-2.5644433475e+00 6.9075772726e+01 2.2901291642e+00 -5.5209242163e+01
1.6164706978e+00 -2.0579218299e+01 -3.2125147727e-01 2.1910163185e-01
-2.7049423696e+00 5.8240676512e+01 4.8264840261e-01 -9.1088860015e+00
1.4801686644e+00 3.1833847753e+00 -3.0869766110e+00 4.4057972851e+01
-2.2966696532e+00 3.6711608181e+01 7.0688044317e-01 -2.2550640772e+01
2.1262170264e+00 -1.3738095642e+01 -1.3051205382e+00 1.8682075457e+01
-2.5292180170e+00 4.4678288479e+01 1.5598480951e+00 -7.5790540479e+01
3.7630718959e+00 -3.4051064227e+01 -5.4073425942e+00 9.0925666787e+01
-2.4387668013e+00 4.8590118613e+01 1.6086652726e+00 -7.9341255987e+01
4.3639574897e-01 -2.5612048855e+01 5.0831234274e-01 -6.9201758171e+00
3.7055445815e+00 -3.7518306810e+01 -3.0406376472e+00 5.2093579310e+01
-2.3662216393e+00 9.0478598697e+01 2.1385000906e+00 -9.8602208730e+01
-1.2726625854e+00 -1.0397184490e+01 6.5180136084e-01 -1.3941207986e+01
-2.4835775237e+00 4.7539528394e+01 1.4454257450e+00 -4.3122101971e+01
1.8710908592e+00 -4.7995346448e+01 -1.1138613091e+00 4.0686737758e+01
2.6689884745e-01 1.0589135567e+00 -1.1373013832e+00 9.4337780692e+00
-2.7706065387e+00 6.4460996084e+01 2.1951078462e+00 -5.9506823209e+01
-2.0036370694e+00 5.3708881060e+01 1.3820318482e+00 -2.8868692689e+01
2.2800771654e+00 -2.2674448648e+01 -9.0862537589e-01 1.2979360333e+01
2.4833877277e-01 -4.4529341596e+01 -3.4684322283e-01 1.8150672482e+01
-1.9571494563e+00 2.7522184869e+01 3.9232558580e-01 -7.4216577173e+00
-2.6544111749e+00 5.8091729852e+01 1.8319902488e+00 -7.8623936969e+01
-8.7924228107e-01 -6.1716435255e+00 1.4327817827e+00 -3.4753533925e+01
-4.3563637130e-01 5.1360894158e+00 6.6479380533e-01 -1.3035489804e+01
2.8537022963e+00 -4.9370762815e+01 -9.0764843776e-01 2.7541048919e+01
1.6100236994e+00 -1.0261797508e+02 -1.3715088003e+00 7.7686386494e+01
-2.5602359889e+00 9.1489219139e+01 1.9248510714e+00 -9.8171773465e+01
2.2102493900e+00 -9.2749322030e+01 -1.7719667108e+00 8.8458121262e+01
2.0966295899e-01 1.2492890676e+01 -2.2885856233e+00 3.3183823538e+01
-2.4764846312e+00 4.5314451559e+01 1.5372524692e+00 -7.9902066437e+01
5.0812558385e-01 -2.7058778915e+01 4.7732894067e-01 -6.5744251935e+00
-3.0930621749e+00 5.8730759010e+01 -4.0181299699e-01 3.1725019967e+00
-2.4774803796e-02 -5.8116380480e+01 1.7497852829e-01 6.8878766787e+00
-2.4844198429e+00 7.1411236656e+01 2.4949638659e+00 -7.0198606445e+01
-1.9702288949e+00 6.5243810529e+01 1.5893368225e+00 -9.1384247928e+01
-2.6951108250e+00 4.7274631350e+01 -3.2226354244e-01 2.4299913952e+00
-2.6251490808e+00 6.0677215742e+01 2.1366000140e+00 -6.4060146169e+01
5.1358812222e-01 -5.5851896612e+01 -4.9679633409e-01 2.6040714793e+01
3.0441342816e+00 -3.5172316330e+01 -2.5402959109e+00 5.0635817913e+01
-2.4868402694e+00 5.0435027689e+01 1.6433136623e+00 -8.0469401515e+01
5.7806865780e-01 1.2432234033e+01 -1.0654350952e+00 1.3888921976e+01
3.2925985101e-02 -4.8834658402e+01 -3.8728323608e-02 1.1233169666e+01
-5.2561089337e-01 1.0600560569e+01 -3.3666185819e+00 4.0509115793e+01
-1.3514797990e+00 2.9279888466e+01 5.3680504959e-01 -1.6655776619e+01
9.9746981925e-02 1.8694831344e+01 -8.9310712701e-01 1.0772325999e+01
-2.5169376974e+00 1.0552407135e+02 2.0777569636e+00 -8.6906521772e+01
-2.4711955857e+00 3.5693431056e+01 1.5651210388e+00 -6.5248588655e+01
-2.2843807814e-01 2.2625121676e+01 -5.6858826989e-02 -1.7684306592e+00
1.5172497313e+00 -8.9594631141e+01 -1.0485350510e+00 5.1847611739e+01
-2.4913279938e+00 1.0341731604e+02 2.0722170923e+00 -8.3785248107e+01
-2.1253993338e+00 3.1723774486e+01 -8.5675314672e-01 8.5951872411e+00
-4.4647768166e-01 -2.8797133420e+01 9.8304520644e-01 -2.1796579049e+01
-6.1650131608e-01 -1.7199932231e+01 1.9257879994e-02 5.6503651263e+00
-2.1811128422e+00 1.2652331137e+01 1.3632606195e+00 -6.1782927009e+01
-2.0745280697e+00 3.1696629574e+01 1.8796468880e-01 -4.0941940913e+00
-3.0955973347e+00 6.3909371834e+01 1.4832579975e+00 -4.5952617308e+01
-2.5764606555e+00 7.1972155617e+01 2.4684241088e+00 -6.4604811812e+01
9.1932734281e-04 -5.4080566185e+00 3.9798762220e-01 -6.9757306949e+00
7.4801287865e-01 -4.7094398323e+01 -9.8095460025e-01 3.5774076959e+01
-1.5500902509e+00 4.1724389634e+01 1.7188993466e-01 -6.8315869520e+00
1.1573676531e+00 -3.5379500665e+01 -1.0745925806e-01 1.1852033134e+01
-2.2468455162e+00 4.3567839994e+01 1.3959058936e+00 -3.4170040303e+01
-2.6493228991e+00 7.4088339474e+01 2.3474101835e+00 -6.0309539743e+01
2.7705151212e+00 -1.9428317624e+01 -2.5245863640e+00 3.9563716937e+01
-2.2465643235e+00 2.8163961351e+01 1.2998471895e+00 -8.0052187777e+01
9.5317325784e-01 -5.9307716689e+01 -1.0702323400e-01 1.1728228340e+01
1.5314663344e+00 -5.7748988608e+01 -1.7850545329e+00 5.8308466670e+01
1.6157344132e+00 -1.6579839108e+01 -2.6618370299e+00 4.3227381518e+01
-1.7517824748e+00 4.7020499790e+01 1.7733891133e+00 -3.8997647534e+01
-3.1027061975e+00 6.2489418647e+01 1.0234051261e-01 -5.6402243296e+00
-2.5054986293e+00 5.1173379785e+01 1.4470804681e+00 -4.0067391145e+01
1.5849159823e+00 -7.2564349389e+01 -1.4760459815e+00 5.7714405626e+01
4.0783648047e+00 -5.0118616568e+01 -4.1186114786e+00 8.2807502237e+01
-2.6082622322e+00 4.1300616821e+01 1.7358937760e+00 -5.7863378712e+01
-1.9915007388e+00 5.3544627003e+01 1.5901062887e+00 -3.4399004340e+01
-4.7818203976e-01 -2.3397856742e+01 3.8656089358e-02 5.8903879228e+00
3.3127850567e+00 -6.2542264053e+01 -1.9237944423e+00 4.6918405051e+01
2.5199860827e+00 -4.2525215513e+01 5.2534186542e-01 -3.1469464496e+00
-2.9806541022e+00 6.8127533796e+01 4.6193930147e-01 -1.1558263805e+01
-2.3295899575e+00 6.6244641318e+01 2.4276258891e+00 -6.6002100814e+01
9.2792078715e-01 1.2452213780e+01 -3.1503983776e+00 4.4014928320e+01
4.0780500161e+00 -4.2511620279e+01 -4.8068299781e+00 8.7355543656e+01
-2.3535343157e+00 2.5607504584e+01 1.5100353780e+00 -5.2177148897e+01
5.8668148744e-01 -4.0707940494e+01 -8.6293396510e-01 3.1469167281e+01
6.0878336073e-01 4.3632879455e+00 1.4924675413e-01 -5.3068349199e+00
2.6488039566e+00 -7.8314923548e+01 -2.1027962101e+00 8.0993240380e+01
2.2362820819e+00 -7.7185853399e+01 -1.3260733334e+00 4.4149957213e+01
-1.1062210574e+00 4.2912816049e+00 8.6864500357e-01 -1.4620385183e+01
2.6641546002e+00 -1.2721638051e+01 -4.7674986894e+00 7.1667184758e+01
1.5935459237e+00 -3.9011262487e+01 -9.0935593269e-01 2.1741157553e+01
-5.1767240708e-01 2.9869504274e+01 -8.5785302995e-01 9.9964556367e+00
-1.2906763890e+00 8.9907418461e+00 1.8388517721e-01 2.1722821640e-01
3.2015919505e+00 -2.3151353948e+01 -4.0518998676e+00 6.3665947917e+01
-3.2915164642e-02 -8.9589356048e+00 6.6268229883e-01 -1.1924563487e+01
1.9789441912e+00 -8.8127004976e+01 -1.6861966334e+00 7.5654543219e+01
1.9555419442e+00 -1.2962598575e+01 -2.0656459019e+00 2.7303471635e+01
2.3136938764e+00 -8.7652275242e+01 -1.9705289565e+00 9.0018942491e+01
-2.6195704852e+00 4.6601855732e+01 1.1529313680e+00 -3.3619691084e+01
3.9595745210e+00 -4.7982291683e+01 -4.2020337989e+00 8.2832970911e+01
-2.4094916447e-02 -9.9880263416e+00 1.4538626667e+00 -2.4526198162e+01
1.9482482169e+00 -5.2865155858e+01 -1.5784087404e+00 5.2169654275e+01
-1.4564989003e+00 4.4276595634e+01 4.0635264855e-01 -9.7415384923e+00
-1.6076254953e+00 -9.5793513716e+00 1.2841605346e+00 -4.3078698053e+01
1.3916813728e+00 -1.6405714820e+01 -1.3189136685e+00 2.0798220805e+01
1.2602169877e+00 -6.2018989318e+01 -1.1341351375e+00 4.3488482767e+01
-1.4947158646e+00 3.2400402522e+01 2.8699602328e-01 -1.0854386736e+01
4.1646946432e+00 -4.1051241895e+01 -4.3245979750e+00 7.5451816515e+01
-4.4972917550e-01 2.8474770270e+01 -8.4429788813e-01 1.0165396012e+01
-2.2087598811e+00 1.6617495755e+01 1.2598495781e+00 -4.3856183055e+01
-2.8445423218e+00 5.0780721412e+01 -7.6106583156e-01 9.7834253725e+00
7.1349995433e-01 1.3049361356e+01 -1.9506150302e+00 2.7228673838e+01
4.0294052600e-01 -4.6544860615e+01 -4.6647760890e-01 2.3932568483e+01
-2.3192022399e+00 2.8248314232e+01 1.4957504564e+00 -4.4882209974e+01
-1.4262556390e+00 4.3299054187e+01 -9.0270020145e-01 1.0579019778e+01
2.1332987353e+00 -9.0896597880e+01 -2.0148152192e+00 8.9759214409e+01
3.1226549971e+00 -6.4541585757e+01 -3.0196555245e+00 6.7855497595e+01
2.8365763796e+00 -5.5316562569e+01 -1.1762312137e+00 3.7048586530e+01
1.1952129631e+00 -9.5918129917e+00 -6.8769556664e-01 4.7925161885e+00
-2.6923065320e+00 6.2879058249e+01 2.1587957389e+00 -6.1740754066e+01
3.1126387069e+00 -2.7801778417e+01 -5.3889400471e+00 8.9037700396e+01
-2.0528890250e+00 3.5983507325e+01 1.4845590159e+00 -8.0408136490e+01
4.2859537721e+00 -6.2936981398e+01 -4.2566948974e+00 9.5655022570e+01
-2.7608896141e+00 8.9327097692e+01 2.3487996757e+00 -8.7278420359e+01
3.9234964473e+00 -6.8879672202e+01 -3.5605705188e+00 9.0380093216e+01
1.3735199143e+00 -1.9370725180e+01 -9.8505506396e-01 1.7580171597e+01
-3.0516254761e+00 8.9919133731e+01 1.9925531697e+00 -5.2729737858e+01
2.1940561573e+00 -8.0408841092e+01 -1.2990543740e+00 4.6024981562e+01
7.8332934284e-02 -3.3719321624e+01 -4.3599639857e-01 1.8556271982e+01
-8.8435044291e-01 3.5742226318e+01 -6.0427216827e-01 6.3496886647e+00
1.5071736476e+00 -5.7416111512e+01 -4.5450428401e-01 1.8558731287e+01
1.8661580032e+00 -3.9977546725e+01 -3.0613521915e-01 1.9938540557e+01
1.8785509668e+00 -7.0425546989e+01 -1.9243078906e+00 7.1933286142e+01
-2.0653341214e+00 8.0915583230e+01 1.7650023974e+00 -9.1352938173e+01
-2.9958459192e+00 7.9301955525e+01 1.5463285786e+00 -3.4616480206e+01
-2.3889292540e+00 3.5830096108e+01 1.1470613421e+00 -3.2444490691e+01
-2.5114205949e+00 9.1031578498e+01 2.2818084910e+00 -8.5774436489e+01
-2.4265574841e+00 2.8034181315e+01 1.4466233463e+00 -5.1403934473e+01
3.8518271342e+00 -3.5492057575e+01 -4.0409814774e+00 6.6803412066e+01
2.7648974400e+00 -6.3597436103e+01 -1.7225258383e+00 5.6887533310e+01
2.1706686551e+00 -8.5560278122e+01 -1.8908851593e+00 8.4545149349e+01
3.7172030072e+00 -4.2613075037e+01 -5.7414618469e+00 1.0420953983e+02
-2.2588826880e+00 2.3881768153e+01 1.3436855109e+00 -4.2062238904e+01
-2.6917671847e+00 8.0179765178e+01 2.2947962169e+00 -6.2212234735e+01
1.1392384106e+00 -1.1000739095e+01 -2.0028628634e+00 3.2768764598e+01
