# S[m] sigma_x[mm] sigma_y[mm] N mean_P[MeV/c] beta_x[mm/mrad] beta_y[mm/mrad] beta_z[mm/mrad] alpha_x[mrad] alpha_y[mrad] alpha_z[mrad] mean_E[MeV] sigma_px[mrad] sigma_py[mrad] 
9.5100000000e-01 4.4275387730e+00 4.6012774968e+00 1.4857000000e+04 6.3888677055e+01 7.3237633182e-01 7.9226036935e-01 6.3989980637e+04 -8.6160397054e-01 -1.1529286175e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.5150000000e-01 4.4301439181e+00 4.6016131804e+00 1.4857000000e+04 6.3888677055e+01 7.3323856672e-01 7.9237588714e-01 6.4023624160e+04 -8.6279354754e-01 -1.1593240436e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.5200000000e-01 4.4327511233e+00 4.6019506962e+00 1.4857000000e+04 6.3888677055e+01 7.3410199120e-01 7.9249204441e-01 6.4057267683e+04 -8.6398312454e-01 -1.1657194697e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.5250000000e-01 4.4353603850e+00 4.6022900438e+00 1.4857000000e+04 6.3888677055e+01 7.3496660523e-01 7.9260884116e-01 6.4090911206e+04 -8.6517270154e-01 -1.1721148958e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.5300000000e-01 4.4379716995e+00 4.6026312229e+00 1.4857000000e+04 6.3888677055e+01 7.3583240884e-01 7.9272627740e-01 6.4124554729e+04 -8.6636227854e-01 -1.1785103219e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.5350000000e-01 4.4405850632e+00 4.6029742330e+00 1.4857000000e+04 6.3888677055e+01 7.3669940202e-01 7.9284435311e-01 6.4158198252e+04 -8.6755185554e-01 -1.1849057479e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.5400000000e-01 4.4432004725e+00 4.6033190737e+00 1.4857000000e+04 6.3888677055e+01 7.3756758476e-01 7.9296306831e-01 6.4191841775e+04 -8.6874143254e-01 -1.1913011740e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.5450000000e-01 4.4458179238e+00 4.6036657446e+00 1.4857000000e+04 6.3888677055e+01 7.3843695707e-01 7.9308242298e-01 6.4225485298e+04 -8.6993100954e-01 -1.1976966001e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.5500000000e-01 4.4484374135e+00 4.6040142453e+00 1.4857000000e+04 6.3888677055e+01 7.3930751896e-01 7.9320241714e-01 6.4259128821e+04 -8.7112058654e-01 -1.2040920262e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.5550000000e-01 4.4510589379e+00 4.6043645753e+00 1.4857000000e+04 6.3888677055e+01 7.4017927041e-01 7.9332305078e-01 6.4292772344e+04 -8.7231016354e-01 -1.2104874523e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.5600000000e-01 4.4536824936e+00 4.6047167343e+00 1.4857000000e+04 6.3888677055e+01 7.4105221142e-01 7.9344432389e-01 6.4326415867e+04 -8.7349974054e-01 -1.2168828783e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.5650000000e-01 4.4563080769e+00 4.6050707218e+00 1.4857000000e+04 6.3888677055e+01 7.4192634201e-01 7.9356623649e-01 6.4360059390e+04 -8.7468931754e-01 -1.2232783044e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.5700000000e-01 4.4589356842e+00 4.6054265375e+00 1.4857000000e+04 6.3888677055e+01 7.4280166217e-01 7.9368878857e-01 6.4393702913e+04 -8.7587889454e-01 -1.2296737305e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.5750000000e-01 4.4615653120e+00 4.6057841808e+00 1.4857000000e+04 6.3888677055e+01 7.4367817189e-01 7.9381198013e-01 6.4427346436e+04 -8.7706847154e-01 -1.2360691566e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.5800000000e-01 4.4641969566e+00 4.6061436514e+00 1.4857000000e+04 6.3888677055e+01 7.4455587118e-01 7.9393581118e-01 6.4460989959e+04 -8.7825804854e-01 -1.2424645826e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.5850000000e-01 4.4668306145e+00 4.6065049488e+00 1.4857000000e+04 6.3888677055e+01 7.4543476005e-01 7.9406028170e-01 6.4494633482e+04 -8.7944762554e-01 -1.2488600087e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.5900000000e-01 4.4694662822e+00 4.6068680727e+00 1.4857000000e+04 6.3888677055e+01 7.4631483848e-01 7.9418539170e-01 6.4528277005e+04 -8.8063720254e-01 -1.2552554348e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.5950000000e-01 4.4721039562e+00 4.6072330225e+00 1.4857000000e+04 6.3888677055e+01 7.4719610647e-01 7.9431114119e-01 6.4561920528e+04 -8.8182677954e-01 -1.2616508609e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.6000000000e-01 4.4747436327e+00 4.6075997978e+00 1.4857000000e+04 6.3888677055e+01 7.4807856404e-01 7.9443753015e-01 6.4595564050e+04 -8.8301635654e-01 -1.2680462870e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.6050000000e-01 4.4773853084e+00 4.6079683983e+00 1.4857000000e+04 6.3888677055e+01 7.4896221118e-01 7.9456455860e-01 6.4629207573e+04 -8.8420593354e-01 -1.2744417130e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.6100000000e-01 4.4800289796e+00 4.6083388234e+00 1.4857000000e+04 6.3888677055e+01 7.4984704788e-01 7.9469222652e-01 6.4662851096e+04 -8.8539551054e-01 -1.2808371391e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.6150000000e-01 4.4826746429e+00 4.6087110727e+00 1.4857000000e+04 6.3888677055e+01 7.5073307415e-01 7.9482053393e-01 6.4696494619e+04 -8.8658508754e-01 -1.2872325652e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.6200000000e-01 4.4853222947e+00 4.6090851458e+00 1.4857000000e+04 6.3888677055e+01 7.5162028999e-01 7.9494948082e-01 6.4730138142e+04 -8.8777466454e-01 -1.2936279913e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.6250000000e-01 4.4879719316e+00 4.6094610423e+00 1.4857000000e+04 6.3888677055e+01 7.5250869540e-01 7.9507906719e-01 6.4763781665e+04 -8.8896424154e-01 -1.3000234174e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.6300000000e-01 4.4906235499e+00 4.6098387617e+00 1.4857000000e+04 6.3888677055e+01 7.5339829038e-01 7.9520929304e-01 6.4797425188e+04 -8.9015381854e-01 -1.3064188434e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.6350000000e-01 4.4932771461e+00 4.6102183034e+00 1.4857000000e+04 6.3888677055e+01 7.5428907493e-01 7.9534015837e-01 6.4831068711e+04 -8.9134339554e-01 -1.3128142695e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.6400000000e-01 4.4959327169e+00 4.6105996672e+00 1.4857000000e+04 6.3888677055e+01 7.5518104904e-01 7.9547166318e-01 6.4864712234e+04 -8.9253297254e-01 -1.3192096956e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.6450000000e-01 4.4985902586e+00 4.6109828526e+00 1.4857000000e+04 6.3888677055e+01 7.5607421273e-01 7.9560380747e-01 6.4898355757e+04 -8.9372254954e-01 -1.3256051217e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.6500000000e-01 4.5012497678e+00 4.6113678590e+00 1.4857000000e+04 6.3888677055e+01 7.5696856598e-01 7.9573659124e-01 6.4931999280e+04 -8.9491212654e-01 -1.3320005477e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.6550000000e-01 4.5039112411e+00 4.6117546860e+00 1.4857000000e+04 6.3888677055e+01 7.5786410880e-01 7.9587001450e-01 6.4965642803e+04 -8.9610170354e-01 -1.3383959738e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.6600000000e-01 4.5065746748e+00 4.6121433333e+00 1.4857000000e+04 6.3888677055e+01 7.5876084119e-01 7.9600407723e-01 6.4999286326e+04 -8.9729128054e-01 -1.3447913999e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.6650000000e-01 4.5092400656e+00 4.6125338002e+00 1.4857000000e+04 6.3888677055e+01 7.5965876315e-01 7.9613877945e-01 6.5032929849e+04 -8.9848085754e-01 -1.3511868260e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.6700000000e-01 4.5119074100e+00 4.6129260864e+00 1.4857000000e+04 6.3888677055e+01 7.6055787467e-01 7.9627412114e-01 6.5066573372e+04 -8.9967043454e-01 -1.3575822521e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.6750000000e-01 4.5145767045e+00 4.6133201914e+00 1.4857000000e+04 6.3888677055e+01 7.6145817577e-01 7.9641010232e-01 6.5100216895e+04 -9.0086001154e-01 -1.3639776781e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.6800000000e-01 4.5172479457e+00 4.6137161147e+00 1.4857000000e+04 6.3888677055e+01 7.6235966643e-01 7.9654672298e-01 6.5133860418e+04 -9.0204958854e-01 -1.3703731042e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.6850000000e-01 4.5199211301e+00 4.6141138558e+00 1.4857000000e+04 6.3888677055e+01 7.6326234667e-01 7.9668398311e-01 6.5167503940e+04 -9.0323916554e-01 -1.3767685303e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.6900000000e-01 4.5225962542e+00 4.6145134144e+00 1.4857000000e+04 6.3888677055e+01 7.6416621647e-01 7.9682188273e-01 6.5201147463e+04 -9.0442874254e-01 -1.3831639564e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.6950000000e-01 4.5252733147e+00 4.6149147898e+00 1.4857000000e+04 6.3888677055e+01 7.6507127584e-01 7.9696042183e-01 6.5234790986e+04 -9.0561831955e-01 -1.3895593825e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.7000000000e-01 4.5279523080e+00 4.6153179817e+00 1.4857000000e+04 6.3888677055e+01 7.6597752477e-01 7.9709960042e-01 6.5268434509e+04 -9.0680789655e-01 -1.3959548085e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.7050000000e-01 4.5306332308e+00 4.6157229896e+00 1.4857000000e+04 6.3888677055e+01 7.6688496328e-01 7.9723941848e-01 6.5302078032e+04 -9.0799747355e-01 -1.4023502346e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.7100000000e-01 4.5333160797e+00 4.6161298129e+00 1.4857000000e+04 6.3888677055e+01 7.6779359135e-01 7.9737987602e-01 6.5335721555e+04 -9.0918705055e-01 -1.4087456607e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.7150000000e-01 4.5360008512e+00 4.6165384512e+00 1.4857000000e+04 6.3888677055e+01 7.6870340900e-01 7.9752097304e-01 6.5369365078e+04 -9.1037662755e-01 -1.4151410868e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.7200000000e-01 4.5386875419e+00 4.6169489041e+00 1.4857000000e+04 6.3888677055e+01 7.6961441621e-01 7.9766270955e-01 6.5403008601e+04 -9.1156620455e-01 -1.4215365128e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.7250000000e-01 4.5413761483e+00 4.6173611710e+00 1.4857000000e+04 6.3888677055e+01 7.7052661299e-01 7.9780508553e-01 6.5436652124e+04 -9.1275578155e-01 -1.4279319389e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.7300000000e-01 4.5440666672e+00 4.6177752514e+00 1.4857000000e+04 6.3888677055e+01 7.7143999934e-01 7.9794810100e-01 6.5470295647e+04 -9.1394535855e-01 -1.4343273650e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.7350000000e-01 4.5467590951e+00 4.6181911449e+00 1.4857000000e+04 6.3888677055e+01 7.7235457526e-01 7.9809175594e-01 6.5503939170e+04 -9.1513493555e-01 -1.4407227911e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.7400000000e-01 4.5494534286e+00 4.6186088510e+00 1.4857000000e+04 6.3888677055e+01 7.7327034074e-01 7.9823605037e-01 6.5537582693e+04 -9.1632451255e-01 -1.4471182172e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.7450000000e-01 4.5521496644e+00 4.6190283692e+00 1.4857000000e+04 6.3888677055e+01 7.7418729580e-01 7.9838098428e-01 6.5571226216e+04 -9.1751408955e-01 -1.4535136432e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.7500000000e-01 4.5548477990e+00 4.6194496989e+00 1.4857000000e+04 6.3888677055e+01 7.7510544042e-01 7.9852655767e-01 6.5604869739e+04 -9.1870366655e-01 -1.4599090693e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.7550000000e-01 4.5575478291e+00 4.6198728398e+00 1.4857000000e+04 6.3888677055e+01 7.7602477461e-01 7.9867277054e-01 6.5638513262e+04 -9.1989324355e-01 -1.4663044954e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.7600000000e-01 4.5602497513e+00 4.6202977912e+00 1.4857000000e+04 6.3888677055e+01 7.7694529837e-01 7.9881962289e-01 6.5672156785e+04 -9.2108282055e-01 -1.4726999215e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.7650000000e-01 4.5629535622e+00 4.6207245528e+00 1.4857000000e+04 6.3888677055e+01 7.7786701170e-01 7.9896711472e-01 6.5705800308e+04 -9.2227239755e-01 -1.4790953476e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.7700000000e-01 4.5656592586e+00 4.6211531239e+00 1.4857000000e+04 6.3888677055e+01 7.7878991460e-01 7.9911524603e-01 6.5739443831e+04 -9.2346197455e-01 -1.4854907736e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.7750000000e-01 4.5683668370e+00 4.6215835041e+00 1.4857000000e+04 6.3888677055e+01 7.7971400707e-01 7.9926401682e-01 6.5773087353e+04 -9.2465155155e-01 -1.4918861997e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.7800000000e-01 4.5710762941e+00 4.6220156930e+00 1.4857000000e+04 6.3888677055e+01 7.8063928910e-01 7.9941342710e-01 6.5806730876e+04 -9.2584112855e-01 -1.4982816258e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.7850000000e-01 4.5737876266e+00 4.6224496898e+00 1.4857000000e+04 6.3888677055e+01 7.8156576070e-01 7.9956347685e-01 6.5840374399e+04 -9.2703070555e-01 -1.5046770519e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.7900000000e-01 4.5765008311e+00 4.6228854943e+00 1.4857000000e+04 6.3888677055e+01 7.8249342187e-01 7.9971416609e-01 6.5874017922e+04 -9.2822028255e-01 -1.5110724779e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.7950000000e-01 4.5792159043e+00 4.6233231058e+00 1.4857000000e+04 6.3888677055e+01 7.8342227261e-01 7.9986549480e-01 6.5907661445e+04 -9.2940985955e-01 -1.5174679040e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.8000000000e-01 4.5819328430e+00 4.6237625239e+00 1.4857000000e+04 6.3888677055e+01 7.8435231292e-01 8.0001746300e-01 6.5941304968e+04 -9.3059943655e-01 -1.5238633301e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.8050000000e-01 4.5846516436e+00 4.6242037480e+00 1.4857000000e+04 6.3888677055e+01 7.8528354280e-01 8.0017007068e-01 6.5974948491e+04 -9.3178901355e-01 -1.5302587562e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.8100000000e-01 4.5873723031e+00 4.6246467776e+00 1.4857000000e+04 6.3888677055e+01 7.8621596225e-01 8.0032331784e-01 6.6008592014e+04 -9.3297859055e-01 -1.5366541823e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.8150000000e-01 4.5900948179e+00 4.6250916122e+00 1.4857000000e+04 6.3888677055e+01 7.8714957126e-01 8.0047720447e-01 6.6042235537e+04 -9.3416816755e-01 -1.5430496083e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.8200000000e-01 4.5928191850e+00 4.6255382513e+00 1.4857000000e+04 6.3888677055e+01 7.8808436984e-01 8.0063173059e-01 6.6075879060e+04 -9.3535774455e-01 -1.5494450344e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.8250000000e-01 4.5955454009e+00 4.6259866943e+00 1.4857000000e+04 6.3888677055e+01 7.8902035799e-01 8.0078689620e-01 6.6109522583e+04 -9.3654732155e-01 -1.5558404605e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.8300000000e-01 4.5982734623e+00 4.6264369407e+00 1.4857000000e+04 6.3888677055e+01 7.8995753571e-01 8.0094270128e-01 6.6143166106e+04 -9.3773689855e-01 -1.5622358866e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.8350000000e-01 4.6010033661e+00 4.6268889901e+00 1.4857000000e+04 6.3888677055e+01 7.9089590300e-01 8.0109914584e-01 6.6176809629e+04 -9.3892647555e-01 -1.5686313127e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.8400000000e-01 4.6037351088e+00 4.6273428418e+00 1.4857000000e+04 6.3888677055e+01 7.9183545986e-01 8.0125622988e-01 6.6210453152e+04 -9.4011605255e-01 -1.5750267387e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.8450000000e-01 4.6064686873e+00 4.6277984954e+00 1.4857000000e+04 6.3888677055e+01 7.9277620629e-01 8.0141395341e-01 6.6244096675e+04 -9.4130562955e-01 -1.5814221648e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.8500000000e-01 4.6092040983e+00 4.6282559503e+00 1.4857000000e+04 6.3888677055e+01 7.9371814228e-01 8.0157231641e-01 6.6277740198e+04 -9.4249520655e-01 -1.5878175909e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.8550000000e-01 4.6119413385e+00 4.6287152059e+00 1.4857000000e+04 6.3888677055e+01 7.9466126784e-01 8.0173131890e-01 6.6311383721e+04 -9.4368478355e-01 -1.5942130170e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.8600000000e-01 4.6146804046e+00 4.6291762618e+00 1.4857000000e+04 6.3888677055e+01 7.9560558297e-01 8.0189096086e-01 6.6345027243e+04 -9.4487436055e-01 -1.6006084431e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.8650000000e-01 4.6174212935e+00 4.6296391174e+00 1.4857000000e+04 6.3888677055e+01 7.9655108767e-01 8.0205124231e-01 6.6378670766e+04 -9.4606393755e-01 -1.6070038691e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.8700000000e-01 4.6201640018e+00 4.6301037721e+00 1.4857000000e+04 6.3888677055e+01 7.9749778194e-01 8.0221216324e-01 6.6412314289e+04 -9.4725351455e-01 -1.6133992952e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.8750000000e-01 4.6229085263e+00 4.6305702255e+00 1.4857000000e+04 6.3888677055e+01 7.9844566578e-01 8.0237372365e-01 6.6445957812e+04 -9.4844309155e-01 -1.6197947213e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.8800000000e-01 4.6256548638e+00 4.6310384769e+00 1.4857000000e+04 6.3888677055e+01 7.9939473918e-01 8.0253592354e-01 6.6479601335e+04 -9.4963266855e-01 -1.6261901474e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.8850000000e-01 4.6284030111e+00 4.6315085259e+00 1.4857000000e+04 6.3888677055e+01 8.0034500216e-01 8.0269876291e-01 6.6513244858e+04 -9.5082224555e-01 -1.6325855734e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.8900000000e-01 4.6311529649e+00 4.6319803719e+00 1.4857000000e+04 6.3888677055e+01 8.0129645470e-01 8.0286224176e-01 6.6546888381e+04 -9.5201182255e-01 -1.6389809995e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.8950000000e-01 4.6339047221e+00 4.6324540143e+00 1.4857000000e+04 6.3888677055e+01 8.0224909681e-01 8.0302636009e-01 6.6580531904e+04 -9.5320139955e-01 -1.6453764256e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.9000000000e-01 4.6366582793e+00 4.6329294525e+00 1.4857000000e+04 6.3888677055e+01 8.0320292849e-01 8.0319111790e-01 6.6614175427e+04 -9.5439097655e-01 -1.6517718517e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.9050000000e-01 4.6394136335e+00 4.6334066861e+00 1.4857000000e+04 6.3888677055e+01 8.0415794974e-01 8.0335651520e-01 6.6647818950e+04 -9.5558055355e-01 -1.6581672778e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.9100000000e-01 4.6421707814e+00 4.6338857145e+00 1.4857000000e+04 6.3888677055e+01 8.0511416055e-01 8.0352255197e-01 6.6681462473e+04 -9.5677013055e-01 -1.6645627038e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.9150000000e-01 4.6449297198e+00 4.6343665371e+00 1.4857000000e+04 6.3888677055e+01 8.0607156094e-01 8.0368922823e-01 6.6715105996e+04 -9.5795970755e-01 -1.6709581299e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.9200000000e-01 4.6476904455e+00 4.6348491534e+00 1.4857000000e+04 6.3888677055e+01 8.0703015089e-01 8.0385654396e-01 6.6748749519e+04 -9.5914928455e-01 -1.6773535560e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.9250000000e-01 4.6504529554e+00 4.6353335628e+00 1.4857000000e+04 6.3888677055e+01 8.0798993042e-01 8.0402449918e-01 6.6782393042e+04 -9.6033886155e-01 -1.6837489821e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.9300000000e-01 4.6532172463e+00 4.6358197647e+00 1.4857000000e+04 6.3888677055e+01 8.0895089951e-01 8.0419309388e-01 6.6816036565e+04 -9.6152843855e-01 -1.6901444082e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.9350000000e-01 4.6559833149e+00 4.6363077585e+00 1.4857000000e+04 6.3888677055e+01 8.0991305817e-01 8.0436232806e-01 6.6849680088e+04 -9.6271801555e-01 -1.6965398342e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.9400000000e-01 4.6587511582e+00 4.6367975438e+00 1.4857000000e+04 6.3888677055e+01 8.1087640639e-01 8.0453220172e-01 6.6883323611e+04 -9.6390759256e-01 -1.7029352603e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.9450000000e-01 4.6615207729e+00 4.6372891200e+00 1.4857000000e+04 6.3888677055e+01 8.1184094419e-01 8.0470271486e-01 6.6916967134e+04 -9.6509716956e-01 -1.7093306864e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.9500000000e-01 4.6642921559e+00 4.6377824864e+00 1.4857000000e+04 6.3888677055e+01 8.1280667156e-01 8.0487386748e-01 6.6950610656e+04 -9.6628674656e-01 -1.7157261125e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.9550000000e-01 4.6670653042e+00 4.6382776425e+00 1.4857000000e+04 6.3888677055e+01 8.1377358849e-01 8.0504565958e-01 6.6984254179e+04 -9.6747632356e-01 -1.7221215385e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.9600000000e-01 4.6698402144e+00 4.6387745877e+00 1.4857000000e+04 6.3888677055e+01 8.1474169499e-01 8.0521809116e-01 6.7017897702e+04 -9.6866590056e-01 -1.7285169646e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.9650000000e-01 4.6726168835e+00 4.6392733215e+00 1.4857000000e+04 6.3888677055e+01 8.1571099106e-01 8.0539116222e-01 6.7051541225e+04 -9.6985547756e-01 -1.7349123907e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.9700000000e-01 4.6753953083e+00 4.6397738432e+00 1.4857000000e+04 6.3888677055e+01 8.1668147670e-01 8.0556487277e-01 6.7085184748e+04 -9.7104505456e-01 -1.7413078168e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.9750000000e-01 4.6781754858e+00 4.6402761524e+00 1.4857000000e+04 6.3888677055e+01 8.1765315191e-01 8.0573922279e-01 6.7118828271e+04 -9.7223463156e-01 -1.7477032429e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.9800000000e-01 4.6809574127e+00 4.6407802484e+00 1.4857000000e+04 6.3888677055e+01 8.1862601668e-01 8.0591421230e-01 6.7152471794e+04 -9.7342420856e-01 -1.7540986689e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.9850000000e-01 4.6837410861e+00 4.6412861306e+00 1.4857000000e+04 6.3888677055e+01 8.1960007103e-01 8.0608984129e-01 6.7186115317e+04 -9.7461378556e-01 -1.7604940950e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
9.9900000000e-01 4.6865265027e+00 4.6417937984e+00 1.4857000000e+04 6.3888677055e+01 8.2057531494e-01 8.0626610975e-01 6.7219758840e+04 -9.7580336256e-01 -1.7668895211e-01 4.4598184553e-01 1.8262936149e-01 7.9791010693e+00 5.8459406560e+00
