# S[m] sigma_x[mm] sigma_y[mm] N mean_P[MeV/c] beta_x[mm/mrad] beta_y[mm/mrad] beta_z[mm/mrad] alpha_x[mrad] alpha_y[mrad] alpha_z[mrad] mean_E[MeV] sigma_px[mrad] sigma_py[mrad] mean_pz[MeV/c] emitt_ emitt_y 
3.0121585413e-01 4.0641704621e+00 5.6210075807e+00 0.0000000000e+00 6.3885551769e+01 6.1900044822e-01 1.1816318500e+00 3.7351551324e-06 4.3849670756e-02 4.5797900254e-02 -5.1536535222e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0152447693e-01 4.0627801538e+00 5.6199574233e+00 0.0000000000e+00 6.3885551769e+01 6.1857783090e-01 1.1811894566e+00 3.7391783069e-06 4.3802599937e-02 4.5772634866e-02 -5.1533869751e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0183309973e-01 4.0613908635e+00 5.6189076494e+00 0.0000000000e+00 6.3885551769e+01 6.1815566593e-01 1.1807473073e+00 3.7428999308e-06 4.3755529117e-02 4.5747369478e-02 -5.1535255871e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0214172253e-01 4.0600025923e+00 5.6178582590e+00 0.0000000000e+00 6.3885551769e+01 6.1773395333e-01 1.1803054021e+00 3.7468200634e-06 4.3708458298e-02 4.5722104089e-02 -5.1533935697e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0245034533e-01 4.0586153414e+00 5.6168092524e+00 0.0000000000e+00 6.3885551769e+01 6.1731269308e-01 1.1798637412e+00 3.7504683533e-06 4.3661387478e-02 4.5696838701e-02 -5.1536441512e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0275896813e-01 4.0572291116e+00 5.6157606299e+00 0.0000000000e+00 6.3885551769e+01 6.1689188518e-01 1.1794223244e+00 3.7544253840e-06 4.3614316659e-02 4.5671573313e-02 -5.1534587834e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0306759093e-01 4.0558439041e+00 5.6147123916e+00 0.0000000000e+00 6.3885551769e+01 6.1647152965e-01 1.1789811518e+00 3.7584398773e-06 4.3567245839e-02 4.5646307925e-02 -5.1532085673e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0337621374e-01 4.0544597199e+00 5.6136645378e+00 0.0000000000e+00 6.3885551769e+01 6.1605162648e-01 1.1785402233e+00 3.7620649639e-06 4.3520175020e-02 4.5621042537e-02 -5.1534874629e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0368483654e-01 4.0530765600e+00 5.6126170687e+00 0.0000000000e+00 6.3885551769e+01 6.1563217566e-01 1.1780995391e+00 3.7659161313e-06 4.3473104200e-02 4.5595777148e-02 -5.1534474270e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0399345934e-01 4.0516944256e+00 5.6115699845e+00 0.0000000000e+00 6.3885551769e+01 6.1521317720e-01 1.1776590990e+00 3.7696641070e-06 4.3426033380e-02 4.5570511760e-02 -5.1535505950e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0430208214e-01 4.0503133176e+00 5.6105232854e+00 0.0000000000e+00 6.3885551769e+01 6.1479463110e-01 1.1772189031e+00 3.7734553895e-06 4.3378962561e-02 4.5545246372e-02 -5.1535983033e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0461070494e-01 4.0489332371e+00 5.6094769717e+00 0.0000000000e+00 6.3885551769e+01 6.1437653736e-01 1.1767789513e+00 3.7773800368e-06 4.3331891741e-02 4.5519980984e-02 -5.1534771283e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0491932774e-01 4.0475541851e+00 5.6084310434e+00 0.0000000000e+00 6.3885551769e+01 6.1395889597e-01 1.1763392437e+00 3.7812431244e-06 4.3284820922e-02 4.5494715595e-02 -5.1534251663e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0522795054e-01 4.0461761628e+00 5.6073855010e+00 0.0000000000e+00 6.3885551769e+01 6.1354170695e-01 1.1758997803e+00 3.7850147123e-06 4.3237750102e-02 4.5469450207e-02 -5.1534953058e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0553657334e-01 4.0447991711e+00 5.6063403445e+00 0.0000000000e+00 6.3885551769e+01 6.1312497028e-01 1.1754605611e+00 3.7889367917e-06 4.3190679283e-02 4.5444184819e-02 -5.1533742259e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0584519615e-01 4.0434232111e+00 5.6052955742e+00 0.0000000000e+00 6.3885551769e+01 6.1270868597e-01 1.1750215861e+00 3.7927281641e-06 4.3143608463e-02 4.5418919431e-02 -5.1534214922e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0615381895e-01 4.0420482839e+00 5.6042511903e+00 0.0000000000e+00 6.3885551769e+01 6.1229285402e-01 1.1745828552e+00 3.7963922237e-06 4.3096537644e-02 4.5393654043e-02 -5.1536460385e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0646244175e-01 4.0406743905e+00 5.6032071930e+00 0.0000000000e+00 6.3885551769e+01 6.1187747443e-01 1.1741443685e+00 3.8004522158e-06 4.3049466824e-02 4.5368388654e-02 -5.1533229088e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0677106455e-01 4.0393015320e+00 5.6021635826e+00 0.0000000000e+00 6.3885551769e+01 6.1146254719e-01 1.1737061259e+00 3.8041238244e-06 4.3002396005e-02 4.5343123266e-02 -5.1535307797e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0707968735e-01 4.0379297094e+00 5.6011203593e+00 0.0000000000e+00 6.3885551769e+01 6.1104807232e-01 1.1732681275e+00 3.8078583368e-06 4.2955325185e-02 4.5317857878e-02 -5.1536640273e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0738831015e-01 4.0365589238e+00 5.6000775232e+00 0.0000000000e+00 6.3885551769e+01 6.1063404980e-01 1.1728303733e+00 3.8118967679e-06 4.2908254365e-02 4.5292592490e-02 -5.1533748104e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0769693295e-01 4.0351891762e+00 5.5990350746e+00 0.0000000000e+00 6.3885551769e+01 6.1022047964e-01 1.1723928633e+00 3.8156249807e-06 4.2861183546e-02 4.5267327102e-02 -5.1535083568e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0800555576e-01 4.0338204677e+00 5.5979930137e+00 0.0000000000e+00 6.3885551769e+01 6.0980736184e-01 1.1719555975e+00 3.8196421387e-06 4.2814112726e-02 4.5242061713e-02 -5.1532538847e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0831417856e-01 4.0324527994e+00 5.5969513407e+00 0.0000000000e+00 6.3885551769e+01 6.0939469640e-01 1.1715185758e+00 3.8234067913e-06 4.2767041907e-02 4.5216796325e-02 -5.1533354119e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0862280136e-01 4.0310861723e+00 5.5959100559e+00 0.0000000000e+00 6.3885551769e+01 6.0898248331e-01 1.1710817983e+00 3.8271144800e-06 4.2719971087e-02 4.5191530937e-02 -5.1534999912e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0893142416e-01 4.0297205875e+00 5.5948691594e+00 0.0000000000e+00 6.3885551769e+01 6.0857072258e-01 1.1706452649e+00 3.8310213653e-06 4.2672900268e-02 4.5166265549e-02 -5.1533893317e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0924004696e-01 4.0283560460e+00 5.5938286516e+00 0.0000000000e+00 6.3885551769e+01 6.0815941421e-01 1.1702089758e+00 3.8349112607e-06 4.2625829448e-02 4.5141000161e-02 -5.1533069741e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0954866976e-01 4.0269925489e+00 5.5927885324e+00 0.0000000000e+00 6.3885551769e+01 6.0774855820e-01 1.1697729308e+00 3.8387663950e-06 4.2578758629e-02 4.5115734772e-02 -5.1532689428e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.0985729256e-01 4.0256300973e+00 5.5917488023e+00 0.0000000000e+00 6.3885551769e+01 6.0733815455e-01 1.1693371299e+00 3.8424112230e-06 4.2531687809e-02 4.5090469384e-02 -5.1535142228e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1016591536e-01 4.0242686922e+00 5.5907094615e+00 0.0000000000e+00 6.3885551769e+01 6.0692820326e-01 1.1689015733e+00 3.8462631015e-06 4.2484616990e-02 4.5065203996e-02 -5.1534861312e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1047453817e-01 4.0229083346e+00 5.5896705100e+00 0.0000000000e+00 6.3885551769e+01 6.0651870432e-01 1.1684662608e+00 3.8499045347e-06 4.2437546170e-02 4.5039938608e-02 -5.1537337810e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1078316097e-01 4.0215490257e+00 5.5886319483e+00 0.0000000000e+00 6.3885551769e+01 6.0610965774e-01 1.1680311925e+00 3.8540039461e-06 4.2390475350e-02 4.5014673219e-02 -5.1533683951e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1109178377e-01 4.0201907665e+00 5.5875937764e+00 0.0000000000e+00 6.3885551769e+01 6.0570106352e-01 1.1675963684e+00 3.8576853689e-06 4.2343404531e-02 4.4989407831e-02 -5.1535580586e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1140040657e-01 4.0188335581e+00 5.5865559946e+00 0.0000000000e+00 6.3885551769e+01 6.0529292166e-01 1.1671617884e+00 3.8617612028e-06 4.2296333711e-02 4.4964142443e-02 -5.1532238312e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1170902937e-01 4.0174774015e+00 5.5855186031e+00 0.0000000000e+00 6.3885551769e+01 6.0488523216e-01 1.1667274526e+00 3.8653181540e-06 4.2249262892e-02 4.4938877055e-02 -5.1535892610e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1201765217e-01 4.0161222979e+00 5.5844816021e+00 0.0000000000e+00 6.3885551769e+01 6.0447799502e-01 1.1662933610e+00 3.8692231187e-06 4.2202192072e-02 4.4913611667e-02 -5.1534895637e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1232627497e-01 4.0147682482e+00 5.5834449919e+00 0.0000000000e+00 6.3885551769e+01 6.0407121023e-01 1.1658595136e+00 3.8731101621e-06 4.2155121253e-02 4.4888346278e-02 -5.1534048443e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1263489778e-01 4.0134152535e+00 5.5824087726e+00 0.0000000000e+00 6.3885551769e+01 6.0366487780e-01 1.1654259103e+00 3.8766701209e-06 4.2108050433e-02 4.4863080890e-02 -5.1537669806e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1294352058e-01 4.0120633149e+00 5.5813729446e+00 0.0000000000e+00 6.3885551769e+01 6.0325899773e-01 1.1649925512e+00 3.8809359256e-06 4.2060979614e-02 4.4837815502e-02 -5.1531785587e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1325214338e-01 4.0107124335e+00 5.5803375079e+00 0.0000000000e+00 6.3885551769e+01 6.0285357002e-01 1.1645594363e+00 3.8847222704e-06 4.2013908794e-02 4.4812550114e-02 -5.1532270025e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1356076618e-01 4.0093626104e+00 5.5793024628e+00 0.0000000000e+00 6.3885551769e+01 6.0244859467e-01 1.1641265655e+00 3.8884525078e-06 4.1966837974e-02 4.4787284726e-02 -5.1533560194e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1386938898e-01 4.0080138465e+00 5.5782678096e+00 0.0000000000e+00 6.3885551769e+01 6.0204407167e-01 1.1636939389e+00 3.8923719827e-06 4.1919767155e-02 4.4762019337e-02 -5.1532374454e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1417801178e-01 4.0066661430e+00 5.5772335484e+00 0.0000000000e+00 6.3885551769e+01 6.0164000103e-01 1.1632615565e+00 3.8960530056e-06 4.1872696335e-02 4.4736753949e-02 -5.1534261995e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1448663458e-01 4.0053195010e+00 5.5761996795e+00 0.0000000000e+00 6.3885551769e+01 6.0123638275e-01 1.1628294183e+00 3.8998785840e-06 4.1825625516e-02 4.4711488561e-02 -5.1534371414e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1479525739e-01 4.0039739215e+00 5.5751662031e+00 0.0000000000e+00 6.3885551769e+01 6.0083321683e-01 1.1623975242e+00 3.9037162982e-06 4.1778554696e-02 4.4686223173e-02 -5.1534185355e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1510388019e-01 4.0026294056e+00 5.5741331194e+00 0.0000000000e+00 6.3885551769e+01 6.0043050327e-01 1.1619658743e+00 3.9075907332e-06 4.1731483877e-02 4.4660957784e-02 -5.1533643036e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1541250299e-01 4.0012859544e+00 5.5731004286e+00 0.0000000000e+00 6.3885551769e+01 6.0002824207e-01 1.1615344686e+00 3.9114021127e-06 4.1684413057e-02 4.4635692396e-02 -5.1533807427e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1572112579e-01 3.9999435688e+00 5.5720681310e+00 0.0000000000e+00 6.3885551769e+01 5.9962643322e-01 1.1611033071e+00 3.9150676091e-06 4.1637342238e-02 4.4610427008e-02 -5.1535951317e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1602974859e-01 3.9986022501e+00 5.5710362267e+00 0.0000000000e+00 6.3885551769e+01 5.9922507673e-01 1.1606723897e+00 3.9191586900e-06 4.1590271418e-02 4.4585161620e-02 -5.1532448029e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1633837139e-01 3.9972619993e+00 5.5700047160e+00 0.0000000000e+00 6.3885551769e+01 5.9882417260e-01 1.1602417165e+00 3.9228616325e-06 4.1543200599e-02 4.4559896232e-02 -5.1534063730e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1664699419e-01 3.9959228175e+00 5.5689735992e+00 0.0000000000e+00 6.3885551769e+01 5.9842372083e-01 1.1598112875e+00 3.9266719831e-06 4.1496129779e-02 4.4534630843e-02 -5.1534328972e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1695561699e-01 3.9945847056e+00 5.5679428763e+00 0.0000000000e+00 6.3885551769e+01 5.9802372142e-01 1.1593811026e+00 3.9305317698e-06 4.1449058959e-02 4.4509365455e-02 -5.1533807748e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1726423980e-01 3.9932476649e+00 5.5669125477e+00 0.0000000000e+00 6.3885551769e+01 5.9762417437e-01 1.1589511619e+00 3.9343701974e-06 4.1401988140e-02 4.4484100067e-02 -5.1533707393e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1757286260e-01 3.9919116964e+00 5.5658826135e+00 0.0000000000e+00 6.3885551769e+01 5.9722507967e-01 1.1585214654e+00 3.9381838913e-06 4.1354917320e-02 4.4458834679e-02 -5.1533871552e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1788148540e-01 3.9905768011e+00 5.5648530740e+00 0.0000000000e+00 6.3885551769e+01 5.9682643733e-01 1.1580920130e+00 3.9418304497e-06 4.1307846501e-02 4.4433569291e-02 -5.1536295634e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1819010820e-01 3.9892429802e+00 5.5638239294e+00 0.0000000000e+00 6.3885551769e+01 5.9642824735e-01 1.1576628049e+00 3.9458025689e-06 4.1260775681e-02 4.4408303902e-02 -5.1534374075e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1849873100e-01 3.9879102347e+00 5.5627951799e+00 0.0000000000e+00 6.3885551769e+01 5.9603050973e-01 1.1572338409e+00 3.9496256148e-06 4.1213704862e-02 4.4383038514e-02 -5.1534405749e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1880735380e-01 3.9865785656e+00 5.5617668258e+00 0.0000000000e+00 6.3885551769e+01 5.9563322446e-01 1.1568051210e+00 3.9533988128e-06 4.1166634042e-02 4.4357773126e-02 -5.1535127000e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1911597660e-01 3.9852479742e+00 5.5607388671e+00 0.0000000000e+00 6.3885551769e+01 5.9523639156e-01 1.1563766454e+00 3.9571959693e-06 4.1119563223e-02 4.4332507738e-02 -5.1535497384e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1942459941e-01 3.9839184614e+00 5.5597113043e+00 0.0000000000e+00 6.3885551769e+01 5.9484001101e-01 1.1559484139e+00 3.9610528209e-06 4.1072492403e-02 4.4307242350e-02 -5.1535123369e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.1973322221e-01 3.9825900283e+00 5.5586841375e+00 0.0000000000e+00 6.3885551769e+01 5.9444408282e-01 1.1555204266e+00 3.9646742112e-06 4.1025421584e-02 4.4281976961e-02 -5.1537805362e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.2004184501e-01 3.9812626761e+00 5.5576573669e+00 0.0000000000e+00 6.3885551769e+01 5.9404860699e-01 1.1550926835e+00 3.9686067651e-06 4.0978350764e-02 4.4256711573e-02 -5.1536402612e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.2035046781e-01 3.9799364058e+00 5.5566309927e+00 0.0000000000e+00 6.3885551769e+01 5.9365358352e-01 1.1546651845e+00 3.9726319464e-06 4.0931279944e-02 4.4231446185e-02 -5.1533843247e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.2065909061e-01 3.9786112184e+00 5.5556050151e+00 0.0000000000e+00 6.3885551769e+01 5.9325901241e-01 1.1542379297e+00 3.9764530360e-06 4.0884209125e-02 4.4206180797e-02 -5.1533877586e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.2096771341e-01 3.9772871151e+00 5.5545794344e+00 0.0000000000e+00 6.3885551769e+01 5.9286489365e-01 1.1538109191e+00 3.9802067106e-06 4.0837138305e-02 4.4180915408e-02 -5.1534893553e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.2127633621e-01 3.9759640969e+00 5.5535542509e+00 0.0000000000e+00 6.3885551769e+01 5.9247122725e-01 1.1533841526e+00 3.9839194599e-06 4.0790067486e-02 4.4155650020e-02 -5.1536374327e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.2158495902e-01 3.9746421650e+00 5.5525294646e+00 0.0000000000e+00 6.3885551769e+01 5.9207801321e-01 1.1529576303e+00 3.9878828979e-06 4.0742996666e-02 4.4130384632e-02 -5.1534594787e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.2189358182e-01 3.9733213204e+00 5.5515050758e+00 0.0000000000e+00 6.3885551769e+01 5.9168525153e-01 1.1525313522e+00 3.9919716619e-06 4.0695925847e-02 4.4105119244e-02 -5.1531252022e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.2220220462e-01 3.9720015642e+00 5.5504810849e+00 0.0000000000e+00 6.3885551769e+01 5.9129294221e-01 1.1521053183e+00 3.9956859656e-06 4.0648855027e-02 4.4079853856e-02 -5.1532663494e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.2251082742e-01 3.9706828974e+00 5.5494574918e+00 0.0000000000e+00 6.3885551769e+01 5.9090108524e-01 1.1516795285e+00 3.9993144884e-06 4.0601784208e-02 4.4054588467e-02 -5.1535221157e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.2281945022e-01 3.9693653213e+00 5.5484342970e+00 0.0000000000e+00 6.3885551769e+01 5.9050968064e-01 1.1512539830e+00 4.0033235706e-06 4.0554713388e-02 4.4029323079e-02 -5.1532901256e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.2312807302e-01 3.9680488368e+00 5.5474115006e+00 0.0000000000e+00 6.3885551769e+01 5.9011872839e-01 1.1508286815e+00 4.0070591886e-06 4.0507642568e-02 4.4004057691e-02 -5.1534115647e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.2343669582e-01 3.9667334450e+00 5.5463891028e+00 0.0000000000e+00 6.3885551769e+01 5.8972822850e-01 1.1504036243e+00 4.0109130492e-06 4.0460571749e-02 4.3978792303e-02 -5.1533680969e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.2374531862e-01 3.9654191470e+00 5.5453671039e+00 0.0000000000e+00 6.3885551769e+01 5.8933818096e-01 1.1499788112e+00 4.0146350359e-06 4.0413500929e-02 4.3953526915e-02 -5.1535160690e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.2405394143e-01 3.9641059440e+00 5.5443455040e+00 0.0000000000e+00 6.3885551769e+01 5.8894858579e-01 1.1495542423e+00 4.0186171296e-06 4.0366430110e-02 4.3928261526e-02 -5.1533104621e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.2436256423e-01 3.9627938370e+00 5.5433243034e+00 0.0000000000e+00 6.3885551769e+01 5.8855944298e-01 1.1491299176e+00 4.0222850338e-06 4.0319359290e-02 4.3902996138e-02 -5.1535115665e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.2467118703e-01 3.9614828271e+00 5.5423035024e+00 0.0000000000e+00 6.3885551769e+01 5.8817075252e-01 1.1487058370e+00 4.0262659330e-06 4.0272288471e-02 4.3877730750e-02 -5.1533190066e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.2497980983e-01 3.9601729153e+00 5.5412831010e+00 0.0000000000e+00 6.3885551769e+01 5.8778251442e-01 1.1482820007e+00 4.0298028992e-06 4.0225217651e-02 4.3852465362e-02 -5.1536873677e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.2528843263e-01 3.9588641028e+00 5.5402630997e+00 0.0000000000e+00 6.3885551769e+01 5.8739472868e-01 1.1478584084e+00 4.0339947560e-06 4.0178146832e-02 4.3827199973e-02 -5.1532228357e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
3.2559705543e-01 3.9575563907e+00 5.5392434985e+00 0.0000000000e+00 6.3885551769e+01 5.8700739530e-01 1.1474350604e+00 4.0378128464e-06 4.0131076012e-02 4.3801934585e-02 -5.1532361342e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
