# S[m] sigma_x[mm] sigma_y[mm] N mean_P[MeV/c] beta_x[mm/mrad] beta_y[mm/mrad] beta_z[mm/mrad] alpha_x[mrad] alpha_y[mrad] alpha_z[mrad] mean_E[MeV] sigma_px[mrad] sigma_py[mrad] mean_pz[MeV/c] emitt_ emitt_y 
7.2464633759e-01 3.5254503441e+00 4.6396301953e+00 0.0000000000e+00 6.3885551769e+01 4.6461510594e-01 8.0431342136e-01 8.9863492692e-06 -2.0731493664e-02 1.1133787627e-02 -5.1533362080e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.2495496039e-01 3.5262091620e+00 4.6393211777e+00 0.0000000000e+00 6.3885551769e+01 4.6481312411e-01 8.0420603214e-01 8.9900573574e-06 -2.0778564484e-02 1.1108522238e-02 -5.1534033373e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.2526358319e-01 3.5269695371e+00 4.6390128416e+00 0.0000000000e+00 6.3885551769e+01 4.6501159463e-01 8.0409888709e-01 8.9938282642e-06 -2.0825635303e-02 1.1083256850e-02 -5.1534287967e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.2557220599e-01 3.5277314683e+00 4.6387051872e+00 0.0000000000e+00 6.3885551769e+01 4.6521051751e-01 8.0399198621e-01 8.9977110173e-06 -2.0872706123e-02 1.1057991462e-02 -5.1534032562e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.2588082879e-01 3.5284949546e+00 4.6383982146e+00 0.0000000000e+00 6.3885551769e+01 4.6540989274e-01 8.0388532951e-01 9.0020478209e-06 -2.0919776942e-02 1.1032726074e-02 -5.1531100673e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.2618945160e-01 3.5292599949e+00 4.6380919239e+00 0.0000000000e+00 6.3885551769e+01 4.6560972034e-01 8.0377891697e-01 9.0051878565e-06 -2.0966847762e-02 1.1007460686e-02 -5.1535010838e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.2649807440e-01 3.5300265884e+00 4.6377863152e+00 0.0000000000e+00 6.3885551769e+01 4.6581000030e-01 8.0367274861e-01 9.0086568650e-06 -2.1013918581e-02 1.0982195297e-02 -5.1537065597e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.2680669720e-01 3.5307947340e+00 4.6374813888e+00 0.0000000000e+00 6.3885551769e+01 4.6601073261e-01 8.0356682442e-01 9.0134043279e-06 -2.1060989401e-02 1.0956929909e-02 -5.1531886042e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.2711532000e-01 3.5315644306e+00 4.6371771447e+00 0.0000000000e+00 6.3885551769e+01 4.6621191728e-01 8.0346114441e-01 9.0166087029e-06 -2.1108060220e-02 1.0931664521e-02 -5.1535414331e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.2742394280e-01 3.5323356773e+00 4.6368735831e+00 0.0000000000e+00 6.3885551769e+01 4.6641355431e-01 8.0335570856e-01 9.0205363259e-06 -2.1155131040e-02 1.0906399133e-02 -5.1534862905e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.2773256560e-01 3.5331084730e+00 4.6365707040e+00 0.0000000000e+00 6.3885551769e+01 4.6661564370e-01 8.0325051689e-01 9.0245159442e-06 -2.1202201860e-02 1.0881133744e-02 -5.1533923119e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.2804118840e-01 3.5338828168e+00 4.6362685077e+00 0.0000000000e+00 6.3885551769e+01 4.6681818544e-01 8.0314556939e-01 9.0277842660e-06 -2.1249272679e-02 1.0855868356e-02 -5.1537234612e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.2834981121e-01 3.5346587076e+00 4.6359669943e+00 0.0000000000e+00 6.3885551769e+01 4.6702117954e-01 8.0304086606e-01 9.0324203655e-06 -2.1296343499e-02 1.0830602968e-02 -5.1532497498e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.2865843401e-01 3.5354361443e+00 4.6356661638e+00 0.0000000000e+00 6.3885551769e+01 4.6722462601e-01 8.0293640691e-01 9.0359805090e-06 -2.1343414318e-02 1.0805337580e-02 -5.1534068739e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.2896705681e-01 3.5362151260e+00 4.6353660165e+00 0.0000000000e+00 6.3885551769e+01 4.6742852483e-01 8.0283219193e-01 9.0397205891e-06 -2.1390485138e-02 1.0780072192e-02 -5.1534571774e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.2927567961e-01 3.5369956517e+00 4.6350665525e+00 0.0000000000e+00 6.3885551769e+01 4.6763287601e-01 8.0272822111e-01 9.0439723134e-06 -2.1437555957e-02 1.0754806803e-02 -5.1532141579e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.2958430241e-01 3.5377777203e+00 4.6347677719e+00 0.0000000000e+00 6.3885551769e+01 4.6783767954e-01 8.0262449448e-01 9.0477636007e-06 -2.1484626777e-02 1.0729541415e-02 -5.1532313904e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.2989292521e-01 3.5385613307e+00 4.6344696748e+00 0.0000000000e+00 6.3885551769e+01 4.6804293544e-01 8.0252101201e-01 9.0510090406e-06 -2.1531697596e-02 1.0704276027e-02 -5.1535664954e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3020154801e-01 3.5393464821e+00 4.6341722613e+00 0.0000000000e+00 6.3885551769e+01 4.6824864369e-01 8.0241777372e-01 9.0553464488e-06 -2.1578768416e-02 1.0679010639e-02 -5.1532755159e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3051017081e-01 3.5401331733e+00 4.6338755317e+00 0.0000000000e+00 6.3885551769e+01 4.6845480430e-01 8.0231477959e-01 9.0591087429e-06 -2.1625839235e-02 1.0653745251e-02 -5.1533186796e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3081879362e-01 3.5409214034e+00 4.6335794860e+00 0.0000000000e+00 6.3885551769e+01 4.6866141727e-01 8.0221202964e-01 9.0625165332e-06 -2.1672910055e-02 1.0628479862e-02 -5.1535486824e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3112741642e-01 3.5417111712e+00 4.6332841243e+00 0.0000000000e+00 6.3885551769e+01 4.6886848260e-01 8.0210952387e-01 9.0665182853e-06 -2.1719980875e-02 1.0603214474e-02 -5.1534516816e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3143603922e-01 3.5425024758e+00 4.6329894469e+00 0.0000000000e+00 6.3885551769e+01 4.6907600028e-01 8.0200726226e-01 9.0702030282e-06 -2.1767051694e-02 1.0577949086e-02 -5.1535298393e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3174466202e-01 3.5432953162e+00 4.6326954537e+00 0.0000000000e+00 6.3885551769e+01 4.6928397033e-01 8.0190524483e-01 9.0744049700e-06 -2.1814122514e-02 1.0552683698e-02 -5.1533165879e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3205328482e-01 3.5440896913e+00 4.6324021450e+00 0.0000000000e+00 6.3885551769e+01 4.6949239273e-01 8.0180347157e-01 9.0776179597e-06 -2.1861193333e-02 1.0527418309e-02 -5.1536676621e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3236190762e-01 3.5448856000e+00 4.6321095209e+00 0.0000000000e+00 6.3885551769e+01 4.6970126749e-01 8.0170194248e-01 9.0821950326e-06 -2.1908264153e-02 1.0502152921e-02 -5.1532411750e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3267053042e-01 3.5456830414e+00 4.6318175815e+00 0.0000000000e+00 6.3885551769e+01 4.6991059461e-01 8.0160065756e-01 9.0854250352e-06 -2.1955334972e-02 1.0476887533e-02 -5.1535842816e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3297915323e-01 3.5464820144e+00 4.6315263269e+00 0.0000000000e+00 6.3885551769e+01 4.7012037409e-01 8.0149961681e-01 9.0896284096e-06 -2.2002405792e-02 1.0451622145e-02 -5.1533637941e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3328777603e-01 3.5472825180e+00 4.6312357573e+00 0.0000000000e+00 6.3885551769e+01 4.7033060592e-01 8.0139882024e-01 9.0932671052e-06 -2.2049476611e-02 1.0426356757e-02 -5.1534794346e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3359639883e-01 3.5480845511e+00 4.6309458728e+00 0.0000000000e+00 6.3885551769e+01 4.7054129012e-01 8.0129826784e-01 9.0968952599e-06 -2.2096547431e-02 1.0401091368e-02 -5.1535865705e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3390502163e-01 3.5488881127e+00 4.6306566735e+00 0.0000000000e+00 6.3885551769e+01 4.7075242667e-01 8.0119795961e-01 9.1009880860e-06 -2.2143618251e-02 1.0375825980e-02 -5.1534362245e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3421364443e-01 3.5496932018e+00 4.6303681596e+00 0.0000000000e+00 6.3885551769e+01 4.7096401558e-01 8.0109789556e-01 9.1047856895e-06 -2.2190689070e-02 1.0350560592e-02 -5.1534551983e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3452226723e-01 3.5504998173e+00 4.6300803312e+00 0.0000000000e+00 6.3885551769e+01 4.7117605685e-01 8.0099807567e-01 9.1086900025e-06 -2.2237759890e-02 1.0325295204e-02 -5.1534060055e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3483089003e-01 3.5513079582e+00 4.6297931884e+00 0.0000000000e+00 6.3885551769e+01 4.7138855047e-01 8.0089849996e-01 9.1121975092e-06 -2.2284830709e-02 1.0300029816e-02 -5.1535900658e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3513951284e-01 3.5521176235e+00 4.6295067313e+00 0.0000000000e+00 6.3885551769e+01 4.7160149646e-01 8.0079916842e-01 9.1159635495e-06 -2.2331901529e-02 1.0274764427e-02 -5.1536207810e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3544813564e-01 3.5529288120e+00 4.6292209600e+00 0.0000000000e+00 6.3885551769e+01 4.7181489480e-01 8.0070008106e-01 9.1200312515e-06 -2.2378972348e-02 1.0249499039e-02 -5.1534824581e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3575675844e-01 3.5537415228e+00 4.6289358748e+00 0.0000000000e+00 6.3885551769e+01 4.7202874550e-01 8.0060123786e-01 9.1239496614e-06 -2.2426043168e-02 1.0224233651e-02 -5.1534324460e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3606538124e-01 3.5545557548e+00 4.6286514757e+00 0.0000000000e+00 6.3885551769e+01 4.7224304856e-01 8.0050263884e-01 9.1278963710e-06 -2.2473113987e-02 1.0198968263e-02 -5.1533719662e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3637400404e-01 3.5553715070e+00 4.6283677628e+00 0.0000000000e+00 6.3885551769e+01 4.7245780398e-01 8.0040428399e-01 9.1313259423e-06 -2.2520184807e-02 1.0173702875e-02 -5.1536010295e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3668262684e-01 3.5561887784e+00 4.6280847363e+00 0.0000000000e+00 6.3885551769e+01 4.7267301176e-01 8.0030617331e-01 9.1353350015e-06 -2.2567255626e-02 1.0148437486e-02 -5.1534942624e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3699124964e-01 3.5570075678e+00 4.6278023963e+00 0.0000000000e+00 6.3885551769e+01 4.7288867189e-01 8.0020830680e-01 9.1398541632e-06 -2.2614326446e-02 1.0123172098e-02 -5.1531028544e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3729987244e-01 3.5578278742e+00 4.6275207429e+00 0.0000000000e+00 6.3885551769e+01 4.7310478438e-01 8.0011068447e-01 9.1433394264e-06 -2.2661397266e-02 1.0097906710e-02 -5.1532954126e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3760849525e-01 3.5586496966e+00 4.6272397763e+00 0.0000000000e+00 6.3885551769e+01 4.7332134923e-01 8.0001330631e-01 9.1469972739e-06 -2.2708468085e-02 1.0072641322e-02 -5.1533927169e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3791711805e-01 3.5594730340e+00 4.6269594965e+00 0.0000000000e+00 6.3885551769e+01 4.7353836644e-01 7.9991617232e-01 9.1510409014e-06 -2.2755538905e-02 1.0047375933e-02 -5.1532650174e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3822574085e-01 3.5602978852e+00 4.6266799038e+00 0.0000000000e+00 6.3885551769e+01 4.7375583601e-01 7.9981928250e-01 9.1539601008e-06 -2.2802609724e-02 1.0022110545e-02 -5.1537764165e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3853436365e-01 3.5611242492e+00 4.6264009981e+00 0.0000000000e+00 6.3885551769e+01 4.7397375793e-01 7.9972263686e-01 9.1582941978e-06 -2.2849680544e-02 9.9968451570e-03 -5.1534932871e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3884298645e-01 3.5619521250e+00 4.6261227798e+00 0.0000000000e+00 6.3885551769e+01 4.7419213222e-01 7.9962623538e-01 9.1621156556e-06 -2.2896751363e-02 9.9715797688e-03 -5.1534958935e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3915160925e-01 3.5627815116e+00 4.6258452487e+00 0.0000000000e+00 6.3885551769e+01 4.7441095886e-01 7.9953007808e-01 9.1661152903e-06 -2.2943822183e-02 9.9463143806e-03 -5.1533993923e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3946023205e-01 3.5636124078e+00 4.6255684052e+00 0.0000000000e+00 6.3885551769e+01 4.7463023786e-01 7.9943416495e-01 9.1698364919e-06 -2.2990893002e-02 9.9210489924e-03 -5.1534538265e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.3976885486e-01 3.5644448126e+00 4.6252922493e+00 0.0000000000e+00 6.3885551769e+01 4.7484996922e-01 7.9933849600e-01 9.1734495881e-06 -2.3037963822e-02 9.8957836042e-03 -5.1535816798e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4007747766e-01 3.5652787250e+00 4.6250167811e+00 0.0000000000e+00 6.3885551769e+01 4.7507015293e-01 7.9924307121e-01 9.1779540196e-06 -2.3085034641e-02 9.8705182160e-03 -5.1532046637e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4038610046e-01 3.5661141439e+00 4.6247420009e+00 0.0000000000e+00 6.3885551769e+01 4.7529078901e-01 7.9914789060e-01 9.1818706894e-06 -2.3132105461e-02 9.8452528277e-03 -5.1531417660e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4069472326e-01 3.5669510682e+00 4.6244679085e+00 0.0000000000e+00 6.3885551769e+01 4.7551187744e-01 7.9905295416e-01 9.1856770616e-06 -2.3179176281e-02 9.8199874395e-03 -5.1531590706e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4100334606e-01 3.5677894969e+00 4.6241945043e+00 0.0000000000e+00 6.3885551769e+01 4.7573341823e-01 7.9895826189e-01 9.1889336702e-06 -2.3226247100e-02 9.7947220513e-03 -5.1534779882e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4131196886e-01 3.5686294289e+00 4.6239217884e+00 0.0000000000e+00 6.3885551769e+01 4.7595541138e-01 7.9886381380e-01 9.1924642116e-06 -2.3273317920e-02 9.7694566631e-03 -5.1536436545e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4162059166e-01 3.5694708631e+00 4.6236497608e+00 0.0000000000e+00 6.3885551769e+01 4.7617785689e-01 7.9876960988e-01 9.1963970178e-06 -2.3320388739e-02 9.7441912749e-03 -5.1535886709e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4192921447e-01 3.5703137986e+00 4.6233784216e+00 0.0000000000e+00 6.3885551769e+01 4.7640075475e-01 7.9867565012e-01 9.2004003418e-06 -2.3367459559e-02 9.7189258867e-03 -5.1534872990e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4223783727e-01 3.5711582342e+00 4.6231077711e+00 0.0000000000e+00 6.3885551769e+01 4.7662410498e-01 7.9858193455e-01 9.2042216612e-06 -2.3414530378e-02 9.6936604985e-03 -5.1534974336e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4254646007e-01 3.5720041688e+00 4.6228378092e+00 0.0000000000e+00 6.3885551769e+01 4.7684790756e-01 7.9848846314e-01 9.2085364385e-06 -2.3461601198e-02 9.6683951103e-03 -5.1532156922e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4285508287e-01 3.5728516015e+00 4.6225685362e+00 0.0000000000e+00 6.3885551769e+01 4.7707216250e-01 7.9839523591e-01 9.2119669359e-06 -2.3508672017e-02 9.6431297220e-03 -5.1534370635e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4316370567e-01 3.5737005310e+00 4.6222999522e+00 0.0000000000e+00 6.3885551769e+01 4.7729686980e-01 7.9830225284e-01 9.2157095268e-06 -2.3555742837e-02 9.6178643338e-03 -5.1534881018e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4347232847e-01 3.5745509565e+00 4.6220320573e+00 0.0000000000e+00 6.3885551769e+01 4.7752202946e-01 7.9820951395e-01 9.2192143524e-06 -2.3602813657e-02 9.5925989456e-03 -5.1536702497e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4378095127e-01 3.5754028768e+00 4.6217648515e+00 0.0000000000e+00 6.3885551769e+01 4.7774764147e-01 7.9811701923e-01 9.2236914912e-06 -2.3649884476e-02 9.5673335574e-03 -5.1533007984e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4408957407e-01 3.5762562908e+00 4.6214983351e+00 0.0000000000e+00 6.3885551769e+01 4.7797370585e-01 7.9802476869e-01 9.2268175823e-06 -2.3696955296e-02 9.5420681692e-03 -5.1536953840e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4439819688e-01 3.5771111974e+00 4.6212325081e+00 0.0000000000e+00 6.3885551769e+01 4.7820022258e-01 7.9793276232e-01 9.2309009809e-06 -2.3744026115e-02 9.5168027810e-03 -5.1535546143e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4470681968e-01 3.5779675957e+00 4.6209673706e+00 0.0000000000e+00 6.3885551769e+01 4.7842719167e-01 7.9784100011e-01 9.2351785972e-06 -2.3791096935e-02 9.4915373928e-03 -5.1532985534e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4501544248e-01 3.5788254845e+00 4.6207029228e+00 0.0000000000e+00 6.3885551769e+01 4.7865461311e-01 7.9774948209e-01 9.2387908260e-06 -2.3838167754e-02 9.4662720046e-03 -5.1534218664e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4532406528e-01 3.5796848627e+00 4.6204391649e+00 0.0000000000e+00 6.3885551769e+01 4.7888248692e-01 7.9765820823e-01 9.2429417259e-06 -2.3885238574e-02 9.4410066163e-03 -5.1532418796e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4563268808e-01 3.5805457293e+00 4.6201760968e+00 0.0000000000e+00 6.3885551769e+01 4.7911081309e-01 7.9756717854e-01 9.2463921394e-06 -2.3932309393e-02 9.4157412281e-03 -5.1534561324e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4594131088e-01 3.5814080833e+00 4.6199137188e+00 0.0000000000e+00 6.3885551769e+01 4.7933959161e-01 7.9747639303e-01 9.2503103403e-06 -2.3979380213e-02 9.3904758399e-03 -5.1534031362e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4624993368e-01 3.5822719234e+00 4.6196520309e+00 0.0000000000e+00 6.3885551769e+01 4.7956882249e-01 7.9738585169e-01 9.2538082227e-06 -2.4026451032e-02 9.3652104517e-03 -5.1535874654e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4655855649e-01 3.5831372487e+00 4.6193910332e+00 0.0000000000e+00 6.3885551769e+01 4.7979850573e-01 7.9729555452e-01 9.2581651686e-06 -2.4073521852e-02 9.3399450635e-03 -5.1532933703e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4686717929e-01 3.5840040581e+00 4.6191307260e+00 0.0000000000e+00 6.3885551769e+01 4.8002864133e-01 7.9720550153e-01 9.2620589983e-06 -2.4120592672e-02 9.3146796753e-03 -5.1532521876e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4717580209e-01 3.5848723506e+00 4.6188711092e+00 0.0000000000e+00 6.3885551769e+01 4.8025922928e-01 7.9711569270e-01 9.2652499917e-06 -2.4167663491e-02 9.2894142871e-03 -5.1536011807e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4748442489e-01 3.5857421249e+00 4.6186121831e+00 0.0000000000e+00 6.3885551769e+01 4.8049026959e-01 7.9702612805e-01 9.2697230385e-06 -2.4214734311e-02 9.2641488989e-03 -5.1532482148e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4779304769e-01 3.5866133801e+00 4.6183539477e+00 0.0000000000e+00 6.3885551769e+01 4.8072176227e-01 7.9693680757e-01 9.2730482021e-06 -2.4261805130e-02 9.2388835106e-03 -5.1535251076e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4810167049e-01 3.5874861150e+00 4.6180964031e+00 0.0000000000e+00 6.3885551769e+01 4.8095370730e-01 7.9684773126e-01 9.2772695088e-06 -2.4308875950e-02 9.2136181224e-03 -5.1533076625e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4841029329e-01 3.5883603287e+00 4.6178395495e+00 0.0000000000e+00 6.3885551769e+01 4.8118610469e-01 7.9675889913e-01 9.2807756616e-06 -2.4355946769e-02 9.1883527342e-03 -5.1534838306e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4871891609e-01 3.5892360200e+00 4.6175833870e+00 0.0000000000e+00 6.3885551769e+01 4.8141895443e-01 7.9667031117e-01 9.2849455577e-06 -2.4403017589e-02 9.1630873460e-03 -5.1532928972e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
7.4902753890e-01 3.5901131877e+00 4.6173279157e+00 0.0000000000e+00 6.3885551769e+01 4.8165225654e-01 7.9658196738e-01 9.2885016011e-06 -2.4450088408e-02 9.1378219578e-03 -5.1534528297e+03 1.8262936149e-01 3.7348321330e-01 5.0976574720e-01 6.3885549726e+01 1.5301625298e-01 1.5276883454e-01
