 x [cm]	x' [rad]	y [cm]	y' [rad]	Phase [rad]	Kinetic Energy [MeV]	Charge State	Rest Mass [GeV/c2]
   -0.242402125893240E-03	    0.964546163431819E-04	    0.698345283598784E-03	    0.241934557018607E-03	    0.621427096287332E+00	    0.182625636675482E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.945187161604998E-01	    0.328122311403758E-01	   -0.185241971257484E-01	   -0.443441839611330E-01	   -0.222518551307664E+02	    0.182707775136848E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.984119708422869E-01	   -0.983843048079018E-01	    0.357929835765175E-01	    0.503844942344494E-01	   -0.169941254953114E+02	    0.182709687459592E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.105928237880834E-01	   -0.107206895212448E+00	    0.652721915881937E-01	    0.110894246878954E+00	    0.179325095145761E+02	    0.182630619372404E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.119747508768819E+00	    0.744231572213831E-02	   -0.362921208072034E-02	    0.290691719043816E-01	    0.541402242011979E+02	    0.181986433689829E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.948951410917750E-02	    0.872080241955452E-01	   -0.563881774469759E-01	   -0.942732553578159E-01	    0.735891123257679E+01	    0.182632889737633E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.889022500888296E-01	   -0.679660052000276E-01	    0.355250743400858E-01	    0.448291972594414E-01	   -0.287287210923393E+02	    0.182883669111789E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.410486847008934E-01	   -0.583434809745746E-01	    0.372686207256997E-01	    0.449586620846574E-01	    0.604386926102602E+01	    0.182666398538700E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.119669393819523E+00	   -0.201843085516291E-01	    0.163015802767293E-01	   -0.440423072402651E-01	   -0.548477964857257E+02	    0.183310348646160E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.100247145115938E+00	    0.743853627291474E-01	   -0.250700033360126E-01	   -0.166487898817195E-01	    0.356008887173447E+02	    0.182363511582295E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.755923500629902E-01	   -0.754855558359111E-01	    0.506006037437443E-01	    0.101800955538793E+00	    0.512888493394788E+02	    0.182270489174741E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.123990771479551E+00	   -0.262176549282871E-01	    0.158723669355035E-01	    0.619652169911114E-01	    0.644742329202892E+02	    0.182045048360280E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.876625775998046E-01	   -0.622077656135096E-01	    0.329394019433153E-01	    0.409636402149714E-01	   -0.293799744133450E+02	    0.182887922093755E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.935736003244816E-01	    0.453235297772621E-01	   -0.915147698534047E-02	   -0.411693183818495E-01	   -0.294014008562750E+02	    0.182884502065050E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.292327241661668E-01	   -0.893879116880605E-01	    0.536724388776225E-01	    0.952919991280673E-01	    0.235352619742775E+02	    0.182602285478950E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.109380470433679E+00	    0.942422805720398E-01	   -0.473662557216635E-01	   -0.525992090574691E-01	    0.407565597322436E+02	    0.182316425748397E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.151107372748656E+00	    0.285932728348069E-01	   -0.425757989777446E-02	    0.419303680926923E-01	    0.674535086884910E+02	    0.182059620691177E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.644283863137345E-01	   -0.943786814451558E-01	    0.541665983424910E-01	    0.868528321368343E-01	   -0.493575216125528E+01	    0.182643471497101E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.479027212526530E-01	    0.947944384855118E-01	   -0.520157781145970E-01	   -0.107986618355350E+00	   -0.852498095901772E+01	    0.182708539979259E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.888456469475126E-01	    0.113257948516467E+00	   -0.515859609364067E-01	   -0.801286456505054E-01	    0.284924896553144E+02	    0.182552532221436E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.116786646889773E+00	   -0.450691042275359E-01	    0.335261696119751E-01	    0.843421671811153E-01	    0.654753564417939E+02	    0.182100411855401E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.357390194354075E-01	   -0.106742204987925E+00	    0.644419890998402E-01	    0.954785282639279E-01	    0.273497707287491E+01	    0.182638429409465E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.229162463616604E-01	    0.626584541603213E-01	   -0.189353877672966E-01	   -0.492358323217733E-01	    0.172024502859173E+01	    0.182615009892473E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.122302683728765E+00	   -0.193147409848145E-01	    0.203719916424089E-01	   -0.928709936965676E-02	   -0.508565341558956E+02	    0.183335586735112E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.153457176668152E+00	    0.109488039581843E-01	    0.280647626685665E-02	   -0.761392445993268E-01	   -0.622093994806619E+02	    0.183104853071825E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.333829420601009E-01	    0.929546165404631E-01	   -0.589553485775343E-01	   -0.846175269313564E-01	    0.215777566368404E+02	    0.182605431163552E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.113525373709660E+00	    0.274813173469455E-02	    0.147279645872934E-01	   -0.125201588769290E-01	   -0.451229703556273E+02	    0.183232441528958E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.981288024819985E-01	    0.573662240223420E-01	   -0.188176037152458E-01	   -0.119979504826543E-02	    0.374021840844152E+02	    0.182293039909354E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.846321361183308E-01	    0.128579230789808E+00	   -0.578454788710943E-01	   -0.984601106082928E-01	    0.256761268492091E+02	    0.182601368205582E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.376929877995906E-01	   -0.105502238759617E+00	    0.618672460507695E-01	    0.958319173543823E-01	    0.346991922047570E+01	    0.182647118787571E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.511968588783411E-01	    0.845508823195822E-01	   -0.454088213001539E-01	   -0.926784586121496E-01	   -0.924655054656842E+01	    0.182684278662748E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.100120840947735E+00	   -0.128252845748456E-01	   -0.366762959291944E-02	    0.213992516521828E-01	    0.446595145772523E+02	    0.182118864895386E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.117223064638986E+00	    0.289727651936429E-01	   -0.132715650133929E-01	   -0.555058128061272E-01	   -0.358443381069304E+02	    0.183016262573332E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.902239555618528E-01	   -0.854395685657084E-01	    0.416376435996270E-01	    0.599661285924709E-01	   -0.200577808354392E+02	    0.182750399385867E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.840781797932665E-01	   -0.508086986050275E-01	    0.128824406644998E-01	    0.436679053092188E-01	    0.430120603865141E+02	    0.182215266649521E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.908386721306209E-02	    0.106798225727263E+00	   -0.626322965675232E-01	   -0.112031503157439E+00	    0.608732943456802E+01	    0.182641373251968E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.423842463317291E-01	    0.106190187231117E+00	   -0.625700850996047E-01	   -0.992809753357036E-01	    0.208375062926309E+02	    0.182617696292908E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.383040320690047E-01	   -0.114514121202742E+00	    0.616763838424496E-01	    0.112196658212027E+00	    0.169899356382820E+02	    0.182626093097937E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.112775935868685E+00	   -0.508250751293424E-01	    0.348135970202064E-01	    0.800185713107108E-01	    0.600535132662320E+02	    0.182120853157386E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.493009190224473E-01	    0.612883070931862E-02	   -0.261645209540195E-01	   -0.191982263614770E-01	    0.281609542313560E+02	    0.182565094766218E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.102602688046896E-01	    0.901734150715777E-01	   -0.580689103433302E-01	   -0.836616902218970E-01	    0.159138479604643E+02	    0.182639721748146E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.394912438415719E-01	   -0.706906638644765E-01	    0.503572557325457E-01	    0.635674062846796E-01	   -0.159524058392509E+02	    0.182687645020607E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.126930582283094E+00	    0.404062905714259E-01	   -0.431982441733126E-02	   -0.592018765152723E-01	   -0.477199648787258E+02	    0.183188171277493E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.124706054159612E+00	    0.580383056849260E-01	   -0.291504994789960E-01	   -0.120531690626999E-01	    0.502701910487961E+02	    0.182065656845865E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.840539924177988E-01	   -0.419480034465689E-01	    0.295641813936689E-01	    0.282804331272223E-01	   -0.360930214818035E+02	    0.183027320844076E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.912905137400024E-01	   -0.283897926174183E-01	    0.279669374653071E-01	    0.170522570834666E-01	   -0.439057581453714E+02	    0.183240642119387E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.757269876924654E-01	    0.674063599049584E-01	   -0.422682779074125E-01	   -0.535160100807419E-01	    0.314139552402913E+02	    0.182458157864218E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.126880156961569E+00	    0.188533563931104E-01	    0.553725101208009E-02	   -0.399151498766377E-01	   -0.491230022957597E+02	    0.183250841192972E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.707185092793539E-01	   -0.133672670083462E+00	    0.549763830989184E-01	    0.104588836564983E+00	    0.144164331525798E+02	    0.182657820863241E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.315257229145108E-01	    0.833030018334895E-01	   -0.564263926276604E-01	   -0.785582908816922E-01	    0.213483523779760E+02	    0.182628518672345E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.993507851276834E-01	   -0.613871446824199E-01	    0.454952490458981E-01	    0.967732666041381E-01	    0.603967926016099E+02	    0.182159213141020E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.121222854354024E+00	    0.320300567545220E-01	   -0.564410654635743E-02	   -0.496093897809764E-01	   -0.413914251458684E+02	    0.183115030321090E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.573634219915073E-01	   -0.112505361493214E+00	    0.614100318437600E-01	    0.104455856027709E+00	    0.703113363472208E+01	    0.182633856237402E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.394360024548725E-01	   -0.935711994565395E-01	    0.607868651684555E-01	    0.962107436583992E-01	    0.176239674137783E+01	    0.182625725550167E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.150183834684809E+00	    0.898291574231159E-03	    0.134757838854790E-01	    0.721022224757932E-01	    0.743468528465097E+02	    0.182140687511989E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.524249481147608E-01	   -0.246659380434979E-01	    0.105961104472314E-01	   -0.124997407333022E-01	   -0.189130403020228E+02	    0.182579512673087E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.157917304053961E-01	   -0.941010215048648E-01	    0.604756788291258E-01	    0.909910313731924E-01	    0.519883642696657E+01	    0.182629343099094E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.199770749386501E-01	    0.914986887577211E-01	   -0.567486957732505E-01	   -0.102215136171583E+00	    0.270803074199931E+01	    0.182633973198065E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.236767778165323E-01	   -0.941885902350260E-01	    0.539795748937968E-01	    0.863620220202732E-01	    0.176198403434830E+02	    0.182635054809310E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.130114937259477E+00	   -0.195501772348409E-01	    0.173393785880303E-01	    0.663915461563455E-01	    0.666760495354574E+02	    0.182057352873244E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.682944040487311E-01	   -0.122594285000202E-01	    0.131945778151598E-01	   -0.311203307388168E-01	   -0.330505957121319E+02	    0.182949127330190E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.784680573375579E-01	   -0.683395613797788E-01	    0.431875508781550E-01	    0.850669182768838E-01	    0.412573891931227E+02	    0.182367313446008E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.338830253591928E-01	   -0.107371361477854E+00	    0.623273795792676E-01	    0.101312787824452E+00	    0.858622110518023E+01	    0.182636793805813E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.754177749258026E-01	   -0.122298849285141E+00	    0.531941847771969E-01	    0.957395165081772E-01	    0.706978889693777E+01	    0.182635404287979E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.133941270722031E+00	    0.556694290869777E-01	   -0.258915037306689E-01	   -0.475992573353736E-02	    0.532066691075821E+02	    0.182051753419898E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.154151784936438E+00	   -0.116017239865049E-01	    0.125131060445116E-01	   -0.483141834960027E-01	   -0.618107498819502E+02	    0.183206775984601E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.898940179392652E-01	   -0.549639452250519E-01	    0.335059887501833E-01	    0.345972396879654E-01	   -0.368485994158035E+02	    0.183062918347687E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.359447664611841E-01	    0.918261495561348E-01	   -0.512332367862117E-01	   -0.919080830075308E-01	   -0.222765240435396E+01	    0.182649553432057E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.799055677797328E-02	   -0.743112040269807E-01	    0.520582018467424E-01	    0.725056579818525E-01	    0.334101381664638E+01	    0.182615721708856E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.774765495447592E-01	   -0.696818066359791E-01	    0.466663309265545E-01	    0.949108151741462E-01	    0.479302347406305E+02	    0.182289424863313E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.119023032353728E+00	   -0.460517643743916E-02	    0.779707571527477E-03	    0.364560026616048E-01	    0.558257978646229E+02	    0.181986660310329E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.142478477444391E+00	    0.106047199684996E-01	    0.615972363580580E-02	   -0.560078648163113E-01	   -0.577493332917471E+02	    0.183242033632069E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.246508456145906E-01	    0.858484080624748E-01	   -0.524047401532803E-01	   -0.821357220919668E-01	    0.441186310238578E+01	    0.182626319476853E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.260090163334563E-01	    0.106032755374577E+00	   -0.412757777771976E-01	   -0.966783702033839E-01	    0.331558253078822E+01	    0.182638148377379E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.650448613140099E-01	    0.112193075334606E+00	   -0.660717173450947E-01	   -0.922753906830915E-01	    0.296956955792397E+02	    0.182544436157173E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.841028120804684E-01	    0.795881515542002E-01	   -0.371633350661630E-01	   -0.104859175572199E+00	   -0.262683906792520E+02	    0.182929906538121E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.131589988739543E+00	    0.779919696179813E-01	   -0.352682262642475E-01	   -0.241960359445519E-01	    0.489964138922339E+02	    0.182142089490966E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.107360082739218E+00	    0.646243639823146E-01	   -0.332517995281312E-01	   -0.267393572242783E-01	    0.425724090876887E+02	    0.182200229291496E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.202118227731045E-01	   -0.681992993191696E-01	    0.462848324571165E-01	    0.493171404256222E-01	   -0.475477617519760E+00	    0.182592087240252E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.135413854768309E+00	    0.638844094235934E-01	   -0.222416492144271E-01	    0.172500004951377E-02	    0.525010424995143E+02	    0.182072120960441E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.814544109059986E-01	   -0.681187743625878E-01	    0.476241549485952E-01	    0.960847045290236E-01	    0.500194413605603E+02	    0.182260912671595E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.103945445371729E+00	    0.104989540882262E+00	   -0.495059689435149E-01	   -0.677333082682262E-01	    0.346688888548232E+02	    0.182465497339024E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.408168306124117E-01	   -0.366497913196788E-01	    0.119769778400687E-01	    0.693310275673541E-02	   -0.977212559869279E+01	    0.182526092372015E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.107774120768563E+00	   -0.112961743840591E+00	    0.483673903860349E-01	    0.712973165932935E-01	   -0.158380902250541E+02	    0.182745567387954E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.115288431688517E+00	   -0.349094921863008E-01	    0.194198611993443E-01	   -0.260130853798127E-01	   -0.505485070955325E+02	    0.183297547103223E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.116120693310835E-01	   -0.989744018049513E-01	    0.597958147477623E-01	    0.112124220227487E+00	    0.270279018622586E+02	    0.182587577699067E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.447955167123357E-01	   -0.953819354462626E-01	    0.594962795541976E-01	    0.854976471499936E-01	   -0.519364701563021E+01	    0.182646364333294E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.455244617530232E-01	    0.580640432729848E-01	   -0.512729424891359E-01	   -0.333885621589045E-01	    0.405227260034014E+02	    0.182161076061504E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.115341256474934E+00	    0.738862177729225E-01	   -0.362931598251571E-01	   -0.333683042833573E-01	    0.428649947478731E+02	    0.182231157033641E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.128952899103465E+00	   -0.145047379358430E-01	    0.138200186554981E-01	   -0.491382603908324E-01	   -0.573053382594547E+02	    0.183287083128647E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.123487526741765E+00	   -0.190251560609716E-01	    0.254331804634274E-01	    0.949974134184688E-01	    0.764695256444359E+02	    0.182135847230924E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.482835412358775E-02	    0.968156344687818E-01	   -0.593670478879222E-01	   -0.107134999720036E+00	    0.638272118539899E+01	    0.182648144797071E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.757886748209470E-01	   -0.131029274034946E+00	    0.577373666201703E-01	    0.107391432312657E+00	    0.128327266346867E+02	    0.182637456145329E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.937779120013141E-01	    0.126233078810075E+00	   -0.556248213450118E-01	   -0.892028727586791E-01	    0.290091094065945E+02	    0.182571426170952E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.123755944085522E+00	    0.222018804203696E-01	    0.513070296922324E-02	   -0.376644005050749E-01	   -0.479291284432379E+02	    0.183258128235053E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.117808301658273E+00	    0.107492534809266E+00	   -0.452216993960594E-01	   -0.590493690291830E-01	    0.371653787072437E+02	    0.182427288452303E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.368378848075081E-01	   -0.979948747762470E-01	    0.606097617914893E-01	    0.924734451546058E-01	    0.136931177891372E+01	    0.182635918239527E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.515320194532056E-01	    0.113419552123339E+00	   -0.581807022281928E-01	   -0.103289838074240E+00	    0.184319178328120E+02	    0.182624195787184E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.474167112417076E-01	   -0.104068095646050E+00	    0.617234890870658E-01	    0.101646238960131E+00	    0.506662900432244E+01	    0.182632031604513E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.123037330980571E+00	   -0.251485755145436E-01	    0.151960478480923E-01	    0.572664816775497E-01	    0.617643374694986E+02	    0.182025463162816E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.464266360952402E-01	   -0.910140999119484E-01	    0.581142758914473E-01	    0.889451706306402E-01	   -0.311283039906228E+01	    0.182630561827324E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.134349364490455E+00	    0.863417767947130E-01	   -0.387301558139614E-01	   -0.300177263958993E-01	    0.490102309390745E+02	    0.182173955483478E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.105343567291106E+00	   -0.306356615608731E-01	    0.185425653758317E-01	   -0.280896956951810E-01	   -0.479708425898892E+02	    0.183284032612363E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.961873877032590E-02	   -0.140289060316223E-01	    0.234995050036738E-02	    0.205225228632299E-01	    0.786119791731446E+01	    0.182689811053294E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.139157718319505E+00	    0.495189297151912E-01	   -0.742302319399938E-02	   -0.761964401563806E-01	   -0.537148070575323E+02	    0.183151870755793E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.135890982589960E-01	   -0.630127963969135E-01	    0.193290347735748E-01	    0.780447745004072E-01	    0.302816004802002E+02	    0.182523861699480E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.918856039668598E-01	    0.114671279342317E+00	   -0.523841604992034E-01	   -0.819037209359552E-01	    0.288410528838803E+02	    0.182564594485513E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.123170150793372E+00	   -0.216795539133685E-01	    0.224567079567402E-01	   -0.440525492998286E-02	   -0.512959141950884E+02	    0.183326762403624E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.815379241130921E-01	   -0.118829681026996E+00	    0.530070182795996E-01	    0.931726381087403E-01	    0.306552357062068E+01	    0.182639589246136E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.885076545353712E-01	    0.128435598031476E+00	   -0.592054104476526E-01	   -0.952004356595698E-01	    0.285672438392318E+02	    0.182575885860459E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.108721572719136E+00	    0.549959814805058E-01	   -0.203310669611032E-01	   -0.827950602648578E-01	   -0.374262780712737E+02	    0.183054586695874E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.106769357644914E+00	    0.859441255513144E-01	   -0.405174521140072E-01	   -0.472332803058931E-01	    0.374271477796331E+02	    0.182360256909320E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.123969041552588E+00	   -0.370535595657025E-03	    0.152525393152657E-01	   -0.213405354277533E-01	   -0.506394588742795E+02	    0.183320580164903E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.990773622687934E-01	   -0.550092661410315E-01	    0.255729105517837E-01	    0.647851770762866E-01	    0.540074201548372E+02	    0.182125931413424E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.925863115368325E-01	   -0.577934471494275E-01	    0.416089817487513E-01	    0.892880043156038E-01	    0.534934765004116E+02	    0.182187638202436E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.134669968051459E+00	    0.254531208391435E-01	   -0.263369828175845E-02	   -0.565759869028921E-01	   -0.493963909470823E+02	    0.183204394099690E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.118442778216965E+00	    0.418067540937912E-01	   -0.209393583572058E-02	   -0.499327449807735E-01	   -0.444853916017766E+02	    0.183166188183037E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.121480791934620E+00	   -0.390872102868680E-01	    0.246049441642738E-01	    0.722070699514608E-01	    0.650997558421523E+02	    0.182076382579055E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.129742342582563E+00	   -0.354919378311392E-01	    0.232695850176974E-01	   -0.858432004082826E-02	   -0.529933545842568E+02	    0.183316202239325E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.908274233283804E-01	    0.654511558897349E-01	   -0.375856917099972E-01	   -0.402798885649660E-01	    0.363046118757441E+02	    0.182340577074669E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.549565827805257E-01	    0.888497890178810E-01	   -0.534696301541187E-01	   -0.881966401739004E-01	    0.215418704804122E+02	    0.182611767158392E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.821425360636119E-01	   -0.400836026625609E-01	    0.152681113949093E-01	    0.348233338239950E-01	    0.272232931105494E+02	    0.182565640530541E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.122982194002864E+00	   -0.829339051931271E-01	    0.351189387269273E-01	    0.340169149823941E-01	   -0.390256557089251E+02	    0.183071413532687E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.880546297003843E-01	   -0.221553218558264E-01	   -0.750774375150575E-02	    0.235085025169544E-01	    0.493662993005893E+02	    0.181963870476309E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.410799679823020E-01	    0.704669171703514E-01	   -0.425710969849036E-01	   -0.619747168684728E-01	    0.224592240964965E+00	    0.182611493688256E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.580359744147580E-01	   -0.585094945931460E-01	    0.185938391810000E-01	    0.212627067549808E-01	   -0.109176840404155E+02	    0.182545934213962E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.127837012419951E+00	   -0.428493140296537E-01	    0.380871395568491E-01	    0.106524431477755E+00	    0.793681693385290E+02	    0.182190558707163E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.521426806223513E-01	    0.888729471729792E-01	   -0.493913328071717E-01	   -0.104304409838994E+00	   -0.102523450410151E+02	    0.182721930070073E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.117677820673614E+00	    0.622922498319707E-01	   -0.203102833216930E-01	   -0.106747907452598E+00	   -0.462964814986248E+02	    0.183106374521458E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.160494843083135E-02	   -0.799210869386211E-01	    0.538000335818092E-01	    0.700716800739285E-01	    0.640528731205424E+00	    0.182607086868458E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.128956577152637E+00	   -0.935069305842042E-01	    0.372019577279726E-01	    0.347096939133637E-01	   -0.389444068201202E+02	    0.183066279719313E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.870807758152362E-01	   -0.458574243488957E-01	    0.286433714936171E-01	    0.596191476283122E-01	    0.323160461444387E+02	    0.182471144141161E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.874018111291396E-01	   -0.496239697808004E-02	    0.213377811191090E-01	    0.418371773993221E-02	   -0.411879618505001E+02	    0.183159018305901E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.649745364135230E-01	    0.735603138624650E-01	   -0.446011447349115E-01	   -0.663876358525644E-01	    0.255854382913823E+02	    0.182571895967598E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.812685610642895E-01	   -0.582788409087271E-01	    0.208860809921728E-01	    0.833056974539825E-02	   -0.263243401046112E+02	    0.182776447401167E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.517401008423174E-01	   -0.111158375573643E+00	    0.543355442542376E-01	    0.981868766003414E-01	    0.986524283522583E+01	    0.182637033107724E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.817299111476150E-01	    0.160573000197023E-01	    0.212578698082040E-01	   -0.554818363709357E-02	   -0.424879924343022E+02	    0.183244666439819E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.734516246131535E-01	    0.827310452236378E-01	   -0.480991225528019E-01	   -0.673569887543588E-01	    0.288596831368680E+02	    0.182516397629229E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.123385892911104E+00	   -0.192852627036687E-01	    0.127706109966312E-01	    0.538530290152101E-01	    0.602782155381225E+02	    0.182017885441255E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.847436797002453E-01	    0.619799219813185E-01	   -0.144398297938446E-01	   -0.106161445720333E+00	   -0.422834046008196E+02	    0.183143166292865E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.342759839404601E-01	   -0.818025259391993E-01	    0.557396155161717E-01	    0.807405035358893E-01	   -0.496502997352588E+01	    0.182617488080794E+00	    0.600000000000000E+01	    0.111748622150701E+02
