 x [cm]	x' [rad]	y [cm]	y' [rad]	Phase [rad]	Kinetic Energy [MeV]	Charge State	Rest Mass [GeV/c2]
   -0.104422109107758E+01	   -0.126087920645600E-01	    0.396622936651906E+00	   -0.339059107338746E-02	    0.351919978634610E+02	    0.182628050318101E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.166482912941920E+00	    0.821450782023612E-02	   -0.806819366113419E+00	   -0.581337203604837E-02	   -0.430554052633678E+02	    0.182646527756347E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.232323461451652E+00	   -0.239107165470478E-02	    0.101315180685875E-01	    0.393440882342200E-02	    0.250319860512596E+02	    0.182625874748155E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.884282904031771E+00	    0.450053169407192E-02	    0.291029352872496E+00	    0.104511918559883E-01	    0.918145537647380E+01	    0.182644963137690E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.593365567543460E+00	   -0.114101324135786E-01	    0.736130416896990E+00	    0.516733835118155E-02	    0.468423051053602E+02	    0.182627707591365E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.102710504020293E+01	    0.590667045690361E-02	    0.296891336320764E+00	    0.123193727866028E-01	    0.696121028852479E+01	    0.182634293905082E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.696532968052579E+00	   -0.103478416705852E-01	    0.740058917508790E+00	    0.231870211588995E-03	    0.357255474430278E+02	    0.182625502221256E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.117960311119174E+01	    0.120858229791397E-01	   -0.244780274209702E+00	    0.699135969059806E-02	   -0.245038629056265E+02	    0.182629108300247E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.330567350185392E+00	    0.216198373601082E-02	   -0.339129516397739E+00	   -0.529058900994916E-02	   -0.268547914252330E+02	    0.182639911642468E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.510979665622962E+00	   -0.994934084810075E-02	    0.705076576108908E+00	    0.846525939575241E-03	    0.407447477238069E+02	    0.182646140329368E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.939426264359699E+00	    0.117682671269053E-01	   -0.592268859976107E+00	    0.286933109762411E-02	   -0.325597371906584E+02	    0.182627782097100E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.571699612394823E+00	   -0.116596327999955E-01	    0.877710357020473E+00	    0.404458428399901E-02	    0.493723244864071E+02	    0.182624131312537E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.210950753844427E+00	    0.100532859658474E-01	   -0.979047704496557E+00	   -0.920446048823853E-02	   -0.519330442827429E+02	    0.182625010481274E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.112716433723186E+01	    0.153131732811803E-01	   -0.702986006680080E+00	    0.150007480422299E-02	   -0.465925333425282E+02	    0.182626336686198E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.218992777234784E-01	    0.629978218131009E-02	   -0.717817061030442E+00	   -0.888691860584278E-02	   -0.370495504175601E+02	    0.182630032172781E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.290457961305892E+00	    0.155328119654450E-02	    0.336360527117309E-01	   -0.487411971537132E-02	   -0.211124421395607E+02	    0.182626262178687E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.179886778078126E+00	   -0.552350318975505E-02	    0.789200166418082E+00	    0.109494866863106E-01	    0.425692798335549E+02	    0.182627141347425E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.159067169477148E+00	   -0.697976992450413E-02	    0.439664196191220E+00	    0.140529072976004E-02	    0.371279650909745E+02	    0.182624146214394E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.518737830634145E+00	    0.116026830079589E-03	   -0.312111204871112E+00	   -0.718068442640562E-02	   -0.217212087283977E+02	    0.182626083365278E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.776207755499435E+00	   -0.110392816270119E-01	    0.686321552153308E+00	   -0.452007551050900E-03	    0.366563537540916E+02	    0.182629719247984E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.450983419767781E+00	   -0.426706246065352E-03	    0.109249398662573E+00	    0.663536023946743E-02	    0.217585844293920E+02	    0.182624697558254E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.196029351378875E+00	   -0.283130527458843E-02	    0.542883126429146E+00	    0.881242827179174E-02	    0.263389409482160E+02	    0.182626455893953E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.235323977849530E+00	    0.897318460993710E-02	   -0.814816000321085E+00	   -0.526914018539448E-02	   -0.447927799425331E+02	    0.182631447783521E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.420634360977365E+00	   -0.713390520758685E-02	    0.519789845906994E+00	   -0.253962394183238E-02	    0.270095235297435E+02	    0.182632937899996E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.335614436312663E+00	   -0.262545178629216E-02	    0.236473293128287E+00	    0.646842765288691E-02	    0.306450858116491E+02	    0.182626858226342E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.587847173626451E+00	   -0.424362569100913E-02	    0.256014107066071E+00	   -0.546252605838437E-02	    0.201526583070436E+01	    0.182649671902624E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.177822793082250E+00	    0.418482032619659E-02	   -0.449382366807336E+00	   -0.490655674932261E-02	   -0.325601666473520E+02	    0.182622730603654E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.112348807516592E+00	    0.655059712954107E-02	   -0.510139322871478E+00	   -0.146834232711901E-02	   -0.350389089258509E+02	    0.182624757162131E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.940797847456215E+00	   -0.710964192621168E-02	    0.122103245734101E+00	   -0.713293458668251E-02	    0.534293249716603E+01	    0.182624816766008E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.189514677615752E+00	   -0.130476710837093E-02	   -0.616238513580951E-01	   -0.225960225200017E-02	    0.487488169700351E+00	    0.182624772063988E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.110816835063384E+01	    0.908008554034177E-02	   -0.665566444482147E-01	    0.878211744727831E-02	   -0.939060657812399E+01	    0.182625681034665E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.206848146573556E+00	   -0.919072273172196E-02	    0.902693656264669E+00	    0.997003242971640E-02	    0.492069322348925E+02	    0.182625979055828E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.310402806655420E+00	    0.130913090907279E-02	   -0.485840652146513E+00	   -0.891917310056944E-02	   -0.206651780453141E+02	    0.182633980980285E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.602381908038715E+00	    0.990000306780074E-03	    0.289435851937956E+00	    0.856376141907911E-02	    0.194219837776381E+02	    0.182626440993872E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.511413843005048E+00	    0.127640465369100E-01	   -0.101165252636107E+01	   -0.624658883882423E-02	   -0.563454259234821E+02	    0.182627037041527E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.627796300307763E+00	   -0.108943650404340E-01	    0.777892665742761E+00	    0.885510636887358E-03	    0.422514152414896E+02	    0.182623177638064E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.454540637514638E+00	    0.872631893508378E-02	   -0.530861590531791E+00	   -0.302760088218112E-02	   -0.344950260366711E+02	    0.182641759387536E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.102459086572557E+01	   -0.811439882017430E-02	    0.858636934225019E-01	   -0.807586609719057E-02	    0.812059626261272E+01	    0.182632148138850E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.268849205139177E+00	    0.747609148748461E-02	   -0.665313412746551E+00	   -0.164777233132829E-02	   -0.342769190325796E+02	    0.182634800545145E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.176273481986393E-01	   -0.524352061547097E-02	    0.417191058644889E+00	    0.308129848579209E-02	    0.333853315803167E+02	    0.182635426392963E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.739554137057530E-01	    0.793982447140161E-02	   -0.806765058412353E+00	   -0.721137243656178E-02	   -0.451151205317684E+02	    0.182624757162131E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.987329922609879E+00	   -0.565888117052373E-02	   -0.262991688781554E+00	   -0.116417623996522E-01	   -0.525394023685360E+01	    0.182624846569723E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.415759634393357E-01	   -0.213216316405442E-02	    0.200567256511053E+00	    0.261773127729337E-02	    0.116066977585302E+02	    0.182629108300247E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.468401031003250E+00	   -0.106801832000142E-01	    0.853644610653495E+00	    0.445069028662781E-02	    0.471028659667503E+02	    0.182644441597546E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.223432547931644E+00	    0.255753436140958E-02	   -0.461090310182558E+00	    0.138598837090920E-02	   -0.591653660197386E+01	    0.182624161116252E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.208388608002188E+00	   -0.346219133570548E-02	    0.393114098618602E+00	    0.473368662076335E-02	    0.304070210157570E+02	    0.182636543982539E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.166197386170647E-01	   -0.373646397128459E-02	   -0.758776223372163E-01	    0.484431889506321E-02	    0.241665936151821E+02	    0.182634234301204E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.205791293916209E+00	   -0.714498934320864E-02	    0.638290034039741E+00	    0.666057021023969E-02	    0.361796667014678E+02	    0.182628258935225E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.287237156934189E+00	    0.836030730061475E-02	   -0.670378636647152E+00	   -0.189313042776395E-02	   -0.386639117320492E+02	    0.182623922697189E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.426776162528349E+00	   -0.759731828219947E-02	    0.510612817519209E+00	   -0.243423175399859E-02	    0.297240833675196E+02	    0.182642146818068E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.101473746811311E+01	   -0.941216423161086E-02	    0.268821963566219E+00	   -0.656838220877309E-02	    0.165124900519971E+02	    0.182630747429968E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.468243319068951E+00	   -0.724885136805233E-02	    0.557097267025015E+00	   -0.234332722013552E-02	    0.260721226218476E+02	    0.182629883161312E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.204267690803008E+00	    0.628216854311768E-02	   -0.378051188596660E+00	    0.149652064444761E-02	   -0.297645770500112E+02	    0.182644486301342E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.978644388456851E-02	   -0.689097390494999E-02	    0.775545996232754E+00	    0.871702451857071E-02	    0.434558526467520E+02	    0.182642504444885E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.113523683938469E+01	   -0.131017392406588E-01	    0.538723928193426E+00	   -0.362144568336864E-02	    0.346417436825268E+02	    0.182628169529409E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.358849068958862E+00	    0.211460211000029E-03	   -0.117843121578122E+00	    0.567508331166844E-02	    0.141041288571781E+02	    0.182628154625775E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.725260273127733E+00	   -0.538971637360510E-02	    0.232117646644687E+00	   -0.605270051730533E-02	    0.379306704508610E+01	    0.182631313673909E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.795603193056685E+00	   -0.410159201346096E-02	   -0.658302934925501E-01	   -0.825652498153706E-02	   -0.724356171599824E+01	    0.182626277080544E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.586378530605780E+00	    0.109359366913909E-01	   -0.678020383379558E+00	   -0.345621485596259E-02	   -0.423394299579571E+02	    0.182625129690805E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.378455906776744E+00	   -0.303106672794003E-03	    0.125492933849668E+00	   -0.498390355480571E-02	   -0.133472357830091E+02	    0.182637035718969E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.446997410797430E+00	   -0.583933050729093E-02	    0.574151423704675E+00	   -0.857409968578412E-03	    0.180271006566894E+02	    0.182634964456696E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.933497677377509E+00	    0.142588388269419E-01	   -0.702082367296466E+00	   -0.624637998246743E-03	   -0.479878193237214E+02	    0.182623922697189E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.570549161925064E+00	    0.801482853494826E-02	   -0.637314622066120E+00	    0.117848585957925E-02	   -0.249212838055796E+02	    0.182625293604133E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.400492705760608E+00	   -0.185834408256915E-02	    0.634207656039721E+00	    0.113300120517824E-01	    0.287148409219157E+02	    0.182643413415562E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.873198379582810E+00	    0.100958362316364E-01	   -0.241817297888124E+00	    0.419159727769236E-02	   -0.251723383511629E+02	    0.182624027004863E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.254014128998769E+00	   -0.101397776881581E-01	    0.955676955348676E+00	    0.100878084138248E-01	    0.531233753281432E+02	    0.182630821933927E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.109496529148052E-01	    0.576793319560829E-02	   -0.556331191499853E+00	   -0.400074123738070E-02	   -0.352601998925345E+02	    0.182624786964070E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.982956031403415E-01	    0.677374062143508E-02	   -0.483100884416276E+00	   -0.220773107705374E-02	   -0.371677098909762E+02	    0.182632922999915E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.292242795608090E+00	    0.805472918801251E-02	   -0.467356673939290E+00	    0.887435797064410E-03	   -0.368623605900182E+02	    0.182632252444748E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.609327747852458E+00	   -0.111805828193551E-01	    0.790628519436209E+00	    0.162599834746014E-02	    0.447223786010101E+02	    0.182629018894431E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.326448348357426E+00	    0.843473953210059E-02	   -0.691543668819727E+00	   -0.188662397542704E-02	   -0.381410154218587E+02	    0.182641580572351E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.767433830124410E+00	    0.338569084197525E-02	    0.147143849908238E+00	    0.881039519461136E-02	    0.115897747370139E+02	    0.182636946311376E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.888396383442832E+00	   -0.959166641331967E-02	    0.457606512299603E+00	   -0.381651631889601E-02	    0.230963367706754E+02	    0.182626962534016E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.177899132815274E+00	   -0.253961248308178E-02	   -0.464168018746618E-01	    0.479898257779221E-02	    0.235714475899148E+02	    0.182630300395559E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.212459239683030E+00	    0.150650959477070E-02	    0.121671556207216E+00	   -0.474987616164346E-02	   -0.174514636323977E+02	    0.182623430958984E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.438251133142877E-01	    0.700721341200415E-02	   -0.783475025565500E+00	   -0.952802523372431E-02	   -0.406384949388739E+02	    0.182626724116730E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.100003105290894E+01	    0.593881272726003E-02	    0.259799497379786E+00	    0.116643233284567E-01	    0.552254439656917E+01	    0.182627946012204E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.916857933432711E+00	   -0.946659258551654E-02	    0.420722148000127E+00	   -0.457851793018837E-02	    0.211916650533908E+02	    0.182625755540400E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.654704419809478E+00	    0.340766469963137E-02	   -0.576918053525927E-01	    0.581149412917237E-02	    0.655209753582629E+01	    0.182622715703573E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.188532900071787E+00	    0.734772310607377E-02	   -0.457551681322880E+00	   -0.429560406903892E-03	   -0.369022472585267E+02	    0.182624354829741E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.450045275495304E+00	   -0.988614502347764E-02	    0.783840291892043E+00	    0.321086221972744E-02	    0.429007085004136E+02	    0.182645380368385E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.653588477528738E+00	    0.129160262738938E-01	   -0.892735159591907E+00	   -0.291770528403778E-02	   -0.514846004196641E+02	    0.182625323404295E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.232696703628553E+00	   -0.923965814508256E-02	    0.873899773499793E+00	    0.935974047186117E-02	    0.483780300930809E+02	    0.182634398212755E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.342252571887421E+00	    0.655881279163304E-02	   -0.533310786061125E+00	    0.177718809007000E-02	   -0.257327974739041E+02	    0.182626530399688E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.704912950743837E+00	   -0.397041895411667E-02	    0.106036085720038E+00	   -0.591716141773124E-02	   -0.440221061000683E+01	    0.182629734151618E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.161656107001854E+00	   -0.698673388905582E-02	    0.437140200301869E+00	    0.118505412845205E-02	    0.370444360520138E+02	    0.182624801864151E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.958059011033820E+00	    0.144689414744848E-01	   -0.779322651168118E+00	   -0.692121013553505E-04	   -0.485310042692569E+02	    0.182630658022376E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.203331273787571E+00	   -0.882574020869788E-02	    0.855040525263971E+00	    0.951968301685791E-02	    0.467899833118559E+02	    0.182639017571873E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.920361147441817E+00	   -0.603570918537435E-02	   -0.153786024163908E-01	   -0.841260160652657E-02	   -0.367646733245712E+00	    0.182630315295640E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.279769029661166E+00	    0.762416851721946E-02	   -0.606393327665651E+00	   -0.563644822088738E-02	   -0.348509582150826E+02	    0.182644560803524E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.997854521877216E+00	    0.103144763132209E-01	   -0.400449883387560E+00	    0.515982490631084E-02	   -0.213350864371635E+02	    0.182623386255187E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.629264715693044E+00	    0.956332833521310E-02	   -0.693221480244907E+00	    0.167532294451104E-03	   -0.320939969918096E+02	    0.182626679412934E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.587158724309792E+00	   -0.131756231639292E-02	   -0.740034139800310E-01	   -0.687890471292396E-02	   -0.157659292999126E+02	    0.182624891273520E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.812722257704390E+00	   -0.148603407571441E-01	    0.986072401973283E+00	    0.479947617875676E-02	    0.591172711614173E+02	    0.182631701104441E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.444781066377563E+00	    0.209013476051632E-02	   -0.656710434154744E+00	   -0.112347548767712E-01	   -0.304621336370429E+02	    0.182630836837561E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.128541666415604E+00	   -0.325121743589398E-02	    0.229347501244260E+00	    0.131371773911904E-02	    0.258350961719638E+02	    0.182629585138372E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.815709645108236E+00	   -0.104486880729323E-01	    0.613201709222844E+00	   -0.241701765319069E-02	    0.315028641957225E+02	    0.182627811899039E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.448315364555255E+00	   -0.252767785417292E-03	    0.189697350290176E-01	   -0.592233118934293E-02	   -0.164999007484127E+02	    0.182627767195243E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.492489679560149E+00	    0.113114992637429E-02	   -0.551743873480203E-01	    0.622470798569064E-02	    0.140175112148327E+02	    0.182630210984414E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.108302834840220E+01	    0.833766312353555E-02	    0.511624185283239E-01	    0.983901676388721E-02	   -0.583385871266153E+01	    0.182642072310557E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.526080527721988E+00	    0.845227819882575E-02	   -0.711086138713077E+00	   -0.112007232221930E-03	   -0.297775780447590E+02	    0.182647421828719E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.727474882786246E+00	    0.186384921908620E-02	    0.460276453374749E+00	    0.117228495016907E-01	    0.192668559518199E+02	    0.182627156247506E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.100616811036216E+00	    0.548105557464305E-02	   -0.285350304734098E+00	    0.138623982800435E-02	   -0.291502347804416E+02	    0.182624339929660E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.212817344994200E+00	   -0.925311203099546E-02	    0.892441358595019E+00	    0.851152167322378E-02	    0.493253272964466E+02	    0.182629287113656E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.578712097655135E+00	    0.716432380505148E-02	   -0.525343447839046E+00	    0.198305240499120E-02	   -0.194421672851155E+02	    0.182626038661482E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.454802978057033E+00	    0.594858357368592E-03	   -0.474429581399501E-01	    0.531466566624384E-02	    0.156178244250444E+02	    0.182632565369545E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.163423324103551E+00	   -0.491026499293503E-02	    0.740820356636172E+00	    0.108453033551786E-01	    0.377696097595663E+02	    0.182625934352032E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.279478491756218E+00	    0.636229301817957E-02	   -0.462378532308290E+00	    0.204012268821041E-02	   -0.271317556020002E+02	    0.182629793755495E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.105444487397830E+01	   -0.766379655323681E-02	   -0.140161635921473E+00	   -0.107234084918882E-01	    0.423503187349781E+01	    0.182638108601196E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.839853034420779E-01	   -0.406426646731552E-02	    0.274496393875083E+00	    0.188880279327075E-02	    0.292225471537652E+02	    0.182627379766487E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.622912054701792E+00	    0.102790972312564E-01	   -0.760041475898257E+00	   -0.812638789487227E-03	   -0.368365073250645E+02	    0.182624965777478E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.491437130864561E+00	   -0.239119500468861E-03	    0.269877372021651E+00	    0.640435545372109E-02	    0.225825913029626E+02	    0.182622328273041E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.935828919515861E+00	   -0.560884120858964E-02	   -0.258132490337962E+00	   -0.110094940230038E-01	   -0.336686674551985E+01	    0.182625323404295E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.812544876516712E+00	   -0.121697703281766E-01	    0.783235934880426E+00	    0.615199149048732E-03	    0.422221007987459E+02	    0.182628974190635E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.138856193499724E+00	   -0.218620175946262E-02	   -0.114169190087492E+00	    0.514173769058923E-02	    0.198003467836549E+02	    0.182625189294683E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.240667388209057E+00	   -0.986915490574893E-02	    0.949713632642156E+00	    0.975588970484476E-02	    0.518139687987070E+02	    0.182629078500085E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.102265277133052E+01	    0.140014268552536E-01	   -0.577128937499733E+00	    0.155232793784033E-02	   -0.428029878827460E+02	    0.182624384633456E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.474435200735079E+00	    0.122054075916881E-01	   -0.967845717034439E+00	   -0.733064319340248E-02	   -0.544453113222320E+02	    0.182626515499607E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.885073181607677E+00	   -0.569127443231401E-02	   -0.245962942213888E+00	   -0.103909803494598E-01	   -0.101592240269891E+01	    0.182628154625775E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.449639265501956E+00	    0.923165804857943E-03	   -0.102814404209280E+00	    0.496745696889500E-02	    0.134139202682569E+02	    0.182623877991617E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.703749959164215E+00	   -0.127398654723888E-01	    0.908298717244392E+00	    0.384346377702694E-02	    0.503917624185229E+02	    0.182629883161312E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.850604453490032E+00	   -0.110962515602237E-01	    0.646467296817204E+00	   -0.149651844387610E-02	    0.337630495114349E+02	    0.182638481131647E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.103560961932604E+01	    0.158063933347935E-01	   -0.820092669102965E+00	   -0.657401169722124E-03	   -0.532695482411785E+02	    0.182623594872311E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.384216066083955E+00	    0.859501362793389E-02	   -0.686290947589228E+00	   -0.106920576056202E-02	   -0.362724946207106E+02	    0.182628720869715E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.718596298613501E+00	   -0.982612780280170E-02	    0.673671109872734E+00	   -0.113992271346707E-02	    0.315560225275462E+02	    0.182624995581193E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.529805823794650E+00	    0.957915150575582E-02	   -0.728253441015627E+00	    0.114586518772722E-03	   -0.361411648647583E+02	    0.182626277080544E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.193057865935462E+00	   -0.475367707185206E-02	    0.753813431403464E+00	    0.113243747562383E-01	    0.382778441948905E+02	    0.182627484075937E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.527354383275760E+00	    0.811033519136343E-03	   -0.543570316963965E+00	   -0.103443276077296E-01	   -0.259643770474259E+02	    0.182625248900337E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.410309885994447E+00	   -0.931383053757009E-02	    0.538203026083861E+00	   -0.406223034790872E-03	    0.412064054031193E+02	    0.182631507387399E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.167406336504119E+00	   -0.311673794857916E-02	    0.122241279025135E-01	    0.588341411801319E-02	    0.266570898830665E+02	    0.182627200951302E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.760609144897116E+00	   -0.820643304832038E-02	    0.462289406071281E+00	   -0.361590990198512E-02	    0.197350927593503E+02	    0.182628258935225E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.667278269871222E+00	    0.219220352374259E-02	    0.126049669637209E+00	    0.787596386524181E-02	    0.148920243053026E+02	    0.182626053563339E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.575417716980828E+00	   -0.953593979574498E-02	    0.650459187399460E+00	   -0.152865547554304E-02	    0.358697002880266E+02	    0.182625636330869E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.362887850397183E+00	   -0.834738313205298E-02	    0.655239692205427E+00	    0.118043826094161E-02	    0.370552483210809E+02	    0.182634085287958E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.465875659330832E+00	    0.105711152871722E-01	   -0.816669027050162E+00	   -0.291859516275783E-02	   -0.447695818534316E+02	    0.182625114790724E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.365720541221471E+00	    0.458044859266464E-03	    0.574237557974216E-01	   -0.524904829783101E-02	   -0.172630028047225E+02	    0.182624176016333E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.424556756771254E+00	    0.459681694410983E-02	   -0.478519975332679E+00	    0.173509021422158E-02	   -0.107262066099647E+02	    0.182644665114751E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.146744792994959E+00	   -0.772486989371237E-02	    0.773723520417329E+00	    0.634369515480738E-02	    0.422289689208700E+02	    0.182632267348382E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.556583587945530E-01	    0.530956695802752E-02	   -0.914589203047993E-01	   -0.538639136923213E-02	   -0.345637577528206E+02	    0.182627245656874E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.400872693969668E+00	   -0.308842019142959E-03	    0.111049970417148E+00	   -0.497843156901856E-02	   -0.144968671617490E+02	    0.182635649910168E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.716232902363790E+00	   -0.261627825893220E-02	   -0.184692853232050E+00	   -0.755051122380157E-02	   -0.131657443125576E+02	    0.182626813524323E+00	    0.600000000000000E+01	    0.111748622150701E+02
