 x [cm]	x' [rad]	y [cm]	y' [rad]	Phase [rad]	Kinetic Energy [MeV]	Charge State	Rest Mass [GeV/c2]
   -0.144069158092988E+00	    0.402739700876418E-02	   -0.382942868312025E+00	   -0.337847037574012E-02	   -0.301123401989110E+02	    0.182625040283213E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.690980224317955E+00	    0.100815851335997E-01	   -0.666119611807303E+00	    0.684593973143802E-03	   -0.326910098386834E+02	    0.182625576725215E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.763867953226818E+00	   -0.516772911868748E-02	    0.145758678103661E+00	   -0.626677618695159E-02	    0.457384581963164E+00	    0.182636976115091E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.715815504261209E+00	   -0.138168301338678E-01	    0.967482110104387E+00	    0.502702203246097E-02	    0.570047547204296E+02	    0.182626083365278E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.941093461860818E+00	   -0.650211366809663E-02	   -0.185850274385088E+00	   -0.100271610483314E-01	    0.187090336453373E+01	    0.182622641197838E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.506720443076538E+00	    0.116357408558602E-01	   -0.913420843434656E+00	   -0.429114950222631E-02	   -0.497904699261634E+02	    0.182623162737983E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.730307308591055E+00	    0.730110156364981E-02	   -0.389116141767377E+00	    0.443892721684913E-02	   -0.142001676309144E+02	    0.182627662889345E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.345687041438269E+00	   -0.231809950418529E-02	    0.410986121735400E+00	    0.707352609040479E-02	    0.293337145009374E+02	    0.182625949255666E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.154263470387928E-01	   -0.653124636955317E-02	    0.805634785062497E+00	    0.107046112477992E-01	    0.416169088871524E+02	    0.182634293905082E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.101078281951408E+01	   -0.697783556751665E-02	   -0.663293521936483E-01	   -0.947263761756678E-02	    0.174952086543014E+01	    0.182628095023674E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.383855318843471E+00	    0.491905828021709E-02	   -0.152225745850379E+00	    0.108648166658621E-02	   -0.137886617544437E+02	    0.182623043528451E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.561564096675339E+00	    0.219563707724455E-02	   -0.102064139870131E+00	    0.546728941278796E-02	    0.101571159900530E+02	    0.182624712458335E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.231441427574409E+00	   -0.837018284000215E-02	    0.676994252755171E+00	    0.416941922756176E-02	    0.430260644477966E+02	    0.182624667752762E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.220362450375306E+00	    0.802747403286639E-02	   -0.692825580210561E+00	   -0.312312058506270E-02	   -0.397016164049739E+02	    0.182630941143458E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.312521457026797E+00	    0.672306782581154E-02	   -0.473614420610616E+00	    0.219141045252125E-02	   -0.277152473300270E+02	    0.182625204196540E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.868654123327779E+00	    0.100813867618913E-01	   -0.495684666753882E+00	    0.307938997300606E-02	   -0.253466474200630E+02	    0.182626366486360E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.567434122466566E+00	    0.394134978778902E-02	   -0.255922385686213E+00	    0.514971539976339E-02	   -0.553618790639024E+00	    0.182646930090513E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.624024171132678E+00	    0.118370399359855E-02	    0.329010012923604E+00	    0.880224425943832E-02	    0.189974619578659E+02	    0.182627856604611E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.225650402058763E+00	    0.436287476696316E-02	   -0.640521045596475E+00	   -0.814643054602404E-02	   -0.354298391384515E+02	    0.182629167907677E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.106696081168102E+00	   -0.536163187570628E-02	    0.759188305764323E+00	    0.104619858846281E-01	    0.384385123602066E+02	    0.182624131312537E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.546758612611248E+00	   -0.107809364701038E-01	    0.828770334171927E+00	    0.288704159336429E-02	    0.444720761625476E+02	    0.182635322087066E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.648714094056832E+00	    0.105626421143884E-01	   -0.543450987626934E+00	   -0.147084956390519E-02	   -0.372421116795166E+02	    0.182627215853159E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.365055453747427E+00	   -0.139433891962972E-02	   -0.240921886273796E+00	   -0.624814740715285E-02	   -0.625468364733017E+01	    0.182628065218182E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.881748443555934E+00	   -0.408307918332275E-02	   -0.351469344095463E+00	   -0.117021540120031E-01	   -0.105464422737960E+02	    0.182627841702754E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.289716995094987E+00	   -0.221429498851057E-02	    0.263547456349110E+00	    0.407794332729916E-02	    0.261779147006828E+02	    0.182637467853297E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.931422798155891E+00	    0.126961326321239E-01	   -0.682516682086648E+00	    0.145180051347505E-02	   -0.384990625045264E+02	    0.182626008859543E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.273776123982007E+00	   -0.213230262960997E-02	    0.256970720496824E+00	    0.344335013667385E-02	    0.248793395600889E+02	    0.182628959290554E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.102652538723118E+01	   -0.867664477772769E-02	    0.160264388183928E+00	   -0.720223569644351E-02	    0.115390002339974E+02	    0.182624235623763E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.588503840186549E+00	   -0.857709570772704E-02	    0.670697598942420E+00	   -0.774274061971499E-03	    0.292653858621683E+02	    0.182632773986668E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.234405758331614E+00	    0.638329899885002E-02	   -0.542719554123837E+00	    0.916078804739128E-04	   -0.291127720428281E+02	    0.182631537191114E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.627454310589559E-01	    0.441630334608499E-02	   -0.311658333972232E+00	   -0.128953514488150E-02	   -0.290198180792055E+02	    0.182621896138713E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.113810136056776E+01	   -0.157434087152010E-01	    0.805601946925376E+00	   -0.396653695336698E-03	    0.512891485506600E+02	    0.182626321782564E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.828719042307604E-01	    0.751710088007394E-02	   -0.779338679378057E+00	   -0.660849706602950E-02	   -0.421133949980337E+02	    0.182640403380674E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.504119028796358E+00	   -0.740671054444965E-02	    0.661319510042299E+00	   -0.284859828955649E-03	    0.251576149507715E+02	    0.182633072009608E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.522336576243778E+00	    0.761086805875037E-03	   -0.447218753033454E+00	   -0.974076538679858E-02	   -0.257472453754837E+02	    0.182623922697189E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.452519068580968E+00	   -0.553367462925371E-02	    0.153277513096904E+00	   -0.165830524040122E-02	    0.160200718524291E+02	    0.182626679412934E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.108304235146297E+00	   -0.480499806798753E-02	    0.470100342008149E+00	    0.548005039470534E-02	    0.255764940891920E+02	    0.182632550469464E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.942986782819880E+00	   -0.139219438562518E-01	    0.661654432481950E+00	    0.116594769658785E-02	    0.477642881753607E+02	    0.182626306882483E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.573325389943002E+00	    0.360077582451139E-03	   -0.575058185131425E+00	   -0.111677611186888E-01	   -0.251569515757197E+02	    0.182632207742728E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.110771902837520E+01	    0.116459630524391E-01	   -0.242829183031941E+00	    0.634588888513188E-02	   -0.249086721452370E+02	    0.182631999125604E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.915647332084281E+00	   -0.634286542407927E-02	    0.394480651159345E-01	   -0.775869208721180E-02	    0.189785503047027E+01	    0.182627469174079E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.411813905083490E+00	   -0.760600007124003E-02	    0.601713990155472E+00	   -0.670846848354830E-03	    0.305521186893220E+02	    0.182625293604133E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.896953674412417E+00	    0.132707968448872E-01	   -0.771732435340314E+00	    0.206794445848401E-04	   -0.434458856626766E+02	    0.182627171149363E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.460150622163983E+00	   -0.926613006589379E-03	    0.334059233116781E+00	    0.687938864009719E-02	    0.251665226922539E+02	    0.182643726338583E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.650750012516128E+00	    0.978448857568446E-02	   -0.713365356801446E+00	    0.165677478232266E-03	   -0.325032730980071E+02	    0.182626128069074E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.678637293719602E+00	   -0.112577717656618E-01	    0.795040462483516E+00	    0.122668226847689E-02	    0.423637853596426E+02	    0.182627156247506E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.669578109605154E+00	   -0.143341931033638E-02	   -0.485083086238379E+00	   -0.115500280573752E-01	   -0.182863161121830E+02	    0.182624980681112E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.764204853383908E+00	    0.606921884246412E-02	   -0.239381836083853E+00	    0.590329925196509E-02	   -0.493231428309534E+01	    0.182624563446865E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.113301138459614E-01	    0.608175816960875E-02	   -0.947029814209283E-01	   -0.373628846702833E-02	   -0.364101966360398E+02	    0.182626038661482E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.618291994969276E+00	   -0.263950055449959E-02	    0.686715701509771E-01	   -0.631186570374031E-02	   -0.870753904495326E+01	    0.182627245656874E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.167460546183484E+00	   -0.419155311755594E-02	    0.163385665501332E+00	    0.508021405564885E-02	    0.330649029538866E+02	    0.182644501201423E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.104775523115610E+01	    0.130298292358989E-01	   -0.437873996802742E+00	    0.341835506858568E-02	   -0.359535686441259E+02	    0.182629555334657E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.695625688874078E+00	   -0.719532593138274E-02	    0.434572103611058E+00	   -0.328439585266371E-02	    0.161782146015174E+02	    0.182626560203403E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.684594124621622E-01	   -0.586853398926314E-02	    0.784546382530456E+00	    0.105006432220552E-01	    0.398145984547519E+02	    0.182626172772871E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.949697564289995E-01	   -0.558608666978535E-02	   -0.183670073832813E-01	    0.427470617594461E-02	    0.309595736987760E+02	    0.182626739016811E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.349504829564048E+00	   -0.776359661467132E-02	    0.409679148104837E+00	   -0.224065309723575E-02	    0.342905156444741E+02	    0.182626396290075E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.100926235280271E+01	   -0.163659084493643E-01	    0.928508231687224E+00	    0.325855548160414E-02	    0.605392319720161E+02	    0.182626649610995E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.177997551958161E+00	    0.737121618367973E-02	   -0.590877515086109E+00	   -0.195786188689728E-02	   -0.372581112622732E+02	    0.182624876369886E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.345479753759774E+00	   -0.165552845209595E-02	    0.290309921922958E+00	    0.502785789447169E-02	    0.251192689365128E+02	    0.182626739016811E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.946827897808598E+00	    0.152225863283152E-01	   -0.789552714847164E+00	   -0.172931590916325E-02	   -0.535075171567593E+02	    0.182640224567265E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.511280748627233E+00	    0.124473083858961E-01	   -0.969168890276128E+00	   -0.623512006697912E-02	   -0.543005823161973E+02	    0.182626545299769E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.452930939656598E+00	    0.114804702826086E-02	   -0.261064192381823E+00	   -0.636117038650174E-02	   -0.254661518403508E+02	    0.182637095322846E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.363998293091627E+00	   -0.187961304545161E-02	    0.170449565063095E+00	    0.651286943482499E-02	    0.270578927215395E+02	    0.182628914586758E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.297558876971798E+00	    0.638887203313652E-02	   -0.316219990988398E+00	    0.393897882329564E-02	   -0.263696766046752E+02	    0.182626888028281E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.628205977746201E+00	   -0.931768155641612E-02	    0.681234416799484E+00	   -0.108294102230777E-02	    0.323461326368818E+02	    0.182625517121338E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.105070888430727E+00	    0.553819407724086E-02	   -0.681119459130937E+00	   -0.752346235660572E-02	   -0.377979132669687E+02	    0.182623937599047E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.113424196447517E+01	   -0.150696201155311E-01	    0.621307726219160E+00	   -0.132801180572917E-02	    0.470820555140075E+02	    0.182625517121338E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.748607775203036E+00	    0.113793626522297E-01	   -0.740068738392225E+00	   -0.279095262360914E-03	   -0.382348621729911E+02	    0.182627171149363E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.638504935667934E+00	    0.206363979742173E-02	    0.414962587497060E+00	    0.106585200935815E-01	    0.142401813760975E+02	    0.182626351586279E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.105637181755816E+01	    0.145706893970841E-01	   -0.605713126723790E+00	    0.156358658002953E-02	   -0.448107860822290E+02	    0.182622507086450E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.671659763709558E+00	   -0.125804463306790E-01	    0.905184256090647E+00	    0.369349662812691E-02	    0.510507084242278E+02	    0.182624891273520E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.338622424116274E+00	    0.132956983071062E-02	   -0.240035550723920E+00	   -0.349485496392210E-02	   -0.221435701692894E+02	    0.182638510935362E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.527902474086350E+00	    0.435016395209912E-03	    0.129160458306646E+00	    0.699118367063145E-02	    0.196877547633102E+02	    0.182634308805163E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.619612961619659E+00	   -0.918143188696391E-04	   -0.320022618406588E+00	   -0.954605563876887E-02	   -0.246040966610662E+02	    0.182628825179165E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.412040210777978E+00	   -0.214007800895479E-02	    0.576622373043424E+00	    0.102261209920261E-01	    0.308378514242543E+02	    0.182643338908051E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.489790090180086E+00	    0.113863885497326E-01	   -0.868478427929008E+00	   -0.363810983819623E-02	   -0.488928664171940E+02	    0.182635471096759E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.974043023220348E+00	    0.693269503318015E-02	   -0.581064299600775E-02	    0.886965431871157E-02	   -0.140534704947322E+01	    0.182624906175377E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.221532793429596E+00	    0.304092104561869E-02	   -0.530205352317037E-01	   -0.547843071965237E-02	   -0.274810950382539E+02	    0.182628184429490E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.588028920179149E+00	   -0.549028874223497E-03	   -0.285046800048226E+00	   -0.793575699774285E-02	   -0.203619616719928E+02	    0.182625338307929E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.443317011872623E+00	    0.162235301837880E-03	    0.134918447498735E-01	    0.532971770169477E-02	    0.177380387285217E+02	    0.182629704347903E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.623358903645621E+00	    0.104611540307874E-01	   -0.746316639226066E+00	   -0.681085808740153E-03	   -0.377587927332895E+02	    0.182627245656874E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.713371067687022E+00	    0.252406542204562E-02	    0.159368191650933E+00	    0.793456547560434E-02	    0.142997090382728E+02	    0.182638108601196E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.265702819551425E+00	    0.412019724972788E-02	   -0.109730229349011E+00	    0.721495394261818E-02	   -0.137077044828353E+02	    0.182626470795810E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.879800857051359E+00	    0.132671954204911E-01	   -0.629958748302093E+00	   -0.231432035637244E-03	   -0.441229672580329E+02	    0.182624876369886E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.101104048845087E+01	    0.109665688221926E-01	   -0.427133761447990E+00	    0.535779195504527E-02	   -0.252903095935245E+02	    0.182649284475644E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.650530724420296E+00	    0.386764119394365E-02	   -0.153058726162786E+00	    0.611446966083984E-02	    0.348779324570418E+01	    0.182634830345307E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.119063349912958E+00	   -0.488192298434433E-02	    0.581493047430044E+00	    0.683868565263491E-02	    0.356042693215376E+02	    0.182630494109048E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.357145800075578E+00	    0.797145218603555E-02	   -0.618776402584413E+00	    0.208260078376935E-03	   -0.337395805569733E+02	    0.182625353208010E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.579210291935978E+00	   -0.115314185604211E-02	   -0.646438674155117E-01	   -0.669417408628125E-02	   -0.164742960978805E+02	    0.182629212609697E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.143958415829493E+00	   -0.535999647326526E-02	    0.153884481490454E+00	   -0.277436100279649E-02	    0.278978031771718E+02	    0.182623207441779E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.593863193811010E-01	   -0.560946938566622E-02	    0.705692441282229E-02	    0.466213590132336E-02	    0.325789845333112E+02	    0.182632192842647E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.547714136348021E+00	   -0.120767684558755E-01	    0.896281445250711E+00	    0.687472876759510E-02	    0.528512361244058E+02	    0.182623818387739E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.318121843964709E+00	   -0.107073573300963E-01	    0.947353080837851E+00	    0.974591896536093E-02	    0.538422584313154E+02	    0.182641655079863E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.602055333548141E+00	   -0.136099047012385E-02	   -0.150888353874112E+00	   -0.697794900608917E-02	   -0.163300787944676E+02	    0.182635322087066E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.516244138584388E+00	   -0.909805054761228E-02	    0.669826264548678E+00	   -0.384850811517953E-03	    0.354954224723041E+02	    0.182625293604133E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.363696787140416E+00	    0.630848632209245E-02	   -0.495820430767859E+00	    0.239826487975459E-02	   -0.229698497337223E+02	    0.182624325029579E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.760645112401890E+00	    0.104253083562130E-01	   -0.647770688388632E+00	    0.148944992704581E-02	   -0.317579001226990E+02	    0.182626858226342E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.730461798674338E-01	    0.697190837018434E-02	   -0.515535710481131E+00	   -0.302571774793525E-02	   -0.394242345774217E+02	    0.182629108300247E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.927071207755161E+00	   -0.107876587564474E-01	    0.548618498063510E+00	   -0.296240224836130E-02	    0.289433482484975E+02	    0.182626172772871E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.640364452607845E+00	   -0.986631973495152E-03	   -0.544824814059908E+00	   -0.119261603742625E-01	   -0.198458049013163E+02	    0.182628378142979E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.251515614154833E+00	    0.437077983297649E-02	   -0.553754757749053E+00	    0.664965651391850E-03	   -0.158883825750146E+02	    0.182624697558254E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.383948163565164E+00	   -0.194889820631352E-02	   -0.184793908250654E+00	   -0.576696795744558E-02	   -0.339481019402653E+01	    0.182626247278606E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.393138176638549E+00	    0.167051282260809E-02	   -0.153665986945057E+00	   -0.614605815482993E-02	   -0.261100551772990E+02	    0.182638883462261E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.117352812579562E+01	    0.104824608286494E-01	   -0.478462038646875E-01	    0.929833371790390E-02	   -0.151291717584785E+02	    0.182642102112496E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.238515166199850E+00	   -0.307119860298690E-02	    0.181626752289808E+00	    0.403824942784648E-02	    0.292608374204011E+02	    0.182624459140968E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.627491362422789E+00	    0.113497393686566E-02	    0.489434631719118E+00	    0.114434508666609E-01	    0.192876038217586E+02	    0.182643622032685E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.707918390824543E+00	    0.109532555659885E-01	   -0.716872661522726E+00	    0.171724293774770E-03	   -0.375111481141715E+02	    0.182630285491925E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.222533924265680E+00	    0.243662983194235E-02	    0.826188073573106E-02	   -0.609211595130820E-02	   -0.238974511970989E+02	    0.182630017272700E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.589813468703451E+00	   -0.493588463717516E-03	   -0.225735981025869E+00	   -0.766689814028998E-02	   -0.210122995511050E+02	    0.182627886406550E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.815441595257344E+00	    0.365015059724692E-02	    0.386522987290149E+00	    0.116321889743422E-01	    0.122438216482448E+02	    0.182626336686198E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.229684743668567E+00	   -0.195602887760606E-02	   -0.193981491580101E-01	   -0.219626067539413E-02	    0.307729765085201E+01	    0.182625412811888E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.691033505082978E+00	   -0.244838966972884E-02	   -0.157595959593678E+00	   -0.777105772269626E-02	   -0.128297157612044E+02	    0.182628497352511E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.490639675927433E+00	   -0.708682592806782E-03	    0.237591041429764E+00	    0.802230258139114E-02	    0.252386939093814E+02	    0.182623788585801E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.434018005600283E+00	   -0.707692247664001E-03	    0.208691776162809E+00	    0.525789596738558E-02	    0.228516400105285E+02	    0.182627543678038E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.693278078833045E+00	   -0.957793162518557E-03	   -0.590475963437134E+00	   -0.130324058174874E-01	   -0.221212098981091E+02	    0.182634383310898E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.841087987653064E+00	    0.125544682239765E-01	   -0.587322567238667E+00	   -0.191103170639525E-03	   -0.417492425447941E+02	    0.182634860149022E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.117198725417917E+01	    0.135847997014994E-01	   -0.475839560301179E+00	    0.484011490496139E-02	   -0.340297283083427E+02	    0.182623430958984E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.923276124808090E+00	    0.840705503724757E-02	   -0.307531123337471E+00	    0.580253014939170E-02	   -0.127447558765923E+02	    0.182626262178687E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.156252414354039E+00	   -0.811869687385615E-02	    0.748882540493136E+00	    0.629806966187696E-02	    0.443131986218692E+02	    0.182625725738461E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.288480130576445E+00	   -0.703970006651935E-02	    0.483263098777602E+00	   -0.799582578313692E-03	    0.321056181622103E+02	    0.182624846569723E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.320414702600884E+00	    0.674764961950723E-02	   -0.545417900345424E+00	    0.132129300052564E-02	   -0.278221313532769E+02	    0.182624667752762E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.710930385897859E-02	   -0.720138837568220E-02	    0.850802219091779E+00	    0.109743828013752E-01	    0.450960060819829E+02	    0.182626098265359E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.587207368463660E+00	   -0.700560586841222E-03	   -0.358897291877443E+00	   -0.856343954203387E-02	   -0.196050203024059E+02	    0.182633653153630E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.474592058353973E+00	    0.978275770472918E-03	   -0.331580706880564E+00	   -0.737827661780377E-02	   -0.250871627722610E+02	    0.182628080121816E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.424952445278960E+00	   -0.123456948421654E-02	    0.162200500993854E+00	    0.699429754765968E-02	    0.258732362130236E+02	    0.182630911343296E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.122495479848967E+00	   -0.410327541606877E-03	    0.377000141787207E+00	   -0.159143907351155E-02	   -0.210861755534739E+01	    0.182626768820526E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.721542116633700E+00	    0.138977352624411E-01	   -0.902182817933285E+00	   -0.450322096569200E-02	   -0.546898023957170E+02	    0.182626783720607E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.768636471585287E+00	   -0.122543679455644E-01	    0.761299936103965E+00	   -0.913681933728202E-03	    0.445246216193565E+02	    0.182642221323803E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.546809352940964E+00	    0.101495698189015E-01	   -0.737826715034103E+00	   -0.672873580900176E-03	   -0.391448464664293E+02	    0.182623728981923E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.644658928544177E+00	   -0.101659180501824E-01	    0.729576354936794E+00	   -0.363991921606629E-03	    0.369448202305528E+02	    0.182625993959462E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.721107373193754E+00	   -0.129655593911534E-01	    0.793458563173985E+00	    0.449393904434781E-02	    0.508290316081450E+02	    0.182647496334454E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.380431408614768E+00	   -0.517846587098893E-02	    0.197639165012728E+00	   -0.403941876559674E-03	    0.164226943067351E+02	    0.182634830345307E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.308939217860785E-02	   -0.416795759446677E-02	    0.207716238152566E+00	   -0.672056461756273E-03	    0.259872592943146E+02	    0.182625174394602E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.917476201064037E+00	    0.162428483461613E-01	   -0.981577021078343E+00	   -0.375309418288727E-02	   -0.604428687410368E+02	    0.182626753916892E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.376023758861320E+00	    0.536335269935671E-02	   -0.579468804676222E+00	    0.952995085551248E-03	   -0.167596318899948E+02	    0.182623207441779E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.699213957327502E+00	    0.679061013289038E-02	   -0.377055798479492E+00	    0.449687876405458E-02	   -0.125658732416757E+02	    0.182650714984689E+00	    0.600000000000000E+01	    0.111748622150701E+02
    0.955688060454176E+00	    0.150850076323027E-01	   -0.821791145214016E+00	   -0.129417068658133E-02	   -0.518738971127314E+02	    0.182624965777478E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.620912087050183E+00	   -0.614716614581403E-02	    0.417560143108344E+00	   -0.353011832905669E-02	    0.126113337269663E+02	    0.182630792133764E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.824086468846453E+00	   -0.780762488938626E-02	    0.326569578525183E-01	   -0.642916811031957E-02	    0.143636028746416E+02	    0.182637080422765E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.316473952022297E+00	   -0.451380376688894E-02	    0.182337548799328E+00	   -0.231302894672070E-04	    0.153623564433062E+02	    0.182622909417063E+00	    0.600000000000000E+01	    0.111748622150701E+02
   -0.251936170359058E+00	   -0.440629933945593E-02	    0.847945146177470E-01	   -0.678459666071196E-02	    0.172723876124846E+02	    0.182623579968677E+00	    0.600000000000000E+01	    0.111748622150701E+02
